,GEOID10,excelCountyName,excelVTDId
1774,370650801,Edgecombe,0801
1775,370650104,Edgecombe,0104
1776,370651202,Edgecombe,1202
1777,370650501,Edgecombe,0501
1778,370651001,Edgecombe,1001
1779,370651401,Edgecombe,1401
1780,370650401,Edgecombe,0401
1781,370650301,Edgecombe,0301
1782,370651203,Edgecombe,1203
1783,370651205,Edgecombe,1205
1784,370651201,Edgecombe,1201
1785,370650102,Edgecombe,0102
1786,370651301,Edgecombe,1301
1787,3707143,Gaston,43
1788,3707131,Gaston,31
1789,3707119,Gaston,19
1790,3707140,Gaston,40
1791,3707144,Gaston,44
1792,3707141,Gaston,41
1793,3707103,Gaston,03
1794,3707113,Gaston,13
1795,370650901,Edgecombe,0901
1796,370651101,Edgecombe,1101
1797,370650103,Edgecombe,0103
1798,370650201,Edgecombe,0201
1799,3707111,Gaston,11
1800,3707136,Gaston,36
1801,3707135,Gaston,35
1802,3707104,Gaston,04
1803,3707128,Gaston,28
1804,3707127,Gaston,27
1805,3707109,Gaston,09
1806,3707124,Gaston,24
1807,3707101,Gaston,01
1808,3707129,Gaston,29
1809,3702504-02,Cabarrus,04-02
1810,3702502-07,Cabarrus,02-07
1811,3702502-02,Cabarrus,02-02
1812,3702512-09,Cabarrus,12-09
1813,3702512-12,Cabarrus,12-12
1814,3702501-10,Cabarrus,01-10
1815,3702512-08,Cabarrus,12-08
1816,3702512-03,Cabarrus,12-03
1817,3702502-03,Cabarrus,02-03
1818,3702503-00,Cabarrus,03-00
1819,3702505-00,Cabarrus,05-00
1820,3702504-06,Cabarrus,04-06
1821,3702511-02,Cabarrus,11-02
1822,3702504-10,Cabarrus,04-10
1823,3702510-00,Cabarrus,10-00
1824,3702501-02,Cabarrus,01-02
1825,3702504-08,Cabarrus,04-08
1826,3702502-06,Cabarrus,02-06
1827,3702502-01,Cabarrus,02-01
1828,3702504-07,Cabarrus,04-07
1829,3702502-05,Cabarrus,02-05
1830,37187P2,Washington,P2
1831,37187SC,Washington,SC
1832,37187LM,Washington,LM
1833,37187SK,Washington,SK
1834,37187P3,Washington,P3
1835,3702501-06,Cabarrus,01-06
1836,3702501-04,Cabarrus,01-04
1837,37187P1,Washington,P1
1838,3702504-01,Cabarrus,04-01
1839,3702512-02,Cabarrus,12-02
1840,37105C,Lee,C
1841,37105A,Lee,A
1842,37105E,Lee,E
1843,37105D,Lee,D
1844,37105B,Lee,B
1845,3702504-05,Cabarrus,04-05
1846,3702512-06,Cabarrus,12-06
1847,3702512-11,Cabarrus,12-11
1848,3702512-04,Cabarrus,12-04
1849,3702502-08,Cabarrus,02-08
1850,3702512-05,Cabarrus,12-05
1851,3702512-01,Cabarrus,12-01
1852,3702512-07,Cabarrus,12-07
1853,3702511-01,Cabarrus,11-01
1854,3702502-09,Cabarrus,02-09
1855,3702501-08,Cabarrus,01-08
1856,3702501-09,Cabarrus,01-09
1857,370734N,Gates,4N
1858,370734S,Gates,4S
1859,370732,Gates,2
1860,370733,Gates,3
1861,370731,Gates,1
1862,370735,Gates,5
1863,3702501-07,Cabarrus,01-07
1864,3702506-00,Cabarrus,06-00
1865,3702507-00,Cabarrus,07-00
1866,3702508-00,Cabarrus,08-00
1867,3702509-00,Cabarrus,09-00
1868,3702504-04,Cabarrus,04-04
1869,3702512-10,Cabarrus,12-10
1870,3702504-03,Cabarrus,04-03
1871,3702504-09,Cabarrus,04-09
1872,37133HR17,Onslow,HR17
1873,37133FS16,Onslow,FS16
1874,37133SW19,Onslow,SW19
1875,37133EN03,Onslow,EN03
1876,37133CR07,Onslow,CR07
1877,37133NR02,Onslow,NR02
1878,37133WN04,Onslow,WN04
1879,37133BM08,Onslow,BM08
1880,37133RL09,Onslow,RL09
1881,37133NE22,Onslow,NE22
1882,37133JA01,Onslow,JA01
1883,37133GB12,Onslow,GB12
1884,37133MT24,Onslow,MT24
1885,37133ML23,Onslow,ML23
1886,37133BC21,Onslow,BC21
1887,37133TL06,Onslow,TL06
1888,37133VR15,Onslow,VR15
1889,37133CL10,Onslow,CL10
1890,37133NM13,Onslow,NM13
1891,37133HU20,Onslow,HU20
1892,37133HM05,Onslow,HM05
1893,37133HN14,Onslow,HN14
1894,37133SF18,Onslow,SF18
1895,3702113.1,Buncombe,13.1
1896,3702124.1,Buncombe,24.1
1897,37021101.1,Buncombe,101.1
1898,37145HLWY,Person,HLWY
1899,37145ROX3,Person,ROX3
1900,37145WDSD,Person,WDSD
1901,37145CUCL,Person,CUCL
1902,37145MTTZ,Person,MTTZ
1903,37145FLRI,Person,FLRI
1904,3702171.1,Buncombe,71.1
1905,3702128.1,Buncombe,28.1
1906,3702166.1,Buncombe,66.1
1907,3702161.1,Buncombe,61.1
1908,3702160.2,Buncombe,60.2
1909,3702149.1,Buncombe,49.1
1910,3702163.1,Buncombe,63.1
1911,3702115.1,Buncombe,15.1
1912,3702162.1,Buncombe,62.1
1913,3702133.3,Buncombe,33.3
1914,3702134.1,Buncombe,34.1
1915,37021107.1,Buncombe,107.1
1916,37145ROX4,Person,ROX4
1917,37145ROX2,Person,ROX2
1918,37145RX1A,Person,RX1A
1919,37145ROX1,Person,ROX1
1920,37145HUML,Person,HUML
1921,37145ALVI,Person,ALVI
1922,37145BFRK,Person,BFRK
1923,37145OLHI,Person,OLHI
1924,3702119.1,Buncombe,19.1
1925,3702138.3,Buncombe,38.3
1926,3702110.1,Buncombe,10.1
1927,3702112.1,Buncombe,12.1
1928,3702137.1,Buncombe,37.1
1929,3702101.1,Buncombe,01.1
1930,3702155.1,Buncombe,55.1
1931,3702150.1,Buncombe,50.1
1932,3702164.1,Buncombe,64.1
1933,3702111.1,Buncombe,11.1
1934,3702105.1,Buncombe,05.1
1935,3702135.1,Buncombe,35.1
1936,3702141.1,Buncombe,41.1
1937,3702131.1,Buncombe,31.1
1938,37021103.1,Buncombe,103.1
1939,3702158.1,Buncombe,58.1
1940,3702157.1,Buncombe,57.1
1941,3702145.1,Buncombe,45.1
1942,3702136.1,Buncombe,36.1
1943,3702103.1,Buncombe,03.1
1944,37021105.1,Buncombe,105.1
1945,3702106.1,Buncombe,06.1
1946,3702133.2,Buncombe,33.2
1947,37021104.1,Buncombe,104.1
1948,3702132.1,Buncombe,32.1
1949,3702125.1,Buncombe,25.1
1950,3702159.1,Buncombe,59.1
1951,3702139.1,Buncombe,39.1
1952,37021100.1,Buncombe,100.1
1953,3702114.2,Buncombe,14.2
1954,3702104.1,Buncombe,04.1
1955,3702152.1,Buncombe,52.1
1956,37021106.1,Buncombe,106.1
1957,3702146.1,Buncombe,46.1
1958,3702168.1,Buncombe,68.1
1959,37021102.1,Buncombe,102.1
1960,3702170.1,Buncombe,70.1
1961,3702165.1,Buncombe,65.1
1962,3702147.1,Buncombe,47.1
1963,3702153.1,Buncombe,53.1
1964,3702148.1,Buncombe,48.1
1965,3702138.2,Buncombe,38.2
1966,3702107.1,Buncombe,07.1
1967,3702120.1,Buncombe,20.1
1968,3702167.1,Buncombe,67.1
1969,3702117.1,Buncombe,17.1
1970,3702126.1,Buncombe,26.1
1971,3702102.1,Buncombe,02.1
1972,3702130.1,Buncombe,30.1
1973,3702169.1,Buncombe,69.1
1974,3702144.1,Buncombe,44.1
1975,3702109.1,Buncombe,09.1
1976,3715529,Robeson,29
1977,3715507,Robeson,07
1978,3715519,Robeson,19
1979,3715505,Robeson,05
1980,3715538,Robeson,38
1981,3715540,Robeson,40
1982,3715537,Robeson,37
1983,3715511,Robeson,11
1984,3715515,Robeson,15
1985,3715520,Robeson,20
1986,3715536,Robeson,36
1987,3715521,Robeson,21
1988,3715502,Robeson,02
1989,3715526,Robeson,26
1990,3715535,Robeson,35
1991,3715541,Robeson,41
1992,3715539,Robeson,39
1993,3715532,Robeson,32
1994,3715530,Robeson,30
1995,3715503,Robeson,03
1996,3715501,Robeson,01
1997,3715510,Robeson,10
1998,3715533,Robeson,33
1999,3715531,Robeson,31
2000,3715528,Robeson,28
2001,3715522,Robeson,22
2002,3715527,Robeson,27
2003,3715524,Robeson,24
2004,3715525,Robeson,25
2005,3715504,Robeson,04
2006,3715523,Robeson,23
2007,3715516,Robeson,16
2008,3715517,Robeson,17
2009,3715513,Robeson,13
2010,3715512,Robeson,12
2011,3715514,Robeson,14
2012,3715508,Robeson,08
2013,3715506,Robeson,06
2014,3715518A,Robeson,18A
2015,3715509,Robeson,09
2016,3715534,Robeson,34
2017,37055KTHK,Dare,KTHK
2018,37055DUCK,Dare,DUCK
2019,37055KDH,Dare,KDH
2020,37055EL,Dare,EL
2021,37055STPT,Dare,STPT
2022,37055CHCA,Dare,CHCA
2023,37055MH,Dare,MH
2024,37141CF11,Pender,CF11
2025,37055SOSH,Dare,SOSH
2026,37055COL,Dare,COL
2027,37055MATO,Dare,MATO
2028,37055NGHD,Dare,NGHD
2029,37055AVON,Dare,AVON
2030,37141CL05,Pender,CL05
2031,37141CS04,Pender,CS04
2032,37141CT03,Pender,CT03
2033,37141GR06,Pender,GR06
2034,37141LC09,Pender,LC09
2035,37141LU16,Pender,LU16
2036,37141MH07,Pender,MH07
2037,37141MT19,Pender,MT19
2038,37143PARKVI,Perquimans,PARKVI
2039,37143BELVID,Perquimans,BELVID
2040,37143NICANO,Perquimans,NICANO
2041,37143BETHEL,Perquimans,BETHEL
2042,37143EAST-H,Perquimans,EAST-H
2043,37055HAT,Dare,HAT
2044,37055FRCO,Dare,FRCO
2045,37055BUX,Dare,BUX
2046,37141NB01,Pender,NB01
2047,37141PL10,Pender,PL10
2048,37143WEST-H,Perquimans,WEST-H
2049,37143NEW-HO,Perquimans,NEW-HO
2050,37055WAN,Dare,WAN
2051,37141RP20,Pender,RP20
2052,37141SB02,Pender,SB02
2053,37141SC13,Pender,SC13
2054,37141SP15,Pender,SP15
2055,37141UH08,Pender,UH08
2056,37141UT14,Pender,UT14
2057,37141UU17,Pender,UU17
2058,371658,Scotland,8
2059,371653,Scotland,3
2060,371654,Scotland,4
2061,371659,Scotland,9
2062,371657,Scotland,7
2063,3716510,Scotland,10
2064,371652,Scotland,2
2065,371655,Scotland,5
2066,371656,Scotland,6
2067,371651,Scotland,1
2068,37013RVRD,Beaufort,RVRD
2069,37013AUROR,Beaufort,AUROR
2070,37013NCRK,Beaufort,NCRK
2071,37013WASH1,Beaufort,WASH1
2072,37013BLCK,Beaufort,BLCK
2073,37013OLDF,Beaufort,OLDF
2074,37013PINET,Beaufort,PINET
2075,37013BELHV,Beaufort,BELHV
2076,37013GILEA,Beaufort,GILEA
2077,37013TCRK,Beaufort,TCRK
2078,37013PSJW3,Beaufort,PSJW3
2079,37013CHOCO,Beaufort,CHOCO
2080,37013WASH2,Beaufort,WASH2
2081,37013PANTE,Beaufort,PANTE
2082,37013WASH4,Beaufort,WASH4
2083,37013BEADM,Beaufort,BEADM
2084,37013EDWAR,Beaufort,EDWAR
2085,37013SURBA,Beaufort,SURBA
2086,37013HB,Beaufort,HB
2087,37013WDPD,Beaufort,WDPD
2088,37013WASHP,Beaufort,WASHP
2089,3700506,Alleghany,06
2090,3700505,Alleghany,05
2091,3700501,Alleghany,01
2092,3700503,Alleghany,03
2093,3700504,Alleghany,04
2094,3700502,Alleghany,02
2095,3700507,Alleghany,07
2096,3716104A,Rutherford,04A
2097,3716116A,Rutherford,16A
2098,3716127,Rutherford,27
2099,3716128,Rutherford,28
2100,3716106A,Rutherford,06A
2101,3716113,Rutherford,13
2102,3716130,Rutherford,30
2103,3716114,Rutherford,14
2104,3716110A,Rutherford,10A
2105,3716103A,Rutherford,03A
2106,3716119,Rutherford,19
2107,3716134,Rutherford,34
2108,3716109A,Rutherford,09A
2109,3716118,Rutherford,18
2110,3716105A,Rutherford,05A
2111,3716111,Rutherford,11
2112,3716129,Rutherford,29
2113,37119001,Mecklenburg,001
2114,37119002,Mecklenburg,002
2115,37119042,Mecklenburg,042
2116,37119043,Mecklenburg,043
2117,37119044,Mecklenburg,044
2118,37119091,Mecklenburg,091
2119,37119092,Mecklenburg,092
2120,37119094,Mecklenburg,094
2121,37119095,Mecklenburg,095
2122,37119096,Mecklenburg,096
2123,37119226,Mecklenburg,226
2124,3717716,Tyrrell,16
2125,37119003,Mecklenburg,003
2126,37119004,Mecklenburg,004
2127,37119005,Mecklenburg,005
2128,37119045,Mecklenburg,045
2129,37119046,Mecklenburg,046
2130,37119217,Mecklenburg,217
2131,37119097,Mecklenburg,097
2132,37119098,Mecklenburg,098
2133,37119227,Mecklenburg,227
2134,37119229,Mecklenburg,229
2135,37119230,Mecklenburg,230
2136,37119231,Mecklenburg,231
2137,37119232,Mecklenburg,232
2138,37119233,Mecklenburg,233
2139,37119234,Mecklenburg,234
2140,37119236,Mecklenburg,236
2141,37119007,Mecklenburg,007
2142,37119008,Mecklenburg,008
2143,37119047,Mecklenburg,047
2144,37119048,Mecklenburg,048
2145,37119099,Mecklenburg,099
2146,37119100,Mecklenburg,100
2147,37119101,Mecklenburg,101
2148,37119102,Mecklenburg,102
2149,37119103,Mecklenburg,103
2150,37119104,Mecklenburg,104
2151,37119237,Mecklenburg,237
2152,37119238.1,Mecklenburg,238.1
2153,37119151,Mecklenburg,151
2154,37119009,Mecklenburg,009
2155,37119010,Mecklenburg,010
2156,37119049,Mecklenburg,049
2157,37119050,Mecklenburg,050
2158,37119105,Mecklenburg,105
2159,37119106,Mecklenburg,106
2160,37119146,Mecklenburg,146
2161,37119107.1,Mecklenburg,107.1
2162,37119239,Mecklenburg,239
2163,37119145,Mecklenburg,145
2164,37119241,Mecklenburg,241
2165,37119242,Mecklenburg,242
2166,37119243,Mecklenburg,243
2167,37119220,Mecklenburg,220
2168,37119235,Mecklenburg,235
2169,37119011,Mecklenburg,011
2170,37119012,Mecklenburg,012
2171,37119051,Mecklenburg,051
2172,37119052,Mecklenburg,052
2173,37119109,Mecklenburg,109
2174,37119110,Mecklenburg,110
2175,37119111,Mecklenburg,111
2176,37119112,Mecklenburg,112
2177,37119113,Mecklenburg,113
2178,37119204.1,Mecklenburg,204.1
2179,37119149,Mecklenburg,149
2180,37119202,Mecklenburg,202
2181,37119206,Mecklenburg,206
2182,37119013,Mecklenburg,013
2183,37119014,Mecklenburg,014
2184,37119015,Mecklenburg,015
2185,37119054,Mecklenburg,054
2186,37119055,Mecklenburg,055
2187,37119056,Mecklenburg,056
2188,37119114,Mecklenburg,114
2189,37119115,Mecklenburg,115
2190,37119116,Mecklenburg,116
2191,37119117,Mecklenburg,117
2192,37119006,Mecklenburg,006
2193,37119016,Mecklenburg,016
2194,37119057,Mecklenburg,057
2195,37119058,Mecklenburg,058
2196,37119118,Mecklenburg,118
2197,37119119,Mecklenburg,119
2198,37119120,Mecklenburg,120
2199,37119121,Mecklenburg,121
2200,37119017,Mecklenburg,017
2201,37119018,Mecklenburg,018
2202,37119019,Mecklenburg,019
2203,37119059,Mecklenburg,059
2204,37119060,Mecklenburg,060
2205,37119061,Mecklenburg,061
2206,37119123,Mecklenburg,123
2207,37119124,Mecklenburg,124
2208,37119125,Mecklenburg,125
2209,37119126,Mecklenburg,126
2210,37119128,Mecklenburg,128
2211,37119020,Mecklenburg,020
2212,37119021,Mecklenburg,021
2213,37119062,Mecklenburg,062
2214,37119063,Mecklenburg,063
2215,37119129,Mecklenburg,129
2216,37119087,Mecklenburg,087
2217,37119130,Mecklenburg,130
2218,37119022,Mecklenburg,022
2219,37119023,Mecklenburg,023
2220,37119053,Mecklenburg,053
2221,37119064,Mecklenburg,064
2222,37119065,Mecklenburg,065
2223,37119131,Mecklenburg,131
2224,37119132,Mecklenburg,132
2225,37119024,Mecklenburg,024
2226,37119040,Mecklenburg,040
2227,37119025,Mecklenburg,025
2228,37119066,Mecklenburg,066
2229,37119067,Mecklenburg,067
2230,37119133,Mecklenburg,133
2231,37119134,Mecklenburg,134
2232,37119135,Mecklenburg,135
2233,37119136,Mecklenburg,136
2234,37119137,Mecklenburg,137
2235,37119138,Mecklenburg,138
2236,37119148,Mecklenburg,148
2237,37119139.1,Mecklenburg,139.1
2238,37119140,Mecklenburg,140
2239,37119026,Mecklenburg,026
2240,37119027,Mecklenburg,027
2241,37119068,Mecklenburg,068
2242,37119069,Mecklenburg,069
2243,37119070,Mecklenburg,070
2244,37119071,Mecklenburg,071
2245,37119144,Mecklenburg,144
2246,37119141,Mecklenburg,141
2247,37119142,Mecklenburg,142
2248,37119143,Mecklenburg,143
2249,37119028,Mecklenburg,028
2250,37119029,Mecklenburg,029
2251,37119030,Mecklenburg,030
2252,37119031,Mecklenburg,031
2253,37119072,Mecklenburg,072
2254,37119073,Mecklenburg,073
2255,37119074,Mecklenburg,074
2256,37119240,Mecklenburg,240
2257,37119200,Mecklenburg,200
2258,37119201,Mecklenburg,201
2259,37119203,Mecklenburg,203
2260,37119205,Mecklenburg,205
2261,37119207,Mecklenburg,207
2262,37119209,Mecklenburg,209
2263,37119210,Mecklenburg,210
2264,37119211,Mecklenburg,211
2265,37119212,Mecklenburg,212
2266,37119032,Mecklenburg,032
2267,37119033,Mecklenburg,033
2268,37119034,Mecklenburg,034
2269,37119075,Mecklenburg,075
2270,37119076,Mecklenburg,076
2271,37119122,Mecklenburg,122
2272,37119077,Mecklenburg,077
2273,37119225,Mecklenburg,225
2274,37119228,Mecklenburg,228
2275,37119213,Mecklenburg,213
2276,37119214,Mecklenburg,214
2277,37119215,Mecklenburg,215
2278,37119035,Mecklenburg,035
2279,37119036,Mecklenburg,036
2280,37119147,Mecklenburg,147
2281,37119078.1,Mecklenburg,078.1
2282,37119216,Mecklenburg,216
2283,37119218,Mecklenburg,218
2284,3717714,Tyrrell,14
2285,3717703,Tyrrell,03
2286,37119037,Mecklenburg,037
2287,37119038,Mecklenburg,038
2288,37119039,Mecklenburg,039
2289,37119041,Mecklenburg,041
2290,37119079,Mecklenburg,079
2291,37119080,Mecklenburg,080
2292,37119081,Mecklenburg,081
2293,37119082,Mecklenburg,082
2294,37119083,Mecklenburg,083
2295,37119084,Mecklenburg,084
2296,37119108,Mecklenburg,108
2297,37119085,Mecklenburg,085
2298,37119093,Mecklenburg,093
2299,37119086,Mecklenburg,086
2300,37119088,Mecklenburg,088
2301,37119089,Mecklenburg,089
2302,37119090,Mecklenburg,090
2303,37119219,Mecklenburg,219
2304,37119221,Mecklenburg,221
2305,37119222,Mecklenburg,222
2306,37119150,Mecklenburg,150
2307,37119223.1,Mecklenburg,223.1
2308,37119224,Mecklenburg,224
2309,3717701,Tyrrell,01
2310,3717702,Tyrrell,02
2311,3717715,Tyrrell,15
2312,37157CO,Rockingham,CO
2313,37157MC,Rockingham,MC
2314,37157WM,Rockingham,WM
2315,37157EC,Rockingham,EC
2316,37157RC,Rockingham,RC
2317,37157LI,Rockingham,LI
2318,37157ED-1,Rockingham,ED-1
2319,37157LK-2,Rockingham,LK-2
2320,37157DR,Rockingham,DR
2321,37157VA,Rockingham,VA
2322,37157HU,Rockingham,HU
2323,37157HO,Rockingham,HO
2324,37157MD,Rockingham,MD
2325,37157RD-1,Rockingham,RD-1
2326,37157IR,Rockingham,IR
2327,37157MA,Rockingham,MA
2328,37157NB,Rockingham,NB
2329,37157AV,Rockingham,AV
2330,37173ALMOND,Swain,ALMOND
2331,3711306,Macon,06
2332,3711310,Macon,10
2333,3711311,Macon,11
2334,3711309,Macon,09
2335,3711305,Macon,05
2336,3711308,Macon,08
2337,3711302,Macon,02
2338,3711312,Macon,12
2339,3711307,Macon,07
2340,3711313,Macon,13
2341,3711314,Macon,14
2342,3711315,Macon,15
2343,3711304,Macon,04
2344,3711301,Macon,01
2345,3711303,Macon,03
2346,3716917,Stokes,17
2347,3716916,Stokes,16
2348,3716915,Stokes,15
2349,3716912,Stokes,12
2350,3716910,Stokes,10
2351,3716903,Stokes,03
2352,3716911,Stokes,11
2353,3716907,Stokes,07
2354,3716901,Stokes,01
2355,3716902,Stokes,02
2356,3716913,Stokes,13
2357,3716908,Stokes,08
2358,3716906,Stokes,06
2359,3716909,Stokes,09
2360,3716904,Stokes,04
2361,3716905,Stokes,05
2362,3716920,Stokes,20
2363,3716914,Stokes,14
2364,3716919,Stokes,19
2365,3716918,Stokes,18
2366,37179033,Union,033
2367,37179041,Union,041
2368,37179021,Union,021
2369,37179028,Union,028
2370,37179020B,Union,020B
2371,37179029C,Union,029C
2372,37179017B,Union,017B
2373,37179031,Union,031
2374,37179043,Union,043
2375,37179038A,Union,038A
2376,37179019,Union,019
2377,37179007,Union,007
2378,37179022,Union,022
2379,37179037A,Union,037A
2380,37179018,Union,018
2381,37179023,Union,023
2382,37179042,Union,042
2383,37179005,Union,005
2384,37179004,Union,004
2385,37179001,Union,001
2386,37179034,Union,034
2387,37179006,Union,006
2388,37179036,Union,036
2389,37179027,Union,027
2390,37179008,Union,008
2391,37179013,Union,013
2392,37179039,Union,039
2393,37179010,Union,010
2394,37179003,Union,003
2395,37179002,Union,002
2396,37179025,Union,025
2397,37179024,Union,024
2398,37179009,Union,009
2399,37179026,Union,026
2400,37179032,Union,032
2401,37179040,Union,040
2402,37179014,Union,014
2403,37179030,Union,030
2404,37179016,Union,016
2405,37179015,Union,015
2406,37179012,Union,012
2407,37179035,Union,035
2408,37179011,Union,011
2409,37179020A,Union,020A
2410,37179017A,Union,017A
2411,37179029A,Union,029A
2412,37179038B,Union,038B
2413,37179037B,Union,037B
2414,37179029B,Union,029B
2415,3718308-05,Wake,08-05
2416,3718308-04,Wake,08-04
2417,3718308-03,Wake,08-03
2418,3718308-02,Wake,08-02
2419,3718301-26,Wake,01-26
2420,3718301-25,Wake,01-25
2421,3718301-23,Wake,01-23
2422,3718307-13,Wake,07-13
2423,3718307-12,Wake,07-12
2424,3718307-11,Wake,07-11
2425,3718307-10,Wake,07-10
2426,3718307-09,Wake,07-09
2427,3718301-22,Wake,01-22
2428,3718301-21,Wake,01-21
2429,3718301-20,Wake,01-20
2430,3718301-19,Wake,01-19
2431,3718301-18,Wake,01-18
2432,3718301-17,Wake,01-17
2433,3718301-16,Wake,01-16
2434,3718301-15,Wake,01-15
2435,3718307-07,Wake,07-07
2436,3718307-06,Wake,07-06
2437,3718307-05,Wake,07-05
2438,3718301-14,Wake,01-14
2439,3718301-13,Wake,01-13
2440,3718301-12,Wake,01-12
2441,3718301-11,Wake,01-11
2442,3718307-04,Wake,07-04
2443,3718307-03,Wake,07-03
2444,3718307-02,Wake,07-02
2445,3718301-10,Wake,01-10
2446,3718301-09,Wake,01-09
2447,3718301-07,Wake,01-07
2448,3718307-01,Wake,07-01
2449,3718306-06,Wake,06-06
2450,3718306-07,Wake,06-07
2451,3718306-05,Wake,06-05
2452,3718306-04,Wake,06-04
2453,3718306-01,Wake,06-01
2454,3718305-06,Wake,05-06
2455,3718305-05,Wake,05-05
2456,3718305-04,Wake,05-04
2457,3718305-03,Wake,05-03
2458,3718305-01,Wake,05-01
2459,3718304-21,Wake,04-21
2460,3718301-06,Wake,01-06
2461,3718301-05,Wake,01-05
2462,3718304-20,Wake,04-20
2463,3718304-19,Wake,04-19
2464,3718304-18,Wake,04-18
2465,3718301-04,Wake,01-04
2466,3718301-03,Wake,01-03
2467,3718304-17,Wake,04-17
2468,3718304-16,Wake,04-16
2469,3718304-15,Wake,04-15
2470,3718304-14,Wake,04-14
2471,3718304-13,Wake,04-13
2472,3718304-12,Wake,04-12
2473,3718301-02,Wake,01-02
2474,3718301-01,Wake,01-01
2475,3718304-11,Wake,04-11
2476,3718304-10,Wake,04-10
2477,3718304-09,Wake,04-09
2478,3718304-08,Wake,04-08
2479,3718304-07,Wake,04-07
2480,3718304-06,Wake,04-06
2481,3718304-05,Wake,04-05
2482,3718304-04,Wake,04-04
2483,3718304-03,Wake,04-03
2484,3718304-02,Wake,04-02
2485,3718320-12,Wake,20-12
2486,3718320-11,Wake,20-11
2487,3718320-10,Wake,20-10
2488,3718320-09,Wake,20-09
2489,3718320-08,Wake,20-08
2490,3718320-06,Wake,20-06
2491,3718320-05,Wake,20-05
2492,3718320-04,Wake,20-04
2493,3718320-03,Wake,20-03
2494,3718320-02,Wake,20-02
2495,3718320-01,Wake,20-01
2496,3718319-17,Wake,19-17
2497,3718319-16,Wake,19-16
2498,3718319-12,Wake,19-12
2499,3718319-11,Wake,19-11
2500,3718304-01,Wake,04-01
2501,3718303-00,Wake,03-00
2502,3718302-06,Wake,02-06
2503,3718302-05,Wake,02-05
2504,3718302-04,Wake,02-04
2505,3718302-03,Wake,02-03
2506,3718302-02,Wake,02-02
2507,3718302-01,Wake,02-01
2508,3718319-10,Wake,19-10
2509,3718319-09,Wake,19-09
2510,3718319-07,Wake,19-07
2511,3718319-06,Wake,19-06
2512,3718319-05,Wake,19-05
2513,3718319-04,Wake,19-04
2514,3718319-03,Wake,19-03
2515,3718318-08,Wake,18-08
2516,3718318-07,Wake,18-07
2517,3718318-06,Wake,18-06
2518,3718318-05,Wake,18-05
2519,3718318-04,Wake,18-04
2520,3718318-03,Wake,18-03
2521,3718318-02,Wake,18-02
2522,3718318-01,Wake,18-01
2523,3718317-11,Wake,17-11
2524,3718301-51,Wake,01-51
2525,3718301-50,Wake,01-50
2526,3718301-49,Wake,01-49
2527,3718301-48,Wake,01-48
2528,3718301-47,Wake,01-47
2529,3718317-10,Wake,17-10
2530,3718317-09,Wake,17-09
2531,3718317-08,Wake,17-08
2532,3718317-07,Wake,17-07
2533,3718317-06,Wake,17-06
2534,3718317-05,Wake,17-05
2535,3718317-04,Wake,17-04
2536,3718317-03,Wake,17-03
2537,3718317-02,Wake,17-02
2538,3718317-01,Wake,17-01
2539,3718316-09,Wake,16-09
2540,3718316-08,Wake,16-08
2541,3718316-07,Wake,16-07
2542,3718301-46,Wake,01-46
2543,3718301-45,Wake,01-45
2544,3718316-06,Wake,16-06
2545,3718316-05,Wake,16-05
2546,3718316-04,Wake,16-04
2547,3718301-44,Wake,01-44
2548,3718301-43,Wake,01-43
2549,3718301-42,Wake,01-42
2550,3718301-41,Wake,01-41
2551,3718316-03,Wake,16-03
2552,3718316-02,Wake,16-02
2553,3718316-01,Wake,16-01
2554,3718315-04,Wake,15-04
2555,3718315-03,Wake,15-03
2556,3718315-02,Wake,15-02
2557,3718315-01,Wake,15-01
2558,3718314-02,Wake,14-02
2559,3718314-01,Wake,14-01
2560,3718313-11,Wake,13-11
2561,3718313-10,Wake,13-10
2562,3718313-09,Wake,13-09
2563,3718301-40,Wake,01-40
2564,3718301-39,Wake,01-39
2565,3718301-38,Wake,01-38
2566,3718301-37,Wake,01-37
2567,3718301-36,Wake,01-36
2568,3718301-35,Wake,01-35
2569,3718313-08,Wake,13-08
2570,3718313-07,Wake,13-07
2571,3718313-06,Wake,13-06
2572,3718313-05,Wake,13-05
2573,3718313-02,Wake,13-02
2574,3718313-01,Wake,13-01
2575,3718312-09,Wake,12-09
2576,3718312-08,Wake,12-08
2577,3718312-07,Wake,12-07
2578,3718312-06,Wake,12-06
2579,3718312-05,Wake,12-05
2580,3718312-04,Wake,12-04
2581,3718301-34,Wake,01-34
2582,3718301-33,Wake,01-33
2583,3718312-02,Wake,12-02
2584,3718312-01,Wake,12-01
2585,3718311-02,Wake,11-02
2586,3718311-01,Wake,11-01
2587,3718310-04,Wake,10-04
2588,3718310-03,Wake,10-03
2589,3718310-02,Wake,10-02
2590,3718310-01,Wake,10-01
2591,3718309-03,Wake,09-03
2592,3718309-02,Wake,09-02
2593,3718309-01,Wake,09-01
2594,3718308-11,Wake,08-11
2595,3718308-10,Wake,08-10
2596,3718308-09,Wake,08-09
2597,3718308-08,Wake,08-08
2598,3718308-07,Wake,08-07
2599,3718308-06,Wake,08-06
2600,3718301-32,Wake,01-32
2601,3718301-31,Wake,01-31
2602,3718301-30,Wake,01-30
2603,3718301-29,Wake,01-29
2604,3718301-28,Wake,01-28
2605,3718301-27,Wake,01-27
