,low,high,length
400,371591717,3702504-0504-05,0.0
401,371591717,3702504-0404-04,3381.2448220662877
402,371591717,3702504-0304-03,14086.064165658745
403,371592121,371590404,0.0
404,371592121,371592929,4102.487927824903
405,371592121,371593434,6914.714529354607
406,371592121,371590808,20633.551254424903
407,371592121,371594242,6857.9768835073855
408,371592121,371591212,27523.626702601596
409,371592121,371593535,6809.102421498737
410,371590202,371591919,15115.713581427699
411,371592424,371590404,33247.36325064988
412,371592424,371592929,14754.991054783806
413,371592424,37097CH-BCH-B,5537.216477738319
414,371593030,371593434,38891.09806997468
415,371593030,371590808,13173.800250086257
416,371593030,371590505,7153.845316480827
417,371593030,371593636,7297.571508272666
418,371590404,371592929,26300.618419656377
419,371590404,371590808,2819.4942769369145
420,371590404,371591919,5048.040752685096
421,371590404,371590505,12053.602638056844
422,371592929,371590808,0.0
423,371592929,371591212,0.0
424,371593434,371590808,2905.80690409439
425,371593434,371593636,6200.3765819712635
426,371593434,371593535,13578.824032039962
427,371590808,371590505,10611.079870670848
428,371593131,371591515,41083.143423853835
429,371593131,371591818,10587.328532156971
430,371593131,371592828,12440.243533491635
431,371593131,370571010,13461.492497561705
432,371593131,370575858,5782.1585253591675
433,371593131,370570606,21760.801664464096
434,371591515,371592323,24744.41965167901
435,371591515,371591818,11619.823617413223
436,371591515,371592626,16806.28771690524
437,371591515,371593838,8472.657892566549
438,371591515,370575858,7024.054321636194
439,371592323,371592626,10170.792677988675
440,371592323,371592222,51463.97002623553
441,371592323,370575858,12407.35361106364
442,371592323,370571818,3396.5791848237045
443,371591919,371590505,3528.293034696427
444,371591919,371590606,10752.842091945957
445,371590505,371590606,19487.21616932855
446,371593636,371593838,8672.976975596332
447,371593636,371593535,4105.160428133687
448,371593636,371594040,0.0
449,371591818,371593838,6881.260728710827
450,371591818,371592828,14847.748748171243
451,371592222,37123ELDELD,0.0
452,371592222,3716700170017,1388.901071973915
453,371592222,3716700180018,39709.92209289265
454,371592222,370571818,12763.534729845082
455,371592222,370575656,14836.426558310828
456,371592222,3702507-0007-00,6970.415268030272
457,371590101,3702506-0006-00,17825.407407945753
458,371593838,371592828,565.8159016579359
459,371593838,371593535,0.0
460,371593838,371594040,7741.285025593649
461,371594242,371593939,5716.904245486866
462,371594242,371593535,9869.47010777773
463,371594242,371594040,1621.673975625204
464,371593939,371594040,5585.202766275486
465,371592828,371594040,3712.2062337151588
466,371592828,370570606,11533.070154999275
467,371593535,371594040,2309.19784599694
468,37101PR26PR26,37101PR24PR24,7888.99386045583
469,37101PR26PR26,37101PR22PR22,17138.036366088334
470,37101PR26PR26,37101PR27PR27,15499.892558428779
471,37101PR26PR26,37101PR28PR28,14479.321894273695
472,37101PR26PR26,37101PR08PR08,15047.81018713145
473,37101PR26PR26,37101PR15PR15,51748.436261244206
474,37101PR24PR24,37101PR22PR22,24921.114071411008
475,37101PR24PR24,37101PR21PR21,704.314679548405
476,37101PR24PR24,37101PR25PR25,25581.72039872412
477,37101PR24PR24,37101PR27PR27,17932.577286188913
478,37101PR24PR24,37101PR19PR19,24118.92054469382
479,37101PR24PR24,37101PR30PR30,8424.545602320128
480,37101PR20PR20,37101PR21PR21,51984.60150013789
481,37101PR20PR20,37101PR32PR32,19606.19427343654
482,37101PR20PR20,3712700050005,40488.462760443814
483,37101PR20PR20,370691313,0.0
484,37101PR20PR20,37195PROLPROL,14568.828355572308
485,37101PR20PR20,37195PRSPPRSP,1221.8400379105467
486,37101PR20PR20,3718310-0310-03,0.0
487,37101PR20PR20,3718309-0309-03,172.06905091459979
488,37101PR20PR20,3718309-0209-02,25564.65377409792
489,37101PR09PR09,37101PR27PR27,11623.635523990735
490,37101PR09PR09,37101PR10PR10,16179.893318343316
491,37101PR09PR09,37101PR30PR30,14011.038201196496
492,37101PR09PR09,37101PR29APR29A,0.0
493,37101PR09PR09,37101PR29BPR29B,14727.57791366817
494,37101PR09PR09,37101PR34PR34,11647.597723275669
495,37101PR01PR01,37101PR14PR14,14982.197693364431
496,37101PR01PR01,37101PR16PR16,5581.310579638963
497,37101PR01PR01,37101PR02PR02,22859.549992808938
498,37101PR01PR01,37101PR18PR18,0.0
499,37101PR01PR01,37101PR03PR03,17067.185429436806
500,37101PR01PR01,37101PR17PR17,4319.5896117150105
501,37101PR22PR22,37101PR19PR19,20054.702834084783
502,37101PR22PR22,37101PR08PR08,6088.735273391475
503,37101PR22PR22,37101PR07PR07,20583.726744066927
504,37101PR21PR21,37101PR25PR25,20287.977557933573
505,37101PR21PR21,37101PR19PR19,11855.345787205513
506,37101PR21PR21,37101PR05PR05,26997.72690844581
507,37101PR21PR21,37101PR32PR32,5540.045233354653
508,37101PR21PR21,37101PR29BPR29B,0.0
509,37101PR21PR21,37195PRSPPRSP,4410.10903138237
510,37101PR25PR25,37101PR30PR30,19273.732078633304
511,37101PR25PR25,37101PR32PR32,0.0
512,37101PR25PR25,37101PR29BPR29B,8694.424546099042
513,37101PR27PR27,37101PR28PR28,39573.004267736185
514,37101PR27PR27,37101PR12PR12,930.1163688166108
515,37101PR27PR27,37101PR30PR30,41508.87821023215
516,37101PR27PR27,37101PR34PR34,7373.531538322696
517,37101PR28PR28,37101PR12PR12,2883.8513924451518
518,37101PR28PR28,37101PR13PR13,9565.143998114687
519,37101PR28PR28,37101PR14PR14,0.0
520,37101PR28PR28,37101PR15PR15,27482.775505491387
521,37101PR10PR10,37101PR29APR29A,22268.98570223669
522,37101PR10PR10,37101PR29BPR29B,0.0
523,37101PR10PR10,37101PR34PR34,4649.924547982467
524,37101PR10PR10,37101PR11BPR11B,18005.200595210867
525,37101PR10PR10,3718316-0116-01,13977.962791398782
526,37101PR10PR10,3718310-0410-04,5088.625132838876
527,37101PR19PR19,37101PR06PR06,30111.170949949214
528,37101PR19PR19,37101PR05PR05,44259.8625325858
529,37101PR19PR19,37101PR07PR07,10194.120310328497
530,37101PR12PR12,37101PR13PR13,5355.298492376843
531,37101PR12PR12,37101PR34PR34,22885.872803281207
532,37101PR12PR12,37101PR11BPR11B,10946.645222344823
533,37101PR12PR12,37101PR31BPR31B,18666.564331352845
534,37101PR12PR12,37101PR31APR31A,31349.89502562133
535,37101PR12PR12,37101PR11APR11A,21034.03783649504
536,37101PR12PR12,3718316-0916-09,9799.471077778495
537,37101PR12PR12,3718316-0116-01,3473.0269868720734
538,37101PR12PR12,3718315-0115-01,7845.282663967338
539,37101PR13PR13,37101PR14PR14,47293.19991404143
540,37101PR13PR13,37101PR15PR15,0.0
541,37101PR13PR13,37101PR31APR31A,34063.63833265695
542,37101PR13PR13,37101PR23PR23,7370.434856355507
543,37101PR13PR13,37101PR33PR33,12669.686958765624
544,37101PR30PR30,37101PR29BPR29B,11019.701343205392
545,37101PR06PR06,37101PR05PR05,15806.840729953654
546,37101PR06PR06,37101PR07PR07,24211.230886946487
547,37101PR06PR06,371910101,10937.704435934387
548,37101PR06PR06,37195PRSPPRSP,18731.524194851172
549,37101PR08PR08,37101PR15PR15,3872.0473834436707
550,37101PR08PR08,37101PR07PR07,32419.914607836952
551,37101PR08PR08,37101PR04PR04,49619.55391223341
552,37101PR05PR05,37195PRSPPRSP,14272.24526587754
553,37101PR14PR14,37101PR16PR16,4947.402019433727
554,37101PR14PR14,37101PR15PR15,972.746460141113
555,37101PR14PR14,37101PR33PR33,16055.507918135212
556,37101PR14PR14,37101PR03PR03,38679.417160884055
557,37101PR14PR14,37085PR24PR24,3230.911417886999
558,37101PR16PR16,37101PR15PR15,47148.62769882795
559,37101PR16PR16,37101PR17PR17,13506.906241320079
560,37101PR15PR15,37101PR04PR04,44844.63950688005
561,37101PR15PR15,37101PR17PR17,27912.849867114553
562,37101PR02PR02,37101PR18PR18,10393.027887460494
563,37101PR02PR02,37101PR03PR03,5580.744781172598
564,37101PR02PR02,37101PR17PR17,0.0
565,37101PR02PR02,37085PR25PR25,19534.937372599376
566,37101PR02PR02,37085PR29PR29,0.0
567,37101PR02PR02,37163PLVWPLVW,11297.412582528907
568,37101PR07PR07,37101PR04PR04,17659.219001305017
569,37101PR07PR07,371910808,26302.8028887751
570,37101PR07PR07,371910303,11772.059336229164
571,37101PR07PR07,371910101,4837.600436207619
572,37101PR07PR07,371912424,7347.526504505864
573,37101PR04PR04,37101PR17PR17,9852.854716351376
574,37101PR04PR04,371912424,52199.99635432658
575,37101PR04PR04,37163NGRVNGRV,21385.72927168664
576,37101PR18PR18,37101PR17PR17,35248.70473702493
577,37101PR18PR18,37163WBRKWBRK,21533.157314630465
578,37101PR18PR18,37163PLVWPLVW,22369.974118857088
579,37101PR18PR18,37163NGRVNGRV,0.0
580,37101PR29APR29A,37101PR32PR32,13524.794655052603
581,37101PR29APR29A,37101PR29BPR29B,24673.744292283023
582,37101PR29APR29A,3718310-0410-04,34781.40641047679
583,37101PR29APR29A,3718310-0310-03,0.0
584,37101PR32PR32,37101PR29BPR29B,17421.322625264722
585,37101PR32PR32,3718310-0410-04,0.0
586,37101PR32PR32,3718310-0310-03,14817.845236576673
587,37101PR32PR32,3718309-0209-02,0.0
588,37101PR34PR34,37101PR11BPR11B,3281.9265171250763
589,37101PR34PR34,37101PR11APR11A,12328.402319120416
590,37101PR11BPR11B,37101PR11APR11A,20771.270892354012
591,37101PR11BPR11B,3718316-0116-01,7078.142145657633
592,37101PR31BPR31B,37101PR31APR31A,8916.860116881566
593,37101PR31BPR31B,37101PR23PR23,35917.82133847292
594,37101PR31BPR31B,3718315-0315-03,3572.983609013119
595,37101PR31BPR31B,3718315-0115-01,16498.08497637936
596,37101PR31APR31A,37101PR23PR23,11619.615860201342
597,37101PR23PR23,37101PR33PR33,49603.15526917975
598,37101PR23PR23,37085PR08PR08,6989.617591241908
599,37101PR23PR23,3718315-0315-03,19243.062491671957
600,37101PR23PR23,3718312-0412-04,5271.306529657762
601,37101PR33PR33,37085PR24PR24,18866.887878341862
602,37101PR33PR33,37085PR08PR08,10689.405907042941
603,37101PR03PR03,37085PR24PR24,15154.06038849149
604,37101PR03PR03,37085PR25PR25,0.0
605,37101PR03PR03,37085PR29PR29,6259.80604981231
606,37101PR17PR17,37163WBRKWBRK,0.0
607,37101PR17PR17,37163NGRVNGRV,10230.498064737494
608,37017P201P201,37017P10P10,5254.056829515168
609,37017P201P201,37017P202P202,32211.40293456466
610,37017P201P201,37047P15P15,17316.748349646296
611,37017P201P201,37047P18P18,23645.318234920087
612,37017P201P201,371554141,33978.64498131543
613,37017P10P10,37017P202P202,20832.753549090346
614,37017P10P10,37017P25P25,12545.187959881403
615,37017P10P10,37017P501P501,17608.730843970246
616,37017P10P10,37047P18P18,25254.5945378998
617,37017P202P202,37017P15P15,40587.80505852508
618,37017P202P202,37017P501P501,7860.1821001414355
619,37017P202P202,371554141,15067.66421904068
620,37017P40P40,37017P75P75,24947.09338229179
621,37017P40P40,37017P45P45,48538.94450054812
622,37017P40P40,37017P70P70,23650.891241738318
623,37017P40P40,37017P35P35,43653.90287309123
