Unnamed: 0_level_0,Voter Registration by Gender,Voter Registration by Gender,Voter Registration by Gender,Voter Registration by Gender,Voter Registration by Gender,Voter Registration by Gender,Voter Registration by Gender,Voter Registration by Age,Voter Registration by Age,Voter Registration by Age,Voter Registration by Age,Voter Registration by Age,Voter Registration by Age,Voter Registration by Age,Voter Registration by Age,Voter Registration by Age,Voter Registration by Ethnicity,Voter Registration by Ethnicity,Voter Registration by Ethnicity,Voter Registration by Ethnicity,Voter Registration by Ethnicity,Voter Registration by Ethnicity,Voter Registration by Ethnicity
VTD,Total,Male,Male %,Female,Female %,Undes.,Undes.,Total,18-25,18-25 %,26-40,26-40 %,41-65,41-65 %,66+,66+ %,Total,Hispanic,Hisp %,Non-Hisp,Non H %,Undesign.,Undes. %
0801,1289,583,0.452288595811,702,0.544608223429,4,0.00310318076028,1289,147,0.11404189294,283,0.21955003879,681,0.528316524438,178,0.138091543832,1289,8,0.00620636152056,1094,0.848719937936,187,0.145073700543
0901,1109,511,0.460775473399,595,0.536519386835,3,0.00270513976555,1109,98,0.0883678990081,239,0.215509467989,507,0.457168620379,265,0.238954012624,1109,1,0.000901713255185,977,0.880973850316,131,0.118124436429
1001,2152,951,0.441914498141,1192,0.553903345725,9,0.00418215613383,2152,221,0.102695167286,470,0.218401486989,1018,0.473048327138,443,0.205855018587,2152,3,0.00139405204461,1847,0.858271375465,302,0.140334572491
1101,1070,505,0.471962616822,556,0.519626168224,9,0.00841121495327,1070,93,0.0869158878505,254,0.23738317757,568,0.530841121495,155,0.144859813084,1070,2,0.0018691588785,935,0.873831775701,133,0.124299065421
1201,4307,1732,0.402136057581,2528,0.586951474344,47,0.0109124680752,4307,593,0.137682841885,1055,0.244950081263,2027,0.470629208266,632,0.146737868586,4307,4,0.000928720687253,3339,0.775249593685,964,0.223821685628
1202,2282,957,0.419368974584,1313,0.57537248028,12,0.00525854513585,2282,303,0.13277826468,602,0.263803680982,940,0.411919368975,437,0.191498685364,2282,6,0.00262927256792,1650,0.723049956179,626,0.274320771253
1203,3000,1311,0.437,1667,0.555666666667,22,0.00733333333333,3000,295,0.0983333333333,741,0.247,1380,0.46,584,0.194666666667,3000,14,0.00466666666667,2498,0.832666666667,488,0.162666666667
1204,1918,784,0.408759124088,1125,0.586548488008,9,0.00469238790407,1918,239,0.124608967675,417,0.217413972888,823,0.429092805005,439,0.228884254432,1918,3,0.00156412930136,1532,0.798748696559,383,0.19968717414
1205,1596,649,0.40664160401,933,0.584586466165,14,0.00877192982456,1596,185,0.115914786967,353,0.221177944862,705,0.441729323308,353,0.221177944862,1596,5,0.0031328320802,1198,0.750626566416,393,0.246240601504
1301,1209,543,0.449131513648,657,0.543424317618,9,0.00744416873449,1209,115,0.0951199338296,308,0.254755996691,594,0.491315136476,192,0.158808933002,1209,0,0.0,1044,0.863523573201,165,0.136476426799
1401,977,441,0.451381780962,528,0.54042988741,8,0.00818833162743,977,104,0.106448311157,291,0.297850562948,427,0.437052200614,155,0.158648925281,977,1,0.00102354145343,835,0.854657113613,141,0.144319344933
011,4117,1923,0.467087685208,2161,0.524896769492,33,0.00801554529998,4117,369,0.0896283701725,1193,0.28977410736,2040,0.495506436726,515,0.125091085742,4117,90,0.0218605780908,3286,0.798153995628,741,0.179985426281
012,2574,1203,0.467365967366,1356,0.526806526807,15,0.00582750582751,2574,232,0.0901320901321,519,0.201631701632,1343,0.521756021756,480,0.18648018648,2574,26,0.010101010101,2142,0.832167832168,406,0.157731157731
013,3275,1538,0.469618320611,1718,0.524580152672,19,0.00580152671756,3275,248,0.0757251908397,943,0.287938931298,1480,0.451908396947,604,0.184427480916,3275,42,0.0128244274809,2700,0.824427480916,533,0.162748091603
014,2050,934,0.455609756098,1107,0.54,9,0.00439024390244,2050,152,0.0741463414634,503,0.245365853659,951,0.463902439024,444,0.216585365854,2050,17,0.00829268292683,1679,0.819024390244,354,0.172682926829
015,1614,748,0.463444857497,858,0.531598513011,8,0.00495662949195,1614,140,0.086741016109,418,0.258983890954,751,0.465303593556,305,0.18897149938,1614,15,0.0092936802974,1337,0.828376703841,262,0.162329615861
021,3287,1579,0.480377243687,1690,0.514146638272,18,0.00547611804077,3287,296,0.0900517188926,665,0.202312138728,1762,0.536051110435,564,0.171585031944,3287,16,0.00486766048068,2760,0.839671432918,511,0.155460906602
031,1816,798,0.439427312775,1011,0.556718061674,7,0.00385462555066,1816,165,0.090859030837,385,0.212004405286,891,0.49063876652,375,0.206497797357,1816,10,0.00550660792952,1442,0.794052863436,364,0.200440528634
032,2267,1024,0.451698279665,1230,0.542567269519,13,0.00573445081606,2267,170,0.07498897221,477,0.210410233789,1117,0.49272165858,503,0.221879135421,2267,13,0.00573445081606,1854,0.81782090869,400,0.176444640494
033,2099,912,0.434492615531,1165,0.555026202954,22,0.010481181515,2099,231,0.110052405908,482,0.229633158647,993,0.4730824202,393,0.187232015245,2099,48,0.0228680323964,1647,0.784659361601,404,0.192472606003
034,1877,824,0.438998401705,1036,0.551944592435,17,0.00905700586042,1877,166,0.0884389984017,419,0.223228556207,862,0.459243473628,430,0.229088971763,1877,20,0.0106553010123,1501,0.79968034097,356,0.189664358018
042,2451,1062,0.43329253366,1362,0.555691554468,27,0.0110159118727,2451,210,0.0856793145655,793,0.323541411669,1026,0.418604651163,422,0.172174622603,2451,55,0.0224398204814,1916,0.781721746226,480,0.195838433293
043,2644,1153,0.436081694402,1461,0.552571860817,30,0.0113464447806,2644,317,0.119894099849,651,0.24621785174,1176,0.444780635401,500,0.189107413011,2644,78,0.0295007564297,2046,0.773827534039,520,0.196671709531
051,2610,1170,0.448275862069,1416,0.542528735632,24,0.00919540229885,2610,222,0.0850574712644,581,0.222605363985,1146,0.43908045977,661,0.253256704981,2610,32,0.0122605363985,2131,0.816475095785,447,0.171264367816
052,1181,527,0.446232006774,649,0.549534292972,5,0.00423370025402,1181,89,0.0753598645216,166,0.140558848434,564,0.477561388654,362,0.306519898391,1181,6,0.00508044030483,982,0.83149872989,193,0.163420829805
053,1793,854,0.476296709426,930,0.518683770218,9,0.00501952035694,1793,174,0.0970440602342,406,0.226436140547,986,0.549916341327,227,0.126603457892,1793,16,0.00892359174568,1483,0.827105409927,294,0.163970998327
054,2478,1188,0.479418886199,1275,0.514527845036,15,0.00605326876513,2478,240,0.0968523002421,375,0.151331719128,1423,0.574253430186,440,0.177562550444,2478,16,0.00645682001614,2099,0.847054075868,363,0.146489104116
055,2858,1387,0.485304408677,1463,0.511896431071,8,0.00279916025192,2858,301,0.105318404479,517,0.180895731281,1578,0.552134359692,462,0.161651504549,2858,36,0.0125962211337,2406,0.841847445766,416,0.1455563331
061,2128,902,0.423872180451,1215,0.570958646617,11,0.00516917293233,2128,223,0.104793233083,548,0.257518796992,939,0.441259398496,418,0.196428571429,2128,44,0.0206766917293,1666,0.782894736842,418,0.196428571429
062,1862,906,0.486573576799,952,0.511278195489,4,0.00214822771214,1862,191,0.102577873255,371,0.199248120301,1022,0.548872180451,278,0.149301825994,1862,25,0.0134264232009,1573,0.844790547798,264,0.141783029001
063,3969,1797,0.45275888133,2153,0.542454018644,19,0.0047871000252,3969,422,0.106324011086,957,0.24111866969,2049,0.516250944822,541,0.136306374402,3969,35,0.00881834215168,3283,0.827160493827,651,0.164021164021
064,1256,543,0.432324840764,708,0.563694267516,5,0.00398089171975,1256,135,0.107484076433,280,0.222929936306,518,0.412420382166,323,0.257165605096,1256,20,0.015923566879,1010,0.804140127389,226,0.179936305732
065,3447,1568,0.454888308674,1858,0.539019437192,21,0.00609225413403,3447,316,0.0916739193502,692,0.200754279083,1698,0.492602262837,741,0.214969538729,3447,24,0.00696257615318,2797,0.811430229185,626,0.181607194662
066,2270,1033,0.455066079295,1222,0.538325991189,15,0.00660792951542,2270,200,0.0881057268722,576,0.253744493392,1060,0.466960352423,434,0.191189427313,2270,65,0.0286343612335,1782,0.785022026432,423,0.186343612335
067,1912,829,0.433577405858,1067,0.558054393305,16,0.00836820083682,1912,191,0.0998953974895,649,0.339435146444,752,0.393305439331,320,0.167364016736,1912,26,0.0135983263598,1519,0.794456066946,367,0.191945606695
068,2380,1134,0.476470588235,1234,0.518487394958,12,0.00504201680672,2380,243,0.102100840336,591,0.248319327731,1347,0.565966386555,199,0.0836134453782,2380,18,0.00756302521008,2030,0.852941176471,332,0.139495798319
071,3344,1536,0.459330143541,1791,0.535586124402,17,0.00508373205742,3344,335,0.100179425837,742,0.221889952153,1831,0.54754784689,436,0.13038277512,3344,27,0.00807416267943,2771,0.828648325359,546,0.163277511962
072,4928,2211,0.448660714286,2691,0.546063311688,26,0.00527597402597,4928,488,0.099025974026,1302,0.264204545455,2414,0.489853896104,724,0.146915584416,4928,77,0.015625,4045,0.820819805195,806,0.163555194805
073,2764,1354,0.48986975398,1396,0.50506512301,14,0.00506512301013,2764,300,0.108538350217,450,0.162807525326,1500,0.542691751085,514,0.185962373372,2764,15,0.00542691751085,2313,0.836830680174,436,0.157742402315
074,2812,1169,0.415718349929,1624,0.577524893314,19,0.00675675675676,2812,235,0.0835704125178,772,0.27453769559,1333,0.474039829303,472,0.167852062589,2812,26,0.00924608819346,2323,0.826102418208,463,0.164651493599
075,646,303,0.469040247678,342,0.529411764706,1,0.0015479876161,646,58,0.0897832817337,104,0.160990712074,335,0.518575851393,149,0.230650154799,646,4,0.0061919504644,558,0.863777089783,84,0.130030959752
081,2936,1378,0.469346049046,1537,0.523501362398,21,0.00715258855586,2936,299,0.101839237057,638,0.217302452316,1400,0.476839237057,599,0.204019073569,2936,63,0.0214577656676,2281,0.776907356948,592,0.201634877384
082,3773,1714,0.454280413464,2036,0.539623641664,23,0.00609594487146,3773,294,0.0779220779221,892,0.23641664458,1829,0.484760137821,758,0.200901139677,3773,22,0.00583090379009,3024,0.801484230056,727,0.192684866154
083,2306,1004,0.435385949696,1269,0.550303555941,33,0.0143104943625,2306,283,0.122723330442,520,0.225498699046,1093,0.473980919341,410,0.177797051171,2306,21,0.0091066782307,1775,0.769731136167,510,0.221162185603
091,1974,923,0.46757852077,1033,0.523302938197,18,0.00911854103343,1974,199,0.100810536981,378,0.191489361702,1001,0.507092198582,396,0.200607902736,1974,11,0.00557244174265,1589,0.804964539007,374,0.18946301925
092,1670,776,0.464670658683,881,0.52754491018,13,0.00778443113772,1670,144,0.0862275449102,319,0.191017964072,844,0.505389221557,363,0.217365269461,1670,6,0.00359281437126,1338,0.80119760479,326,0.195209580838
101,2069,944,0.456259062349,1108,0.535524407927,17,0.0082165297245,2069,186,0.0898985016916,409,0.197680038666,1103,0.533107781537,371,0.179313678105,2069,32,0.0154664088932,1689,0.816336394393,348,0.168197196713
111,1816,852,0.469162995595,950,0.523127753304,14,0.00770925110132,1816,159,0.0875550660793,345,0.189977973568,923,0.508259911894,389,0.214207048458,1816,10,0.00550660792952,1512,0.832599118943,294,0.161894273128
112,2789,1303,0.46719254213,1475,0.528863391897,11,0.00394406597347,2789,247,0.0885622086769,677,0.242739333094,1327,0.475797776981,538,0.192900681248,2789,17,0.00609537468627,2255,0.808533524561,517,0.185371100753
122,4293,1886,0.439319822968,2375,0.553226182157,32,0.00745399487538,4293,368,0.0857209410669,1612,0.375494991847,1835,0.427440018635,478,0.111344048451,4293,87,0.0202655485674,3377,0.786629396692,829,0.19310505474
123,2615,1108,0.423709369025,1490,0.569789674952,17,0.00650095602294,2615,270,0.103250478011,773,0.295602294455,1043,0.398852772467,529,0.202294455067,2615,48,0.0183556405354,2111,0.807265774379,456,0.174378585086
131,2803,1307,0.466286122012,1484,0.529432750624,12,0.00428112736354,2803,267,0.0952550838387,547,0.195148055655,1451,0.517659650375,538,0.191937210132,2803,28,0.00998929718159,2414,0.861220121299,361,0.12879058152
132,3182,1515,0.476115650534,1644,0.516656191075,23,0.00722815839095,3182,325,0.102137020742,556,0.174732872407,1683,0.528912633564,618,0.194217473287,3182,23,0.00722815839095,2605,0.818667504714,554,0.174104336895
133,4535,2131,0.469900771775,2383,0.525468577729,21,0.00463065049614,4535,385,0.0848952590959,941,0.20749724366,2484,0.547739801544,725,0.1598676957,4535,32,0.00705622932745,3854,0.849834619625,649,0.143109151047
201,3668,1382,0.376772082879,2222,0.605779716467,64,0.0174482006543,3668,735,0.200381679389,1158,0.315703380589,1186,0.323336968375,589,0.160577971647,3668,61,0.0166303162486,2477,0.675299890949,1130,0.308069792803
203,1635,578,0.353516819572,1028,0.62874617737,29,0.0177370030581,1635,278,0.17003058104,402,0.245871559633,693,0.423853211009,262,0.160244648318,1635,12,0.00733944954128,1033,0.631804281346,590,0.360856269113
204,1560,652,0.417948717949,896,0.574358974359,12,0.00769230769231,1560,213,0.136538461538,429,0.275,623,0.399358974359,295,0.189102564103,1560,21,0.0134615384615,1083,0.694230769231,456,0.292307692308
205,808,349,0.431930693069,448,0.554455445545,11,0.0136138613861,808,104,0.128712871287,198,0.24504950495,355,0.439356435644,151,0.186881188119,808,7,0.00866336633663,512,0.633663366337,289,0.357673267327
206,1686,703,0.416963226572,972,0.576512455516,11,0.00652431791222,1686,164,0.0972716488731,365,0.216488730724,736,0.436536180308,421,0.249703440095,1686,22,0.0130486358244,1249,0.740806642942,415,0.246144721234
207,2141,819,0.382531527324,1296,0.605324614666,26,0.0121438580103,2141,280,0.130780009341,702,0.327884166277,887,0.414292386735,272,0.127043437646,2141,82,0.0382998598786,1454,0.679121905652,605,0.28257823447
301,1138,470,0.413005272408,651,0.572056239016,17,0.0149384885764,1138,166,0.145869947276,257,0.225834797891,511,0.449033391916,204,0.179261862917,1138,11,0.00966608084359,758,0.666080843585,369,0.324253075571
302,1261,551,0.43695479778,690,0.547184773989,20,0.0158604282316,1261,138,0.109436954798,285,0.2260111023,601,0.476605868358,237,0.187946074544,1261,22,0.0174464710547,844,0.669310071372,395,0.313243457573
303,924,325,0.351731601732,580,0.627705627706,19,0.0205627705628,924,165,0.178571428571,274,0.296536796537,351,0.37987012987,134,0.145021645022,924,9,0.00974025974026,571,0.617965367965,344,0.372294372294
304,2168,874,0.403136531365,1270,0.585793357934,24,0.0110701107011,2168,228,0.105166051661,463,0.213560885609,938,0.432656826568,539,0.248616236162,2168,4,0.00184501845018,1569,0.723708487085,595,0.274446494465
305,1429,576,0.403079076277,839,0.587123862841,14,0.00979706088174,1429,157,0.109867039888,280,0.195941217635,665,0.465360391882,327,0.228831350595,1429,9,0.00629811056683,1042,0.729181245626,378,0.264520643807
306,1537,651,0.423552374756,868,0.564736499675,18,0.0117111255693,1537,203,0.132075471698,406,0.264150943396,712,0.463240078074,216,0.140533506831,1537,67,0.0435914118412,1024,0.666232921275,446,0.290175666884
401,1693,720,0.425280567041,949,0.560543414058,24,0.0141760189014,1693,225,0.1329001772,443,0.261665682221,691,0.408151210868,334,0.197282929711,1693,32,0.0189013585351,1144,0.675723567631,517,0.305375073833
402,1497,618,0.412825651303,856,0.571810287241,23,0.0153640614562,1497,185,0.123580494322,325,0.217100868403,669,0.446893787575,318,0.212424849699,1497,11,0.00734802939212,1024,0.684034736139,462,0.308617234469
403,2090,1006,0.481339712919,1047,0.500956937799,37,0.0177033492823,2090,273,0.130622009569,505,0.241626794258,1036,0.495693779904,276,0.132057416268,2090,16,0.00765550239234,1221,0.584210526316,853,0.408133971292
404,2101,916,0.435982865302,1145,0.544978581628,40,0.01903855307,2101,271,0.128986197049,631,0.300333174679,834,0.396953831509,365,0.173726796763,2101,16,0.00761542122799,1388,0.660637791528,697,0.331746787244
405,3524,1071,0.30391600454,2373,0.673382519864,80,0.0227014755959,3524,2219,0.629682179342,883,0.25056753689,324,0.0919409761635,98,0.027809307605,3524,41,0.0116345062429,1689,0.479284903519,1794,0.509080590238
501,2039,860,0.421775380088,1157,0.567435017165,22,0.0107896027464,2039,228,0.111819519372,484,0.237371260422,936,0.459048553212,391,0.191760666994,2039,15,0.00735654732712,1520,0.745463462482,504,0.247179990191
502,1491,605,0.405767940979,867,0.581488933602,19,0.0127431254192,1491,191,0.128101945003,343,0.230046948357,643,0.431254191818,314,0.210596914822,1491,16,0.0107310529846,1084,0.727028839705,391,0.262240107311
503,1868,882,0.472162740899,957,0.512312633833,29,0.0155246252677,1868,536,0.286937901499,533,0.285331905782,600,0.321199143469,199,0.106531049251,1868,59,0.0315845824411,1245,0.666488222698,564,0.301927194861
504,1422,607,0.426863572433,796,0.559774964838,19,0.0133614627286,1422,197,0.138537271449,336,0.236286919831,631,0.443741209564,258,0.181434599156,1422,52,0.0365682137834,969,0.681434599156,401,0.28199718706
505,1859,758,0.407746100054,1078,0.579881656805,23,0.0123722431415,1859,229,0.1231845078,470,0.252824098978,811,0.436256051641,349,0.187735341581,1859,49,0.0263582571275,1317,0.708445400753,493,0.265196342119
506,1492,638,0.427613941019,842,0.564343163539,12,0.00804289544236,1492,161,0.107908847185,479,0.321045576408,623,0.417560321716,229,0.153485254692,1492,46,0.0308310991957,1171,0.784852546917,275,0.184316353887
507,4192,1815,0.432967557252,2325,0.554627862595,52,0.0124045801527,4192,468,0.111641221374,1546,0.368797709924,1660,0.395992366412,518,0.12356870229,4192,130,0.0310114503817,3120,0.74427480916,942,0.224713740458
601,1643,661,0.402312842362,970,0.590383444918,12,0.00730371272063,1643,309,0.188070602556,522,0.317711503348,576,0.35057821059,236,0.143639683506,1643,30,0.0182592818016,1196,0.727936701156,417,0.253804017042
602,3902,1600,0.41004613019,2267,0.580984110712,35,0.0089697590979,3902,327,0.0838031778575,1311,0.335981547924,1642,0.420809841107,622,0.159405433111,3902,69,0.0176832393644,3120,0.79958995387,713,0.182726806766
603,1903,839,0.440882816605,1043,0.548081975828,21,0.011035207567,1903,212,0.111403047819,526,0.27640567525,835,0.438780872307,330,0.173410404624,1903,35,0.0183920126117,1454,0.764056752496,414,0.217551234892
604,1300,529,0.406923076923,758,0.583076923077,13,0.01,1300,150,0.115384615385,505,0.388461538462,487,0.374615384615,158,0.121538461538,1300,46,0.0353846153846,956,0.735384615385,298,0.229230769231
605,3288,1383,0.420620437956,1871,0.56903892944,34,0.0103406326034,3288,483,0.146897810219,1110,0.337591240876,1205,0.366484184915,490,0.14902676399,3288,97,0.029501216545,2475,0.752737226277,716,0.217761557178
606,1785,801,0.448739495798,968,0.542296918768,16,0.00896358543417,1785,172,0.0963585434174,478,0.267787114846,745,0.417366946779,390,0.218487394958,1785,53,0.0296918767507,1395,0.781512605042,337,0.188795518207
607,2192,845,0.38549270073,1324,0.60401459854,23,0.0104927007299,2192,206,0.0939781021898,500,0.228102189781,891,0.40647810219,595,0.271441605839,2192,32,0.014598540146,1753,0.799726277372,407,0.185675182482
701,1320,612,0.463636363636,701,0.531060606061,7,0.00530303030303,1320,113,0.0856060606061,299,0.226515151515,597,0.452272727273,311,0.235606060606,1320,6,0.00454545454545,1074,0.813636363636,240,0.181818181818
702,1591,667,0.419233186675,908,0.570710245129,16,0.0100565681961,1591,118,0.0741671904463,523,0.32872407291,613,0.385292269013,337,0.21181646763,1591,21,0.0131992457574,1340,0.842237586424,230,0.144563167819
703,1267,558,0.440410418311,703,0.554853985793,6,0.00473559589582,1267,98,0.0773480662983,550,0.43409629045,491,0.387529597474,128,0.101026045777,1267,16,0.0126282557222,1039,0.820047355959,212,0.167324388319
704,1813,778,0.429123000552,1023,0.564258135687,12,0.00661886376172,1813,134,0.0739106453392,692,0.381687810259,721,0.397683397683,266,0.146718146718,1813,14,0.00772200772201,1490,0.821842250414,309,0.170435741864
705,2049,886,0.432406051733,1140,0.556368960469,23,0.0112249877989,2049,177,0.086383601757,536,0.26159102001,844,0.411908247926,492,0.240117130307,2049,46,0.0224499755979,1563,0.762811127379,440,0.214738897023
706,1303,550,0.422102839601,743,0.570222563315,10,0.00767459708365,1303,101,0.0775134305449,362,0.277820414428,535,0.410590943975,305,0.234075211051,1303,21,0.0161166538757,999,0.766692248657,283,0.217191097467
707,1299,531,0.408775981524,758,0.583525789069,10,0.00769822940724,1299,140,0.107775211701,362,0.278675904542,504,0.387990762125,293,0.225558121632,1299,18,0.013856812933,1046,0.805234795997,235,0.18090839107
708,3454,1502,0.434858135495,1923,0.556745801969,29,0.00839606253619,3454,372,0.107701215981,937,0.271279675738,1531,0.443254198031,614,0.177764910249,3454,77,0.0222929936306,2738,0.792704111175,639,0.185002895194
709,2279,880,0.386134269416,1382,0.606406318561,17,0.00745941202282,2279,186,0.0816147433085,618,0.271171566477,816,0.358051777095,659,0.28916191312,2279,44,0.0193067134708,1858,0.8152698552,377,0.16542343133
801,1255,565,0.450199203187,683,0.54422310757,7,0.00557768924303,1255,78,0.0621513944223,246,0.196015936255,541,0.431075697211,390,0.310756972112,1255,11,0.00876494023904,1065,0.848605577689,179,0.142629482072
802,1526,721,0.47247706422,795,0.520969855832,10,0.00655307994758,1526,156,0.102228047182,317,0.207732634338,690,0.452162516383,363,0.237876802097,1526,11,0.00720838794233,1277,0.836828309305,238,0.155963302752
803,1685,802,0.475964391691,876,0.519881305638,7,0.00415430267062,1685,168,0.099703264095,328,0.194658753709,805,0.477744807122,384,0.227893175074,1685,2,0.00118694362018,1466,0.870029673591,217,0.128783382789
804,1224,567,0.463235294118,654,0.53431372549,3,0.00245098039216,1224,114,0.093137254902,192,0.156862745098,558,0.455882352941,360,0.294117647059,1224,5,0.00408496732026,1066,0.87091503268,153,0.125
805,2260,1025,0.453539823009,1222,0.540707964602,13,0.00575221238938,2260,194,0.0858407079646,320,0.141592920354,1097,0.485398230088,649,0.287168141593,2260,17,0.00752212389381,1955,0.865044247788,288,0.127433628319
806,1917,812,0.423578508086,1099,0.573291601461,6,0.00312989045383,1917,139,0.0725091288472,372,0.194053208138,774,0.403755868545,632,0.329681794471,1917,25,0.0130412102243,1571,0.819509650496,321,0.16744913928
807,1803,772,0.42817526345,1017,0.564059900166,14,0.0077648363838,1803,131,0.0726566833056,385,0.213533000555,856,0.474764281753,431,0.239046034387,1803,23,0.0127565169163,1458,0.808652246256,322,0.178591236828
808,3295,1392,0.422458270106,1856,0.563277693475,47,0.0142640364188,3295,563,0.170864946889,1138,0.345371775417,1180,0.358118361153,414,0.12564491654,3295,95,0.0288315629742,2498,0.758118361153,702,0.213050075873
809,2535,1184,0.467061143984,1344,0.530177514793,7,0.00276134122288,2535,278,0.10966469428,382,0.150690335306,1372,0.541222879684,503,0.19842209073,2535,20,0.00788954635108,2181,0.860355029586,334,0.131755424063
901,1735,833,0.480115273775,893,0.51469740634,9,0.00518731988473,1735,166,0.0956772334294,468,0.269740634006,800,0.461095100865,301,0.1734870317,1735,16,0.00922190201729,1481,0.853602305476,238,0.137175792507
902,1694,859,0.507083825266,815,0.481109799292,20,0.0118063754427,1694,170,0.100354191263,624,0.368358913813,742,0.438016528926,158,0.0932703659976,1694,23,0.0135773317591,1234,0.728453364817,437,0.257969303424
903,3066,1296,0.422700587084,1723,0.561969993477,47,0.015329419439,3066,1346,0.439008480104,466,0.151989562948,521,0.169928245271,733,0.239073711676,3066,46,0.0150032615786,1828,0.596216568819,1192,0.388780169602
904,2099,854,0.406860409719,1231,0.586469747499,14,0.00666984278228,2099,294,0.140066698428,559,0.266317293949,832,0.396379228204,414,0.197236779419,2099,72,0.0343020485946,1516,0.722248689852,511,0.243449261553
905,2331,972,0.416988416988,1335,0.572715572716,24,0.010296010296,2331,414,0.177606177606,733,0.314457314457,626,0.268554268554,558,0.239382239382,2331,27,0.011583011583,1734,0.743886743887,570,0.24453024453
906,3061,1292,0.422084286181,1746,0.570401829467,23,0.00751388435152,3061,322,0.105194380921,725,0.236850702385,1409,0.460307089187,605,0.197647827507,3061,38,0.0124142437112,2478,0.80953936622,545,0.178046390069
907,1921,899,0.467985424258,1011,0.526288391463,11,0.00572618427902,1921,215,0.111920874545,460,0.239458615305,800,0.416449765747,446,0.232170744404,1921,25,0.0130140551796,1579,0.821967725143,317,0.165018219677
908,2637,1277,0.484262419416,1343,0.509290860827,17,0.0064467197573,2637,277,0.105043610163,445,0.168752370118,1562,0.592339780053,353,0.133864239666,2637,18,0.00682593856655,2247,0.852104664391,372,0.141069397042
909,1278,587,0.4593114241,685,0.535993740219,6,0.00469483568075,1278,105,0.0821596244131,282,0.220657276995,644,0.503912363067,247,0.193270735524,1278,14,0.0109546165884,1041,0.81455399061,223,0.174491392801
01,2121,882,0.415841584158,1220,0.575200377181,19,0.00895803866101,2121,376,0.177274870344,424,0.199905704856,802,0.378123526638,519,0.244695898161,2121,18,0.00848656294201,1549,0.730315888732,554,0.261197548326
02,1394,643,0.461262553802,741,0.53156384505,10,0.00717360114778,1394,165,0.118364418938,255,0.182926829268,709,0.508608321377,265,0.190100430416,1394,11,0.00789096126255,1115,0.799856527977,268,0.19225251076
03,2975,1327,0.446050420168,1619,0.544201680672,29,0.00974789915966,2975,338,0.113613445378,720,0.242016806723,1371,0.460840336134,546,0.183529411765,2975,19,0.00638655462185,2420,0.813445378151,536,0.180168067227
05,1980,909,0.459090909091,1053,0.531818181818,18,0.00909090909091,1980,195,0.0984848484848,546,0.275757575758,974,0.491919191919,265,0.133838383838,1980,23,0.0116161616162,1601,0.808585858586,356,0.179797979798
06,1509,670,0.444002650762,821,0.544068919814,18,0.0119284294235,1509,154,0.102054340623,330,0.218687872763,748,0.495692511597,277,0.183565275017,1509,13,0.00861497680583,1186,0.785950960901,310,0.205434062293
07,1480,684,0.462162162162,782,0.528378378378,14,0.00945945945946,1480,150,0.101351351351,400,0.27027027027,735,0.496621621622,195,0.131756756757,1480,15,0.0101351351351,1233,0.833108108108,232,0.156756756757
08,2308,1106,0.479202772964,1182,0.512131715771,20,0.00866551126516,2308,190,0.0823223570191,475,0.205805892548,1211,0.524696707106,432,0.187175043328,2308,21,0.00909878682842,1875,0.812391681109,412,0.178509532062
09,1473,663,0.450101832994,798,0.541751527495,12,0.0081466395112,1473,157,0.106585200272,331,0.224711473184,694,0.471147318398,291,0.197556008147,1473,11,0.00746775288527,1237,0.83978275628,225,0.152749490835
10,1058,492,0.465028355388,561,0.530245746692,5,0.0047258979206,1058,114,0.10775047259,235,0.222117202268,485,0.458412098299,224,0.211720226843,1058,8,0.00756143667297,893,0.84404536862,157,0.148393194707
11,1633,724,0.443355786895,891,0.545621555419,18,0.0110226576852,1633,170,0.104102878138,357,0.218616044091,798,0.488671157379,308,0.188609920392,1633,12,0.00734843845683,1305,0.79914268218,316,0.193508879363
12,1290,593,0.459689922481,678,0.525581395349,19,0.0147286821705,1290,113,0.0875968992248,277,0.214728682171,633,0.490697674419,267,0.206976744186,1290,7,0.00542635658915,1034,0.801550387597,249,0.193023255814
13,1693,778,0.459539279386,906,0.535144713526,9,0.00531600708801,1693,173,0.102185469581,323,0.190785587714,868,0.512699350266,329,0.194329592439,1693,21,0.0124040165387,1465,0.865327820437,207,0.122268163024
14,3341,1585,0.474408859623,1735,0.519305597127,21,0.00628554325052,3341,310,0.0927865908411,956,0.286141873691,1631,0.488177192457,444,0.132894343011,3341,38,0.0113738401676,2755,0.824603412152,548,0.16402274768
15,2570,1172,0.456031128405,1382,0.537743190661,16,0.00622568093385,2570,254,0.0988326848249,609,0.236964980545,1258,0.489494163424,449,0.174708171206,2570,35,0.0136186770428,2015,0.784046692607,520,0.20233463035
16,1907,845,0.443104352386,1054,0.552700576822,8,0.00419507079182,1907,180,0.0943890928159,406,0.212899842685,894,0.468799160986,427,0.223911903513,1907,6,0.00314630309386,1611,0.844782380703,290,0.152071316203
17,2926,1386,0.473684210526,1512,0.516746411483,28,0.00956937799043,2926,234,0.07997265892,822,0.280929596719,1474,0.503759398496,396,0.135338345865,2926,42,0.0143540669856,2397,0.819207108681,487,0.166438824334
18,2200,1030,0.468181818182,1136,0.516363636364,34,0.0154545454545,2200,171,0.0777272727273,689,0.313181818182,1065,0.484090909091,275,0.125,2200,22,0.01,1818,0.826363636364,360,0.163636363636
