,STATEFP10,COUNTYFP10,VTDST10,GEOID10,VTDI10,NAME10,NAMELSAD10,LSAD10,MTFCC10,FUNCSTAT10,ALAND10,AWATER10,INTPTLAT10,INTPTLON10,VTD
571,37,7,GULL,37007GULL,P,GULL,Voting District GULL,V1,G5240,S,134039949.0,216243.0,34.857369899999995,-80.1191723,37007GULLGULL
572,37,7,ANS,37007ANS,P,ANS,Voting District ANS,V1,G5240,S,171667504.0,1143684.0,35.1004388,-80.11113329999999,37007ANSANS
573,37,7,BURN,37007BURN,P,BURN,Voting District BURN,V1,G5240,S,126945347.0,109999.0,35.125898600000006,-80.2419187,37007BURNBURN
574,37,7,MM,37007MM,P,MM,Voting District MM,V1,G5240,S,111212291.0,1061005.0,34.8570112,-79.9773882,37007MMMM
575,37,7,W3,37007W3,P,W3,Voting District W3,V1,G5240,S,44446496.0,404811.0,34.930938,-80.0678181,37007W3W3
576,37,7,W2,37007W2,P,W2,Voting District W2,V1,G5240,S,75445396.0,76617.0,34.9464274,-80.1387245,37007W2W2
577,37,7,W1,37007W1,P,W1,Voting District W1,V1,G5240,S,113056688.0,85453.0,35.0150268,-80.08393149999999,37007W1W1
578,37,7,LILE,37007LILE,P,LILE,Voting District LILE,V1,G5240,S,285801818.0,11342929.0,34.9810855,-79.9329103,37007LILELILE
579,37,7,WS,37007WS,P,WS,Voting District WS,V1,G5240,S,158682858.0,141241.0,34.8596711,-80.2459967,37007WSWS
580,37,7,PEAC,37007PEAC,P,PEAC,Voting District PEAC,V1,G5240,S,91548244.0,9356.0,34.992059999999995,-80.26152579999999,37007PEACPEAC
581,37,89,SE,37089SE,P,SE,Voting District SE,V1,G5240,S,7176081.0,37754.0,35.3072035,-82.4307306,37089SESE
582,37,89,RG,37089RG,P,RG,Voting District RG,V1,G5240,S,10060241.0,122162.0,35.375939100000004,-82.5155017,37089RGRG
583,37,89,SB,37089SB,P,SB,Voting District SB,V1,G5240,S,40882785.0,62473.0,35.30577520000001,-82.3592006,37089SBSB
584,37,89,ED,37089ED,P,ED,Voting District ED,V1,G5240,S,83344133.0,62226.0,35.4035173,-82.3332302,37089EDED
585,37,89,FL,37089FL,P,FL,Voting District FL,V1,G5240,S,14035645.0,126050.0,35.4328635,-82.5074302,37089FLFL
586,37,89,HV-3,37089HV-3,P,HV-3,Voting District HV-3,V1,G5240,S,3429090.0,16398.0,35.31041629999999,-82.4677889,37089HV-3HV-3
587,37,147,1507B,371471507B,P,1507B,Voting District 1507B,V1,G5240,S,997568.0,0.0,35.6011175,-77.36183340000001,371471507B1507B
588,37,147,0200A,371470200A,P,0200A,Voting District 0200A,V1,G5240,S,54668014.0,0.0,35.474076399999994,-77.4610733,371470200A0200A
589,37,147,1403A,371471403A,P,1403A,Voting District 1403A,V1,G5240,S,63463634.0,24062.0,35.5182338,-77.4275665,371471403A1403A
590,37,147,1001,371471001,P,1001,Voting District 1001,V1,G5240,S,114889747.0,162039.0,35.383571200000006,-77.3872248,3714710011001
591,37,147,0200B,371470200B,P,0200B,Voting District 0200B,V1,G5240,S,33950648.0,0.0,35.458981200000004,-77.3923594,371470200B0200B
592,37,147,0301,371470301,P,0301,Voting District 0301,V1,G5240,S,139092121.0,1381042.0,35.725575,-77.43498220000001,3714703010301
593,37,147,1504,371471504,P,1504,Voting District 1504,V1,G5240,S,14116939.0,41276.0,35.603702399999996,-77.41618940000001,3714715041504
594,37,147,1403B,371471403B,P,1403B,Voting District 1403B,V1,G5240,S,6711123.0,0.0,35.5371388,-77.38501120000001,371471403B1403B
595,37,147,1501,371471501,P,1501,Voting District 1501,V1,G5240,S,15133481.0,914373.0,35.635926399999995,-77.3726236,3714715011501
596,37,147,0601,371470601,P,0601,Voting District 0601,V1,G5240,S,165914729.0,3195.0,35.486861,-77.2691073,3714706010601
597,37,147,0800A,371470800A,P,0800A,Voting District 0800A,V1,G5240,S,49979707.0,77772.0,35.6176889,-77.62923509999999,371470800A0800A
598,37,147,1511B,371471511B,P,1511B,Voting District 1511B,V1,G5240,S,3838852.0,0.0,35.574516700000004,-77.3639995,371471511B1511B
599,37,147,0701,371470701,P,0701,Voting District 0701,V1,G5240,S,107951733.0,801726.0,35.6799554,-77.5122153,3714707010701
600,37,147,1503,371471503,P,1503,Voting District 1503,V1,G5240,S,4088462.0,188676.0,35.621297600000005,-77.3989818,3714715031503
601,37,147,0101,371470101,P,0101,Voting District 0101,V1,G5240,S,85314366.0,62567.0,35.5871053,-77.4946922,3714701010101
602,37,147,1505B,371471505B,P,1505B,Voting District 1505B,V1,G5240,S,3914690.0,0.0,35.588741999999996,-77.3893305,371471505B1505B
603,37,39,HOTH,37039HOTH,P,HOTH,Voting District HOTH,V1,G5240,S,75318978.0,873.0,35.0323278,-84.2645411,37039HOTHHOTH
604,37,39,HIWA,37039HIWA,P,HIWA,Voting District HIWA,V1,G5240,S,173282795.0,11026696.0,35.0960604,-84.2327614,37039HIWAHIWA
605,37,39,BEAV,37039BEAV,P,BEAV,Voting District BEAV,V1,G5240,S,232760457.0,12173877.0,35.202802899999995,-84.1819153,37039BEAVBEAV
606,37,39,HANG,37039HANG,P,HANG,Voting District HANG,V1,G5240,S,115105150.0,0.0,35.2042531,-84.0346733,37039HANGHANG
607,37,39,NOTL,37039NOTL,P,NOTL,Voting District NOTL,V1,G5240,S,90091385.0,2963520.0,35.0340808,-84.13338990000001,37039NOTLNOTL
608,37,39,BELL,37039BELL,P,BELL,Voting District BELL,V1,G5240,S,24128779.0,0.0,35.0030169,-84.0602822,37039BELLBELL
609,37,39,MURS,37039MURS,P,MURS,Voting District MURS,V1,G5240,S,63123448.0,592398.0,35.082828000000006,-84.01069150000001,37039MURSMURS
610,37,39,PCHT,37039PCHT,P,PCHT,Voting District PCHT,V1,G5240,S,64978908.0,16231.0,35.096868,-83.9379608,37039PCHTPCHT
611,37,39,ANSW,37039ANSW,P,ANSW,Voting District ANSW,V1,G5240,S,53287468.0,0.0,35.1683352,-83.81104040000001,37039ANSWANSW
612,37,39,ANNW,37039ANNW,P,ANNW,Voting District ANNW,V1,G5240,S,79457731.0,0.0,35.2163471,-83.8222484,37039ANNWANNW
613,37,39,MURN,37039MURN,P,MURN,Voting District MURN,V1,G5240,S,60885326.0,2477216.0,35.118404,-84.01268950000001,37039MURNMURN
614,37,39,MARB,37039MARB,P,MARB,Voting District MARB,V1,G5240,S,73057357.0,0.0,35.1802049,-83.914534,37039MARBMARB
615,37,39,TOPT,37039TOPT,P,TOPT,Voting District TOPT,V1,G5240,S,37703871.0,0.0,35.223177500000006,-83.7387892,37039TOPTTOPT
616,37,39,BRAS,37039BRAS,P,BRAS,Voting District BRAS,V1,G5240,S,36371369.0,0.0,35.023849,-84.0049902,37039BRASBRAS
