VR Total,VR: All Dems,VR: All Reps,VR: All Libs,VR:All Unaf.,VR:White Dems,VR: Black Dems,VR: NA Dems,VR: Asian Dems,VR: Other Dems,VR: Mult Race Ds,VR: UnDes Ds,VR: White Reps,VR: Black Reps,VR: NA Reps,VR: Asian Reps,VR: Other Reps,VR: Mult Race Rs,VR: UnDes Rs,VR: White Libs,VR: Black Libs,VR: NA Libs,VR: Asian Libs,VR: Other Libs,VR: Mult Race Ls,VR: UnDes Ls,VR: White Unafil.,VR: Black Unafil.,VR: NA Unafil.,VR: Asian Unafil.,VR: Other Unafil.,VR: Mult Race Unafil.,VR: UnDes Unafil.,% D,Racial %s among D's White % of D,Racial %s among D's Black % of D,Racial %s among D's NA   % of D,Racial %s among D's Other % of D,Racial %s among D's % R,Racial %s among R's White %  of R,Racial %s among R's Black % of R,Racial %s among R's NA  %  of R,Racial %s among R's Other % of R,Racial %s among R's % U,Racial %s among U's White % of U,Racial %s among U's Black % of U,Racial %s among U's NA   % of U,Racial %s among U's Other % of U,Racial %s among U's % L,Racial %s among U's VR: White,Racial %s among U's VR: Black,Racial %s among U's VR:  NA,Racial %s among U's VR: Asian,Racial %s among U's VR: Other,Racial %s among U's VR: Mult. Race,Racial %s among U's VR: Undes.,Racial %s among U's % White,Racial %s among U's % Black,Racial %s among U's % NA,Racial %s among U's % Other,County,excelVTDId,excelCountyName,GEOID10
2888,869,1341,8,670,657,190,1,0,6,7,8,1332,2,0,0,0,1,6,7,0,0,0,0,0,1,616,23,1,3,6,1,20,0.300900277008,0.756041426928,0.218642117376,0.00115074798619,0.02416570771,0.464335180055,0.993288590604,0.00149142431022,0.0,0.00521998508576,0.231994459834,0.919402985075,0.034328358209,0.00149253731343,0.044776119403,0.00277008310249,2612,215,2,3,12,9,35,0.904432132964,0.0744459833795,0.000692520775623,0.0204293628809,Alamance,01,Alamance,3700101
3064,854,1545,4,661,772,62,2,0,4,2,12,1523,1,1,2,11,1,6,2,0,0,0,0,1,1,636,4,4,1,4,1,11,0.278720626632,0.903981264637,0.0725995316159,0.00234192037471,0.0210772833724,0.504242819843,0.985760517799,0.000647249190939,0.000647249190939,0.0129449838188,0.215731070496,0.962178517398,0.00605143721634,0.00605143721634,0.0257186081694,0.00130548302872,2933,67,7,3,19,5,30,0.957245430809,0.0218668407311,0.00228459530026,0.0186031331593,Alamance,02,Alamance,3700102
3035,1161,1096,10,768,871,203,5,9,14,20,39,1069,6,2,2,4,4,9,8,0,0,0,0,0,2,661,43,2,2,15,13,32,0.382537067545,0.750215331611,0.174849267873,0.00430663221361,0.0706287683032,0.361120263591,0.975364963504,0.00547445255474,0.00182481751825,0.0173357664234,0.253047775947,0.860677083333,0.0559895833333,0.00260416666667,0.0807291666667,0.00329489291598,2609,252,9,13,33,37,82,0.859637561779,0.0830313014827,0.00296540362438,0.0543657331137,Alamance,035,Alamance,37001035
2265,800,1056,1,408,654,115,1,6,11,3,10,1031,3,0,2,12,1,7,1,0,0,0,0,0,0,351,16,0,8,18,5,10,0.353200883002,0.8175,0.14375,0.00125,0.0375,0.466225165563,0.976325757576,0.00284090909091,0.0,0.0208333333333,0.180132450331,0.860294117647,0.0392156862745,0.0,0.100490196078,0.000441501103753,2037,134,1,16,41,9,27,0.899337748344,0.0591611479029,0.000441501103753,0.041059602649,Alamance,03C,Alamance,3700103C
3443,1342,1304,5,792,1027,257,0,15,10,6,27,1259,6,2,2,15,4,16,5,0,0,0,0,0,0,695,29,1,8,10,4,45,0.389776357827,0.765275707899,0.191505216095,0.0,0.043219076006,0.378739471391,0.965490797546,0.00460122699387,0.00153374233129,0.0283742331288,0.230031948882,0.877525252525,0.0366161616162,0.00126262626263,0.084595959596,0.00145222189951,2986,292,3,25,35,14,88,0.867266918385,0.0848097589312,0.000871333139704,0.047051989544,Alamance,03N,Alamance,3700103N
4318,1580,1652,9,1077,1051,432,1,23,39,13,21,1590,7,4,12,28,3,8,7,1,0,0,1,0,0,890,78,3,28,32,10,36,0.365910143585,0.665189873418,0.273417721519,0.000632911392405,0.0607594936709,0.382584529875,0.962469733656,0.00423728813559,0.00242130750605,0.0308716707022,0.249421028254,0.826369545032,0.0724233983287,0.00278551532033,0.0984215413185,0.00208429828624,3538,518,8,63,100,26,65,0.819360815192,0.119962945808,0.00185270958777,0.0588235294118,Alamance,03S,Alamance,3700103S
2167,733,904,2,528,551,154,3,0,14,4,7,871,8,2,3,12,0,8,2,0,0,0,0,0,0,475,25,2,2,3,3,18,0.338255652976,0.7517053206,0.210095497954,0.00409276944065,0.0341064120055,0.417166589755,0.963495575221,0.00884955752212,0.00221238938053,0.0254424778761,0.243654822335,0.899621212121,0.0473484848485,0.00378787878788,0.0492424242424,0.000922934933087,1899,187,7,5,29,7,33,0.876326718966,0.0862944162437,0.00323027226581,0.0341485925242,Alamance,03W,Alamance,3700103W
3537,1253,1488,4,792,900,331,1,1,7,5,8,1463,10,1,1,5,3,5,3,0,0,0,0,1,0,736,29,0,0,6,2,19,0.354255018377,0.718276137271,0.264166001596,0.000798084596967,0.0167597765363,0.420695504665,0.983198924731,0.00672043010753,0.000672043010753,0.00940860215054,0.223918575064,0.929292929293,0.0366161616162,0.0,0.0340909090909,0.00113090189426,3102,370,2,2,18,11,32,0.877014418999,0.104608425219,0.00056545094713,0.0178117048346,Alamance,04,Alamance,3700104
2303,814,993,0,496,688,115,1,0,3,1,6,977,5,0,0,5,0,6,0,0,0,0,0,0,0,467,12,3,0,1,0,13,0.353452019106,0.845208845209,0.141277641278,0.0012285012285,0.012285012285,0.43117672601,0.983887210473,0.00503524672709,0.0,0.0110775427996,0.215371254885,0.941532258065,0.0241935483871,0.00604838709677,0.0282258064516,0.0,2132,132,4,0,9,1,25,0.925749023013,0.0573165436387,0.00173686495875,0.0151975683891,Alamance,05,Alamance,3700105
2167,1260,519,1,387,484,709,5,5,32,6,19,485,13,0,0,10,3,8,0,0,0,0,1,0,0,274,66,0,4,20,6,17,0.581449007845,0.384126984127,0.562698412698,0.00396825396825,0.0492063492063,0.239501615136,0.934489402697,0.0250481695568,0.0,0.0404624277457,0.178587909552,0.708010335917,0.170542635659,0.0,0.121447028424,0.000461467466544,1243,788,5,9,63,15,44,0.573604060914,0.363636363636,0.00230733733272,0.0604522381172,Alamance,063,Alamance,37001063
3535,1392,1341,6,796,957,387,4,6,22,3,13,1302,9,2,5,12,4,7,5,0,0,0,0,0,1,687,54,2,11,18,4,20,0.393776520509,0.6875,0.278017241379,0.00287356321839,0.0316091954023,0.379349363508,0.970917225951,0.00671140939597,0.00149142431022,0.020879940343,0.225176803395,0.863065326633,0.0678391959799,0.00251256281407,0.0665829145729,0.0016973125884,2951,450,8,22,52,11,41,0.834794908062,0.12729844413,0.0022630834512,0.0356435643564,Alamance,064,Alamance,37001064
1946,994,552,1,399,539,417,4,4,15,6,9,528,14,4,1,2,0,3,1,0,0,0,0,0,0,287,72,3,1,10,7,19,0.510791366906,0.542253521127,0.419517102616,0.00402414486922,0.0342052313883,0.283658787256,0.95652173913,0.0253623188406,0.00724637681159,0.0108695652174,0.205035971223,0.719298245614,0.18045112782,0.00751879699248,0.0927318295739,0.000513874614594,1355,503,11,6,27,13,31,0.696300102775,0.258478931141,0.00565262076053,0.0395683453237,Alamance,06E,Alamance,3700106E
2063,1215,420,1,427,460,685,4,0,29,11,26,388,22,0,1,4,1,4,1,0,0,0,0,0,0,284,90,1,2,22,3,25,0.588948133786,0.378600823045,0.56378600823,0.00329218106996,0.0543209876543,0.20358700921,0.92380952381,0.052380952381,0.0,0.0238095238095,0.20698012603,0.665105386417,0.210772833724,0.00234192037471,0.121779859485,0.000484730974309,1133,797,5,3,55,15,55,0.549200193892,0.386330586524,0.00242365487155,0.0620455647116,Alamance,06N,Alamance,3700106N
2424,1028,846,7,543,694,296,2,4,14,1,17,820,8,0,2,10,2,4,6,0,1,0,0,0,0,458,36,2,9,15,2,21,0.424092409241,0.675097276265,0.287937743191,0.00194552529183,0.0350194552529,0.34900990099,0.96926713948,0.00945626477541,0.0,0.0212765957447,0.22400990099,0.843462246777,0.0662983425414,0.0036832412523,0.0865561694291,0.00288778877888,1978,340,5,15,39,5,42,0.81600660066,0.140264026403,0.00206270627063,0.0416666666667,Alamance,06S,Alamance,3700106S
989,493,265,0,231,276,196,0,0,10,2,9,255,6,0,0,0,0,4,0,0,0,0,0,0,0,183,33,1,4,6,1,3,0.498483316481,0.559837728195,0.397565922921,0.0,0.0425963488844,0.267947421638,0.962264150943,0.022641509434,0.0,0.0150943396226,0.233569261881,0.792207792208,0.142857142857,0.004329004329,0.0606060606061,0.0,714,235,1,4,16,3,16,0.721941354904,0.237613751264,0.0010111223458,0.0394337714863,Alamance,06W,Alamance,3700106W
2572,834,1163,3,572,694,120,1,1,7,4,7,1140,3,3,3,7,2,5,3,0,0,0,0,0,0,536,13,1,3,8,3,8,0.324261275272,0.832134292566,0.143884892086,0.00119904076739,0.0227817745803,0.452177293935,0.980223559759,0.00257953568358,0.00257953568358,0.0146173688736,0.222395023328,0.937062937063,0.0227272727273,0.00174825174825,0.0384615384615,0.00116640746501,2373,136,5,7,22,9,20,0.922628304821,0.0528771384137,0.00194401244168,0.0225505443235,Alamance,07,Alamance,3700107
2475,960,915,3,597,702,210,1,4,17,3,23,893,8,0,2,3,2,7,2,0,0,0,1,0,0,525,28,3,1,13,6,21,0.387878787879,0.73125,0.21875,0.00104166666667,0.0489583333333,0.369696969697,0.975956284153,0.00874316939891,0.0,0.0153005464481,0.241212121212,0.879396984925,0.0469011725293,0.00502512562814,0.0686767169179,0.00121212121212,2122,246,4,7,34,11,51,0.857373737374,0.0993939393939,0.00161616161616,0.0416161616162,Alamance,08N,Alamance,3700108N
1289,446,545,3,295,382,47,1,0,6,2,8,536,2,2,1,0,0,4,2,0,0,0,1,0,0,272,11,1,1,4,1,5,0.346004654771,0.856502242152,0.105381165919,0.00224215246637,0.0358744394619,0.422808378588,0.983486238532,0.00366972477064,0.00366972477064,0.00917431192661,0.228859581071,0.922033898305,0.0372881355932,0.00338983050847,0.0372881355932,0.00232738557021,1192,60,4,2,11,3,17,0.924747866563,0.0465477114042,0.00310318076028,0.0256012412723,Alamance,08S,Alamance,3700108S
1757,748,606,1,402,441,293,0,2,4,3,5,589,11,1,1,0,0,4,1,0,0,0,0,0,0,345,36,2,1,3,3,12,0.425725668754,0.589572192513,0.391711229947,0.0,0.0187165775401,0.344906089926,0.971947194719,0.0181518151815,0.0016501650165,0.00825082508251,0.228799089357,0.858208955224,0.089552238806,0.00497512437811,0.047263681592,0.000569151963574,1376,340,3,4,7,6,21,0.783153101878,0.193511667615,0.00170745589072,0.0216277746158,Alamance,09N,Alamance,3700109N
3538,1401,1234,10,893,916,408,8,8,28,11,22,1178,14,2,3,20,5,12,8,0,0,1,1,0,0,795,48,3,2,12,4,29,0.395986433013,0.653818700928,0.291220556745,0.005710206995,0.0492505353319,0.348784624081,0.954619124797,0.0113452188006,0.00162074554295,0.032414910859,0.252402487281,0.890257558791,0.053751399776,0.003359462486,0.0526315789474,0.00282645562465,2897,470,13,14,61,20,63,0.81882419446,0.132843414358,0.00367439231204,0.0446579988694,Alamance,09S,Alamance,3700109S
2258,807,926,5,520,616,160,1,3,13,4,10,910,3,2,0,5,0,6,5,0,0,0,0,0,0,472,23,1,3,5,2,14,0.357395925598,0.76332094176,0.198265179678,0.00123915737299,0.0371747211896,0.410097431355,0.982721382289,0.00323974082073,0.00215982721382,0.011879049676,0.230292294066,0.907692307692,0.0442307692308,0.00192307692308,0.0461538461538,0.0022143489814,2003,186,4,6,23,6,30,0.887068201949,0.0823737821081,0.00177147918512,0.0287865367582,Alamance,103,Alamance,37001103
3055,1262,1136,2,655,820,404,2,1,18,7,10,1107,6,0,4,9,2,8,1,0,0,0,0,0,1,588,38,2,1,12,1,13,0.413093289689,0.649762282092,0.320126782884,0.00158478605388,0.0285261489699,0.371849427169,0.974471830986,0.00528169014085,0.0,0.0202464788732,0.214402618658,0.897709923664,0.0580152671756,0.0030534351145,0.0412213740458,0.000654664484452,2516,448,4,6,39,10,32,0.82356792144,0.146644844517,0.0013093289689,0.0284779050736,Alamance,10N,Alamance,3700110N
5026,2259,1589,15,1163,1208,971,2,6,27,14,31,1515,31,2,3,16,3,19,12,2,1,0,0,0,0,958,116,6,11,24,12,36,0.449462793474,0.534749889332,0.429836210713,0.000885347498893,0.0345285524568,0.316155988858,0.953429830082,0.019509125236,0.00125865324103,0.0258023914412,0.231396736968,0.823731728289,0.0997420464316,0.00515907136715,0.0713671539123,0.00298448070036,3693,1120,11,20,67,29,86,0.734779148428,0.222841225627,0.00218861918026,0.0401910067648,Alamance,10S,Alamance,3700110S
2761,1610,673,2,476,421,1154,6,1,8,4,16,635,34,0,0,0,0,4,2,0,0,0,0,0,0,340,99,1,0,12,5,19,0.583122057226,0.26149068323,0.716770186335,0.00372670807453,0.0180124223602,0.243752263673,0.94353640416,0.0505200594354,0.0,0.00594353640416,0.172401303875,0.714285714286,0.207983193277,0.00210084033613,0.0756302521008,0.000724375226367,1398,1287,7,1,20,9,39,0.506338283231,0.466135458167,0.00253531329229,0.0249909453097,Alamance,11,Alamance,3700111
1450,655,443,2,350,341,280,2,2,15,6,9,422,9,0,2,8,0,2,2,0,0,0,0,0,0,280,40,1,4,12,2,11,0.451724137931,0.520610687023,0.427480916031,0.0030534351145,0.0488549618321,0.305517241379,0.952595936795,0.020316027088,0.0,0.0270880361174,0.241379310345,0.8,0.114285714286,0.00285714285714,0.0828571428571,0.00137931034483,1045,329,3,8,35,8,22,0.720689655172,0.226896551724,0.00206896551724,0.0503448275862,Alamance,1210,Alamance,370011210
1732,808,571,3,350,562,224,1,0,12,3,6,555,9,0,0,3,1,3,3,0,0,0,0,0,0,302,25,0,3,6,4,10,0.466512702079,0.695544554455,0.277227722772,0.00123762376238,0.0259900990099,0.329676674365,0.971978984238,0.015761821366,0.0,0.0122591943958,0.20207852194,0.862857142857,0.0714285714286,0.0,0.0657142857143,0.00173210161663,1422,258,1,3,21,8,19,0.821016166282,0.14896073903,0.000577367205543,0.0294457274827,Alamance,124,Alamance,37001124
1815,783,649,3,380,618,135,1,14,8,1,6,633,2,1,4,3,0,6,2,0,0,0,0,1,0,327,19,1,3,12,4,14,0.431404958678,0.789272030651,0.172413793103,0.00127713920817,0.037037037037,0.357575757576,0.975346687211,0.00308166409861,0.00154083204931,0.020030816641,0.209366391185,0.860526315789,0.05,0.00263157894737,0.0868421052632,0.00165289256198,1580,156,3,21,23,6,26,0.870523415978,0.0859504132231,0.00165289256198,0.0418732782369,Alamance,125,Alamance,37001125
1761,709,733,1,318,646,45,1,1,8,4,4,723,2,0,1,3,1,3,1,0,0,0,0,0,0,293,4,0,1,6,1,13,0.402612152186,0.911142454161,0.0634696755994,0.00141043723554,0.0239774330042,0.416240772288,0.986357435198,0.00272851296044,0.0,0.0109140518417,0.180579216354,0.921383647799,0.0125786163522,0.0,0.0660377358491,0.000567859170926,1663,51,1,3,17,6,20,0.944349801249,0.0289608177172,0.000567859170926,0.0261215218626,Alamance,126,Alamance,37001126
3549,2407,541,2,599,436,1876,4,5,27,20,39,485,34,0,2,8,3,9,2,0,0,0,0,0,0,371,160,2,2,14,2,48,0.678219216681,0.181138346489,0.779393435812,0.00166181969256,0.0378063980058,0.152437306283,0.896487985213,0.0628465804067,0.0,0.0406654343808,0.168779938011,0.619365609349,0.267111853088,0.00333889816361,0.110183639399,0.000563539025077,1294,2070,6,9,49,25,96,0.364609749225,0.583262890955,0.00169061707523,0.0504367427444,Alamance,127,Alamance,37001127
1724,1064,301,1,358,354,634,1,9,35,12,19,274,17,0,4,5,0,1,1,0,0,0,0,0,0,244,70,1,0,16,3,24,0.61716937355,0.332706766917,0.595864661654,0.00093984962406,0.0704887218045,0.174593967517,0.910299003322,0.0564784053156,0.0,0.0332225913621,0.207656612529,0.68156424581,0.195530726257,0.00279329608939,0.120111731844,0.000580046403712,873,721,2,13,56,15,44,0.506380510441,0.418213457077,0.00116009280742,0.0742459396752,Alamance,128,Alamance,37001128
1344,475,576,1,292,362,90,1,5,13,2,2,569,2,0,0,2,2,1,1,0,0,0,0,0,0,248,7,0,12,8,1,16,0.353422619048,0.762105263158,0.189473684211,0.00210526315789,0.0463157894737,0.428571428571,0.987847222222,0.00347222222222,0.0,0.00868055555556,0.217261904762,0.849315068493,0.0239726027397,0.0,0.126712328767,0.000744047619048,1180,99,1,17,23,5,19,0.877976190476,0.0736607142857,0.000744047619048,0.047619047619,Alamance,129,Alamance,37001129
1407,812,324,0,271,319,433,4,4,27,9,16,303,10,1,1,3,2,4,0,0,0,0,0,0,0,190,44,3,1,10,5,18,0.577114427861,0.392857142857,0.533251231527,0.00492610837438,0.0689655172414,0.230277185501,0.935185185185,0.0308641975309,0.00308641975309,0.0308641975309,0.192608386638,0.70110701107,0.162361623616,0.0110701107011,0.125461254613,0.0,812,487,8,6,40,16,38,0.577114427861,0.346126510306,0.00568585643213,0.0710732054016,Alamance,12E,Alamance,3700112E
3218,2484,264,3,467,376,2008,8,2,39,16,35,204,48,1,1,6,1,3,2,0,0,0,1,0,0,211,189,2,1,14,7,43,0.771908017402,0.151368760064,0.808373590982,0.00322061191626,0.037037037037,0.0820385332505,0.772727272727,0.181818181818,0.00378787878788,0.0416666666667,0.145121193288,0.45182012848,0.404710920771,0.00428265524625,0.139186295503,0.000932256059664,793,2245,11,4,60,24,81,0.246426351771,0.697638284649,0.00341827221877,0.0525170913611,Alamance,12N,Alamance,3700112N
1154,714,196,1,243,236,438,0,6,18,5,11,182,9,0,0,1,1,3,1,0,0,0,0,0,0,166,44,1,2,7,4,19,0.618717504333,0.330532212885,0.613445378151,0.0,0.0560224089636,0.169844020797,0.928571428571,0.0459183673469,0.0,0.0255102040816,0.210571923744,0.683127572016,0.181069958848,0.00411522633745,0.131687242798,0.000866551126516,585,491,1,8,26,10,33,0.506932409012,0.42547660312,0.000866551126516,0.0667244367418,Alamance,12S,Alamance,3700112S
1849,823,604,4,418,645,149,1,4,13,3,8,592,3,2,0,6,0,1,4,0,0,0,0,0,0,367,24,0,0,12,1,14,0.445105462412,0.783718104496,0.181044957473,0.00121506682868,0.0340218712029,0.326663061114,0.980132450331,0.00496688741722,0.00331125827815,0.0115894039735,0.226068144943,0.877990430622,0.0574162679426,0.0,0.0645933014354,0.00216333153056,1608,176,3,4,31,4,23,0.869659275284,0.0951865873445,0.00162249864792,0.0335316387236,Alamance,12W,Alamance,3700112W
3007,1719,737,3,548,709,967,5,3,13,12,10,691,25,1,2,8,5,5,2,1,0,0,0,0,0,393,99,0,0,14,5,37,0.571666112404,0.412449098313,0.562536358348,0.00290866783013,0.022105875509,0.245094778849,0.937584803256,0.033921302578,0.00135685210312,0.0271370420624,0.182241436648,0.717153284672,0.180656934307,0.0,0.102189781022,0.000997672098437,1795,1092,6,5,35,22,52,0.596940472231,0.363152643831,0.00199534419687,0.0379115397406,Alamance,13,Alamance,3700113
2631,576,1440,4,611,560,7,0,3,4,2,0,1429,1,0,4,1,2,3,4,0,0,0,0,0,0,590,2,0,7,7,0,5,0.218928164196,0.972222222222,0.0121527777778,0.0,0.015625,0.54732041049,0.992361111111,0.000694444444444,0.0,0.00694444444444,0.23223109084,0.965630114566,0.00327332242226,0.0,0.0310965630115,0.00152033447358,2583,10,0,14,12,4,8,0.981755986317,0.00380083618396,0.0,0.014443177499,Alexander,B1,Alexander,37003B1
3071,732,1585,3,751,702,8,2,4,10,1,5,1566,1,0,3,11,0,4,3,0,0,0,0,0,0,728,4,1,9,4,1,4,0.238358840768,0.959016393443,0.0109289617486,0.00273224043716,0.0273224043716,0.516118528167,0.988012618297,0.000630914826498,0.0,0.011356466877,0.24454575057,0.969374167776,0.00532623169108,0.00133155792277,0.0239680426099,0.000976880494953,2999,13,3,16,25,2,13,0.976554868121,0.00423314881146,0.000976880494953,0.0182351025725,Alexander,B2,Alexander,37003B2
2247,753,973,6,515,672,79,0,1,0,0,1,964,4,2,0,1,0,2,6,0,0,0,0,0,0,495,9,0,1,2,0,8,0.335113484646,0.892430278884,0.104913678619,0.0,0.00265604249668,0.433021806854,0.990750256937,0.00411099691675,0.00205549845838,0.00308324768756,0.229194481531,0.961165048544,0.0174757281553,0.0,0.021359223301,0.00267022696929,2137,92,2,2,3,0,11,0.951045838896,0.0409434801958,0.000890075656431,0.00712060525145,Alexander,E,Alexander,37003E
662,232,294,1,135,230,1,0,0,1,0,0,291,0,1,0,1,0,1,1,0,0,0,0,0,0,132,0,1,0,0,0,2,0.350453172205,0.991379310345,0.00431034482759,0.0,0.00431034482759,0.444108761329,0.989795918367,0.0,0.00340136054422,0.00680272108844,0.203927492447,0.977777777778,0.0,0.00740740740741,0.0148148148148,0.00151057401813,654,1,2,0,2,0,3,0.987915407855,0.00151057401813,0.00302114803625,0.00755287009063,Alexander,G1,Alexander,37003G1
845,380,293,1,171,341,37,1,0,1,0,0,290,0,0,0,2,0,1,1,0,0,0,0,0,0,165,2,0,0,0,1,3,0.449704142012,0.897368421053,0.0973684210526,0.00263157894737,0.00263157894737,0.34674556213,0.98976109215,0.0,0.0,0.0102389078498,0.202366863905,0.964912280702,0.0116959064327,0.0,0.0233918128655,0.00118343195266,797,39,1,0,3,1,4,0.943195266272,0.0461538461538,0.00118343195266,0.0094674556213,Alexander,G2,Alexander,37003G2
1068,387,464,0,217,341,42,0,1,3,0,0,459,4,1,0,0,0,0,0,0,0,0,0,0,0,206,6,0,3,2,0,0,0.362359550562,0.881136950904,0.108527131783,0.0,0.0103359173127,0.434456928839,0.989224137931,0.00862068965517,0.00215517241379,0.0,0.203183520599,0.94930875576,0.0276497695853,0.0,0.0230414746544,0.0,1006,52,1,4,5,0,0,0.941947565543,0.0486891385768,0.000936329588015,0.00842696629213,Alexander,L,Alexander,37003L
1576,568,625,0,383,428,114,0,7,10,2,7,621,1,1,0,1,0,1,0,0,0,0,0,0,0,360,11,0,5,5,1,1,0.360406091371,0.753521126761,0.200704225352,0.0,0.0457746478873,0.396573604061,0.9936,0.0016,0.0016,0.0032,0.243020304569,0.939947780679,0.0287206266319,0.0,0.0313315926893,0.0,1409,126,1,12,16,3,9,0.894035532995,0.0799492385787,0.000634517766497,0.0253807106599,Alexander,M,Alexander,37003M
1903,780,713,5,405,706,60,1,2,5,1,5,702,1,2,0,5,1,2,5,0,0,0,0,0,0,382,8,1,0,7,3,4,0.409879138203,0.905128205128,0.0769230769231,0.00128205128205,0.0166666666667,0.374671571203,0.984572230014,0.00140252454418,0.00280504908836,0.0112201963534,0.212821860221,0.943209876543,0.0197530864198,0.00246913580247,0.0345679012346,0.0026274303731,1795,69,4,2,17,5,11,0.943247503941,0.0362585391487,0.00210194429848,0.0183920126117,Alexander,S1,Alexander,37003S1
873,424,316,1,132,388,36,0,0,0,0,0,313,0,0,0,1,2,0,1,0,0,0,0,0,0,125,4,0,1,0,1,1,0.485681557847,0.915094339623,0.0849056603774,0.0,0.0,0.36197021764,0.990506329114,0.0,0.0,0.00949367088608,0.151202749141,0.94696969697,0.030303030303,0.0,0.0227272727273,0.00114547537228,827,40,0,1,1,3,1,0.947308132875,0.0458190148912,0.0,0.00687285223368,Alexander,S2,Alexander,37003S2
789,211,405,2,171,209,1,0,0,1,0,0,404,1,0,0,0,0,0,2,0,0,0,0,0,0,169,0,0,0,1,0,1,0.26742712294,0.990521327014,0.00473933649289,0.0,0.00473933649289,0.513307984791,0.997530864198,0.00246913580247,0.0,0.0,0.216730038023,0.988304093567,0.0,0.0,0.0116959064327,0.00253485424588,784,2,0,0,2,0,1,0.993662864385,0.00253485424588,0.0,0.00380228136882,Alexander,SL,Alexander,37003SL
1305,362,619,1,323,323,24,1,6,7,0,1,611,0,1,2,4,1,0,1,0,0,0,0,0,0,307,4,0,5,4,0,3,0.277394636015,0.89226519337,0.0662983425414,0.00276243093923,0.0386740331492,0.474329501916,0.987075928918,0.0,0.0016155088853,0.0113085621971,0.247509578544,0.950464396285,0.0123839009288,0.0,0.0371517027864,0.000766283524904,1242,28,2,13,15,1,4,0.951724137931,0.0214559386973,0.00153256704981,0.0252873563218,Alexander,T1,Alexander,37003T1
1421,608,517,1,295,367,224,1,2,8,2,4,507,3,0,0,5,2,0,0,0,0,0,0,0,1,260,25,2,1,3,2,2,0.427867698804,0.603618421053,0.368421052632,0.00164473684211,0.0263157894737,0.363828289937,0.980657640232,0.00580270793037,0.0,0.0135396518375,0.207600281492,0.881355932203,0.0847457627119,0.00677966101695,0.0271186440678,0.000703729767769,1134,252,3,3,16,6,7,0.79802955665,0.177339901478,0.00211118930331,0.0225193525686,Alexander,T2,Alexander,37003T2
1181,453,448,2,278,408,37,0,4,2,1,1,445,1,0,0,0,2,0,2,0,0,0,0,0,0,271,2,0,1,3,0,1,0.383573243014,0.900662251656,0.0816777041943,0.0,0.0176600441501,0.37933954276,0.993303571429,0.00223214285714,0.0,0.00446428571429,0.235393734124,0.974820143885,0.00719424460432,0.0,0.0179856115108,0.00169348010161,1126,40,0,5,5,3,2,0.953429297206,0.0338696020322,0.0,0.0127011007621,Alexander,T3,Alexander,37003T3
1396,592,482,3,319,425,152,0,1,11,2,1,472,8,0,0,1,1,0,3,0,0,0,0,0,0,288,20,0,6,4,1,0,0.424068767908,0.717905405405,0.256756756757,0.0,0.0253378378378,0.345272206304,0.979253112033,0.0165975103734,0.0,0.00414937759336,0.228510028653,0.902821316614,0.0626959247649,0.0,0.0344827586207,0.00214899713467,1188,180,0,7,16,4,1,0.85100286533,0.12893982808,0.0,0.0200573065903,Alexander,T4,Alexander,37003T4
899,313,399,1,186,242,68,0,1,2,0,0,393,2,0,0,2,0,2,1,0,0,0,0,0,0,171,5,1,2,5,0,2,0.348164627364,0.773162939297,0.217252396166,0.0,0.00958466453674,0.44382647386,0.984962406015,0.00501253132832,0.0,0.0100250626566,0.206896551724,0.91935483871,0.0268817204301,0.00537634408602,0.0483870967742,0.00111234705228,807,75,1,3,9,0,4,0.89766407119,0.083426028921,0.00111234705228,0.0177975528365,Alexander,T5,Alexander,37003T5
1456,364,726,2,364,357,1,1,1,2,1,1,721,0,0,0,5,0,0,1,0,0,0,0,0,1,350,3,1,1,4,1,4,0.25,0.980769230769,0.00274725274725,0.00274725274725,0.0137362637363,0.498626373626,0.993112947658,0.0,0.0,0.0068870523416,0.25,0.961538461538,0.00824175824176,0.00274725274725,0.0274725274725,0.00137362637363,1429,4,2,2,11,2,6,0.981456043956,0.00274725274725,0.00137362637363,0.0144230769231,Alexander,W,Alexander,37003W
1088,397,416,1,274,386,9,0,0,1,0,1,410,0,0,0,3,0,3,1,0,0,0,0,0,0,265,0,0,0,1,2,6,0.364889705882,0.972292191436,0.0226700251889,0.0,0.00503778337531,0.382352941176,0.985576923077,0.0,0.0,0.0144230769231,0.251838235294,0.967153284672,0.0,0.0,0.0328467153285,0.000919117647059,1062,9,0,0,5,2,10,0.976102941176,0.00827205882353,0.0,0.015625,Alleghany,01,Alleghany,3700501
261,127,98,0,36,124,1,0,0,0,0,2,98,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,1,0.486590038314,0.976377952756,0.00787401574803,0.0,0.0157480314961,0.375478927203,1.0,0.0,0.0,0.0,0.137931034483,0.972222222222,0.0,0.0,0.0277777777778,0.0,257,1,0,0,0,0,3,0.984674329502,0.00383141762452,0.0,0.0114942528736,Alleghany,02,Alleghany,3700502
