GEOID,IDNUM
3702501-09,1856
370734N,1857
370734S,1858
370732,1859
370733,1860
370731,1861
370735,1862
3702501-07,1863
3702506-00,1864
3702507-00,1865
3702508-00,1866
3702509-00,1867
3702504-04,1868
3702512-10,1869
3702504-03,1870
3702504-09,1871
37133HR17,1872
37133FS16,1873
37133SW19,1874
37133EN03,1875
37133CR07,1876
37133NR02,1877
37133WN04,1878
37133BM08,1879
37133RL09,1880
37133NE22,1881
37133JA01,1882
37133GB12,1883
37133MT24,1884
37133ML23,1885
37133BC21,1886
37133TL06,1887
37133VR15,1888
37133CL10,1889
37133NM13,1890
37133HU20,1891
37133HM05,1892
37133HN14,1893
37133SF18,1894
3702113.1,1895
3702124.1,1896
37021101.1,1897
37145HLWY,1898
37145ROX3,1899
37145WDSD,1900
37145CUCL,1901
37145MTTZ,1902
37145FLRI,1903
3702171.1,1904
3702128.1,1905
3702166.1,1906
3702161.1,1907
3702160.2,1908
3702149.1,1909
3702163.1,1910
3702115.1,1911
3702162.1,1912
3702133.3,1913
3702134.1,1914
37021107.1,1915
37145ROX4,1916
37145ROX2,1917
37145RX1A,1918
37145ROX1,1919
37145HUML,1920
37145ALVI,1921
37145BFRK,1922
37145OLHI,1923
3702119.1,1924
3702138.3,1925
3702110.1,1926
3702112.1,1927
3702137.1,1928
3702101.1,1929
3702155.1,1930
3702150.1,1931
3702164.1,1932
3702111.1,1933
3702105.1,1934
3702135.1,1935
3702141.1,1936
3702131.1,1937
37021103.1,1938
3702158.1,1939
3702157.1,1940
3702145.1,1941
3702136.1,1942
3702103.1,1943
37021105.1,1944
3702106.1,1945
3702133.2,1946
37021104.1,1947
3702132.1,1948
3702125.1,1949
3702159.1,1950
3702139.1,1951
37021100.1,1952
3702114.2,1953
3702104.1,1954
3702152.1,1955
37021106.1,1956
3702146.1,1957
3702168.1,1958
37021102.1,1959
3702170.1,1960
3702165.1,1961
3702147.1,1962
3702153.1,1963
3702148.1,1964
3702138.2,1965
3702107.1,1966
3702120.1,1967
3702167.1,1968
3702117.1,1969
3702126.1,1970
3702102.1,1971
3702130.1,1972
3702169.1,1973
3702144.1,1974
3702109.1,1975
3715529,1976
3715507,1977
3715519,1978
3715505,1979
3715538,1980
3715540,1981
3715537,1982
3715511,1983
3715515,1984
3715520,1985
3715536,1986
3715521,1987
3715502,1988
3715526,1989
3715535,1990
3715541,1991
3715539,1992
3715532,1993
3715530,1994
3715503,1995
3715501,1996
3715510,1997
3715533,1998
3715531,1999
3715528,2000
3715522,2001
3715527,2002
3715524,2003
3715525,2004
3715504,2005
3715523,2006
3715516,2007
3715517,2008
3715513,2009
3715512,2010
3715514,2011
3715508,2012
3715506,2013
3715518A,2014
3715509,2015
3715534,2016
37055KTHK,2017
37055DUCK,2018
37055KDH,2019
37055EL,2020
37055STPT,2021
37055CHCA,2022
37055MH,2023
37141CF11,2024
37055SOSH,2025
37055COL,2026
37055MATO,2027
37055NGHD,2028
37055AVON,2029
37141CL05,2030
37141CS04,2031
37141CT03,2032
37141GR06,2033
37141LC09,2034
37141LU16,2035
37141MH07,2036
37141MT19,2037
37143PARKVI,2038
37143BELVID,2039
37143NICANO,2040
37143BETHEL,2041
37143EAST-H,2042
37055HAT,2043
37055FRCO,2044
37055BUX,2045
37141NB01,2046
37141PL10,2047
37143WEST-H,2048
37143NEW-HO,2049
37055WAN,2050
37141RP20,2051
37141SB02,2052
37141SC13,2053
37141SP15,2054
37141UH08,2055
37141UT14,2056
37141UU17,2057
371658,2058
371653,2059
371654,2060
371659,2061
371657,2062
3716510,2063
371652,2064
371655,2065
371656,2066
371651,2067
37013RVRD,2068
37013AUROR,2069
37013NCRK,2070
37013WASH1,2071
37013BLCK,2072
37013OLDF,2073
37013PINET,2074
37013BELHV,2075
37013GILEA,2076
37013TCRK,2077
37013PSJW3,2078
37013CHOCO,2079
37013WASH2,2080
37013PANTE,2081
37013WASH4,2082
37013BEADM,2083
37013EDWAR,2084
37013SURBA,2085
37013HB,2086
37013WDPD,2087
37013WASHP,2088
3700506,2089
3700505,2090
3700501,2091
3700503,2092
3700504,2093
3700502,2094
3700507,2095
3716104A,2096
3716116A,2097
3716127,2098
3716128,2099
3716106A,2100
3716113,2101
3716130,2102
3716114,2103
3716110A,2104
3716103A,2105
3716119,2106
3716134,2107
3716109A,2108
3716118,2109
3716105A,2110
3716111,2111
3716129,2112
37119001,2113
37119002,2114
37119042,2115
37119043,2116
37119044,2117
37119091,2118
37119092,2119
37119094,2120
37119095,2121
37119096,2122
37119226,2123
3717716,2124
37119003,2125
37119004,2126
37119005,2127
37119045,2128
37119046,2129
37119217,2130
37119097,2131
37119098,2132
37119227,2133
37119229,2134
37119230,2135
37119231,2136
37119232,2137
37119233,2138
37119234,2139
37119236,2140
37119007,2141
37119008,2142
37119047,2143
37119048,2144
37119099,2145
37119100,2146
37119101,2147
37119102,2148
37119103,2149
37119104,2150
37119237,2151
37119238.1,2152
37119151,2153
37119009,2154
37119010,2155
37119049,2156
37119050,2157
37119105,2158
37119106,2159
37119146,2160
37119107.1,2161
37119239,2162
37119145,2163
37119241,2164
37119242,2165
37119243,2166
37119220,2167
37119235,2168
37119011,2169
37119012,2170
37119051,2171
37119052,2172
37119109,2173
37119110,2174
37119111,2175
37119112,2176
37119113,2177
37119204.1,2178
37119149,2179
37119202,2180
37119206,2181
37119013,2182
37119014,2183
37119015,2184
37119054,2185
37119055,2186
37119056,2187
37119114,2188
37119115,2189
37119116,2190
37119117,2191
37119006,2192
37119016,2193
37119057,2194
37119058,2195
37119118,2196
37119119,2197
37119120,2198
37119121,2199
37119017,2200
37119018,2201
37119019,2202
37119059,2203
37119060,2204
37119061,2205
37119123,2206
37119124,2207
37119125,2208
37119126,2209
37119128,2210
37119020,2211
37119021,2212
37119062,2213
37119063,2214
37119129,2215
37119087,2216
37119130,2217
37119022,2218
37119023,2219
37119053,2220
37119064,2221
37119065,2222
37119131,2223
37119132,2224
37119024,2225
37119040,2226
37119025,2227
37119066,2228
37119067,2229
37119133,2230
37119134,2231
37119135,2232
37119136,2233
37119137,2234
37119138,2235
37119148,2236
37119139.1,2237
37119140,2238
37119026,2239
37119027,2240
37119068,2241
37119069,2242
37119070,2243
37119071,2244
37119144,2245
37119141,2246
37119142,2247
37119143,2248
37119028,2249
37119029,2250
37119030,2251
37119031,2252
37119072,2253
37119073,2254
37119074,2255
37119240,2256
37119200,2257
37119201,2258
37119203,2259
37119205,2260
37119207,2261
37119209,2262
37119210,2263
37119211,2264
37119212,2265
37119032,2266
37119033,2267
37119034,2268
37119075,2269
37119076,2270
37119122,2271
37119077,2272
37119225,2273
37119228,2274
37119213,2275
37119214,2276
37119215,2277
37119035,2278
37119036,2279
37119147,2280
37119078.1,2281
37119216,2282
37119218,2283
3717714,2284
3717703,2285
37119037,2286
37119038,2287
37119039,2288
37119041,2289
37119079,2290
37119080,2291
37119081,2292
37119082,2293
37119083,2294
37119084,2295
37119108,2296
37119085,2297
37119093,2298
37119086,2299
37119088,2300
37119089,2301
37119090,2302
37119219,2303
37119221,2304
37119222,2305
37119150,2306
37119223.1,2307
37119224,2308
3717701,2309
3717702,2310
3717715,2311
37157CO,2312
37157MC,2313
37157WM,2314
37157EC,2315
37157RC,2316
37157LI,2317
37157ED-1,2318
37157LK-2,2319
37157DR,2320
37157VA,2321
37157HU,2322
37157HO,2323
37157MD,2324
37157RD-1,2325
37157IR,2326
37157MA,2327
37157NB,2328
37157AV,2329
37173ALMOND,2330
3711306,2331
3711310,2332
3711311,2333
3711309,2334
3711305,2335
3711308,2336
3711302,2337
3711312,2338
3711307,2339
3711313,2340
3711314,2341
3711315,2342
3711304,2343
3711301,2344
3711303,2345
3716917,2346
3716916,2347
3716915,2348
3716912,2349
3716910,2350
3716903,2351
3716911,2352
3716907,2353
3716901,2354
3716902,2355
3716913,2356
3716908,2357
3716906,2358
3716909,2359
3716904,2360
3716905,2361
3716920,2362
3716914,2363
3716919,2364
3716918,2365
37179033,2366
37179041,2367
37179021,2368
37179028,2369
37179020B,2370
37179029C,2371
37179017B,2372
37179031,2373
37179043,2374
37179038A,2375
37179019,2376
37179007,2377
37179022,2378
37179037A,2379
37179018,2380
37179023,2381
37179042,2382
37179005,2383
37179004,2384
37179001,2385
37179034,2386
37179006,2387
37179036,2388
37179027,2389
37179008,2390
37179013,2391
37179039,2392
37179010,2393
37179003,2394
37179002,2395
37179025,2396
37179024,2397
37179009,2398
37179026,2399
37179032,2400
37179040,2401
37179014,2402
37179030,2403
37179016,2404
37179015,2405
37179012,2406
37179035,2407
37179011,2408
37179020A,2409
37179017A,2410
37179029A,2411
37179038B,2412
37179037B,2413
37179029B,2414
3718308-05,2415
3718308-04,2416
3718308-03,2417
3718308-02,2418
3718301-26,2419
3718301-25,2420
3718301-23,2421
3718307-13,2422
3718307-12,2423
3718307-11,2424
3718307-10,2425
3718307-09,2426
3718301-22,2427
3718301-21,2428
3718301-20,2429
3718301-19,2430
3718301-18,2431
3718301-17,2432
3718301-16,2433
3718301-15,2434
3718307-07,2435
3718307-06,2436
3718307-05,2437
3718301-14,2438
3718301-13,2439
3718301-12,2440
3718301-11,2441
3718307-04,2442
3718307-03,2443
3718307-02,2444
3718301-10,2445
3718301-09,2446
3718301-07,2447
3718307-01,2448
3718306-06,2449
3718306-07,2450
3718306-05,2451
3718306-04,2452
3718306-01,2453
3718305-06,2454
3718305-05,2455
3718305-04,2456
3718305-03,2457
3718305-01,2458
3718304-21,2459
3718301-06,2460
3718301-05,2461
3718304-20,2462
3718304-19,2463
3718304-18,2464
3718301-04,2465
3718301-03,2466
3718304-17,2467
3718304-16,2468
3718304-15,2469
3718304-14,2470
3718304-13,2471
3718304-12,2472
3718301-02,2473
3718301-01,2474
3718304-11,2475
3718304-10,2476
3718304-09,2477
3718304-08,2478
3718304-07,2479
3718304-06,2480
3718304-05,2481
3718304-04,2482
3718304-03,2483
3718304-02,2484
3718320-12,2485
3718320-11,2486
3718320-10,2487
3718320-09,2488
3718320-08,2489
3718320-06,2490
3718320-05,2491
3718320-04,2492
3718320-03,2493
3718320-02,2494
3718320-01,2495
3718319-17,2496
3718319-16,2497
3718319-12,2498
3718319-11,2499
3718304-01,2500
3718303-00,2501
3718302-06,2502
3718302-05,2503
3718302-04,2504
3718302-03,2505
3718302-02,2506
3718302-01,2507
3718319-10,2508
3718319-09,2509
3718319-07,2510
3718319-06,2511
3718319-05,2512
3718319-04,2513
3718319-03,2514
3718318-08,2515
3718318-07,2516
3718318-06,2517
3718318-05,2518
3718318-04,2519
3718318-03,2520
3718318-02,2521
3718318-01,2522
3718317-11,2523
3718301-51,2524
3718301-50,2525
3718301-49,2526
3718301-48,2527
3718301-47,2528
3718317-10,2529
3718317-09,2530
3718317-08,2531
3718317-07,2532
3718317-06,2533
3718317-05,2534
3718317-04,2535
3718317-03,2536
3718317-02,2537
3718317-01,2538
3718316-09,2539
3718316-08,2540
3718316-07,2541
3718301-46,2542
3718301-45,2543
3718316-06,2544
3718316-05,2545
3718316-04,2546
3718301-44,2547
3718301-43,2548
3718301-42,2549
3718301-41,2550
3718316-03,2551
3718316-02,2552
3718316-01,2553
3718315-04,2554
3718315-03,2555
3718315-02,2556
3718315-01,2557
3718314-02,2558
3718314-01,2559
3718313-11,2560
3718313-10,2561
3718313-09,2562
3718301-40,2563
3718301-39,2564
3718301-38,2565
3718301-37,2566
3718301-36,2567
3718301-35,2568
3718313-08,2569
3718313-07,2570
3718313-06,2571
3718313-05,2572
3718313-02,2573
3718313-01,2574
3718312-09,2575
3718312-08,2576
3718312-07,2577
3718312-06,2578
3718312-05,2579
3718312-04,2580
3718301-34,2581
3718301-33,2582
3718312-02,2583
3718312-01,2584
3718311-02,2585
3718311-01,2586
3718310-04,2587
3718310-03,2588
3718310-02,2589
3718310-01,2590
3718309-03,2591
3718309-02,2592
3718309-01,2593
3718308-11,2594
3718308-10,2595
3718308-09,2596
3718308-08,2597
3718308-07,2598
3718308-06,2599
3718301-32,2600
3718301-31,2601
3718301-30,2602
3718301-29,2603
3718301-28,2604
3718301-27,2605
37031MARS,2606
37031NPT1,2607
37031NPT2,2608
37031HAIS,2609
37031IBSP,2610
37031MHD4,2611
37031OTST,2612
37031BFT1,2613
37031CCCP,2614
37031PELE,2615
37031BFT2,2616
37031MHD1,2617
37031WILD,2618
37031BOGU,2619
37031MCRK,2620
37031MHD2,2621
37031ABCH,2622
37031BCRK,2623
37031EMIS,2624
37031SMYR,2625
37031CDIS,2626
37031SLVL,2627
37031STAC,2628
37031BETT,2629
37031HARL,2630
37031WIRE,2631
37031MHD3,2632
37031PKNL,2633
37031DAVI,2634
37031NRIV,2635
37031STEL,2636
37031MERR,2637
37031ATLN,2638
37031WILL,2639
37051CC34,2640
37051CC18,2641
37051CU02,2642
37051G4,2643
37051G8,2644
37051CC06,2645
37051CC13,2646
37051CC16,2647
37051CC12,2648
37051CC15,2649
37051CC10,2650
37051CC07,2651
37051CC08,2652
37051CC04,2653
37051CC05,2654
37051CC19,2655
37051G9,2656
37051G6,2657
37051AL51,2658
37051AH49,2659
37051G10,2660
37051EO61-1,2661
37051EO61-2,2662
37051CC31,2663
37051G2,2664
37051CL57,2665
37051CC01,2666
37051CC17,2667
37051CC26,2668
37051G11,2669
37051LI65,2670
37051CC27,2671
37051G3,2672
37051MR02,2673
37051SH77,2674
37051G1,2675
37051CC14,2676
37051CC21,2677
37051G7,2678
37051CC25,2679
37051CC03,2680
37051CC33,2681
37051CC32,2682
37051LR63,2683
37051MB62,2684
37051CC24,2685
37051CC29,2686
37051G5,2687
37173ALARKA,2688
37173BC2,2689
37173BC1,2690
37173WHCH,2691
