GEOID10,g2012_USH_dv,g2012_USH_rv,g2012_USH_tv,STATEFP10,COUNTYFP10,VTDST10,VTDI10,NAME10,NAMELSAD10,LSAD10,MTFCC10,FUNCSTAT10,ALAND,AWATER,INTPTLAT10,INTPTLON10,VTD,ID,population,aframcon,hispcon,mincon,percentDem,percentRep,percentOther,DemPercentWhite,DemPercentBlack,DemPercentAsian,DemPercentOther,RepPercentWhite,RepPercentBlack,RepPercentAsian,RepPercentOther,repPop,demPop,hispPop,aframPop,numAdjacent,totalBorder
37077WOEL,823,221,1058,37,77,WOEL,P,WOEL,Voting District WOEL,V1,G5240,S,78753028.0,263845.0,36.3783184,-78.6104467,37077WOELWOEL,1159,2234,0.529543419875,0.0555058191585,0.585049239034,0.725794530673,0.126385809313,0.147819660015,0.319755600815,0.668024439919,0.0,0.0122199592668,0.87134502924,0.0701754385965,0.0,0.0584795321637,282.345898004,1621.42498152,124.0,1183.0,8,82839.5860894
37077CORI,877,626,1547,37,77,CORI,P,CORI,Voting District CORI,V1,G5240,S,133554395.0,723266.0,36.251927,-78.5864764,37077CORICORI,1160,3563,0.305079988774,0.166152119001,0.471232107775,0.668188736682,0.196347031963,0.135464231355,0.487471526196,0.495823842065,0.000759301442673,0.0159453302961,0.940568475452,0.0413436692506,0.00258397932817,0.015503875969,699.584474886,2380.7564688,592.000000001,1087.0,10,146455.452458
37077SOOX,986,160,1162,37,77,SOOX,P,SOOX,Voting District SOOX,V1,G5240,S,3437403.0,0.0,36.3020122,-78.5899919,37077SOOXSOOX,1161,2254,0.665483584738,0.0674356699201,0.732919254658,0.809038828771,0.0852959898154,0.105665181413,0.232100708104,0.748229740362,0.00393391030685,0.0157356412274,0.805970149254,0.164179104478,0.0,0.0298507462687,192.257161044,1823.57352005,152.0,1500.0,4,36249.4039196
37077WILT,1078,2050,3128,37,77,WILT,P,WILT,Voting District WILT,V1,G5240,S,109124061.0,143408.0,36.1344378,-78.5644357,37077WILTWILT,1162,6564,0.103138330286,0.0478366849482,0.150975015234,0.328539325843,0.392808988764,0.278651685393,0.696306429549,0.27633378933,0.00136798905609,0.0259917920657,0.971967963387,0.00858123569794,0.00171624713959,0.0177345537757,2578.39820225,2156.53213483,314.0,676.999999997,9,178401.960206
37077CRDM,1567,1415,2982,37,77,CRDM,P,CRDM,Voting District CRDM,V1,G5240,S,71475695.0,2373967.0,36.1243155,-78.7129074,37077CRDMCRDM,1163,6360,0.311635220126,0.0633647798742,0.375,0.532778618255,0.276096822995,0.191124558749,0.455276857549,0.502602934217,0.00473260766682,0.0373876005679,0.938812785388,0.0264840182648,0.0027397260274,0.0319634703196,1755.97579425,3388.4720121,403.0,1982.0,6,87387.1932494
37077BTNR,1206,676,1932,37,77,BTNR,P,BTNR,Voting District BTNR,V1,G5240,S,63698338.0,3661826.0,36.1371369,-78.7672916,37077BTNRBTNR,1164,11365,0.423405191377,0.146238451386,0.569643642763,0.604565537555,0.230117820324,0.165316642121,0.433617539586,0.535322777101,0.00243605359318,0.0286236297199,0.936,0.032,0.0,0.032,2615.28902798,6870.88733432,1662.0,4812.0,4,93859.2840753
37077MTEN,1135,1508,2643,37,77,MTEN,P,MTEN,Voting District MTEN,V1,G5240,S,97146844.0,2745374.0,36.1179423,-78.5973629,37077MTENMTEN,1165,5616,0.19853988604,0.0564458689459,0.254985754986,0.43367003367,0.33265993266,0.23367003367,0.551242236025,0.413043478261,0.000776397515528,0.0349378881988,0.958502024291,0.0131578947368,0.00404858299595,0.0242914979757,1868.21818182,2435.49090909,317.0,1115.0,4,133898.289217
37077BERE,563,551,1114,37,77,BERE,P,BERE,Voting District BERE,V1,G5240,S,171336402.0,370047.0,36.3706915,-78.7312487,37077BEREBERE,1166,2373,0.34386852086,0.0463548251159,0.390223345976,0.63313212609,0.211938296445,0.154929577465,0.477754237288,0.504237288136,0.0010593220339,0.0169491525424,0.927215189873,0.0632911392405,0.0,0.00949367088608,502.929577465,1502.42253521,110.0,816.000000001,7,119963.398077
37077OKHL,522,377,899,37,77,OKHL,P,OKHL,Voting District OKHL,V1,G5240,S,153291135.0,247115.0,36.4782865,-78.7136827,37077OKHLOKHL,1167,1776,0.40259009009,0.0225225225225,0.425112612612,0.705882352941,0.16730328495,0.126814362108,0.417748917749,0.569264069264,0.0,0.012987012987,0.931506849315,0.0593607305936,0.0,0.00913242009132,297.130634072,1253.64705882,40.0,715.0,5,67192.8433562
37077EAOX,1177,384,1590,37,77,EAOX,P,EAOX,Voting District EAOX,V1,G5240,S,4688947.0,0.0,36.3144958,-78.5794139,37077EAOXEAOX,1168,2793,0.567132116004,0.0293591120659,0.59649122807,0.745069033531,0.118836291913,0.136094674556,0.346790205162,0.632031767042,0.00132362673726,0.0198544010589,0.887966804979,0.0871369294606,0.0,0.0248962655602,331.909763314,2080.97781065,82.0000000001,1584.0,6,42799.0303865
37067301,738,9,747,37,67,301,P,301,Voting District 301,V1,G5240,S,1248820.0,0.0,36.1180015,-80.2277919,37067301301,1169,1677,0.893261776983,0.118067978533,1.0,0.847978910369,0.0298769771529,0.122144112478,0.00621761658031,0.966839378238,0.00310880829016,0.0238341968912,0.0882352941176,0.852941176471,0.0,0.0588235294118,50.1036906854,1422.06063269,198.0,1498.0,4,14782.8162672
37067607,1014,719,1733,37,67,607,P,607,Voting District 607,V1,G5240,S,2901922.0,600.0,36.0614433,-80.2881865,37067607607,1170,3012,0.218791500664,0.074037184595,0.292828685259,0.445255474453,0.336222627737,0.21852189781,0.657786885246,0.30737704918,0.00409836065574,0.030737704918,0.944369063772,0.0162822252374,0.00542740841248,0.033921302578,1012.70255474,1341.10948905,223.0,659.0,6,20051.6315997
37067043,921,895,1816,37,67,043,P,043,Voting District 043,V1,G5240,S,23568882.0,43768.0,36.0512702,-80.1664993,37067043043,1171,5964,0.216633132126,0.3720657277,0.588698859826,0.448940998487,0.332450832073,0.21860816944,0.427969671441,0.519797809604,0.00252737994945,0.0497051390059,0.952218430034,0.0216154721274,0.00113765642776,0.0250284414107,1982.73676248,2677.48411498,2219.0,1292.0,9,92824.1802875
37067013,1140,1613,2753,37,67,013,P,013,Voting District 013,V1,G5240,S,12019476.0,109401.0,36.100793,-80.123773,37067013013,1172,5209,0.153772317143,0.0447302745249,0.198502591668,0.354198473282,0.423511450382,0.222290076336,0.613793103448,0.347413793103,0.00862068965517,0.0301724137931,0.96106705119,0.013698630137,0.00504686373468,0.0201874549387,2206.07114504,1845.01984733,233.0,800.999999998,9,62089.710285
37067601,957,289,1246,37,67,601,P,601,Voting District 601,V1,G5240,S,2132582.0,0.0,36.0880067,-80.250054,37067601601,1173,2588,0.270092735703,0.130216383308,0.400309119011,0.503956177724,0.209981740718,0.286062081558,0.541062801932,0.425120772947,0.0012077294686,0.0326086956522,0.910144927536,0.0463768115942,0.0115942028986,0.031884057971,543.432744979,1304.23858795,337.000000001,698.999999999,7,23768.3633888
37067804,475,545,1020,37,67,804,P,804,Voting District 804,V1,G5240,S,2140360.0,0.0,36.1066174,-80.3108402,37067804804,1174,1450,0.0406896551724,0.0206896551724,0.0613793103448,0.343954248366,0.468137254902,0.187908496732,0.9216152019,0.0593824228029,0.00237529691211,0.0166270783848,0.982547993019,0.00174520069808,0.00698080279232,0.0087260034904,678.799019608,498.733660131,30.0,59.0,7,24150.058002
37067708,1580,1204,2784,37,67,708,P,708,Voting District 708,V1,G5240,S,9639867.0,34965.0,36.0435342,-80.3450754,37067708708,1175,5555,0.276507650765,0.114131413141,0.390639063906,0.423566878981,0.344817602779,0.23161551824,0.477101845523,0.476418318524,0.00478468899522,0.0416951469583,0.936188077246,0.0335852225021,0.00587741393787,0.024349286314,1915.46178344,2352.91401274,633.999999998,1536.0,5,40046.7488985
37067304,1647,24,1671,37,67,304,P,304,Voting District 304,V1,G5240,S,5312227.0,0.0,36.1353177,-80.2181475,37067304304,1176,2603,0.932385708798,0.0522474068383,0.984633115636,0.890682656827,0.0216789667897,0.0876383763838,0.0124287933713,0.970481615743,0.00103573278094,0.0160538581046,0.148936170213,0.808510638298,0.0212765957447,0.0212765957447,56.4303505535,2318.44695572,136.0,2427.0,7,24191.2539651
37067014,493,1045,1538,37,67,014,P,014,Voting District 014,V1,G5240,S,12946233.0,0.0,36.0894814,-80.0628112,37067014014,1177,3034,0.0725115359262,0.0398813447594,0.112392880686,0.274146341463,0.48,0.245853658537,0.809608540925,0.156583629893,0.00889679715302,0.0249110320285,0.97662601626,0.00508130081301,0.0010162601626,0.0172764227642,1456.32,831.76,121.0,220.0,7,49442.6819589
37067082,1766,1267,3033,37,67,082,P,082,Voting District 082,V1,G5240,S,22077186.0,109186.0,36.1361932,-80.170888,37067082082,1178,5448,0.364170337739,0.0513950073421,0.415565345081,0.497747150808,0.316989133316,0.185263715876,0.321086261981,0.653887113951,0.00212992545261,0.0228966986155,0.966555183946,0.0150501672241,0.00250836120401,0.0158862876254,1726.9567983,2711.7264776,280.0,1984.0,7,53913.7015564
37067061,639,840,1479,37,67,061,P,061,Voting District 061,V1,G5240,S,7785739.0,108804.0,36.1190997,-80.0574941,37067061061,1179,3755,0.108921438083,0.231158455393,0.340079893476,0.352443609023,0.397086466165,0.250469924812,0.672,0.272,0.00133333333333,0.0546666666667,0.972781065089,0.00236686390533,0.00236686390533,0.0224852071006,1491.05968045,1323.42575188,868.000000001,409.000000002,7,39846.2412921
37067012,506,1362,1868,37,67,012,P,012,Voting District 012,V1,G5240,S,32009928.0,0.0,36.0364454,-80.0794563,37067012012,1180,3884,0.0520082389289,0.0664263645726,0.118434603501,0.278554778555,0.488733488733,0.232711732712,0.827057182706,0.140864714086,0.00139470013947,0.0306834030683,0.977742448331,0.00317965023847,0.00158982511924,0.0174880763116,1898.24087024,1081.90675991,258.0,202.0,9,77263.3244568
37067066,519,1036,1555,37,67,066,P,066,Voting District 066,V1,G5240,S,13966130.0,5083.0,36.1544809,-80.0571719,37067066066,1181,4138,0.0843402609957,0.194296761721,0.278637022717,0.290308370044,0.448898678414,0.260792951542,0.748103186646,0.182094081942,0.00455235204856,0.0652503793627,0.970559371933,0.00294406280667,0.00294406280667,0.0235525024534,1857.54273128,1201.29603524,804.000000001,349.0,7,57690.5252296
37067021,690,1817,2507,37,67,021,P,021,Voting District 021,V1,G5240,S,76091438.0,2595644.0,36.2214217,-80.0814046,37067021021,1182,4711,0.0541286351093,0.0280195287625,0.0821481638718,0.262549437177,0.495284453909,0.242166108914,0.826187717265,0.152954808806,0.0,0.0208574739282,0.981572481572,0.0036855036855,0.000614250614251,0.0141277641278,2333.28506237,1236.87039854,132.0,255.0,8,105732.888592
37067401,1221,75,1296,37,67,401,P,401,Voting District 401,V1,G5240,S,9754467.0,1099423.0,36.1084129,-80.1918125,37067401401,1183,3534,0.61233729485,0.296830786644,0.909168081494,0.777318369758,0.0720614294152,0.150620200827,0.0562310030395,0.914133738602,0.00379939209726,0.0258358662614,0.713114754098,0.237704918033,0.016393442623,0.0327868852459,254.665091553,2747.04311872,1049.0,2164.0,10,55465.5261876
37067506,649,420,1069,37,67,506,P,506,Voting District 506,V1,G5240,S,4721828.0,22923.0,36.03623,-80.2416718,37067506506,1184,2769,0.254604550379,0.244131455399,0.498736005778,0.474530831099,0.278150134048,0.247319034853,0.494350282486,0.454802259887,0.00141242937853,0.0494350282486,0.932530120482,0.0313253012048,0.00481927710843,0.0313253012048,770.19772118,1313.97587131,676.0,704.999999999,4,22113.7717963
37067402,1131,11,1142,37,67,402,P,402,Voting District 402,V1,G5240,S,2027787.0,0.0,36.1101077,-80.2171613,37067402402,1185,2138,0.900374181478,0.0767072029935,0.977081384471,0.86706746827,0.0220440881764,0.110888443554,0.0138674884438,0.953775038521,0.00308166409861,0.0292758089368,0.121212121212,0.727272727273,0.030303030303,0.121212121212,47.130260521,1853.79024716,164.0,1925.0,6,15800.9210427
37067902,864,225,1089,37,67,902,P,902,Voting District 902,V1,G5240,S,1421993.0,0.0,36.095712,-80.2562666,37067902902,1186,2165,0.287759815242,0.0854503464203,0.373210161662,0.566115702479,0.146989374262,0.286894923259,0.547445255474,0.397288842544,0.00938477580813,0.0458811261731,0.919678714859,0.0481927710843,0.0,0.0321285140562,318.231995277,1225.64049587,185.0,622.999999999,7,19895.9025358
37067203,1191,18,1209,37,67,203,P,203,Voting District 203,V1,G5240,S,1405942.0,655.0,36.1153183,-80.2499061,37067203203,1187,2569,0.906967691709,0.0949785908914,1.0,0.869113149847,0.0250764525994,0.105810397554,0.00844475721323,0.96833216045,0.000703729767769,0.0225193525686,0.0731707317073,0.853658536585,0.0,0.0731707317073,64.4214067278,2232.75168196,244.0,2330.0,4,12274.0427077
37067303,601,5,606,37,67,303,P,303,Voting District 303,V1,G5240,S,1094001.0,0.0,36.1236575,-80.2243163,37067303303,1188,1516,0.871372031662,0.112137203166,0.983509234828,0.84632034632,0.0270562770563,0.126623376623,0.0140664961637,0.96547314578,0.00127877237852,0.0191815856777,0.04,0.84,0.04,0.08,41.0173160173,1283.02164502,170.0,1321.0,4,17978.9477215
37067205,597,4,601,37,67,205,P,205,Voting District 205,V1,G5240,S,1584372.0,0.0,36.1109193,-80.260509,37067205205,1189,1201,0.882597835137,0.0774354704413,0.960033305578,0.856435643564,0.0247524752475,0.118811881188,0.014450867052,0.96098265896,0.0,0.0245664739884,0.25,0.7,0.0,0.05,29.7277227723,1028.57920792,93.0,1060.0,6,12192.4930608
37067042,1026,1019,2045,37,67,042,P,042,Voting District 042,V1,G5240,S,19815440.0,91694.0,36.0182442,-80.2237815,37067042042,1190,4714,0.24077216801,0.203224437845,0.443996605855,0.414524683803,0.36964504284,0.215830273358,0.481299212598,0.476377952756,0.00492125984252,0.0374015748031,0.959161147903,0.0132450331126,0.00331125827815,0.0242825607064,1742.50673195,1954.06935945,958.000000001,1135.0,9,79345.8927548
37067703,575,311,886,37,67,703,P,703,Voting District 703,V1,G5240,S,1168056.0,0.0,36.0851125,-80.2711866,37067703703,1191,1572,0.043893129771,0.0680661577608,0.111959287532,0.414364640884,0.288871349645,0.296764009471,0.88380952381,0.0761904761905,0.00761904761905,0.032380952381,0.969945355191,0.0136612021858,0.0,0.016393442623,454.105761642,651.38121547,107.0,69.0,6,11245.5253632
37067507,2170,1247,3417,37,67,507,P,507,Voting District 507,V1,G5240,S,14209141.0,58189.0,36.0856435,-80.1640278,37067507507,1192,8080,0.388737623762,0.192698019802,0.581435643564,0.509541984733,0.271708015267,0.21875,0.284644194757,0.660580524345,0.00327715355805,0.0514981273408,0.939420544337,0.027216856892,0.00614574187884,0.027216856892,2195.40076336,4117.09923664,1557.0,3141.0,5,51233.9902985
37067403,1196,40,1236,37,67,403,P,403,Voting District 403,V1,G5240,S,3128623.0,0.0,36.107034,-80.2389986,37067403403,1193,2891,0.819785541335,0.104808024905,0.92459356624,0.808133971292,0.0358851674641,0.155980861244,0.0503256364713,0.927767910006,0.00118413262285,0.0207223208999,0.44,0.466666666667,0.0,0.0933333333333,103.744019139,2336.315311,303.0,2370.0,7,28793.4033505
37067505,982,212,1194,37,67,505,P,505,Voting District 505,V1,G5240,S,7120931.0,22611.0,36.0453062,-80.2184084,37067505505,1194,4156,0.460298363811,0.366217516843,0.826515880654,0.688542227004,0.140398063475,0.171059709521,0.1765625,0.78515625,0.0015625,0.03671875,0.804597701149,0.134099616858,0.00766283524904,0.0536398467433,583.494351802,2861.58149543,1522.0,1913.0,6,36216.1448401
37067302,791,26,817,37,67,302,P,302,Voting District 302,V1,G5240,S,2943157.0,0.0,36.1300322,-80.2380681,37067302302,1195,1930,0.721243523316,0.230569948187,0.951813471503,0.816812053925,0.0602696272799,0.122918318795,0.0291262135922,0.945631067961,0.000970873786408,0.0242718446602,0.5,0.421052631579,0.0131578947368,0.0657894736842,116.32038065,1576.44726408,445.000000001,1392.0,8,16001.1576784
37067704,835,475,1310,37,67,704,P,704,Voting District 704,V1,G5240,S,1698374.0,0.0,36.0749051,-80.2743237,37067704704,1196,2314,0.157303370787,0.0393258426966,0.196629213484,0.468836183122,0.241036955323,0.290126861555,0.721176470588,0.244705882353,0.00352941176471,0.0305882352941,0.95881006865,0.0091533180778,0.00228832951945,0.0297482837529,557.759514617,1084.88692774,90.9999999999,364.000000001,5,16253.4437636
37067063,956,1850,2806,37,67,063,P,063,Voting District 063,V1,G5240,S,21622831.0,214424.0,36.1388885,-80.1205051,37067063063,1197,5332,0.142535633908,0.0474493623406,0.189984996249,0.284706475183,0.481229528849,0.234063995969,0.663716814159,0.3,0.00353982300885,0.0327433628319,0.975392670157,0.00680628272251,0.00104712041885,0.0167539267016,2565.91584782,1518.05492567,253.0,759.999999997,7,64475.3811845
37067604,774,232,1006,37,67,604,P,604,Voting District 604,V1,G5240,S,3555327.0,1221.0,36.0682075,-80.2658,37067604604,1198,4232,0.25118147448,0.508742911153,0.759924385633,0.532307692308,0.184615384615,0.283076923077,0.393063583815,0.53901734104,0.00433526011561,0.0635838150289,0.875,0.0833333333333,0.00833333333333,0.0333333333333,781.292307692,2252.72615385,2153.0,1063.0,7,25195.2479515
37067305,1103,15,1118,37,67,305,P,305,Voting District 305,V1,G5240,S,3145943.0,2414.0,36.1409479,-80.2070289,37067305305,1199,1876,0.908315565032,0.0378464818763,0.946162046908,0.88033589923,0.0272918124563,0.0923722883135,0.0262321144674,0.953895071542,0.0,0.0198728139905,0.384615384615,0.589743589744,0.0,0.025641025641,51.1994401679,1651.51014696,70.9999999999,1704.0,5,17985.1840447
3715114,160,511,691,37,151,14,P,14,Voting District 14,V1,G5240,S,82875504.0,44510.0,35.5515892,-79.6350053,371511414,1200,1409,0.0951029098652,0.0191625266146,0.11426543648,0.23642172524,0.556975505857,0.206602768903,0.594594594595,0.400900900901,0.0,0.0045045045045,0.982791586998,0.0038240917782,0.0019120458891,0.0114722753346,784.778487753,333.118210863,27.0,134.0,5,97174.0905746
3715117,254,772,1044,37,151,17,P,17,Voting District 17,V1,G5240,S,126325566.0,221762.0,35.6595418,-79.6193677,371511717,1201,2290,0.0445414847162,0.0331877729258,0.077729257642,0.250510551396,0.57726344452,0.172226004084,0.820652173913,0.149456521739,0.0,0.0298913043478,0.979952830189,0.00353773584906,0.00353773584906,0.0129716981132,1321.93328795,573.669162696,76.0000000001,102.0,8,119520.504622
3715121,604,1694,2361,37,151,21,P,21,Voting District 21,V1,G5240,S,107745362.0,270247.0,35.6558371,-79.7312736,371512121,1202,5927,0.0501096676227,0.126708284124,0.176817951747,0.23897707231,0.526748971193,0.234273956496,0.781057810578,0.183271832718,0.0,0.0356703567036,0.979352678571,0.00446428571429,0.00111607142857,0.0150669642857,3122.04115226,1416.41710758,751.000000003,297.0,10,110352.466521
3715122,426,1031,1487,37,151,22,P,22,Voting District 22,V1,G5240,S,40379721.0,2955570.0,35.8765245,-79.8062069,371512222,1203,3970,0.0680100755668,0.0793450881612,0.147355163728,0.27065404475,0.485370051635,0.243975903614,0.732909379968,0.230524642289,0.00158982511924,0.0349761526232,0.982269503546,0.00354609929078,0.0,0.0141843971631,1926.91910499,1074.49655766,315.0,270.0,8,89437.5381829
3715102,303,987,1327,37,151,02,P,02,Voting District 02,V1,G5240,S,6005717.0,10797.0,35.8949905,-79.9531026,371510202,1204,2852,0.0413744740533,0.0269985974755,0.0683730715288,0.220347648262,0.526073619632,0.253578732106,0.865429234339,0.102088167053,0.0046403712297,0.0278422273782,0.984450923226,0.000971817298348,0.00291545189504,0.0116618075802,1500.36196319,628.431492843,77.0000000001,118.0,4,41332.2136645
3715107,551,729,1329,37,151,07,P,07,Voting District 07,V1,G5240,S,9232780.0,33656.0,35.70266,-79.8372887,371510707,1205,3360,0.100892857143,0.203273809524,0.304166666667,0.320476190476,0.41,0.269523809524,0.710252600297,0.233283803863,0.00445765230312,0.0520059435364,0.961672473868,0.00696864111498,0.00464576074332,0.0267131242741,1377.6,1076.8,683.000000001,339.0,7,40644.5747488
3715105,944,512,1487,37,151,05,P,05,Voting District 05,V1,G5240,S,14821880.0,0.0,35.7241618,-79.783965,371510505,1206,4152,0.321772639692,0.224710982659,0.546483622351,0.519329296693,0.270610153703,0.210060549604,0.302242152466,0.655605381166,0.00269058295964,0.0394618834081,0.90017211704,0.0550774526678,0.00688468158348,0.0378657487091,1123.57335817,2156.25523987,933.0,1336.0,5,46816.9630826
3715108,408,462,894,37,151,08,P,08,Voting District 08,V1,G5240,S,6844097.0,0.0,35.7205091,-79.8152852,371510808,1207,3563,0.129666011788,0.35251192815,0.482177939938,0.362424242424,0.366060606061,0.271515151515,0.640468227425,0.282608695652,0.00334448160535,0.0735785953177,0.945364238411,0.0198675496689,0.0115894039735,0.023178807947,1304.27393939,1291.31757576,1256.0,462.000000001,6,29091.1237818
3715124,150,402,552,37,151,24,P,24,Voting District 24,V1,G5240,S,131261847.0,179610.0,35.5576132,-80.0037779,371512424,1208,1198,0.0100166944908,0.0225375626043,0.0325542570951,0.311432325887,0.483574244415,0.204993429698,0.983122362869,0.0168776371308,0.0,0.0,0.997282608696,0.0,0.0,0.00271739130435,579.321944809,373.095926413,27.0,12.0,6,106471.431366
3715120,366,935,1345,37,151,20,P,20,Voting District 20,V1,G5240,S,40478252.0,425657.0,35.7568528,-79.6921138,371512020,1209,3801,0.0805051302289,0.130228887135,0.210734017364,0.26167778837,0.494756911344,0.243565300286,0.805100182149,0.154826958106,0.0,0.040072859745,0.97880539499,0.0105973025048,0.0019267822736,0.00867052023121,1880.57102002,994.637273594,495.0,306.0,5,76562.4820289
3715106,622,747,1407,37,151,06,P,06,Voting District 06,V1,G5240,S,3974147.0,0.0,35.6985802,-79.802454,371510606,1210,3005,0.103161397671,0.133444259567,0.236605657238,0.356370474847,0.401034320639,0.242595204513,0.771767810026,0.178100263852,0.00395778364116,0.0461741424802,0.987104337632,0.00703399765533,0.00117233294256,0.00468933177022,1205.10813352,1070.89327692,400.999999999,310.000000001,5,27601.6879453
3715134,429,1148,1630,37,151,34,P,34,Voting District 34,V1,G5240,S,123879539.0,181459.0,35.5493651,-79.7521246,371513434,1211,3811,0.0485436893204,0.0687483600105,0.117292049331,0.253811289658,0.486608982283,0.259579728059,0.847402597403,0.13474025974,0.0,0.0178571428571,0.992379339543,0.00169348010161,0.000846740050804,0.00508044030483,1854.46683148,967.274824887,262.0,185.0,8,105723.977485
3715140,284,784,1098,37,151,40,P,40,Voting District 40,V1,G5240,S,126402124.0,247926.0,35.563453,-79.88614,371514040,1212,2940,0.0163265306122,0.071768707483,0.0880952380952,0.254246885617,0.461494903737,0.284258210646,0.966592427617,0.011135857461,0.0022271714922,0.0200445434298,0.981595092025,0.00122699386503,0.00245398773006,0.0147239263804,1356.79501699,747.485843715,211.0,47.9999999999,8,105884.089845
3715118,240,929,1170,37,151,18,P,18,Voting District 18,V1,G5240,S,130864305.0,1640572.0,35.654915,-80.0053711,371511818,1213,2613,0.01607347876,0.0164561806353,0.0325296593953,0.175642594859,0.607099143207,0.217258261934,0.947735191638,0.0313588850174,0.0,0.0209059233449,0.989919354839,0.0,0.00302419354839,0.0070564516129,1586.3500612,458.954100367,43.0,41.9999999999,7,106947.990358
3715109,281,597,903,37,151,09,P,09,Voting District 09,V1,G5240,S,10453770.0,79849.0,35.7577003,-79.8136336,371510909,1214,3313,0.0833081798974,0.304255961364,0.387564141261,0.290609137056,0.444162436548,0.265228426396,0.729257641921,0.21615720524,0.0,0.0545851528384,0.971428571429,0.00428571428571,0.0,0.0242857142857,1471.51015228,962.788071066,1008.0,276.0,5,35626.3449369
3715116,398,1337,1736,37,151,16,P,16,Voting District 16,V1,G5240,S,64728779.0,175648.0,35.6653947,-79.9044004,371511616,1215,3127,0.0214262871762,0.0300607611129,0.0514870482891,0.204946996466,0.591872791519,0.203180212014,0.896551724138,0.0646551724138,0.00646551724138,0.0323275862069,0.975373134328,0.0044776119403,0.00149253731343,0.0186567164179,1850.78621908,640.869257951,94.0,67.0,8,97692.683592
3715110,501,697,1246,37,151,10,P,10,Voting District 10,V1,G5240,S,5692962.0,0.0,35.7516088,-79.7959688,371511010,1216,4859,0.0979625437333,0.382794813748,0.480757357481,0.308764940239,0.396912350598,0.294322709163,0.677419354839,0.217741935484,0.0112903225806,0.0935483870968,0.957340025094,0.00752823086575,0.00250941028858,0.0326223337516,1928.59711155,1500.28884462,1860.0,476.0,5,35469.2814408
3715137,354,1095,1493,37,151,37,P,37,Voting District 37,V1,G5240,S,30428607.0,108856.0,35.8645947,-79.9628993,371513737,1217,3110,0.0633440514469,0.0157556270096,0.0790996784565,0.256164383562,0.52602739726,0.217808219178,0.74688057041,0.226381461676,0.0017825311943,0.0249554367201,0.982638888889,0.0112847222222,0.0,0.00607638888889,1635.94520548,796.671232877,48.9999999999,197.0,7,68954.400541
3715133,308,564,905,37,151,33,P,33,Voting District 33,V1,G5240,S,12188791.0,1612390.0,35.8225415,-79.8171549,371513333,1218,2388,0.0912897822446,0.108458961474,0.199748743719,0.279333333333,0.443333333333,0.277333333333,0.704057279236,0.262529832936,0.0,0.0334128878282,0.972932330827,0.0105263157895,0.0015037593985,0.015037593985,1058.68,667.048,259.0,218.0,4,36504.6486496
3715132,631,1604,2332,37,151,32,P,32,Voting District 32,V1,G5240,S,29921716.0,186441.0,35.8056415,-79.7887717,371513232,1219,5848,0.0410396716826,0.139705882353,0.180745554036,0.236681222707,0.493740902475,0.269577874818,0.868388683887,0.0885608856089,0.00123001230012,0.0418204182042,0.984080188679,0.00294811320755,0.00235849056604,0.0106132075472,2887.39679767,1384.11179039,817.0,240.0,7,81538.8775543
3715112,386,851,1267,37,151,12,P,12,Voting District 12,V1,G5240,S,12126712.0,0.0,35.7375729,-79.8405435,371511212,1220,1942,0.0911431513903,0.0710607621009,0.162203913491,0.271589486859,0.510012515645,0.218397997497,0.804147465438,0.163594470046,0.0,0.0322580645161,0.974233128834,0.00490797546012,0.0,0.0208588957055,990.444305382,527.426783479,138.0,177.0,4,35308.1755585
3715111,379,779,1187,37,151,11,P,11,Voting District 11,V1,G5240,S,10927144.0,28272.0,35.6702788,-79.8206759,371511111,1221,2963,0.107998650017,0.123523455957,0.231522105974,0.286384976526,0.483568075117,0.230046948357,0.813524590164,0.143442622951,0.00204918032787,0.0409836065574,0.972087378641,0.00485436893204,0.00121359223301,0.0218446601942,1432.81220657,848.558685446,366.000000001,320.0,6,42118.2883721
3715125,223,964,1232,37,151,25,P,25,Voting District 25,V1,G5240,S,40450281.0,3872004.0,35.8863585,-79.8774146,371512525,1222,2831,0.031437654539,0.0466266336983,0.0780642882373,0.208046585495,0.575436739015,0.21651667549,0.857506361323,0.119592875318,0.00254452926209,0.0203562340967,0.982520699172,0.00459981600736,0.000919963201472,0.0119595216191,1629.06140815,588.979883536,132.0,88.9999999999,7,87619.1266073
3715131,671,1076,1792,37,151,31,P,31,Voting District 31,V1,G5240,S,79631961.0,560655.0,35.7450061,-79.6225084,371513131,1223,4570,0.153172866521,0.144857768053,0.298030634574,0.347859922179,0.461478599222,0.190661478599,0.58389261745,0.384787472036,0.00223713646532,0.0290827740492,0.972175379427,0.0109612141653,0.00421585160202,0.0126475548061,2108.95719844,1589.71984436,662.000000002,700.000000001,6,107457.505443
3715136,301,1398,1701,37,151,36,P,36,Voting District 36,V1,G5240,S,100091031.0,1164370.0,35.7514106,-79.9928918,371513636,1224,4408,0.0117967332123,0.0229128856624,0.0347096188747,0.189137865553,0.568932776301,0.241929358147,0.925702811245,0.0461847389558,0.00200803212851,0.0261044176707,0.987316421896,0.00133511348465,0.000667556742323,0.0106809078772,2507.85567793,833.719711356,101.0,51.9999999998,6,105390.514919
