GEOID10,g2012_USH_dv,g2012_USH_rv,g2012_USH_tv,STATEFP10,COUNTYFP10,VTDST10,VTDI10,NAME10,NAMELSAD10,LSAD10,MTFCC10,FUNCSTAT10,ALAND,AWATER,INTPTLAT10,INTPTLON10,VTD,ID,population,aframcon,hispcon,mincon,percentDem,percentRep,percentOther,DemPercentWhite,DemPercentBlack,DemPercentAsian,DemPercentOther,RepPercentWhite,RepPercentBlack,RepPercentAsian,RepPercentOther,repPop,demPop,hispPop,aframPop,numAdjacent,totalBorder
3701117,61,282,343,37,11,17,P,17,Voting District 17,V1,G5240,S,36273396.0,0.0,36.0241523,-82.0190274,370111717,64,711,0.0126582278481,0.014064697609,0.0267229254571,0.0987903225806,0.717741935484,0.183467741935,0.897959183673,0.0816326530612,0.0,0.0204081632653,0.98595505618,0.00561797752809,0.0,0.00842696629213,510.314516129,70.2399193548,10.0,9.0,6,85612.7455299
37033YAN4,471,198,669,37,33,YAN4,P,YAN4,Voting District YAN4,V1,G5240,S,54221756.0,1519722.0,36.3646487,-79.3686907,37033YAN4YAN4,65,1192,0.563758389262,0.0318791946309,0.595637583893,0.731529656608,0.11342351717,0.155046826223,0.238975817923,0.74679943101,0.00142247510669,0.0128022759602,0.871559633028,0.128440366972,0.0,0.0,135.200832466,871.983350676,38.0,672.0,4,80016.1130909
37033MILT,965,537,1502,37,33,MILT,P,MILT,Voting District MILT,V1,G5240,S,169239165.0,3376470.0,36.4955611,-79.2246812,37033MILTMILT,66,2895,0.501208981002,0.0203799654577,0.52158894646,0.753493013972,0.105289421158,0.14121756487,0.349006622517,0.637748344371,0.000662251655629,0.012582781457,0.890995260664,0.0805687203791,0.00473933649289,0.0236966824645,304.812874251,2181.36227545,59.0,1451.0,5,117864.05977
37033LEAS,232,215,447,37,33,LEAS,P,LEAS,Voting District LEAS,V1,G5240,S,88612126.0,588905.0,36.4042142,-79.2036899,37033LEASLEAS,67,886,0.389390519187,0.0214446952596,0.410835214447,0.70081300813,0.147967479675,0.151219512195,0.399071925754,0.587006960557,0.0,0.0139211136891,0.934065934066,0.032967032967,0.0,0.032967032967,131.099186992,620.920325203,19.0,345.0,6,110412.482301
37033HIGH,337,317,654,37,33,HIGH,P,HIGH,Voting District HIGH,V1,G5240,S,94640617.0,67980.0,36.3328556,-79.2588395,37033HIGHHIGH,68,1363,0.367571533382,0.03301540719,0.400586940572,0.659574468085,0.16170212766,0.178723404255,0.404838709677,0.588709677419,0.0,0.00645161290323,0.888157894737,0.0855263157895,0.0,0.0263157894737,220.4,899.0,45.0,501.0,4,152376.037549
37033PROS,180,428,608,37,33,PROS,P,PROS,Voting District PROS,V1,G5240,S,84370402.0,1874878.0,36.2863478,-79.1981499,37033PROSPROS,69,1205,0.139419087137,0.0315352697095,0.170954356846,0.542625169147,0.274695534506,0.182679296346,0.783042394015,0.197007481297,0.0,0.0199501246883,0.990147783251,0.00492610837438,0.0,0.00492610837438,331.00811908,653.863328823,37.9999999999,168.0,8,104168.362031
37033ANDE,230,391,621,37,33,ANDE,P,ANDE,Voting District ANDE,V1,G5240,S,66283870.0,121933.0,36.2888877,-79.322889,37033ANDEANDE,70,1174,0.210391822828,0.0485519591141,0.258943781942,0.539702233251,0.254342431762,0.205955334988,0.549425287356,0.420689655172,0.00459770114943,0.0252873563218,0.960975609756,0.0390243902439,0.0,0.0,298.598014888,633.610421836,57.0,247.0,7,136585.811511
37015WH,404,312,730,37,15,WH,P,WH,Voting District WH,V1,G5240,S,163970322.0,26306685.0,36.0726925,-76.7898916,37015WHWH,71,1554,0.408622908623,0.00514800514801,0.413770913771,0.718269230769,0.156730769231,0.125,0.459170013387,0.531459170013,0.0,0.00937081659973,0.901840490798,0.0920245398773,0.0,0.00613496932515,243.559615385,1116.19038462,8.00000000001,635.0,7,167421.763924
37015WD,624,32,665,37,15,WD,P,WD,Voting District WD,V1,G5240,S,261554953.0,4902888.0,36.0379001,-77.1782646,37015WDWD,72,1409,0.849538679915,0.0262597586941,0.875798438609,0.872270742358,0.0349344978166,0.0927947598253,0.112640801001,0.861076345432,0.0,0.026282853567,0.21875,0.75,0.0,0.03125,49.2227074236,1229.02947598,37.0,1197.0,6,337834.423227
37015RX,661,126,804,37,15,RX,P,RX,Voting District RX,V1,G5240,S,151958984.0,505307.0,36.1831685,-77.1946679,37015RXRX,73,1671,0.760622381807,0.0143626570916,0.774985038899,0.824468085106,0.072695035461,0.102836879433,0.172043010753,0.804301075269,0.0,0.0236559139785,0.731707317073,0.231707317073,0.0,0.0365853658537,121.473404255,1377.68617021,24.0000000001,1271.0,6,185858.482694
37015IW,259,16,276,37,15,IW,P,IW,Voting District IW,V1,G5240,S,98827264.0,749681.0,35.9738395,-77.0607897,37015IWIW,74,471,0.874734607219,0.0169851380042,0.891719745223,0.903301886792,0.0212264150943,0.0754716981132,0.0600522193211,0.921671018277,0.0,0.0182767624021,0.444444444444,0.555555555556,0.0,0.0,9.99764150943,425.455188679,7.99999999998,412.0,4,176644.462901
3701106,93,296,389,37,11,06,P,06,Voting District 06,V1,G5240,S,23867783.0,0.0,36.1721758,-81.979,370110606,75,1227,0.00733496332518,0.0448247758761,0.0521597392013,0.121297602257,0.627644569817,0.251057827927,1.0,0.0,0.0,0.0,0.988764044944,0.0,0.00224719101124,0.00898876404494,770.119887165,148.832157969,55.0,9.0,3,37141.9764908
3701108,27,187,214,37,11,08,P,08,Voting District 08,V1,G5240,S,14215802.0,0.0,36.1668643,-81.9379904,370110808,76,443,0.00225733634312,0.0677200902935,0.0699774266366,0.0697674418605,0.741279069767,0.188953488372,1.0,0.0,0.0,0.0,0.980392156863,0.0,0.0,0.0196078431373,328.386627907,30.9069767442,30.0,1.0,4,43796.2064926
3701114,124,423,547,37,11,14,P,14,Voting District 14,V1,G5240,S,21997892.0,0.0,36.1088208,-81.9375403,370111414,77,1189,0.00756938603869,0.0353238015139,0.0428931875526,0.0971751412429,0.680225988701,0.222598870056,0.96511627907,0.0116279069767,0.0116279069767,0.0116279069767,0.995016611296,0.00166112956811,0.0,0.00332225913621,808.788700565,115.541242938,42.0,9.0,5,72474.1192373
3701113,94,214,308,37,11,13,P,13,Voting District 13,V1,G5240,S,17519926.0,0.0,36.0900228,-81.8979164,370111313,78,676,0.0,0.0295857988166,0.0295857988166,0.174291938998,0.627450980392,0.19825708061,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,424.156862745,117.821350763,20.0,0.0,5,52483.9880667
3701116,231,554,785,37,11,16,P,16,Voting District 16,V1,G5240,S,28808273.0,167336.0,36.0180756,-81.8898538,370111616,79,1207,0.00579950289975,0.076222038111,0.0820215410107,0.173228346457,0.596675415573,0.23009623797,0.954545454545,0.0,0.0,0.0454545454545,0.989736070381,0.0,0.0,0.0102639296188,720.187226597,209.086614173,92.0,7.0,6,72198.5087893
3701115,104,347,451,37,11,15,P,15,Voting District 15,V1,G5240,S,19645338.0,0.0,36.0761396,-81.9466734,370111515,80,1096,0.00182481751825,0.0775547445255,0.0793795620438,0.132,0.665333333333,0.202666666667,0.989898989899,0.010101010101,0.0,0.0,0.983967935872,0.0,0.0,0.0160320641283,729.205333333,144.672,84.9999999999,2.0,6,63609.6398162
3701107,27,117,144,37,11,07,P,07,Voting District 07,V1,G5240,S,7975230.0,0.0,36.0740917,-82.0068249,370110707,81,296,0.0135135135135,0.0101351351351,0.0236486486486,0.0689655172414,0.788793103448,0.14224137931,0.9375,0.0,0.0,0.0625,0.989071038251,0.0109289617486,0.0,0.0,233.482758621,20.4137931034,2.99999999999,4.0,4,30473.2374927
3701111,88,234,322,37,11,11,P,11,Voting District 11,V1,G5240,S,42374084.0,142202.0,36.102138,-81.8411755,370111111,82,453,0.0,0.0662251655629,0.0662251655629,0.147609147609,0.652806652807,0.199584199584,0.943661971831,0.0,0.0,0.056338028169,0.984076433121,0.0031847133758,0.0,0.0127388535032,295.721413721,66.8669438669,30.0,0.0,6,87639.3084394
3709362,423,177,600,37,93,62,P,62,Voting District 62,V1,G5240,S,2777469.0,5278.0,34.9796688,-79.2291941,370936262,83,1498,0.438584779706,0.0614152202937,0.5,0.613003095975,0.138286893705,0.24871001032,0.430976430976,0.513468013468,0.00673400673401,0.0488215488215,0.820895522388,0.0970149253731,0.0,0.0820895522388,207.15376677,918.278637771,92.0,657.0,3,21412.3625566
3709301,134,42,176,37,93,01,P,01,Voting District 01,V1,G5240,S,61710760.0,0.0,34.8647518,-79.2910506,370930101,84,774,0.219638242894,0.0878552971576,0.307493540052,0.64880952381,0.0833333333333,0.267857142857,0.0871559633028,0.449541284404,0.0,0.463302752294,0.285714285714,0.0,0.0,0.714285714286,64.5,502.178571429,68.0,170.0,5,136883.038934
3709302,915,202,1117,37,93,02,P,02,Voting District 02,V1,G5240,S,90861495.0,666060.0,34.8880515,-79.2090431,370930202,85,3895,0.24107830552,0.104749679076,0.345827984596,0.71620971621,0.0918710918711,0.191919191919,0.145735392881,0.358629952989,0.00537273337811,0.490261920752,0.51832460733,0.0628272251309,0.0,0.418848167539,357.837902838,2789.63684464,408.000000001,939.0,8,115495.337478
3709363,1346,461,1836,37,93,63,P,63,Voting District 63,V1,G5240,S,43994473.0,167220.0,35.0175867,-79.200302,370936363,86,5791,0.454498359523,0.23225695044,0.686755309963,0.606243705942,0.150386035582,0.243370258476,0.178848283499,0.764673311185,0.00166112956811,0.0548172757475,0.783482142857,0.09375,0.00669642857143,0.116071428571,870.885532058,3510.75730111,1345.0,2632.0,6,87618.2798922
3709306,2810,2164,5107,37,93,06,P,06,Voting District 06,V1,G5240,S,248960729.0,1002748.0,35.0806298,-79.1582306,370930606,87,15695,0.346097483275,0.143676330041,0.489773813316,0.424869143368,0.279331035363,0.295799821269,0.253605769231,0.649639423077,0.00570913461538,0.0910456730769,0.828610603291,0.0511882998172,0.0155393053016,0.10466179159,4384.10060003,6668.32120516,2254.99999999,5432.0,8,211024.311688
3709305,498,426,944,37,93,05,P,05,Voting District 05,V1,G5240,S,253287327.0,702980.0,35.1032172,-79.3225843,370930505,88,2604,0.359062980031,0.0741167434716,0.433179723503,0.521403508772,0.197894736842,0.280701754386,0.394347240915,0.504710632571,0.0,0.100942126514,0.875886524823,0.0425531914894,0.00354609929078,0.0780141843972,515.317894737,1357.73473684,193.0,935.000000001,9,172528.534899
3709313,340,422,779,37,93,13,P,13,Voting District 13,V1,G5240,S,85640516.0,404966.0,34.9353998,-79.1339394,370931313,89,1978,0.230535894843,0.0460060667341,0.276541961577,0.510127531883,0.222805701425,0.267066766692,0.455882352941,0.422058823529,0.00147058823529,0.120588235294,0.878787878788,0.013468013468,0.010101010101,0.0976430976431,440.709677419,1009.03225806,91.0,455.999999999,9,141295.67547
3709312,856,1197,2119,37,93,12,P,12,Voting District 12,V1,G5240,S,28903157.0,517935.0,34.9791462,-79.0716654,370931212,90,5740,0.235191637631,0.106794425087,0.341986062718,0.350187806992,0.33891938746,0.310892805548,0.454620462046,0.459570957096,0.00247524752475,0.0833333333333,0.881500426257,0.0204603580563,0.00511508951407,0.0929241261722,1945.39728402,2010.07801214,612.999999999,1350.0,5,69871.3498617
3709303,444,127,571,37,93,03,P,03,Voting District 03,V1,G5240,S,79866724.0,69680.0,34.9406878,-79.312384,370930303,91,1620,0.374074074074,0.13024691358,0.504320987654,0.686612576065,0.102434077079,0.210953346856,0.166912850812,0.57459379616,0.0,0.258493353028,0.60396039604,0.158415841584,0.00990099009901,0.227722772277,165.943204868,1112.31237323,211.0,606.0,6,129164.846926
3709361,827,253,1080,37,93,61,P,61,Voting District 61,V1,G5240,S,11846028.0,55735.0,34.9717135,-79.2070788,370936161,92,2289,0.466142420271,0.133682830931,0.599825251202,0.722289890378,0.10353227771,0.174177831912,0.335581787521,0.618043844857,0.0,0.0463743676223,0.788235294118,0.123529411765,0.00588235294118,0.0823529411765,236.985383678,1653.32155907,306.000000001,1067.0,6,36359.4338904
3709365,592,14,606,37,93,65,P,65,Voting District 65,V1,G5240,S,3990802.0,0.0,34.9970693,-79.2292378,370936565,93,926,0.927645788337,0.0194384449244,0.947084233261,0.867730900798,0.0296465222349,0.102622576967,0.00262812089356,0.982917214192,0.00131406044678,0.0131406044678,0.0769230769231,0.884615384615,0.0,0.0384615384615,27.4526795895,803.518814139,18.0,859.0,4,31792.6306991
3709364,770,342,1112,37,93,64,P,64,Voting District 64,V1,G5240,S,39593786.0,221691.0,34.9880282,-79.2674224,370936464,94,2711,0.459977867945,0.0531169310218,0.513094798967,0.649342891278,0.130227001195,0.220430107527,0.370745170193,0.574057037718,0.00459981600736,0.050597976081,0.876146788991,0.0504587155963,0.0,0.0733944954128,353.045400239,1760.36857826,144.0,1247.0,7,104723.440121
3709304,298,311,626,37,93,04,P,04,Voting District 04,V1,G5240,S,60596411.0,198083.0,35.0297379,-79.3942455,370930404,95,1431,0.336827393431,0.0552061495458,0.392033542977,0.535860655738,0.242827868852,0.22131147541,0.34034416826,0.565965583174,0.0019120458891,0.0917782026769,0.924050632911,0.0210970464135,0.0,0.0548523206751,347.486680328,766.816598361,79.0,482.0,7,86158.6498506
3715932,379,696,1075,37,159,32,P,32,Voting District 32,V1,G5240,S,64315737.0,86737.0,35.7669457,-80.5797929,371593232,96,2215,0.153047404063,0.0857787810384,0.238826185101,0.368991198375,0.433987813135,0.19702098849,0.566972477064,0.396330275229,0.0,0.0366972477064,0.96255850234,0.015600624025,0.00468018720749,0.0171606864275,961.283006093,817.315504401,190.0,339.0,9,81498.7828396
3715925,459,1807,2267,37,159,25,P,25,Voting District 25,V1,G5240,S,43181893.0,200979.0,35.5374682,-80.385343,371592525,97,5215,0.0161073825503,0.030297219559,0.0464046021093,0.24644549763,0.504739336493,0.248815165877,0.9375,0.0372596153846,0.00120192307692,0.0240384615385,0.989436619718,0.0,0.000586854460094,0.0099765258216,2632.21563981,1285.21327014,158.0,83.9999999998,7,120658.422003
3715927,280,574,854,37,159,27,P,27,Voting District 27,V1,G5240,S,91413865.0,92513.0,35.806419,-80.667968,371592727,98,1820,0.128571428571,0.0417582417582,0.170329670329,0.338489535942,0.463148316652,0.198362147407,0.602150537634,0.384408602151,0.0,0.0134408602151,0.98231827112,0.0117878192534,0.0,0.00589390962672,842.929936306,616.050955414,75.9999999999,233.999999999,5,112795.057968
3715911,674,1238,1912,37,159,11,P,11,Voting District 11,V1,G5240,S,48387222.0,108449.0,35.742775,-80.5076645,371591111,99,3300,0.122727272727,0.0569696969697,0.179696969697,0.331226765799,0.431598513011,0.23717472119,0.693602693603,0.288439955107,0.003367003367,0.0145903479237,0.975882859604,0.00602928509905,0.00172265288544,0.0163652024117,1424.27509294,1093.04832714,188.0,404.999999999,7,92856.8620567
3715910,382,1378,1760,37,159,10,P,10,Voting District 10,V1,G5240,S,23239801.0,46893.0,35.5958482,-80.4762827,371591010,100,3365,0.0297176820208,0.022882615156,0.0526002971768,0.226569217541,0.532674118659,0.240756663801,0.899430740038,0.0759013282732,0.0,0.0246679316888,0.987086359968,0.00322841000807,0.000807102502018,0.0088781275222,1792.44840929,762.405417025,76.9999999999,100.0,7,61070.4742971
3715933,194,987,1183,37,159,33,P,33,Voting District 33,V1,G5240,S,25606722.0,165643.0,35.5291294,-80.5555565,371593333,101,2294,0.0117698343505,0.0217959895379,0.0335658238884,0.214378238342,0.576424870466,0.209196891192,0.963746223565,0.02416918429,0.0,0.012084592145,0.992134831461,0.00112359550562,0.00224719101124,0.00449438202247,1322.31865285,491.783678756,49.9999999999,27.0,8,46858.7366411
3715917,536,856,1395,37,159,17,P,17,Voting District 17,V1,G5240,S,6374368.0,107482.0,35.5112281,-80.5941549,371591717,102,4179,0.114142139268,0.137832017229,0.251974156497,0.383518930958,0.402672605791,0.213808463252,0.725900116144,0.23112659698,0.00232288037166,0.0406504065041,0.969026548673,0.00995575221239,0.00110619469027,0.0199115044248,1682.7688196,1602.72561247,576.0,477.000000001,8,36630.9513444
3715921,635,1118,1753,37,159,21,P,21,Voting District 21,V1,G5240,S,35657531.0,0.0,35.6804585,-80.5601875,371592121,103,3712,0.120150862069,0.160021551724,0.280172413793,0.346757954088,0.396294804672,0.25694724124,0.626016260163,0.340301974448,0.00116144018583,0.0325203252033,0.968495934959,0.0162601626016,0.00406504065041,0.0111788617886,1471.04631494,1287.16552557,593.999999999,446.0,9,74942.8102785
3715902,422,431,853,37,159,02,P,02,Voting District 02,V1,G5240,S,5380538.0,257427.0,35.5265799,-80.6159949,371590202,104,2275,0.314285714286,0.123516483516,0.437802197802,0.473306772908,0.34422310757,0.182470119522,0.387205387205,0.590909090909,0.0016835016835,0.020202020202,0.960648148148,0.025462962963,0.0,0.0138888888889,783.107569721,1076.77290837,280.999999999,715.000000001,5,53606.6791611
3715924,210,636,846,37,159,24,P,24,Voting District 24,V1,G5240,S,73986163.0,60913.0,35.6647633,-80.7355763,371592424,105,1692,0.0644208037825,0.0183215130024,0.0827423167849,0.328480436761,0.448589626934,0.222929936306,0.817174515235,0.174515235457,0.0,0.00831024930748,0.981744421907,0.00405679513185,0.0,0.0141987829615,759.013648772,555.788898999,31.0000000001,109.0,6,85970.9513022
3715930,567,741,1308,37,159,30,P,30,Voting District 30,V1,G5240,S,35033430.0,0.0,35.6237776,-80.5210825,371593030,106,5707,0.159278079551,0.232871911687,0.392149991238,0.349597347229,0.401231643771,0.249171009,0.688346883469,0.265582655827,0.00542005420054,0.0406504065041,0.957497048406,0.00944510035419,0.0106257378985,0.0224321133412,2289.828991,1995.15206063,1329.0,908.999999998,6,93105.6105338
3715904,594,1945,2539,37,159,04,P,04,Voting District 04,V1,G5240,S,105610537.0,227105.0,35.5975898,-80.6641091,371590404,107,5309,0.0269353927293,0.0457713317009,0.0727067244302,0.237373737374,0.525533108866,0.23709315376,0.926713947991,0.0626477541371,0.0,0.0106382978723,0.985584623599,0.00427122263748,0.000533902829685,0.00961025093433,2790.05527497,1260.21717172,243.0,143.0,9,123466.279645
3715929,238,591,829,37,159,29,P,29,Voting District 29,V1,G5240,S,56893323.0,32604.0,35.6797875,-80.664364,371592929,108,1725,0.0684057971014,0.115942028986,0.184347826087,0.303005008347,0.443238731219,0.253756260434,0.741046831956,0.245179063361,0.0,0.0137741046832,0.988700564972,0.00376647834275,0.0,0.0075329566855,764.586811352,522.683639399,200.000000001,118.0,7,78674.5320323
3715934,1029,673,1702,37,159,34,P,34,Voting District 34,V1,G5240,S,7790593.0,0.0,35.6546121,-80.5041238,371593434,109,4415,0.269762174405,0.0930917327293,0.362853907134,0.447713717694,0.312127236581,0.240159045726,0.453818827709,0.510657193606,0.00710479573712,0.0284191829485,0.912101910828,0.0433121019108,0.0114649681529,0.0331210191083,1378.0417495,1976.65606362,411.0,1191.0,5,68490.8201174
3715908,811,1381,2192,37,159,08,P,08,Voting District 08,V1,G5240,S,23310051.0,0.0,35.6337457,-80.5695488,371590808,110,5102,0.0950607604861,0.122696981576,0.217757742062,0.290260366442,0.451301832208,0.25843780135,0.712070874862,0.261351052049,0.00110741971207,0.0254706533776,0.974358974359,0.00712250712251,0.00356125356125,0.0149572649573,2302.54194793,1480.90838959,626.000000001,485.0,6,50143.7325562
3715931,286,732,1018,37,159,31,P,31,Voting District 31,V1,G5240,S,34675002.0,8647239.0,35.7000886,-80.3555769,371593131,111,2149,0.0730572359237,0.0400186133085,0.113075849232,0.29978888107,0.45742434905,0.24278676988,0.800469483568,0.166666666667,0.00234741784038,0.0305164319249,0.990769230769,0.0,0.0,0.00923076923077,983.004926108,644.246305419,86.0,157.0,6,105115.168177
3715915,554,1540,2100,37,159,15,P,15,Voting District 15,V1,G5240,S,75279188.0,7151494.0,35.642258,-80.3682739,371591515,112,4371,0.0837336993823,0.0386639212995,0.122397620682,0.290720311486,0.475016223232,0.234263465282,0.755580357143,0.208705357143,0.00558035714286,0.0301339285714,0.985655737705,0.00478142076503,0.0,0.00956284153005,2076.29591175,1270.73848151,169.0,366.0,7,127241.106148
3715923,205,784,990,37,159,23,P,23,Voting District 23,V1,G5240,S,60906691.0,7608032.0,35.5781898,-80.30835,371592323,113,2292,0.0113438045375,0.0165794066318,0.0279232111693,0.232131147541,0.506229508197,0.261639344262,0.968926553672,0.00282485875706,0.0,0.0282485875706,0.993523316062,0.00129533678756,0.00259067357513,0.00259067357513,1160.27803279,532.044590164,38.0000000001,26.0,6,113203.447711
3715919,438,1318,1759,37,159,19,P,19,Voting District 19,V1,G5240,S,15634782.0,144481.0,35.5581818,-80.6223457,371591919,114,3596,0.0786985539488,0.0339265850945,0.112625139043,0.300630417652,0.488179669031,0.211189913318,0.736566186107,0.24246395806,0.00262123197903,0.0183486238532,0.98789346247,0.00484261501211,0.000807102502018,0.00645682001614,1755.49408983,1081.06698188,122.0,283.0,6,44590.550754
3715905,375,1161,1537,37,159,05,P,05,Voting District 05,V1,G5240,S,21718104.0,0.0,35.5853559,-80.5769215,371590505,115,3659,0.0453675867723,0.0880021863897,0.133369773162,0.267593763169,0.493889591235,0.238516645596,0.864566929134,0.11968503937,0.00472440944882,0.0110236220472,0.975255972696,0.00255972696246,0.00853242320819,0.0136518771331,1807.14201433,979.125579435,322.0,166.0,7,72622.2156737
3715936,1267,516,1783,37,159,36,P,36,Voting District 36,V1,G5240,S,8539620.0,0.0,35.6466972,-80.4673437,371593636,116,4192,0.431536259542,0.0954198473282,0.52695610687,0.549054584374,0.247591865858,0.203353549768,0.337881741391,0.626380766732,0.000649772579597,0.0350877192982,0.923631123919,0.0576368876081,0.00432276657061,0.014409221902,1037.90510168,2301.6368177,400.0,1809.0,7,37605.5083005
3715918,685,24,709,37,159,18,P,18,Voting District 18,V1,G5240,S,5468446.0,0.0,35.6797465,-80.429467,371591818,117,1663,0.840048105833,0.0264582080577,0.866506313891,0.823580034423,0.0533562822719,0.123063683305,0.0532915360502,0.9289446186,0.0,0.0177638453501,0.483870967742,0.467741935484,0.0,0.0483870967742,88.7314974182,1369.61359725,44.0,1397.0,4,43936.1616265
