VTD,lat,long
42025440WEATHERLY DIST EAST,-75.81488353582823,40.9427544077901
4202550BOWMANSTOWN Voting District,-75.66114187009926,40.80190617678575
4202565EAST PENN TWP DIST NORTH,-75.74563872550112,40.78343412471764
4202566EAST PENN TWP DIST SOUTH,-75.70740542595186,40.77199236956273
4202570EAST SIDE Voting District,-75.75944336629978,41.06209221366908
4202580FRANKLIN TWP DIST FRANKLIN IND.,-75.6963183655708,40.83617471809457
4202590FRANKLIN TWP DIST HARRITY,-75.65015671913108,40.84709015999371
42025100FRANKLIN TWP DIST LONG RUN,-75.67249017460554,40.86807893156372
42025110JIM THORPE DIST 01,-75.7431942542282,40.87415956807216
42025120JIM THORPE DIST 02,-75.71220198126663,40.87323784289828
42025130JIM THORPE DIST 03,-75.72526228625316,40.895111024342015
42025140JIM THORPE DIST 04,-75.77417646615315,40.8456843702052
42025150JIM THORPE DIST 05,-75.76847100950975,40.85878831135685
42025160KIDDER TWP DIST NORTH,-75.69112330281442,41.09357437201007
42025170KIDDER TWP DIST SOUTH,-75.65838286964299,41.03897904677475
42025180LANSFORD DIST FIRST,-75.87497577509802,40.83586054880104
42025190LANSFORD DIST MIDDLE,-75.88589838550776,40.833072858776355
42025200LANSFORD DIST WEST,-75.89471523217105,40.83003711193833
42025210LAUSANNE TWP Voting District,-75.82109324880047,40.96819540625442
42025220LEHIGH TWP Voting District,-75.76626701347358,40.94567073709998
42025290MAHONING TWP DIST PACKER-JAMESTOWN,-75.72654038094316,40.84965675980488
42025300NESQUEHONING DIST EAST,-75.80242142251608,40.87637389716183
42025310NESQUEHONING DIST WEST,-75.86448200685989,40.85462334014966
42025320PACKER TWP Voting District,-75.88898976737525,40.897667666213714
42025330PALMERTON DIST EASTERN,-75.59352795191687,40.80753690001814
42025340PALMERTON DIST MIDDLE,-75.61283953206647,40.8048233579485
42025350PALMERTON DIST WESTERN,-75.63515849067146,40.79679987211871
42025450WEATHERLY DIST WEST,-75.83556165773174,40.94021961160325
42025460WEISSPORT Voting District,-75.70102190479979,40.82887994470393
42027230FERGUSON TWP VTD WEST,-77.9869190127066,40.727674542955384
42027PR86FERGUSON TWP VTD WEST CENTRAL,-77.92371647508897,40.76150634377033
42027240GREGG TWP,-77.57435327989008,40.86476202390098
42027250HAINES TWP,-77.36251402238207,40.90124531623716
42027260HALFMOON TWP,-78.02413785350672,40.77300059760641
42027270HARRIS TWP VTD EAST,-77.76026585018764,40.79737795038142
42027850WORTH TWP,-78.06436202299544,40.82094110263681
42027280HARRIS TWP VTD WEST,-77.76970481589692,40.75273244859985
42027290HOWARD TWP,-77.6874925635777,41.01037417592404
42027300HOWARD,-77.6874925635777,41.01037417592404
42027310HUSTON TWP,-77.97674709605523,40.86842415561409
42027320LIBERTY TWP,-77.64134219186413,41.06847666236252
42027330MARION TWP,-77.642590967223,40.98581369335948
42027340MILES TWP VTD EAST,-77.33979216299021,40.97141475474898
42027350MILES TWP VTD WEST,-77.51514154685081,40.93457276252587
42027360MILESBURG,-77.79190584597278,40.942495029650686
42027370MILLHEIM,-77.4765335192864,40.89360947391894
42027380PATTON TWP VTD NORTH ED 01,-77.89703940947571,40.84448688528413
42027390PATTON TWP VTD NORTH ED 02,-77.94894912665887,40.8147574734044
42027400PATTON TWP VTD SOUTH ED 01,-77.90810109519295,40.80421841866498
42027410PATTON TWP VTD SOUTH ED 02,-77.90007124252821,40.81348121676404
42027420PATTON TWP VTD SOUTH ED 03,-77.92022762556482,40.79973233668513
42027430PENN TWP,-77.49105280823824,40.85676863977802
42027440PHILIPSBURG VTD 01,-78.21257327069118,40.88959351693628
42027450PHILIPSBURG VTD 02,-78.21714548768713,40.8982933956664
42027460PHILIPSBURG VTD 03,-78.21584096189213,40.9025060330085
42027470PORT MATILDA,-78.21584096189213,40.9025060330085
42027480POTTER TWP VTD NORTH,-77.6886132644539,40.841315518868775
4202710BELLEFONTE VTD NORTH,-77.773436232395,40.91668994497011
4202720BELLEFONTE VTD NORTHEAST,-77.7601315246254,40.91900753472705
4202730BELLEFONTE VTD SOUTH,-77.77470210460524,40.91013765085225
4202740BELLEFONTE VTD SOUTHEAST,-77.75791151483078,40.91275837520358
4202750BELLEFONTE VTD WEST,-77.7827700912815,40.9123406652143
4202760BENNER TWP VTD NORTH,-77.83866797989822,40.87762119078389
42027490POTTER TWP VTD SOUTH,-77.64968983395481,40.78788420936215
42027500RUSH TWP VTD EAST,-78.05141763792635,40.941057791477746
42027510RUSH TWP VTD NORTH,-78.1430153067183,40.87115554676851
42027520RUSH TWP VTD SOUTH,-78.28712443767284,40.778890849789526
42027530RUSH TWP VTD WEST,-78.24574954985674,40.842194051766114
42027540SNOW SHOE TWP VTD EAST,-77.90303756223804,41.04862836754385
42027550SNOW SHOE TWP VTD WEST,-78.01234832465525,41.022674066276764
42027560SNOW SHOE,-77.9498994856513,41.02756510917302
4202770BENNER TWP VTD SOUTH,-77.7776552031597,40.85724807563775
4202780BOGGS TWP VTD EAST,-77.76281476318196,40.97388472340871
4202790BOGGS TWP VTD WEST,-77.82089662874172,41.00028649840831
42027100BURNSIDE TWP,-77.97250594623463,41.12914120703071
42027110CENTRE HALL,-77.97250594623463,41.12914120703071
42027120COLLEGE TWP VTD EAST,-77.80616270092031,40.81040733356191
42027130COLLEGE TWP VTD NORTH,-77.79892856012451,40.8306582714746
42027140COLLEGE TWP VTD SOUTH,-77.81471285750537,40.789501141597384
42027150COLLEGE TWP VTD WEST,-77.8520877457958,40.81806378612963
42027160CURTIN TWP VTD NORTH,-77.8020767403175,41.13656827722482
42027570SOUTH PHILIPSBURG,-78.21857446087013,40.88697617633513
42027PR89SPRING TWP VTD EAST,-77.73059550052308,40.91728148876551
42027580SPRING TWP VTD NORTH,-77.75973620047125,40.89568395019288
42027590SPRING TWP VTD SOUTH,-77.71026088475446,40.869008172870664
42027PR88SPRING TWP VTD SOUTHWEST,-77.74363733544249,40.87750658146076
42027600SPRING TWP VTD WEST,-77.79458972811379,40.916913703445914
42027650STATE COLLEGE VTD EAST CENTRAL ED 01,-77.86268953856747,40.79846971561617
42027660STATE COLLEGE VTD EAST CENTRAL ED 02,-77.85722071672248,40.7941866050737
42027670STATE COLLEGE VTD EAST CENTRAL ED 03,-77.85395050610533,40.793172539270635
42027170CURTIN TWP VTD SOUTH,-77.73494788772058,41.06331210163954
42027180FERGUSON TWP VTD EAST,-77.88249039241101,40.738124670888794
42027190FERGUSON TWP VTD NORTH ED 01,-77.8810757018792,40.77267515571194
42027200FERGUSON TWP VTD NORTH ED 02,-77.90254040209308,40.7907799109669
42027PR87FERGUSON TWP VTD NORTH ED 03,-77.88078444836526,40.78601158821084
42027210FERGUSON TWP VTD NORTHEAST ED 01,-77.89279026750266,40.800982150700584
42027220FERGUSON TWP VTD NORTHEAST ED 02,-77.8829315057424,40.80821228511119
42027610STATE COLLEGE VTD EAST ED 01,-77.86193342055354,40.804458504145884
42027620STATE COLLEGE VTD EAST ED 02,-77.84934092492055,40.8024132268196
42027630STATE COLLEGE VTD EAST ED 03,-77.8518431481962,40.79824516395935
42027640STATE COLLEGE VTD EAST ED 04,-77.85719896343402,40.80289574979895
42027680STATE COLLEGE VTD NORTH,-77.87926696697218,40.79631316287159
42027690STATE COLLEGE VTD NORTHEAST,-77.87168639554687,40.80238326969964
42027700STATE COLLEGE VTD NORTHWEST,-77.87052834132658,40.790569244433975
42027730STATE COLLEGE VTD SOUTH CENTRAL ED 01,-77.85492057341337,40.785994663438245
42027740STATE COLLEGE VTD SOUTH CENTRAL ED 02,-77.8470977590219,40.794687992294456
42027710STATE COLLEGE VTD SOUTH ED 01,-77.85822317545326,40.775518936501925
42027720STATE COLLEGE VTD SOUTH ED 02,-77.84424621076421,40.78294492761184
42027750STATE COLLEGE VTD SOUTHEAST,-77.83752374082648,40.791832878891434
42027780STATE COLLEGE VTD WEST CENTRAL ED 01,-77.86715468102835,40.795835550817976
42027790STATE COLLEGE VTD WEST CENTRAL ED 02,-77.8596492996815,40.79055224553809
42027760STATE COLLEGE VTD WEST ED 01,-77.86595150804847,40.784446080073124
42027770STATE COLLEGE VTD WEST ED 02,-77.86475266506245,40.778304743701725
42027800TAYLOR TWP,-78.15780852988823,40.76887339485216
42027810UNION TWP,-77.90299512256509,40.9401227595937
42027820UNIONVILLE,-77.90299512256509,40.9401227595937
42027830WALKER TWP VTD EAST,-77.58741829642892,40.96468509047629
42027840WALKER TWP VTD WEST,-77.66554356989344,40.9164498620213
4202910ATGLEN Voting District,-75.97539241988162,39.94728086303475
4202920AVONDALE Voting District,-75.7819728655277,39.824769532182884
4202925BIRMINGHAM TWP PCT 01,-75.61421820829793,39.91341974375539
4202935BIRMINGHAM TWP PCT 02,-75.59273620907555,39.8931614330505
4202941CALN TWP VTD 01,-75.75485716855967,40.00517457694786
4202950CALN TWP VTD 02,-75.79812703368327,39.99596429233961
42029340EAST MARLBOROUGH TWP VTD WEST,-75.74299643125711,39.88178985350268
42029350EAST NANTMEAL TWP Voting District,-75.73876058993025,40.134495641849824
42029360EAST NOTTINGHAM TWP Voting District,-75.97055292276211,39.762166393893565
42029371EAST PIKELAND TWP PCT 01,-75.57984788158295,40.114726092307215
42029375EAST PIKELAND TWP PCT 02,-75.54528110905724,40.15235054002884
42029381EAST PIKELAND TWP PCT 03,-75.56060055283818,40.1337552065089
42029460EAST WHITELAND TWP PCT 06,-75.52981893251386,40.05501230725967
42029470EASTTOWN TWP VTD 01,-75.44736621273917,40.01543487574213
42029480EASTTOWN TWP VTD 02,-75.46003413444139,40.033211375517524
42029490EASTTOWN TWP VTD 03,-75.44343540960844,40.03345875327349
42029500EASTTOWN TWP VTD 04,-75.42054752823206,40.02778001687411
42029600KENNETT TWP PCT 01,-75.6689961894552,39.853086507057405
42029610KENNETT TWP PCT 02,-75.70770939702246,39.825770604511476
42029620KENNETT TWP PCT 03,-75.6504259218399,39.86792824045959
420292051KENNETT TWP PCT 04,-75.66415575046146,39.83268560319094
42029660LONDON BRITAIN TWP Voting District,-75.78669149823914,39.749807139390605
42029670LONDON GROVE TWP VTD CHATHAM,-75.81808499198831,39.848673040190434
42029780NORTH COVENTRY TWP VTD EAST,-75.63919676531498,40.22058839476732
42029790NORTH COVENTRY TWP VTD MIDDLE,-75.65420268508096,40.2207199577308
42029800NORTH COVENTRY TWP VTD WEST,-75.67252873267813,40.22445149167635
42029835NORTH COVENTRY TWP VTD WEST ED 02,-75.70683307073439,40.217004631860156
42029810OXFORD PCT EAST,-75.9706711491825,39.783593185664635
42029820OXFORD PCT WEST,-75.9839350229637,39.786782940116815
42029830PARKESBURG PCT NORTH,-75.91734080141875,39.96392740378189
42029840PARKESBURG PCT SOUTH,-75.9178078534966,39.95598845619387
42029850PENN TWP Voting District,-75.87416480598489,39.8226288365627
42029860PENNSBURY TWP VTD NORTH,-75.65441366191791,39.882246475684084
42029895PENNSBURY TWP VTD NORTH ED 02,-75.62475392209505,39.88347256907695
420291030SCHUYLKILL TWP PCT 01,-75.53649995125716,40.119178487066435
420291040SCHUYLKILL TWP PCT 02,-75.51520396654169,40.110843493229375
420291050SCHUYLKILL TWP PCT 03,-75.48489356566637,40.11443436204175
420291060SCHUYLKILL TWP PCT 04,-75.49072151008434,40.09532564156574
420292062SCHUYLKILL TWP PCT 05,-75.74346653142659,39.781926880936865
420291070SOUTH COATESVILLE Voting District,-75.81349680329824,39.96903478510068
420291080SOUTH COVENTRY TWP Voting District,-75.67795879239273,40.18024221963957
420291090SPRING CITY WD 01,-75.54096114902542,40.1719325061667
420291100SPRING CITY WD 02,-75.54777926628392,40.17581690757103
420291110SPRING CITY WD 03,-75.54930888753184,40.1787027033254
420291120SPRING CITY WD 04,-75.5520051279326,40.18284233379071
420291416UWCHLAN TWP PCT 08,-75.66846012229108,40.03809354813919
420291418UWCHLAN TWP PCT 09,-75.65321218955741,40.065764733004315
420291380VALLEY TWP PCT NORTH,-75.84928136873918,39.98798827366
420291390VALLEY TWP PCT SOUTH,-75.85452880967934,39.97045245096406
420291400WALLACE TWP Voting District,-75.77208366494986,40.0875020116337
420291410WARWICK TWP PCT EAST,-75.73029897682044,40.17933387694885
420291420WARWICK TWP PCT WEST,-75.77759534945032,40.17200407025063
420291430WEST BRADFORD TWP PCT 01,-75.682234675942,39.95413787139537
420291440WEST BRADFORD TWP PCT 02,-75.7080488893078,39.98253733414357
420291450WEST BRADFORD TWP PCT 03,-75.73001134759323,39.96926327582739
420291460WEST BRADFORD TWP PCT 04,-75.7518522737128,39.971993312789664
420292057WEST BRADFORD TWP PCT 05,-75.72019574409913,39.94944421736318
420291570WEST CHESTER VTD 07,-75.61489050809536,39.96341746737305
420291600WEST FALLOWFIELD TWP Voting District,-75.95725114839338,39.89857803322151
420291610WEST GOSHEN TWP VTD MIDDLE ED 01,-75.58883607581357,39.972564649744726
420291620WEST GOSHEN TWP VTD MIDDLE ED 02,-75.56805347219884,39.974266084183505
420291631WEST GOSHEN TWP VTD NORTH ED 01,-75.62610834076088,39.98051230576863
420291636WEST GOSHEN TWP VTD NORTH ED 02,-75.58753965811309,39.984437506565534
420291641WEST GOSHEN TWP VTD NORTH ED 03,-75.59121664916812,39.99974434042272
420291710WEST NANTMEAL TWP Voting District,-75.82382806842769,40.12042424929986
420291720WEST NOTTINGHAM TWP Voting District,-76.05408908041531,39.73964261918098
420291730WEST PIKELAND TWP Voting District,-75.622670790142,40.088327027600386
420291740WEST SADSBURY TWP Voting District,-75.95611471797027,39.97293622210088
420291750WEST VINCENT TWP VTD 01,-75.62143960793416,40.13177389727772
420291760WEST VINCENT TWP VTD 02,-75.67041903234096,40.12028029420627
420291806WEST WHITELAND TWP PCT 01,-75.59170618076786,40.019658955115844
420291812WEST WHITELAND TWP PCT 02,-75.61214328832581,40.01633532282461
420291818WEST WHITELAND TWP PCT 03,-75.60575724815605,40.007973774154024
420291810WESTTOWN TWP PCT 02,-75.53178986206828,39.959234882527696
420291820WESTTOWN TWP PCT 03,-75.5575944167894,39.9415489611355
420291830WESTTOWN TWP PCT 04,-75.52160557532648,39.95150786759095
420291835WESTTOWN TWP PCT 05,-75.59362067767805,39.92547744067082
420291840WILLISTOWN TWP VTD NORTH ED 01,-75.53095482351445,40.02339108818051
420291850WILLISTOWN TWP VTD NORTH ED 02,-75.50893785039885,40.014400292027
420291860WILLISTOWN TWP VTD NORTH ED 03,-75.4791952289144,40.01527746641131
42029235E CALN 2,-75.67942135586198,40.007612426217136
42029365E MARLBOROUGH S,-75.69255390362369,39.86780620276605
4202960CALN TWP VTD 03,-75.76653394011929,39.997532459578316
4202965CALN TWP VTD 04,-75.72975939557296,40.0096044240673
4202970CHARLESTOWN TWP Voting District,-75.55872180113076,40.08512538011664
4202980COATESVILLE WD 01,-75.83235381332719,39.981701427941985
4202990COATESVILLE WD 02,-75.8180257050338,39.980557131617466
42029100COATESVILLE WD 03,-75.82192400900999,39.99074646943851
42029110COATESVILLE WD 04 PCT 01,-75.80733602379462,39.981979306783245
42029120COATESVILLE WD 04 PCT 02,-75.80299569133908,39.98445865467624
42029130COATESVILLE WD 05,-75.8098886016892,39.98826021821308
42029140DOWNINGTOWN VTD EAST ED EAST,-75.69121748754746,40.007253032946345
42029150DOWNINGTOWN VTD EAST ED WEST,-75.69946573084336,40.0140104291673
42029160DOWNINGTOWN VTD WEST ED NORTH,-75.71400600513496,40.00600899602256
42029170DOWNINGTOWN VTD WEST ED SOUTH,-75.71411257826541,39.999164008064994
42029180EAST BRADFORD TWP VTD NORTH ED 01,-75.64098507848439,39.96016327872386
42029195EAST BRADFORD TWP VTD NORTH ED 02,-75.66045772160842,39.98420016803993
42029203EAST BRADFORD TWP VTD SOUTH PCT 01,-75.61930174820193,39.94188637847147
42029206EAST BRADFORD TWP VTD SOUTH PCT 02,-75.64597389199199,39.93508517810565
42029213EAST BRANDYWINE TWP VTD NORTH PCT 01,-75.74727388487189,40.05082263472396
42029216EAST BRANDYWINE TWP VTD NORTH PCT 02,-75.77208054567087,40.042793859224446
42029210EAST BRANDYWINE TWP VTD SOUTH,-75.7446004692557,40.02766010667429
42029220EAST CALN TWP Voting District,-75.68647281484719,40.02438805822048
42029230EAST COVENTRY TWP PCT 01,-75.62630910557793,40.20010994659836
42029240EAST COVENTRY TWP PCT 02,-75.59960230659169,40.20340200563458
42029250EAST FALLOWFIELD TWP VTD EAST,-75.78854232764105,39.96162929539012
42029260EAST FALLOWFIELD TWP VTD WEST,-75.83379054438524,39.9452846140283
42029270EAST GOSHEN TWP PCT 01,-75.55699512199638,39.996463657129304
42029280EAST GOSHEN TWP PCT 02,-75.5538549177723,39.97532300825962
42029291EAST GOSHEN TWP PCT 03,-75.54635534365416,39.98228930548562
42029300EAST GOSHEN TWP PCT 04,-75.54419200882141,39.96362693357956
42029310EAST GOSHEN TWP PCT 05,-75.56513387998388,40.003603975565554
42029320EAST GOSHEN TWP PCT 06,-75.55947704931164,40.016446477658306
42029325EAST GOSHEN TWP PCT 07,-75.53099379898792,39.990271840375875
42029345EAST GOSHEN TWP PCT 08,-75.55140010421248,40.008288585467135
420292050EAST GOSHEN TWP PCT 09,-75.5272383111713,39.97376107486377
42029330EAST MARLBOROUGH TWP VTD EAST,-75.69976787407647,39.88626676570228
42029414EAST VINCENT TWP PCT 01,-75.57109896525678,40.188049557176285
42029421EAST VINCENT TWP PCT 02,-75.55830467020641,40.168513441086844
42029428EAST VINCENT TWP PCT 03,-75.58576369120999,40.156957944718584
42029435EAST VINCENT TWP PCT 04,-75.62757570414816,40.165503160294726
42029410EAST WHITELAND TWP PCT 01,-75.56925460894712,40.02620987620407
42029420EAST WHITELAND TWP PCT 02,-75.57803150832656,40.04656297496895
42029430EAST WHITELAND TWP PCT 03,-75.5471009977532,40.03402364043147
42029440EAST WHITELAND TWP PCT 04,-75.55111825268025,40.05578311059775
42029450EAST WHITELAND TWP PCT 05,-75.52741282764417,40.04047384385987
42029510EASTTOWN TWP VTD 05,-75.43464268480481,40.041568269301955
42029520EASTTOWN TWP VTD 06,-75.42162117696869,40.04058207947558
42029530EASTTOWN TWP VTD 07,-75.42943387381915,40.05031293208697
42029540ELK TWP Voting District,-75.90823642520239,39.73481409012275
42029550ELVERSON Voting District,-75.83035725056853,40.155879662293266
42029560FRANKLIN TWP Voting District,-75.8253992256896,39.76208827399093
42029570HIGHLAND TWP Voting District,-75.89595891371742,39.92359539635784
42029615HONEY BROOK TWP PCT 01,-75.88011669757545,40.106851234072515
42029625HONEY BROOK TWP PCT 02,-75.89817820232057,40.071374199603724
42029580HONEY BROOK Voting District,-75.91111688204916,40.09369970106656
42029680LONDON GROVE TWP VTD SOUTH,-75.81196997944441,39.810490312889286
42029690LONDONDERRY TWP Voting District,-75.87914173819863,39.87364355178482
42029700LOWER OXFORD TWP VTD EAST,-75.94249500971539,39.80629161379486
42029710LOWER OXFORD TWP VTD WEST,-76.00864009390419,39.80543643552944
42029720MALVERN Voting District,-75.51461698060892,40.03293050161712
42029730MODENA Voting District,-75.802402331941,39.96181223290859
42029740NEW GARDEN TWP PCT NORTH,-75.7522901332734,39.834432270579384
42029750NEW GARDEN TWP PCT SOUTH,-75.75584822951754,39.80150125420464
42029760NEW LONDON TWP Voting District,-75.87971086723786,39.77431331631308
42029770NEWLIN TWP Voting District,-75.73737671804936,39.92392699254591
42029870PENNSBURY TWP VTD SOUTH,-75.62265743609888,39.86716571160269
42029905PENNSBURY TWP VTD SOUTH ED 02,-75.61556449966116,39.84837974627474
42029945PHOENIXVILLE WD EAST PCT 01,-75.50805780137581,40.129029970961874
42029955PHOENIXVILLE WD EAST PCT 02,-75.51664836452152,40.12107493811839
42029965PHOENIXVILLE WD EAST PCT 03,-75.52379057746548,40.125776420238594
42029915PHOENIXVILLE WD MIDDLE PCT 01,-75.51595055681702,40.13421449325444
42029925PHOENIXVILLE WD MIDDLE PCT 02,-75.51761663920469,40.130262325985775
42029935PHOENIXVILLE WD MIDDLE PCT 03,-75.51559981068833,40.12664291001578
42029975PHOENIXVILLE WD NORTH PCT 01,-75.5122259988325,40.1499453324875
42029985PHOENIXVILLE WD NORTH PCT 02,-75.51757794367141,40.139244750508404
42029995PHOENIXVILLE WD NORTH PCT 03,-75.52902706520777,40.137440931063736
420291005PHOENIXVILLE WD WEST PCT 01,-75.53117819661476,40.128097756045335
420291015PHOENIXVILLE WD WEST PCT 02,-75.53342451369808,40.124612916367745
420291025PHOENIXVILLE WD WEST PCT 03,-75.54136958056668,40.12773016459932
420291000POCOPSON TWP Voting District,-75.66341940117701,39.90765891153804
420291010SADSBURY TWP VTD NORTH,-75.91362164207764,39.982182240534065
420291020SADSBURY TWP VTD SOUTH,-75.88900046532684,39.96791290845573
420292059THORNBURY TWP VTD 01,-75.57726574709022,39.91405414932493
420292060THORNBURY TWP VTD 02,-75.54597577863632,39.92409162856062
420291140TREDYFFRIN TWP VTD EAST ED 01,-75.41111926005391,40.048605874217884
420291150TREDYFFRIN TWP VTD EAST ED 02,-75.42025568831684,40.0576361496079
420291160TREDYFFRIN TWP VTD EAST ED 03,-75.41170989772546,40.062802801498854
420291170TREDYFFRIN TWP VTD EAST ED 04,-75.40303827884067,40.067623985269044
420291180TREDYFFRIN TWP VTD EAST ED 05,-75.3841126186763,40.060091845386445
420291190TREDYFFRIN TWP VTD MIDDLE ED 01,-75.45615765362287,40.05516696588322
420291200TREDYFFRIN TWP VTD MIDDLE ED 02,-75.42349780004376,40.07204552831138
420291245TREDYFFRIN TWP VTD MIDDLE ED 03,-75.4231722746196,40.086957813282666
420291220TREDYFFRIN TWP VTD MIDDLE ED 04,-75.44282581825045,40.082248615219285
420291230TREDYFFRIN TWP VTD MIDDLE ED 05,-75.44539030286374,40.055035304919656
420291240TREDYFFRIN TWP VTD MIDDLE ED 06,-75.44112301476098,40.063130955481945
420291275TREDYFFRIN TWP VTD MIDDLE ED 07,-75.4153242827123,40.08536282021955
420291250TREDYFFRIN TWP VTD WEST ED 01,-75.50441421715298,40.06339825550886
420291260TREDYFFRIN TWP VTD WEST ED 02,-75.48212979702224,40.0616428702879
420291270TREDYFFRIN TWP VTD WEST ED 03,-75.46957861304838,40.0470631799175
420291280TREDYFFRIN TWP VTD WEST ED 04,-75.46012869302736,40.048638540051314
420291290TREDYFFRIN TWP VTD WEST ED 05,-75.46832528194712,40.077876685088974
420291300UPPER OXFORD TWP Voting District,-75.95330897421375,39.84262507770815
420291310UPPER UWCHLAN TWP VTD 01,-75.68892865869722,40.09156589225177
420291315UPPER UWCHLAN TWP VTD 02,-75.7148961579343,40.067001365820936
420292053UPPER UWCHLAN TWP VTD 03,-75.72037582750539,40.09640392196264
420291320UWCHLAN TWP PCT 01,-75.64283751052363,40.04457893226446
420291375UWCHLAN TWP PCT 02,-75.67021977761222,40.04703697754534
420291385UWCHLAN TWP PCT 03,-75.65066644750507,40.05266546789478
420291350UWCHLAN TWP PCT 04,-75.64604419173766,40.04939623793208
420291360UWCHLAN TWP PCT 05,-75.6265980726881,40.05284072852965
420291370UWCHLAN TWP PCT 06,-75.68876950680757,40.05466432338818
420291415UWCHLAN TWP PCT 07,-75.69315000568322,40.03869445735431
420291470WEST BRANDYWINE TWP VTD EAST,-75.80011451951387,40.03908715416053
420291480WEST BRANDYWINE TWP VTD WEST,-75.82667404545361,40.04391714997933
420291525WEST CALN TWP PCT 01,-75.86286341780273,40.025411386145805
420291535WEST CALN TWP PCT 02,-75.91001792616453,40.02208454696226
420291500WEST CHESTER VTD 01,-75.60551616415381,39.96744357311311
420291510WEST CHESTER VTD 02,-75.5961309910189,39.961003427780774
420291520WEST CHESTER VTD 02 ED WEST,-75.60244283010245,39.960399596521995
420291530WEST CHESTER VTD 03,-75.60400678610063,39.95475959519901
420291540WEST CHESTER VTD 04,-75.59579956438554,39.955373244458585
420291550WEST CHESTER VTD 05,-75.60636474876283,39.95116134188228
420291560WEST CHESTER VTD 06,-75.61043146856062,39.957207152582214
420291646WEST GOSHEN TWP VTD NORTH ED 04,-75.60998677552318,39.98947759147911
420291650WEST GOSHEN TWP VTD SOUTH ED 01,-75.59025618842479,39.94793720117184
420291705WEST GOSHEN TWP VTD SOUTH ED 02,-75.56502154432978,39.960537462753564
420291670WEST GOSHEN TWP VTD SOUTH ED 03,-75.55774163193558,39.96332143412238
420291715WEST GOSHEN TWP VTD SOUTH ED 04,-75.57651131147718,39.95894565832047
420291680WEST GROVE PCT 01,-75.82673916241271,39.822184684548766
420291690WEST GROVE PCT 02,-75.83089211637694,39.81814182896538
420291700WEST MARLBOROUGH TWP Voting District,-75.8056687311149,39.891591659779884
420291824WEST WHITELAND TWP PCT 04,-75.61558769870776,40.020803724541636
420291828WEST WHITELAND TWP PCT 05,-75.64081475315805,40.00482340112372
420291832WEST WHITELAND TWP PCT 06,-75.63183857988798,40.035194017934394
420291838WEST WHITELAND TWP PCT 07,-75.63839327274684,40.02991178142544
420291800WESTTOWN TWP PCT 01,-75.57639521758254,39.93084209329005
420291870WILLISTOWN TWP VTD NORTH ED 04,-75.50048743413615,40.03771923496414
420291880WILLISTOWN TWP VTD NORTH ED 05,-75.490999236443,40.03558243029143
420291890WILLISTOWN TWP VTD NORTH ED 06,-75.49828702315416,40.044954471214595
420291955WILLISTOWN TWP VTD SOUTH ED 01,-75.50623649318905,39.98655705444632
420291910WILLISTOWN TWP VTD SOUTH ED 02,-75.47356210183952,39.98961801659949
420291965WILLISTOWN TWP VTD SOUTH ED 03,-75.49484863774806,39.96224699121041
42029630KENNETT SQUARE VTD NORTH,-75.71222575169939,39.848544898753346
42029640KENNETT SQUARE VTD SOUTH ED 01,-75.70582055937713,39.841869469594116
42029650KENNETT SQUARE VTD SOUTH ED 02,-75.71493095425826,39.84007674562488
4203110ASHLAND TWP Voting District,-79.5672750975053,41.28589132039614
4203120BEAVER TWP Voting District,-79.52775917640628,41.20017955473607
4203130BRADY TWP Voting District,-79.59274310374877,40.98221802229397
4203150CLARION TWP VTD 01,-79.37046655128208,41.1846324840085
4203160CLARION TWP VTD 02,-79.29480004792178,41.19948821086387
4203170CLARION VTD 01,-79.3899751752439,41.21740143545954
4203180CLARION VTD 02,-79.38469913001362,41.215608466073306
4203190CLARION VTD 03,-79.37532609285219,41.20670234288454
42031110EAST BRADY Voting District,-79.61319170460798,40.9836419969272
42031130ELK TWP Voting District,-79.48161878886884,41.274180704975215
42031140FARMINGTON TWP VTD NORTH,-79.2477979949537,41.40147614553523
42031150FARMINGTON TWP VTD SOUTH,-79.25127075560849,41.33668242982366
42031230LIMESTONE TWP Voting District,-79.28686644069468,41.136362332491046
42031250MADISON TWP Voting District,-79.52607093429519,41.012454883757705
42031270MILLCREEK TWP Voting District,-79.2513437982855,41.26139235083665
42031280MONROE TWP Voting District,-79.40571381237973,41.136503000274985
42031290NEW BETHLEHEM Voting District,-79.3283197982575,41.00432835863659
42031310PAINT TWP Voting District,-79.40875174612987,41.24812683100864
42031320PERRY TWP Voting District,-79.62726255429831,41.09576416516525
42031340PINEY TWP Voting District,-79.47080709823706,41.13889702394795
42031350PORTER TWP VTD EAST,-79.3490233628263,41.02244471261655
42031160FARMINGTON TWP VTD WEST,-79.32087679458313,41.37659928614011
42031170FOXBURG Voting District,-79.68022665308492,41.1459087887842
42031180HAWTHORN Voting District,-79.27816498291068,41.02097520622606
42031190HIGHLAND TWP Voting District,-79.33221728625348,41.26890781169169
42031200KNOX TWP Voting District,-79.38485777772404,41.31166159028554
42031210KNOX Voting District,-79.38485777772404,41.31166159028554
42031220LICKING TWP Voting District,-79.5555843056806,41.13467885955674
42031370PORTER TWP VTD WEST,-79.39957073605622,41.04664177100175
42031380REDBANK TWP VTD EAST,-79.24958132477053,41.07126873348046
42031390REDBANK TWP VTD WEST,-79.3029862234731,41.05660040379342
