VTD,lat,long
42003C920PITTSBURGH WD 27 DIST 04,-80.04533149366198,40.48319026637055
42003C940PITTSBURGH WD 27 DIST 05,-80.03741805309575,40.48317131323216
42003C960PITTSBURGH WD 27 DIST 06,-80.03916104658909,40.47813464311398
42003C980PITTSBURGH WD 27 DIST 07,-80.03397967528798,40.47926973285427
42003E891SCOTT TWP WD 05 DIST 01,-80.08710228651005,40.38900780295293
42003E901SCOTT TWP WD 05 DIST 02,-80.07598781442786,40.395285527803615
42003E940SCOTT TWP WD 06 DIST 01,-80.06312072214367,40.40063524355182
42003E931SCOTT TWP WD 06 DIST 02,-80.07068723631869,40.4088346545519
42003E950SCOTT TWP WD 07 DIST 01,-80.05908497654566,40.394580196831605
42003G082UPPER ST. CLAIR TWP WD 01 DIST 04,-80.08359175360648,40.35258147995866
42003G090UPPER ST. CLAIR TWP WD 02 DIST 01,-80.05751437309864,40.35083425333191
42003G100UPPER ST. CLAIR TWP WD 02 DIST 02,-80.07118691133654,40.34182625125877
42003G110UPPER ST. CLAIR TWP WD 02 DIST 03,-80.06814813913078,40.35869379883637
42003G111UPPER ST. CLAIR TWP WD 02 DIST 04,-80.06817799473794,40.350188387460584
42003542BETHEL PARK WD 05 DIST 03,-80.04058862235478,40.349902684040536
42003551BETHEL PARK WD 06 DIST 01,-80.03118233732296,40.314091812261836
42003562BETHEL PARK WD 06 DIST 02,-80.04538379246692,40.31291056216442
42003565BETHEL PARK WD 06 DIST 03,-80.0399514691593,40.308702760547604
42003571BETHEL PARK WD 07 DIST 01,-80.0557403940907,40.322598246302064
42003576BETHEL PARK WD 07 DIST 02,-80.05263347144174,40.33530947861317
420031570DORMONT DIST 06,-80.03453914846071,40.3913791446372
420031580DORMONT DIST 07,-80.0367765502627,40.38966888931564
420031590DORMONT DIST 08,-80.04017135719982,40.38845133049831
420031600DORMONT DIST 09,-80.04115982633449,40.39170937623011
420031610DORMONT DIST 10,-80.04307051781386,40.39566544656734
420031641DRAVOSBURG DIST 01,-79.88532914831494,40.35175526597492
420031670DRAVOSBURG DIST 02,-79.8921088842041,40.35526632278728
420031660DRAVOSBURG DIST 03,-79.89471913672777,40.34682656910691
420031680DUQUESNE WD 01 DIST 01,-79.85463746738684,40.382511636845386
420031690DUQUESNE WD 01 DIST 02,-79.85860945466965,40.378140445632354
420032760HARRISON TWP WD 04 DIST 02,-79.72190850771298,40.64250616863262
420032770HARRISON TWP WD 05 DIST 01,-79.72306819638662,40.62011921347412
420032780HARRISON TWP WD 05 DIST 02,-79.72829445136415,40.63104669622743
420032790HAYSVILLE,-80.15616371377484,40.526906558945726
420032801HEIDELBERG DIST 01,-80.09220671708228,40.39146728097
420034100MONROEVILLE WD 03 DIST 04,-79.71598171591968,40.44327270498829
420034110MONROEVILLE WD 04 DIST 01,-79.71517605100577,40.42512874969768
420034120MONROEVILLE WD 04 DIST 02,-79.73230529892444,40.426205296571084
420034130MONROEVILLE WD 04 DIST 03,-79.72749868030897,40.43875012963118
420034140MONROEVILLE WD 05 DIST 01,-79.78292648787989,40.420922701991856
420034150MONROEVILLE WD 05 DIST 02,-79.76997365549789,40.4309262131267
420034160MONROEVILLE WD 05 DIST 03,-79.75410810162776,40.43295018868143
420035321OAKMONT DIST 02,-79.8290944182554,40.52444604383594
420035331OAKMONT DIST 03,-79.83802230570369,40.523832735517594
420035341OAKMONT DIST 04,-79.84042209007673,40.51599129033846
420035351OAKMONT DIST 05,-79.83626023301738,40.51759786956332
420035370OAKMONT DIST 07,-79.84534103710496,40.519887107902335
420035381OHIO TWP DIST 01,-80.10196915005007,40.55972191830422
420035385OHIO TWP DIST 02,-80.10079920711014,40.53725788772157
42003PR1312OHIO TWP DIST 03,-80.07761947721693,40.53768620771315
420036150PITTSBURGH WD 04 DIST 04,-79.96779198607155,40.439593126662594
420036170PITTSBURGH WD 04 DIST 05,-79.95889059666787,40.438327604811874
420036190PITTSBURGH WD 04 DIST 06,-79.96412300048249,40.44061680040331
420036210PITTSBURGH WD 04 DIST 07,-79.95872350590768,40.444721784661915
420036230PITTSBURGH WD 04 DIST 08,-79.9554063500875,40.44317388646444
420036250PITTSBURGH WD 04 DIST 09,-79.95326329177539,40.449853397285246
420036270PITTSBURGH WD 04 DIST 10,-79.95031779497307,40.45119154427104
420036290PITTSBURGH WD 04 DIST 11,-79.9489133870837,40.448595377483706
420036310PITTSBURGH WD 04 DIST 12,-79.95096982968565,40.44795152529298
420036330PITTSBURGH WD 04 DIST 13,-79.95047803661784,40.44465851081471
420036350PITTSBURGH WD 04 DIST 14,-79.95308162826576,40.44032263042767
420039080PITTSBURGH WD 13 DIST 18,-79.86939801175103,40.454261334055836
420039090PITTSBURGH WD 13 DIST 19,-79.87265739340253,40.45104330408427
420039110PITTSBURGH WD 14 DIST 01,-79.9340242183111,40.447026180867745
420039130PITTSBURGH WD 14 DIST 02,-79.94223801184305,40.44600155287643
420039150PITTSBURGH WD 14 DIST 03,-79.92589628287061,40.44593722156433
420039170PITTSBURGH WD 14 DIST 04,-79.92550940143535,40.4404557717264
420039190PITTSBURGH WD 14 DIST 05,-79.93039918780082,40.441215986698175
420039210PITTSBURGH WD 14 DIST 06,-79.92413590841738,40.450167229007974
420039230PITTSBURGH WD 14 DIST 07,-79.94193607515116,40.4422383394692
42003D220PITTSBURGH WD 28 DIST 05,-80.05598409238071,40.43937268471803
42003D240PITTSBURGH WD 28 DIST 06,-80.05075800035438,40.441947964577196
42003D260PITTSBURGH WD 28 DIST 07,-80.05131265788255,40.44619690011262
42003D280PITTSBURGH WD 28 DIST 08,-80.06501757580403,40.449802169722226
42003D300PITTSBURGH WD 28 DIST 09,-80.08208348648077,40.45843299826706
42003C990PITTSBURGH WD 27 DIST 08,-80.02790370973514,40.47892854073673
42003D010PITTSBURGH WD 27 DIST 09,-80.02439979180787,40.473827290977376
42003D030PITTSBURGH WD 27 DIST 10,-80.02872450340558,40.46821869011841
42003D050PITTSBURGH WD 27 DIST 11,-80.03358706208239,40.46964290869936
42003D070PITTSBURGH WD 27 DIST 12,-80.04324573036214,40.471296187308596
42003D090PITTSBURGH WD 27 DIST 13,-80.03564691767198,40.4622919539652
42003E960SCOTT TWP WD 07 DIST 02,-80.07000837958239,40.39652988959813
42003E970SCOTT TWP WD 08 DIST 01,-80.0739066923234,40.37957376805607
42003E980SCOTT TWP WD 08 DIST 02,-80.08478070884532,40.37852878903557
42003E990SCOTT TWP WD 09 DIST 01,-80.0560009864497,40.401670619659114
42003F000SCOTT TWP WD 09 DIST 02,-80.05963638659661,40.39911482948358
42003F060SEWICKLEY HEIGHTS,-80.152972456227,40.55936567637799
42003F070SEWICKLEY HILLS,-80.12722557712365,40.56812740973124
42003F010SEWICKLEY WD 01,-80.17028350530968,40.54136080458953
42003F020SEWICKLEY WD 02 DIST 01,-80.18092164102022,40.54528995540244
42003F030SEWICKLEY WD 02 DIST 02,-80.18731965409891,40.54084820300526
42003G120UPPER ST. CLAIR TWP WD 03 DIST 01,-80.06347648143253,40.33309943021303
42003G130UPPER ST. CLAIR TWP WD 03 DIST 02,-80.07179340323287,40.31768868611232
42003G140UPPER ST. CLAIR TWP WD 03 DIST 03,-80.08376816068959,40.33314899114016
42003G150UPPER ST. CLAIR TWP WD 04 DIST 01,-80.10545811890107,40.33994203528763
42003G160UPPER ST. CLAIR TWP WD 04 DIST 02,-80.08800573167997,40.325361905374244
42003582BETHEL PARK WD 07 DIST 03,-80.04932356452395,40.328121312188244
42003591BETHEL PARK WD 08 DIST 01,-80.03941256989624,40.3446053041809
42003596BETHEL PARK WD 08 DIST 02,-80.0486265327308,40.34554642417669
42003603BETHEL PARK WD 08 DIST 03,-80.03505688004272,40.33769576400527
42003602BETHEL PARK WD 08 DIST 04,-80.04357888224531,40.33660741369595
420031700DUQUESNE WD 01 DIST 03,-79.84523457307961,40.37599667903274
420031710DUQUESNE WD 01 DIST 04,-79.85479693349838,40.3736098204925
420031730DUQUESNE WD 02 DIST 01,-79.84313848274046,40.371588657552664
420031740DUQUESNE WD 02 DIST 02,-79.85143461499548,40.369876835052466
420031750DUQUESNE WD 02 DIST 03,-79.8557973232452,40.36812810450501
420031770DUQUESNE WD 03 DIST 01,-79.84230669456608,40.363383768676066
420031780DUQUESNE WD 03 DIST 02,-79.84595530757844,40.366956965976094
420031790DUQUESNE WD 03 DIST 03,-79.8522365955993,40.364177554794075
420032821HOMESTEAD WD 01 DIST 01,-79.91074363613914,40.41076837545999
420032830HOMESTEAD WD 01 DIST 02,-79.90617004148729,40.404532179310415
420032851HOMESTEAD WD 02 DIST 01,-79.91125806433122,40.405329425588704
420032870HOMESTEAD WD 02 DIST 02,-79.91196824115501,40.40127080817827
420032881HOMESTEAD WD 03 DIST 01,-79.9034061454551,40.40200399915052
420032900HOMESTEAD WD 03 DIST 02,-79.90820998144449,40.40066985879729
420032910INDIANA TWP DIST 01,-79.89151496732667,40.584633731588305
420032920INDIANA TWP DIST 02,-79.87303840217609,40.57323122355468
420032930INDIANA TWP DIST 03,-79.83593037954624,40.58043775010272
420033975MONROEVILLE WD 05 DIST 04,-79.78091261539493,40.432520964113124
420034170MONROEVILLE WD 06 DIST 01,-79.808067093184,40.416079644579995
420034180MONROEVILLE WD 06 DIST 02,-79.79577372576244,40.425935605000596
420034190MONROEVILLE WD 06 DIST 03,-79.79069918095853,40.43846329301926
420034191MONROEVILLE WD 06 DIST 04,-79.76738308487928,40.43697713787951
420034200MONROEVILLE WD 07 DIST 01,-79.78190678948921,40.45117345564725
420034210MONROEVILLE WD 07 DIST 02,-79.78298610022148,40.44852622844303
420035390OSBORNE,-80.16794135515353,40.53076236848817
420035400PENN HILLS TWP WD 01 DIST 01,-79.86391397109902,40.471359087024815
420035410PENN HILLS TWP WD 01 DIST 02,-79.87353178962876,40.47143222426022
420035420PENN HILLS TWP WD 01 DIST 03,-79.87285980997697,40.4642176619271
420035430PENN HILLS TWP WD 01 DIST 04,-79.88259426783851,40.463507219048964
420035440PENN HILLS TWP WD 01 DIST 05,-79.8823112836347,40.470004236440374
420036370PITTSBURGH WD 04 DIST 15,-79.95247351475723,40.43597233525724
420036390PITTSBURGH WD 04 DIST 16,-79.95532882212824,40.43518723484143
420036400PITTSBURGH WD 04 DIST 17,-79.9533222095749,40.429241911482706
420036410PITTSBURGH WD 04 DIST 18,-79.9649407256104,40.43872755143445
420036420PITTSBURGH WD 04 DIST 19,-79.96372901264351,40.43506954011403
420036440PITTSBURGH WD 05 DIST 01,-79.97925469022543,40.44900711539137
420036460PITTSBURGH WD 05 DIST 02,-79.98032776056371,40.4464797393322
420036480PITTSBURGH WD 05 DIST 03,-79.97585711852295,40.447942209210154
420036500PITTSBURGH WD 05 DIST 04,-79.97119344609506,40.449722298916065
420036520PITTSBURGH WD 05 DIST 05,-79.96843740595403,40.45287499230287
420039250PITTSBURGH WD 14 DIST 08,-79.9345006045414,40.442577483752146
420039270PITTSBURGH WD 14 DIST 09,-79.91837687183366,40.44899846250534
420039290PITTSBURGH WD 14 DIST 10,-79.91226370746764,40.45136384020018
420039310PITTSBURGH WD 14 DIST 11,-79.91389709657545,40.4471045722797
420039330PITTSBURGH WD 14 DIST 12,-79.90817370253731,40.4542720619926
420039350PITTSBURGH WD 14 DIST 13,-79.90330177270285,40.451960722276546
420039370PITTSBURGH WD 14 DIST 14,-79.89867310163851,40.44857813114022
420039390PITTSBURGH WD 14 DIST 15,-79.89726903090691,40.44429220702178
420039410PITTSBURGH WD 14 DIST 16,-79.90734376626814,40.44915571133505
420039430PITTSBURGH WD 14 DIST 17,-79.90719588218936,40.44250743759929
42003D310PITTSBURGH WD 28 DIST 10,-80.0770360523747,40.44937099014173
42003D320PITTSBURGH WD 28 DIST 11,-80.08492979989158,40.44996621044632
42003D340PITTSBURGH WD 29 DIST 01,-79.99380714035424,40.39888354688206
42003D360PITTSBURGH WD 29 DIST 02,-79.98286305077593,40.39605109646936
42003D380PITTSBURGH WD 29 DIST 03,-79.98105208019916,40.39322548424272
42003D400PITTSBURGH WD 29 DIST 04,-79.97669543559137,40.38898718360686
42003D140PITTSBURGH WD 28 DIST 01,-80.07327593203313,40.42171791356197
42003D160PITTSBURGH WD 28 DIST 02,-80.06064664520012,40.42786299907425
42003D180PITTSBURGH WD 28 DIST 03,-80.04842996335884,40.43187937595573
42003D200PITTSBURGH WD 28 DIST 04,-80.05438911933926,40.43379308226273
42003D600PITTSBURGH WD 30 DIST 02,-79.99513999731674,40.4164636090538
42003D620PITTSBURGH WD 30 DIST 03,-79.99038222709285,40.414397231620214
42003F041SEWICKLEY WD 03,-80.18482228328077,40.535835910840284
42003F080SHALER TWP WD 01 DIST 01,-79.95979267198612,40.496441100542356
42003F090SHALER TWP WD 01 DIST 02,-79.96238618313167,40.48475038886348
42003F100SHALER TWP WD 01 DIST 03,-79.95402872311698,40.4980503442572
42003F101SHALER TWP WD 01 DIST 04,-79.96852644969603,40.497374182829745
42003G170UPPER ST. CLAIR TWP WD 04 DIST 03,-80.09354307278852,40.31683881385076
42003G171UPPER ST. CLAIR TWP WD 04 DIST 04,-80.10463195377916,40.32162304446645
42003G180UPPER ST. CLAIR TWP WD 05 DIST 01,-80.08500537530492,40.31256479518111
42003G190UPPER ST. CLAIR TWP WD 05 DIST 02,-80.07645344679341,40.32329510253458
42003G200UPPER ST. CLAIR TWP WD 05 DIST 03,-80.07751098684611,40.30555706940824
42003G210VERONA DIST 01,-79.84579123925568,40.50295165185916
