GEOID,IDNUM
42075450SOUTH LEBANON TWP VTD NORTH,4945
42075460SOUTH LEBANON TWP VTD SOUTH,4946
42075470SOUTH LEBANON TWP VTD WEST,4947
42075480SOUTH LONDONDERRY TWP VTD CAMPBELLTOWN,4948
42075490SOUTH LONDONDERRY TWP VTD LAWN,4949
42075500SWATARA TWP,4950
42075510UNION TWP VTD GREEN PT.,4951
42075520UNION TWP VTD LICKDALE,4952
42075530WEST CORNWALL TWP,4953
42075540WEST LEBANON TWP,4954
42075290MT. GRETNA,4955
4207510ANNVILLE TWP VTD EAST,4956
4207520ANNVILLE TWP VTD WEST,4957
4207530BETHEL TWP VTD FRED,4958
4207540BETHEL TWP VTD MT. ZION,4959
4207550CLEONA,4960
4207560CORNWALL,4961
4207570EAST HANOVER TWP,4962
4207580HEIDELBERG TWP VTD KLEIN,4963
4207590HEIDELBERG TWP VTD SCH.,4964
42075100JACKSON TWP VTD EAST,4965
42075110JACKSON TWP VTD WEST,4966
42075120JONESTOWN,4967
42075130LEBANON WD 01 ED EAST,4968
42075140LEBANON WD 01 ED MIDDLE,4969
42075150LEBANON WD 01 ED WEST,4970
42075160LEBANON WD 02 ED EAST,4971
42075170LEBANON WD 02 ED WEST,4972
42075180LEBANON WD 03,4973
42075190LEBANON WD 04,4974
42075200LEBANON WD 05 ED EAST,4975
42075210LEBANON WD 05 ED MIDDLE,4976
42075220LEBANON WD 05 ED WEST,4977
42075230LEBANON WD 06,4978
42075240LEBANON WD 07,4979
42075250LEBANON WD 08,4980
42075260LEBANON WD 09,4981
42075270LEBANON WD 10,4982
42075280MILLCREEK TWP,4983
42075300MYERSTOWN VTD NORTH,4984
42075310MYERSTOWN VTD SOUTH,4985
42075320NORTH ANNVILLE TWP,4986
42075330NORTH CORNWALL TWP VTD NORTH,4987
42075340NORTH CORNWALL TWP VTD SOUTH,4988
42075350NORTH LEBANON TWP VTD EAST,4989
42075360NORTH LEBANON TWP VTD MIDDLE,4990
42075370NORTH LEBANON TWP VTD WEST,4991
42075375NORTH LONDONDERRY TWP VTD EAST,4992
42075380NORTH LONDONDERRY TWP VTD NORTH,4993
42075391NORTH LONDONDERRY TWP VTD WEST,4994
42075400PALMYRA VTD EAST,4995
42075410PALMYRA VTD NORTH,4996
42075420PALMYRA VTD WEST,4997
42075430RICHLAND,4998
42075440SOUTH ANNVILLE TWP,4999
42077790EMMAUS DIST 04,5000
42077800EMMAUS DIST 05,5001
42077810EMMAUS DIST 06,5002
42077820FOUNTAIN HILL DIST 01,5003
42077830FOUNTAIN HILL DIST 02,5004
42077840FOUNTAIN HILL DIST 03,5005
42077850HANOVER TWP Voting District,5006
42077860HEIDELBERG TWP Voting District,5007
42077870LOWER MACUNGIE TWP DIST 01,5008
42077880LOWER MACUNGIE TWP DIST 02,5009
42077890LOWER MACUNGIE TWP DIST 03,5010
42077900LOWER MACUNGIE TWP DIST 04,5011
42077910LOWER MACUNGIE TWP DIST 05,5012
42077920LOWER MACUNGIE TWP DIST 06,5013
42077911LOWER MACUNGIE TWP DIST 07,5014
42077912LOWER MACUNGIE TWP DIST 08,5015
42077891LOWER MACUNGIE TWP DIST 09,5016
42077901LOWER MACUNGIE TWP DIST 10,5017
42077930LOWER MILFORD TWP Voting District,5018
42077940LOWHILL TWP Voting District,5019
42077950LYNN TWP DIST JACKSONVILLE,5020
42077960LYNN TWP DIST LYNNVILLE,5021
42077970LYNN TWP DIST NEW TRIPOLI,5022
42077980MACUNGIE Voting District,5023
42077990NORTH WHITEHALL TWP DIST 01,5024
420771000NORTH WHITEHALL TWP DIST 02,5025
420771010NORTH WHITEHALL TWP DIST 03,5026
420771020NORTH WHITEHALL TWP DIST 04,5027
420771221SALISBURY TWP 05 DIST,5028
420771030SALISBURY TWP WD 01,5029
420771040SALISBURY TWP WD 02,5030
420771061SALISBURY TWP WD 03 DIST 01,5031
420771051SALISBURY TWP WD 03 DIST 02,5032
420771060SALISBURY TWP WD 04 DIST 01,5033
420771070SALISBURY TWP WD 04 DIST 02,5034
420771080SALISBURY TWP WD 05 DIST 01,5035
420771090SALISBURY TWP WD 05 DIST 02,5036
420771100SLATINGTON DIST 01,5037
420771110SLATINGTON DIST 02,5038
420771120SLATINGTON DIST 03,5039
420771130SOUTH WHITEHALL TWP DIST 01,5040
420771140SOUTH WHITEHALL TWP DIST 02,5041
420771150SOUTH WHITEHALL TWP DIST 03,5042
420771160SOUTH WHITEHALL TWP DIST 04,5043
4207710ALBURTIS Voting District,5044
4207720ALLENTOWN WD 01,5045
4207730ALLENTOWN WD 02,5046
4207740ALLENTOWN WD 03,5047
4207750ALLENTOWN WD 04,5048
420771170SOUTH WHITEHALL TWP DIST 05,5049
420771190SOUTH WHITEHALL TWP DIST 06,5050
420771200SOUTH WHITEHALL TWP DIST 07,5051
420771210SOUTH WHITEHALL TWP DIST 08,5052
420771220UPPER MACUNGIE TWP DIST 01,5053
420771230UPPER MACUNGIE TWP DIST 02,5054
4207760ALLENTOWN WD 05,5055
4207770ALLENTOWN WD 06 DIST 01,5056
4207780ALLENTOWN WD 06 DIST 02,5057
4207790ALLENTOWN WD 07,5058
42077110ALLENTOWN WD 08 DIST 01,5059
42077120ALLENTOWN WD 08 DIST 02,5060
42077130ALLENTOWN WD 08 DIST 03,5061
42077140ALLENTOWN WD 08 DIST 04,5062
42077150ALLENTOWN WD 08 DIST 05,5063
42077160ALLENTOWN WD 08 DIST 06,5064
42077170ALLENTOWN WD 08 DIST 07,5065
42077180ALLENTOWN WD 09,5066
42077190ALLENTOWN WD 10 DIST 01,5067
420771240UPPER MACUNGIE TWP DIST 03,5068
420771250UPPER MACUNGIE TWP DIST 04,5069
420771260UPPER MILFORD TWP DIST EASTERN,5070
420771270UPPER MILFORD TWP DIST WESTERN,5071
420771280UPPER SAUCON TWP DIST 01,5072
42077200ALLENTOWN WD 10 DIST 03,5073
42077210ALLENTOWN WD 10 DIST 04,5074
42077220ALLENTOWN WD 11 DIST 01,5075
42077230ALLENTOWN WD 11 DIST 02,5076
42077240ALLENTOWN WD 11 DIST 03,5077
42077250ALLENTOWN WD 11 DIST 04,5078
42077260ALLENTOWN WD 11 DIST 05,5079
42077270ALLENTOWN WD 11 DIST 06,5080
42077280ALLENTOWN WD 11 DIST 07,5081
42077290ALLENTOWN WD 12 DIST 01,5082
42077300ALLENTOWN WD 12 DIST 02,5083
42077310ALLENTOWN WD 12 DIST 03,5084
420771290UPPER SAUCON TWP DIST 02,5085
420771300UPPER SAUCON TWP DIST 03,5086
420771310UPPER SAUCON TWP DIST 04,5087
420771320WASHINGTON TWP DIST EASTERN,5088
420771330WASHINGTON TWP DIST SOUTHERN,5089
420771340WASHINGTON TWP DIST WESTERN,5090
420771350WEISENBERG TWP Voting District,5091
420771360WHITEHALL TWP DIST 01,5092
42077320ALLENTOWN WD 12 DIST 04,5093
42077330ALLENTOWN WD 12 DIST 05,5094
42077340ALLENTOWN WD 13 DIST 01,5095
42077350ALLENTOWN WD 13 DIST 02,5096
42077360ALLENTOWN WD 13 DIST 03,5097
42077370ALLENTOWN WD 13 DIST 04,5098
42077380ALLENTOWN WD 14 DIST 01,5099
42077390ALLENTOWN WD 14 DIST 02,5100
42077400ALLENTOWN WD 15 DIST 01,5101
42077410ALLENTOWN WD 15 DIST 02,5102
420771370WHITEHALL TWP DIST 02,5103
420771380WHITEHALL TWP DIST 03,5104
420771390WHITEHALL TWP DIST 04,5105
420771400WHITEHALL TWP DIST 05,5106
420771410WHITEHALL TWP DIST 06,5107
420771420WHITEHALL TWP DIST 07,5108
42077420ALLENTOWN WD 15 DIST 03,5109
42077430ALLENTOWN WD 15 DIST 04,5110
42077440ALLENTOWN WD 16 DIST 01,5111
42077450ALLENTOWN WD 16 DIST 02,5112
42077460ALLENTOWN WD 17 DIST 01,5113
42077470ALLENTOWN WD 17 DIST 02,5114
42077480ALLENTOWN WD 17 DIST 03,5115
42077490ALLENTOWN WD 17 DIST 04,5116
42077500ALLENTOWN WD 18 DIST 01,5117
420771430WHITEHALL TWP DIST 08,5118
420771440WHITEHALL TWP DIST 09,5119
420771450WHITEHALL TWP DIST 10,5120
420771460WHITEHALL TWP DIST 11,5121
420771470WHITEHALL TWP DIST 12,5122
42077510ALLENTOWN WD 18 DIST 02,5123
42077520ALLENTOWN WD 19 DIST 01,5124
42077530ALLENTOWN WD 19 DIST 02,5125
42077540ALLENTOWN WD 19 DIST 03,5126
42077550ALLENTOWN WD 19 DIST 04,5127
42077560ALLENTOWN WD 19 DIST 05,5128
42077570ALLENTOWN WD 19 DIST 06,5129
42077580BETHLEHEM WD 10,5130
42077590BETHLEHEM WD 11,5131
42077600BETHLEHEM WD 12 DIST 01,5132
42077610BETHLEHEM WD 12 DIST 02,5133
42077620BETHLEHEM WD 13 DIST 01,5134
42077630BETHLEHEM WD 13 DIST 02,5135
42077640BETHLEHEM WD 13 DIST 03,5136
42077650BETHLEHEM WD 13 DIST 04,5137
42077660BETHLEHEM WD 13 DIST 05,5138
42077670BETHLEHEM WD 13 DIST 06,5139
42077680BETHLEHEM WD 13 DIST 07,5140
42077690BETHLEHEM WD 13 DIST 08,5141
42077700CATASAUQU DIST 01,5142
42077710CATASAUQU DIST 02,5143
42077720CATASAUQU DIST 03,5144
42077730COOPERSBURG Voting District,5145
42077740COPLAY DIST 01,5146
42077750COPLAY DIST 02,5147
42077760EMMAUS DIST 01,5148
42077770EMMAUS DIST 02,5149
42077780EMMAUS DIST 03,5150
420791150HOLLENBACK TWP Voting District,5151
420791160HUGHESTOWN WD Voting District,5152
420791180HUNLOCK TWP Voting District,5153
420791190HUNTINGTON TWP Voting District,5154
420791200JACKSON TWP Voting District,5155
420791210JEDDO Voting District,5156
420791220JENKINS TWP WD 01,5157
420791250JENKINS TWP WD 02,5158
420793140WYOMING WD 01,5159
420793150WYOMING WD 02,5160
420793160WYOMING WD 03,5161
420793170YATESVILLE Voting District,5162
420791990PITTSTON TWP 01,5163
420793130WRIGHT TWP DIST 02,5164
420791230JENKINS TWP WD 03,5165
420791280KINGSTON TWP WD 01,5166
420791290KINGSTON TWP WD 02,5167
420791300KINGSTON TWP WD 03,5168
420791310KINGSTON WD 01,5169
420791320KINGSTON WD 02,5170
420791350KINGSTON WD 04,5171
420791360KINGSTON WD 05,5172
420791370KINGSTON WD 06,5173
420791400KINGSTON WD 07,5174
420791390KINGSTON WD 08,5175
420791410LAFLIN Voting District,5176
420791420LAKE TWP Voting District,5177
420791330KINGSTON WD 03,5178
420791430LARKSVILLE WD 01,5179
420791440LARKSVILLE WD 02,5180
420791450LARKSVILLE WD 03,5181
420791460LARKSVILLE WD 04,5182
420791510LAUREL RUN Voting District,5183
420791540LEHMAN TWP VTD 01,5184
420791520LEHMAN TWP VTD 02,5185
420791530LEHMAN TWP VTD 03,5186
420791550LUZERNE WD 01,5187
420791560LUZERNE WD 02,5188
420791590NANTICOKE WD 01,5189
420791600NANTICOKE WD 02,5190
420791620NANTICOKE WD 04,5191
420791720NANTICOKE WD 05,5192
420791650NANTICOKE WD 06,5193
420791740NESCOPECK TWP Voting District,5194
420791750NESCOPECK Voting District,5195
420791760NEW COLUMBUS Voting District,5196
420791775NEWPORT TWP WD 01,5197
420791610NANTICOKE WD 03,5198
4207910ASHLEY BORO VTD 01,5199
4207940ASHLEY BORO VTD 02,5200
4207950AVOCA WD 01,5201
4207960AVOCA WD 02,5202
4207970AVOCA WD 03,5203
4207980BEAR CREEK TWP DIST 01,5204
4207983BEAR CREEK TWP DIST 02,5205
4207988BEAR CREEK TWP DIST 03,5206
420791790NEWPORT TWP WD 02,5207
420791800NEWPORT TWP WD 03,5208
420791830NUANGOLA Voting District,5209
420791840PENN LAKE PARK Voting District,5210
420792000PITTSTON TWP 02,5211
420791850PITTSTON WD 01,5212
420791860PITTSTON WD 02,5213
4207995BEAR CREEK VILLAGE Voting District,5214
42079100BLACK CREEK TWP DIST 01,5215
42079110BLACK CREEK TWP DIST 02,5216
42079120BUCK TWP Voting District,5217
42079130BUTLER TWP DIST 01,5218
42079140BUTLER TWP DIST 02 (UPPER LEHIGH),5219
42079150BUTLER TWP DIST 03,5220
42079160BUTLER TWP DIST 04,5221
42079170CONYNGHAM TWP DIST 01,5222
42079180CONYNGHAM Voting District,5223
420791870PITTSTON WD 03,5224
420791880PITTSTON WD 04,5225
420791890PITTSTON WD 05,5226
420791970PITTSTON WD 06,5227
420792020PLAINS TWP WD 01,5228
420792040PLAINS TWP WD 02,5229
42079230DALLAS DIST 01,5230
42079240DALLAS DIST 02,5231
42079210DALLAS TWP VTD 01,5232
42079200DALLAS TWP VTD 02,5233
42079220DALLAS TWP VTD 03,5234
42079250DENNISON TWP Voting District,5235
42079260DORRANCE TWP Voting District,5236
42079190COURTDALE Voting District,5237
42079270DUPONT WD 01,5238
420792050PLAINS TWP WD 03,5239
420792100PLAINS TWP WD 04,5240
420792060PLAINS TWP WD 05,5241
420792120PLYMOUTH TWP WD 01,5242
420792130PLYMOUTH TWP WD 02,5243
420792140PLYMOUTH WD 01,5244
420792150PLYMOUTH WD 02,5245
42079280DUPONT WD 02,5246
42079300DURYEA WD 01,5247
42079320DURYEA WD 02,5248
42079330DURYEA WD 03,5249
42079350EDWARDSVILLE WD 01,5250
420792160PLYMOUTH WD 03,5251
420792170PLYMOUTH WD 04,5252
420792270PRINGLE Voting District,5253
420792290RICE TWP Voting District,5254
420792300ROSS TWP Voting District,5255
420792310SALEM TWP 01,5256
420792330SALEM TWP 02,5257
420792350SHICKSHINN Voting district,5258
420792380SLOCUM TWP Voting District,5259
420792390SUGAR NOTCH Voting District,5260
420792400SUGARLOAF TWP Voting District,5261
42079360EDWARDSVILLE WD 02,5262
42079370EDWARDSVILLE WD 03,5263
42079420EXETER TWP Voting District,5264
42079430EXETER WD 01,5265
42079440EXETER WD 02,5266
420792420SWOYERSVILLE WD 01,5267
420792440SWOYERSVILLE WD 02,5268
420792460SWOYERSVILLE WD 03,5269
420792470UNION TWP Voting District,5270
420792480WARRIOR RUN Voting District,5271
420792485WEST HAZLETON WD 01,5272
420792495WEST HAZLETON WD 02,5273
42079450EXETER WD 03,5274
42079460EXETER WD 04,5275
42079470FAIRMOUNT TWP Voting District,5276
42079480FAIRVIEW TWP Voting District,5277
42079490FORTY FORT WD 01,5278
420792525WEST HAZLETON WD 03,5279
420792540WEST PITTSTON DIST 01,5280
420792550WEST PITTSTON DIST 02,5281
420792560WEST PITTSTON DIST 03,5282
420792590WEST WYOMING DIST 01,5283
420792600WEST WYOMING DIST 02,5284
42079510FORTY FORT WD 02,5285
42079530FORTY FORT WD 03,5286
42079550FOSTER TWP WD 01,5287
42079560FOSTER TWP WD 02,5288
42079580FRANKLIN TWP Voting District,5289
42079590FREELAND WD 01,5290
42079600FREELAND WD 02,5291
42079650HANOVER TWP WD 01,5292
42079660HANOVER TWP WD 02,5293
42079670HANOVER TWP WD 03,5294
420792620WHITE HAVEN Voting District,5295
420793040WILKES-BARRE CITY WD 01,5296
420793050WILKES-BARRE CITY WD 02,5297
420793110WILKES-BARRE TWP WD 01,5298
420793080WILKES-BARRE TWP WD 02,5299
42079695HANOVER TWP WD 04,5300
42079720HANOVER TWP WD 05,5301
42079750HANOVER TWP WD 06,5302
42079760HANOVER TWP WD 07,5303
42079790HARVEYS LAKE Voting District,5304
42079880HAZLE TWP Voting District,5305
42079890HAZLE TWP WD 02,5306
42079810HAZLE TWP WD 03,5307
42079870HAZLE TWP WD 04,5308
42079800HAZLE TWP WD 05,5309
420793010WILKES-BARRE TWP WD 03,5310
420793090WILKES-BARRE TWP WD 04,5311
420792990WILKES-BARRE TWP WD 05,5312
420792630WILKES-BARRE TWP WD 06,5313
420792710WILKES-BARRE TWP WD 07,5314
42079910HAZLETON WD 01,5315
42079920HAZLETON WD 02,5316
42079930HAZLETON WD 03,5317
42079950HAZLETON WD 04,5318
42079960HAZLETON WD 05,5319
420792680WILKES-BARRE TWP WD 08,5320
420792740WILKES-BARRE TWP WD 09,5321
420792760WILKES-BARRE TWP WD 10,5322
420792860WILKES-BARRE TWP WD 11,5323
420792840WILKES-BARRE TWP WD 12,5324
420792785WILKES-BARRE TWP WD 13,5325
42079980HAZLETON WD 07,5326
42079990HAZLETON WD 08,5327
420791050HAZLETON WD 09,5328
420791020HAZLETON WD 10,5329
420791080HAZLETON WD 11,5330
42079970HAZLETON WD 06,5331
420792830WILKES-BARRE TWP WD 15,5332
420792950WILKES-BARRE TWP WD 16,5333
420792960WILKES-BARRE TWP WD 17,5334
420792940WILKES-BARRE TWP WD 18,5335
420792890WILKES-BARRE TWP WD 19,5336
420792910WILKES-BARRE TWP WD 20,5337
420793120WRIGHT TWP DIST 01,5338
420792810WILKES-BARRE TWP WD 14,5339
4208180CLINTON TWP PCT 02,5340
4208190COGAN HOUSE TWP Voting District,5341
42081100CUMMINGS TWP Voting District,5342
42081110DUBOISTOWN Voting District,5343
42081120ELDRED TWP Voting District,5344
42081130FAIRFIELD TWP Voting District,5345
42081140FRANKLIN TWP Voting District,5346
42081320LOYALSOCK TWP PCT 06,5347
42081330LOYALSOCK TWP PCT 07,5348
42081340LYCOMING TWP Voting District,5349
42081350MC HENRY TWP Voting District,5350
42081360MC INTYRE TWP Voting District,5351
42081370MC NETT TWP Voting District,5352
42081380MIFFLIN TWP Voting District,5353
42081390MILL CREEK TWP Voting District,5354
42081400MONTGOMERY Voting District,5355
42081410MONTOURSVILLE WD 01,5356
42081420MONTOURSVILLE WD 02,5357
42081430MONTOURSVILLE WD 03,5358
42081440MORELAND TWP Voting District,5359
42081480MUNCY CREEK TWP Voting District,5360
42081460MUNCY PCT 01,5361
42081470MUNCY PCT 02,5362
42081450MUNCY TWP Voting District,5363
42081490NIPPENOSE TWP Voting District,5364
42081500OLD LYCOMING TWP PCT 01,5365
42081510OLD LYCOMING TWP PCT 02,5366
42081520PENN TWP Voting District,5367
42081530PIATT TWP Voting District,5368
42081540PICTURE ROCKS Voting District,5369
42081550PINE TWP Voting District,5370
42081560PLUNKETTS CREEK TWP Voting District,5371
42081570PORTER TWP Voting District,5372
42081580SALLADASBURG Voting District,5373
42081590SHREWSBURY TWP Voting District,5374
42081600SOUTH WILLIAMSPORT WD 01,5375
42081610SOUTH WILLIAMSPORT WD 02 PCT 01,5376
42081620SOUTH WILLIAMSPORT WD 02 PCT 02,5377
42081830WILLIAMSPORT WD 16,5378
42081840WILLIAMSPORT WD 17,5379
42081850WOLF TWP Voting District,5380
42081860WOODWARD TWP Voting District,5381
42081170HUGHESVILLE WD 01,5382
42081180HUGHESVILLE WD 02,5383
42081820WILLIAMSPORT WD 15,5384
42081200JERSEY SHORE WD 01,5385
42081210JERSEY SHORE WD 02,5386
42081220JERSEY SHORE WD 03,5387
42081230JERSEY SHORE WD 04,5388
42081260LIMESTONE TWP Voting District,5389
42081270LOYALSOCK TWP PCT 01,5390
42081280LOYALSOCK TWP PCT 02,5391
42081290LOYALSOCK TWP PCT 03,5392
42081300LOYALSOCK TWP PCT 04,5393
42081310LOYALSOCK TWP PCT 05,5394
4208110ANTHONY TWP Voting District,5395
4208120ARMSTRONG TWP Voting District,5396
4208130BASTRESS TWP Voting District,5397
4208140BRADY TWP Voting District,5398
4208150BROWN TWP Voting District,5399
4208160CASCADE TWP Voting District,5400
4208170CLINTON TWP PCT 01,5401
42081730WILLIAMSPORT WD 06,5402
42081740WILLIAMSPORT WD 07,5403
42081750WILLIAMSPORT WD 08,5404
42081760WILLIAMSPORT WD 09,5405
42081770WILLIAMSPORT WD 10,5406
42081780WILLIAMSPORT WD 11,5407
42081790WILLIAMSPORT WD 12,5408
42081800WILLIAMSPORT WD 13,5409
42081810WILLIAMSPORT WD 14,5410
42081630SOUTH WILLIAMSPORT WD 03,5411
42081640SUSQUEHANNA TWP Voting District,5412
42081650UPPER FAIRFIELD TWP Voting District,5413
42081660WASHINGTON TWP Voting District,5414
42081670WATSON TWP Voting District,5415
42081680WILLIAMSPORT WD 01,5416
42081690WILLIAMSPORT WD 02,5417
42081700WILLIAMSPORT WD 03,5418
42081710WILLIAMSPORT WD 04,5419
42081720WILLIAMSPORT WD 05,5420
42081150GAMBLE TWP Voting District,5421
42081160HEPBURN TWP Voting District,5422
42081190JACKSON TWP Voting District,5423
42081240JORDAN TWP Voting District,5424
42081250LEWIS TWP Voting District,5425
4208330BRADFORD WD 02,5426
4208340BRADFORD WD 03 DIST 01,5427
4208350BRADFORD WD 03 DIST 02,5428
4208365BRADFORD WD 04,5429
4208380BRADFORD WD 05,5430
4208390BRADFORD WD 06 DIST 01,5431
42083100BRADFORD WD 06 DIST 02,5432
42083140CERES TWP Voting District,5433
42083150CORYDON TWP Voting District,5434
42083170ELDRED TWP Voting District,5435
42083160ELDRED Voting District,5436
42083180FOSTER TWP DIST 01,5437
42083190FOSTER TWP DIST 02,5438
42083200FOSTER TWP DIST 03,5439
42083210FOSTER TWP DIST 04,5440
42083220HAMILTON TWP Voting District,5441
42083230HAMLIN TWP DIST 01,5442
42083240HAMLIN TWP DIST 02,5443
42083290KEATING TWP DIST 01,5444
42083300KEATING TWP DIST 02,5445
42083310KEATING TWP DIST 03,5446
42083320LAFAYETTE TWP Voting District,5447
42083330LEWIS RUN Voting District,5448
42083340LIBERTY TWP Voting District,5449
42083350MT. JEWETT Voting District,5450
42083360NORWICH TWP Voting District,5451
42083370OTTO TWP DIST 01,5452
42083380OTTO TWP DIST 02,5453
42083390PORT ALLEGANY DIST 01,5454
42083400PORT ALLEGANY DIST 02,5455
42083410SERGEANT TWP Voting District,5456
42083420SMETHPORT Voting District,5457
42083430WETMORE TWP Voting District,5458
42083250KANE WD 01,5459
42083260KANE WD 02,5460
42083270KANE WD 03,5461
42083280KANE WD 04,5462
4208310ANNIN TWP Voting District,5463
42083110BRADFORD TWP DIST 01,5464
42083120BRADFORD TWP DIST 02,5465
42083130BRADFORD TWP DIST 03,5466
4208320BRADFORD WD 01,5467
4208710ARMAGH TWP VTD NEW,5468
4208720ARMAGH TWP VTD OLD,5469
4208730BRATTON TWP Voting District,5470
4208740BROWN TWP Voting District,5471
4208750BURNHAM Voting District,5472
4208760DECATUR TWP VTD EAST,5473
4208770DECATUR TWP VTD WEST,5474
4208780DERRY TWP VTD EAST,5475
4208790DERRY TWP VTD NORTH,5476
42087100DERRY TWP VTD SOUTH,5477
42087110DERRY TWP VTD WEST,5478
42087120GRANVILLE TWP VTD EAST,5479
42087130GRANVILLE TWP VTD WEST,5480
42087140JUNIATA TERRACE Voting District,5481
42087150KISTLER Voting District,5482
42087160LEWISTOWN WD 01 PCT 01,5483
42087170LEWISTOWN WD 01 PCT 02,5484
42087180LEWISTOWN WD 02,5485
42087190LEWISTOWN WD 03,5486
42087200LEWISTOWN WD 04,5487
42087210LEWISTOWN WD 05 PCT 01,5488
42087220LEWISTOWN WD 05 PCT 02,5489
42087230LEWISTOWN WD 06,5490
42087240LEWISTOWN WD 07,5491
42087250MC VEYTOWN Voting District,5492
42087260MENNO TWP Voting District,5493
42087280OLIVER TWP Voting District,5494
42087290UNION TWP Voting District,5495
42087300WAYNE TWP Voting District,5496
42087270NEWTON HAMILTON Voting District,5497
420895BARRETT TWP DIST 01,5498
4208915BARRETT TWP DIST 02,5499
4208923CHESTNUTHILL TWP DIST 01,5500
4208926CHESTNUTHILL TWP DIST 02,5501
4208933CHESTNUTHILL TWP DIST 03,5502
4208936CHESTNUTHILL TWP DIST 04,5503
4208943COOLBAUGH TWP DIST 01,5504
4208946COOLBAUGH TWP DIST 02,5505
4208953COOLBAUGH TWP DIST 03,5506
4208956COOLBAUGH TWP DIST 04,5507
4208960DELAWARE WATER GAP Voting District,5508
4208970EAST STROUDSBURG DIST 01,5509
4208980EAST STROUDSBURG DIST 02,5510
4208990EAST STROUDSBURG DIST 03,5511
42089100EAST STROUDSBURG DIST 04,5512
42089110EAST STROUDSBURG DIST 05,5513
42089120EAST STROUDSBURG DIST 06,5514
42089130ELDRED TWP Voting District,5515
42089140HAMILTON TWP VTD NORTH,5516
42089150HAMILTON TWP VTD SOUTH,5517
42089160JACKSON TWP Voting District,5518
42089173MIDDLE SMITHFIELD TWP VTD EAST,5519
42089176MIDDLE SMITHFIELD TWP VTD WEST,5520
42089180MT. POCONO Voting District,5521
42089190PARADISE TWP Voting District,5522
42089197POCONO TWP DIST 01,5523
42089204POCONO TWP DIST 02,5524
42089211POCONO TWP DIST 03,5525
42089218POCONO TWP DIST 04,5526
42089220POLK TWP Voting District,5527
42089230PRICE TWP Voting District,5528
42089240ROSS TWP Voting District,5529
42089252SMITHFIELD TWP DIST 01,5530
42089254SMITHFIELD TWP DIST 02,5531
42089256SMITHFIELD TWP DIST 03,5532
42089261STROUD TWP DIST 01,5533
42089267STROUD TWP DIST 02,5534
42089273STROUD TWP DIST 03,5535
42089279STROUD TWP DIST 04,5536
42089285STROUD TWP DIST 05,5537
42089291STROUD TWP DIST 06,5538
42089297STROUD TWP DIST 07,5539
42089300STROUDSBURG WD 01,5540
42089310STROUDSBURG WD 02,5541
42089320STROUDSBURG WD 03,5542
42089330STROUDSBURG WD 04,5543
42089340STROUDSBURG WD 05,5544
42089350TOBYHANNA TWP VTD EAST,5545
42089360TOBYHANNA TWP VTD WEST,5546
42089370TUNKHANNOCK TWP Voting District,5547
42091155ABINGTON TWP WD 07 DIST 01,5548
42091165ABINGTON TWP WD 07 DIST 02,5549
42091175ABINGTON TWP WD 07 DIST 03,5550
42091185ABINGTON TWP WD 08 DIST 01,5551
42091195ABINGTON TWP WD 08 DIST 02,5552
42091205ABINGTON TWP WD 09 DIST 01,5553
420911118HORSHAM TWP WD 03 ED 03,5554
420911123HORSHAM TWP WD 03 ED 04,5555
420911128HORSHAM TWP WD 03 ED 05,5556
420911130HORSHAM TWP WD 04 ED 01,5557
420911131HORSHAM TWP WD 04 ED 02,5558
420911905LOWER SALFORD TWP VTD 01,5559
420911911LOWER SALFORD TWP VTD 02,5560
420911917LOWER SALFORD TWP VTD 03,5561
420911923LOWER SALFORD TWP VTD 04,5562
420911929LOWER SALFORD TWP VTD 05,5563
420913070UPPER DUBLIN TWP VTD 02 ED 02,5564
420912795UPPER DUBLIN TWP VTD 02 ED 03,5565
420913080UPPER DUBLIN TWP VTD 03 ED 01,5566
420913090UPPER DUBLIN TWP VTD 03 ED 02,5567
420913100UPPER DUBLIN TWP VTD 04 ED 01,5568
420913811WHITPAIN TWP VTD 01,5569
420913860WHITPAIN TWP VTD 02,5570
420913821WHITPAIN TWP VTD 03,5571
420913825WHITPAIN TWP VTD 04,5572
420913643WHITPAIN TWP VTD 12,5573
42091726COLLEGEVILLE 3,5574
42091723COLLEGEVILLE 2,5575
42091905FRANCONIA TWP P1,5576
42091225ABINGTON TWP WD 10 DIST 01,5577
42091235ABINGTON TWP WD 10 DIST 02,5578
42091245ABINGTON TWP WD 10 DIST 03,5579
42091255ABINGTON TWP WD 11 DIST 01,5580
42091265ABINGTON TWP WD 11 DIST 02,5581
42091275ABINGTON TWP WD 11 DIST 03,5582
42091285ABINGTON TWP WD 12 DIST 01,5583
420911132HORSHAM TWP WD 04 ED 03,5584
420911133HORSHAM TWP WD 04 ED 04,5585
420911170JENKINTOWN VTD 01,5586
420911180JENKINTOWN VTD 02,5587
420911190JENKINTOWN VTD 03,5588
420911200JENKINTOWN VTD 04,5589
420911210LANSDALE VTD 01 ED 01,5590
420911935LOWER SALFORD TWP VTD 06,5591
420911990MARLBOROUGH TWP,5592
420912000MONTGOMERY TWP VTD 01,5593
420911965MONTGOMERY TWP VTD 02,5594
420912020MONTGOMERY TWP VTD 03,5595
420911981MONTGOMERY TWP VTD 04,5596
420911983MONTGOMERY TWP VTD 05,5597
420913110UPPER DUBLIN TWP VTD 04 ED 02,5598
