GEOID,IDNUM
42011260CUMRU TWP DIST 03,1811
42011420GREENWICH TWP DIST 02,1812
42011200CENTERPORT DIST 01,1813
42011545LEESPORT WD 01,1814
4201190BERN TWP DIST 02,1815
42011710MOHNTON DIST 01,1816
42011885READING WD 03 PCT 01,1817
42011600LOWER ALSACE TWP DIST 01,1818
42013510CATHARINE TWP,1819
42013520DUNCANSVILLE,1820
42013530FRANKSTOWN TWP DIST 01,1821
42013540FRANKSTOWN TWP DIST 02,1822
42013550FRANKSTOWN TWP DIST 03,1823
42013560FREEDOM TWP DIST 01,1824
42013570FREEDOM TWP DIST 02,1825
42013590GREENFIELD TWP DIST 01,1826
42013580GREENFIELD TWP DIST 02,1827
42013600GREENFIELD TWP DIST 03,1828
42013610HOLLIDAYSBURG WD 01,1829
42013620HOLLIDAYSBURG WD 02,1830
42013630HOLLIDAYSBURG WD 03,1831
42013640HOLLIDAYSBURG WD 04,1832
42013650HOLLIDAYSBURG WD 05,1833
42013660HOLLIDAYSBURG WD 06,1834
42013670HOLLIDAYSBURG WD 07,1835
42013680HUSTON TWP,1836
42013690JUNIATA TWP,1837
42013700LOGAN TWP DIST 01,1838
42013710LOGAN TWP DIST 02,1839
42013720LOGAN TWP DIST 03,1840
42013730LOGAN TWP DIST 04,1841
42013740LOGAN TWP DIST 05,1842
42013750LOGAN TWP DIST 06,1843
42013760LOGAN TWP DIST 07,1844
42013800NORTH WOODBURY TWP,1845
42013840SNYDER TWP DIST 01,1846
42013850SNYDER TWP DIST 02,1847
42013860TAYLOR TWP,1848
42013870TYRONE TWP DIST 01,1849
42013880TYRONE TWP DIST 02,1850
42013890TYRONE WD 01,1851
42013900TYRONE WD 02,1852
42013910TYRONE WD 03,1853
42013920TYRONE WD 04,1854
42013930TYRONE WD 05,1855
42013940TYRONE WD 06,1856
42013950TYRONE WD 07,1857
42013960WILLIAMSBURG,1858
42013970WOODBURY TWP,1859
42013790NEWRY Voting District,1860
42013780MARTINSBURG DIST 02,1861
42013770MARTINSBURG DIST 01,1862
42013820ROARING SPRING PCT 02,1863
42013810ROARING SPRING PCT 01,1864
42013830ROARING SPRING PCT 03,1865
4201310ALLEGHENY TWP DIST 01,1866
4201320ALLEGHENY TWP DIST 02,1867
4201330ALLEGHENY TWP DIST 03,1868
4201340ALLEGHENY TWP DIST 04,1869
4201350ALTOONA WD 01 PCT 01,1870
4201360ALTOONA WD 01 PCT 02,1871
4201370ALTOONA WD 02 PCT 01,1872
4201380ALTOONA WD 02 PCT 02,1873
4201390ALTOONA WD 03 PCT 01,1874
42013100ALTOONA WD 03 PCT 02,1875
42013110ALTOONA WD 04 PCT 01,1876
42013120ALTOONA WD 04 PCT 02,1877
42013130ALTOONA WD 05 PCT 01,1878
42013140ALTOONA WD 05 PCT 02,1879
42013150ALTOONA WD 05 PCT 03,1880
42013160ALTOONA WD 06 PCT 01,1881
42013170ALTOONA WD 06 PCT 02,1882
42013180ALTOONA WD 06 PCT 03,1883
42013190ALTOONA WD 06 PCT 04,1884
42013200ALTOONA WD 06 PCT 05,1885
42013210ALTOONA WD 07,1886
42013220ALTOONA WD 08 PCT 01,1887
42013230ALTOONA WD 08 PCT 02,1888
42013240ALTOONA WD 09,1889
42013250ALTOONA WD 10 PCT 01,1890
42013260ALTOONA WD 10 PCT 02,1891
42013270ALTOONA WD 10 PCT 03,1892
42013280ALTOONA WD 10 PCT 04,1893
42013290ALTOONA WD 11 PCT 01,1894
42013300ALTOONA WD 11 PCT 02,1895
42013310ALTOONA WD 11 PCT 03,1896
42013320ALTOONA WD 12 PCT 01,1897
42013330ALTOONA WD 12 PCT 02,1898
42013340ALTOONA WD 12 PCT 03,1899
42013350ALTOONA WD 12 PCT 04,1900
42013360ALTOONA WD 12 PCT 05,1901
42013370ALTOONA WD 13 PCT 01,1902
42013380ALTOONA WD 13 PCT 02,1903
42013390ALTOONA WD 13 PCT 03,1904
42013400ALTOONA WD 13 PCT 04,1905
42013410ALTOONA WD 14 PCT 01,1906
42013420ALTOONA WD 14 PCT 02,1907
42013430ALTOONA WD 14 PCT 03,1908
42013440ALTOONA WD 14 PCT 04,1909
42013450ANTIS TWP DIST 01,1910
42013460ANTIS TWP DIST 02,1911
42013470ANTIS TWP DIST 03,1912
42013480BELLWOOD,1913
42013490BLAIR TWP CATFISH,1914
42013500BLAIR TWP EAST HOLLIDAYSBURG,1915
4201510ALBA,1916
4201520ALBANY TWP,1917
4201530ARMENIA TWP,1918
4201540ASYLUM TWP,1919
4201550ATHENS TWP DIST 01,1920
4201560ATHENS TWP DIST 02,1921
4201570ATHENS WD 01,1922
4201580ATHENS WD 02,1923
4201590ATHENS WD 03,1924
42015100ATHENS WD 04,1925
42015110BURLINGTON TWP,1926
42015120BURLINGTON,1927
42015130CANTON TWP,1928
42015140CANTON WD,1929
42015150COLUMBIA TWP,1930
42015160FRANKLIN TWP,1931
42015170GRANVILLE TWP,1932
42015180HERRICK TWP,1933
42015190LERAYSVILLE,1934
42015200LEROY TWP,1935
42015210LITCHFIELD TWP,1936
42015220MONROE TWP,1937
42015230MONROE,1938
42015240NEW ALBANY,1939
42015250NORTH TOWANDA TWP,1940
42015260ORWELL TWP,1941
42015270OVERTON TWP,1942
42015280PIKE TWP,1943
42015290RIDGEBURY TWP,1944
42015300ROME TWP,1945
42015310ROME,1946
42015320SAYRE WD 01,1947
42015330SAYRE WD 02,1948
42015340SAYRE WD 03,1949
42015350SAYRE WD 04,1950
42015360SAYRE WD 05,1951
42015370SHESHEQUIN TWP,1952
42015380SMITHFIELD TWP,1953
42015390SOUTH CREEK TWP,1954
42015400SOUTH WAVERLY,1955
42015410SPRINGFIELD TWP,1956
42015420STANDING STONE TWP,1957
42015430STEVENS TWP,1958
42015440SYLVANIA,1959
42015450TERRY TWP,1960
42015460TOWANDA TWP,1961
42015470TOWANDA WD 01,1962
42015480TOWANDA WD 02,1963
42015490TOWANDA WD 03,1964
42015500TROY TWP,1965
42015510TROY,1966
42015520TUSCARORA TWP,1967
42015530ULSTER TWP,1968
42015540WARREN TWP,1969
42015550WELLS TWP,1970
42015560WEST BURLINGTON TWP,1971
42015570WILMOT TWP,1972
42015580WINDHAM TWP,1973
42015590WYALUSING TWP,1974
42015600WYALUSING,1975
42015610WYSOX TWP,1976
42017160BENSALEM TWP VTD LOWER WEST DIST 01,1977
42017180BENSALEM TWP VTD UPPER DIST 01,1978
42017190BENSALEM TWP VTD UPPER DIST 02,1979
42017200BENSALEM TWP VTD UPPER DIST 03,1980
42017210BENSALEM TWP VTD UPPER DIST 04,1981
42017220BENSALEM TWP VTD UPPER DIST 05,1982
420171330LOWER MAKEFIELD TWP VTD SOUTH ED 03,1983
420171340LOWER MAKEFIELD TWP VTD SOUTH ED 04,1984
420171350LOWER MAKEFIELD TWP VTD SOUTH ED 05,1985
420171360LOWER MAKEFIELD TWP VTD SOUTH ED 06,1986
420171370LOWER MAKEFIELD TWP VTD SOUTH ED 07,1987
420171380LOWER MAKEFIELD TWP VTD SOUTH ED 08,1988
420172320SOLEBURY TWP VTD LOWER,1989
420172325SOLEBURY TWP VTD LOWER 02,1990
420172330SOLEBURY TWP VTD MIDDLE,1991
420172340SOLEBURY TWP VTD UPPER,1992
420172350SPRINGFIELD TWP VTD EAST,1993
420172360SPRINGFIELD TWP VTD MIDDLE,1994
420172370SPRINGFIELD TWP VTD WEST,1995
420172380TELFORD Voting District,1996
420172390TINICUM TWP VTD DELAWARE,1997
420172400TINICUM TWP VTD TINICUM,1998
420172410TINICUM TWP VTD TOHICKON,1999
420172420TRUMBAUERSVILLE Voting District,2000
42017230BENSALEM TWP VTD UPPER DIST 06,2001
42017240BENSALEM TWP VTD UPPER DIST 07,2002
42017250BENSALEM TWP VTD UPPER DIST 08,2003
42017260BENSALEM TWP VTD UPPER DIST 09,2004
42017270BENSALEM TWP VTD UPPER DIST 10,2005
42017280BENSALEM TWP VTD UPPER DIST 11,2006
42017285BENSALEM TWP VTD UPPER DIST 12,2007
42017290BENSALEM TWP VTD UPPER WEST,2008
420171470LOWER SOUTHAMPTON TWP VTD WEST ED 03,2009
420171480LOWER SOUTHAMPTON TWP VTD WEST ED 04,2010
420171490LOWER SOUTHAMPTON TWP VTD WEST ED 05,2011
420171500LOWER SOUTHAMPTON TWP VTD WEST ED 06,2012
420171510LOWER SOUTHAMPTON TWP VTD WEST ED 07,2013
420171520MIDDLETOWN TWP VTD LOWER ED 01,2014
420172430TULLYTOWN Voting District,2015
420172440UPPER MAKEFIELD TWP VTD 01,2016
420172450UPPER MAKEFIELD TWP VTD 02,2017
420172460UPPER MAKEFIELD TWP VTD 03,2018
420172465UPPER MAKEFIELD TWP VTD 04,2019
42017300BRIDGETON TWP Voting District,2020
42017310BRISTOL TWP WD 01 DIST 01,2021
42017320BRISTOL TWP WD 01 DIST 02,2022
42017330BRISTOL TWP WD 01 DIST 03,2023
42017340BRISTOL TWP WD 02 DIST 01,2024
42017350BRISTOL TWP WD 02 DIST 02,2025
42017360BRISTOL TWP WD 02 DIST 03,2026
42017370BRISTOL TWP WD 03 DIST 01,2027
420171390LOWER MAKEFIELD TWP VTD SOUTH ED 09,2028
420171400LOWER SOUTHAMPTON TWP VTD EAST ED 01,2029
420171410LOWER SOUTHAMPTON TWP VTD EAST ED 02,2030
420171420LOWER SOUTHAMPTON TWP VTD EAST ED 03,2031
420171430LOWER SOUTHAMPTON TWP VTD EAST ED 04,2032
420171440LOWER SOUTHAMPTON TWP VTD EAST ED 05,2033
420171450LOWER SOUTHAMPTON TWP VTD WEST ED 01,2034
420171460LOWER SOUTHAMPTON TWP VTD WEST ED 02,2035
420172470UPPER SOUTHAMPTON TWP VTD EAST ED 01,2036
420172480UPPER SOUTHAMPTON TWP VTD EAST ED 02,2037
420172490UPPER SOUTHAMPTON TWP VTD NORTH ED 01,2038
420172500UPPER SOUTHAMPTON TWP VTD NORTH ED 02,2039
420172510UPPER SOUTHAMPTON TWP VTD NORTH ED 03,2040
420172520UPPER SOUTHAMPTON TWP VTD NORTH ED 04,2041
420172530UPPER SOUTHAMPTON TWP VTD SOUTH ED 01,2042
42017380BRISTOL TWP WD 03 DIST 02,2043
42017390BRISTOL TWP WD 03 DIST 03,2044
42017400BRISTOL TWP WD 04 DIST 01,2045
42017410BRISTOL TWP WD 04 DIST 02,2046
42017420BRISTOL TWP WD 04 DIST 03,2047
42017430BRISTOL TWP WD 05 DIST 01,2048
420171530MIDDLETOWN TWP VTD LOWER ED 02,2049
420171540MIDDLETOWN TWP VTD LOWER ED 03,2050
420171550MIDDLETOWN TWP VTD LOWER ED 04,2051
420171560MIDDLETOWN TWP VTD LOWER ED 05,2052
420171570MIDDLETOWN TWP VTD LOWER ED 06,2053
420171580MIDDLETOWN TWP VTD LOWER ED 07,2054
420171590MIDDLETOWN TWP VTD LOWER ED 08,2055
420172540UPPER SOUTHAMPTON TWP VTD SOUTH ED 02,2056
420172550UPPER SOUTHAMPTON TWP VTD WEST ED 01,2057
420172560UPPER SOUTHAMPTON TWP VTD WEST ED 02,2058
420172570WARMINSTER TWP DIST 01,2059
420172580WARMINSTER TWP DIST 02,2060
420172590WARMINSTER TWP DIST 03,2061
420172600WARMINSTER TWP DIST 04,2062
420172610WARMINSTER TWP DIST 05,2063
420172620WARMINSTER TWP DIST 06,2064
42017440BRISTOL TWP WD 05 DIST 02,2065
42017470BRISTOL TWP WD 06 DIST 01,2066
42017480BRISTOL TWP WD 06 DIST 02,2067
42017490BRISTOL TWP WD 06 DIST 03,2068
42017500BRISTOL TWP WD 07 DIST 01,2069
42017510BRISTOL TWP WD 07 DIST 02,2070
420171600MIDDLETOWN TWP VTD LOWER ED 09,2071
420171610MIDDLETOWN TWP VTD LOWER ED 10,2072
420171620MIDDLETOWN TWP VTD LOWER ED 11,2073
420171630MIDDLETOWN TWP VTD LOWER ED 12,2074
420171640MIDDLETOWN TWP VTD LOWER ED 13,2075
420171650MIDDLETOWN TWP VTD UPPER ED 01,2076
420171660MIDDLETOWN TWP VTD UPPER ED 02,2077
420172630WARMINSTER TWP DIST 07,2078
420172640WARMINSTER TWP DIST 08,2079
420172650WARMINSTER TWP DIST 09,2080
420172660WARMINSTER TWP DIST 10,2081
420172670WARMINSTER TWP DIST 11,2082
420172680WARMINSTER TWP DIST 12,2083
420172690WARMINSTER TWP DIST 13,2084
42017530BRISTOL TWP WD 08 DIST 01,2085
42017540BRISTOL TWP WD 08 DIST 02,2086
42017570BRISTOL TWP WD 09 DIST 01,2087
42017580BRISTOL TWP WD 09 DIST 02,2088
42017590BRISTOL TWP WD 09 DIST 03,2089
42017610BRISTOL TWP WD 10 DIST 01,2090
42017620BRISTOL TWP WD 10 DIST 02,2091
420171670MIDDLETOWN TWP VTD UPPER ED 03,2092
420171680MIDDLETOWN TWP VTD UPPER ED 04,2093
420171690MIDDLETOWN TWP VTD UPPER ED 05,2094
420171700MIDDLETOWN TWP VTD UPPER ED 06,2095
420171703MIDDLETOWN TWP VTD UPPER ED 07,2096
420171706MIDDLETOWN TWP VTD UPPER ED 08,2097
420172700WARMINSTER TWP DIST 14,2098
420172710WARMINSTER TWP DIST 15,2099
420172720WARMINSTER TWP DIST 16,2100
420172730WARMINSTER TWP DIST 17,2101
420172740WARRINGTON TWP DIST 01,2102
42017630BRISTOL TWP WD 10 DIST 03,2103
42017640BRISTOL TWP WD 11 DIST 01,2104
42017650BRISTOL TWP WD 11 DIST 02,2105
42017670BRISTOL VTD EAST ED 01,2106
42017680BRISTOL VTD EAST ED 02,2107
42017690BRISTOL VTD NORTH ED 01,2108
42017700BRISTOL VTD NORTH ED 02,2109
42017710BRISTOL VTD SOUTH ED 01,2110
42017720BRISTOL VTD SOUTH ED 02,2111
42017730BRISTOL VTD SOUTH ED 03,2112
420171707MIDDLETOWN TWP VTD UPPER ED 09,2113
420171710MILFORD TWP VTD ROEDER,2114
420171720MILFORD TWP VTD ROSEVILLE,2115
420171730MILFORD TWP VTD SHELLY,2116
420171740MILFORD TWP VTD TRUMBAUERSVILLE,2117
420171755MORRISVILLE WD 01,2118
420171765MORRISVILLE WD 02,2119
420171775MORRISVILLE WD 03,2120
420171785MORRISVILLE WD 04,2121
420171790NEW BRITAIN TWP VTD EAST,2122
420172750WARRINGTON TWP DIST 02,2123
420172760WARRINGTON TWP DIST 03,2124
420172770WARRINGTON TWP DIST 04,2125
420172780WARRINGTON TWP DIST 05,2126
42017740BRISTOL VTD WEST ED 01,2127
42017750BRISTOL VTD WEST ED 02,2128
42017760BRISTOL VTD WEST ED 03,2129
42017765BUCKINGHAM TWP VTD LOWER ED 01,2130
42017775BUCKINGHAM TWP VTD LOWER ED 02,2131
42017780BUCKINGHAM TWP VTD MIDDLE ED 01,2132
42017790BUCKINGHAM TWP VTD MIDDLE ED 02,2133
42017805BUCKINGHAM TWP VTD UPPER ED 01,2134
42017810BUCKINGHAM TWP VTD UPPER ED 02,2135
42017815BUCKINGHAM TWP VTD UPPER ED 03,2136
42017818BUCKINGHAM TWP VTD UPPER ED 04,2137
420171800NEW BRITAIN TWP VTD SOUTH,2138
420171810NEW BRITAIN TWP VTD SOUTH ED 02,2139
420171820NEW BRITAIN TWP VTD WEST,2140
420171825NEW BRITAIN TWP VTD WEST ED 02,2141
420172782WARRINGTON TWP DIST 06,2142
420172784WARRINGTON TWP DIST 07,2143
420172786WARRINGTON TWP DIST 08,2144
420172801WARWICK TWP VTD 05,2145
420172805WARWICK TWP VTD 01,2146
420172800WARWICK TWP VTD 02,2147
42017820CHALFONT Voting District,2148
42017830DOYLESTOWN TWP WD 01,2149
42017840DOYLESTOWN TWP WD 02,2150
42017850DOYLESTOWN TWP WD 03,2151
42017860DOYLESTOWN TWP WD 04,2152
42017870DOYLESTOWN TWP WD 05,2153
420171830NEW BRITAIN Voting District,2154
420171840NEW HOPE Voting District,2155
420171910NEWTOWN DIST 01,2156
420171920NEWTOWN DIST 02,2157
420171850NEWTOWN TWP DIST 01,2158
420171860NEWTOWN TWP DIST 02,2159
420172815WARWICK TWP VTD 03,2160
420172825WARWICK TWP VTD 04,2161
420172820WEST ROCKHILL TWP VTD ARGUS,2162
420172830WEST ROCKHILL TWP VTD ROCKHILL,2163
420172840WRIGHTSTOWN TWP Voting District,2164
420172850YARDLEY Voting District,2165
42017880DOYLESTOWN TWP WD 06,2166
42017885DOYLESTOWN TWP WD 07,2167
420172202DOYLESTOWN TWP WD 08,2168
42017890DOYLESTOWN WD 01 DIST 01,2169
42017900DOYLESTOWN WD 01 DIST 02,2170
42017910DOYLESTOWN WD 02 DIST 01,2171
42017920DOYLESTOWN WD 02 DIST 02,2172
420171870NEWTOWN TWP DIST 03,2173
420171880NEWTOWN TWP DIST 04,2174
420171890NEWTOWN TWP DIST 05,2175
420171900NEWTOWN TWP DIST 06,2176
420171905NEWTOWN TWP DIST 07,2177
420171915NEWTOWN TWP DIST 08,2178
420171930NOCKAMIXON TWP VTD NOCKAMIXON,2179
420171940NOCKAMIXON TWP VTD REVERE,2180
420171950NORTHAMPTON TWP DIST 01,2181
42017930DOYLESTOWN WD 03 DIST 01,2182
42017940DOYLESTOWN WD 03 DIST 02,2183
42017950DUBLIN Voting District,2184
42017960DURHAM TWP VTD DURHAM,2185
42017980EAST ROCKHILL TWP VTD 01,2186
42017985EAST ROCKHILL TWP VTD 02,2187
42017990FALLS TWP WD 01 DIST 01,2188
420171000FALLS TWP WD 01 DIST 02,2189
420171010FALLS TWP WD 01 DIST 03,2190
420171960NORTHAMPTON TWP DIST 02,2191
420171970NORTHAMPTON TWP DIST 03,2192
420171980NORTHAMPTON TWP DIST 04,2193
420171990NORTHAMPTON TWP DIST 05,2194
420171020FALLS TWP WD 01 DIST 04,2195
420171030FALLS TWP WD 01 DIST 05,2196
420171040FALLS TWP WD 01 DIST 06,2197
420171050FALLS TWP WD 01 DIST 07,2198
420171060FALLS TWP WD 02 DIST 01,2199
420171070FALLS TWP WD 02 DIST 02,2200
420171080FALLS TWP WD 03 DIST 01,2201
420172000NORTHAMPTON TWP DIST 06,2202
420172010NORTHAMPTON TWP DIST 07,2203
420172020NORTHAMPTON TWP DIST 08,2204
420172030NORTHAMPTON TWP DIST 09,2205
420172040NORTHAMPTON TWP DIST 10,2206
420172050NORTHAMPTON TWP DIST 11,2207
420172060NORTHAMPTON TWP DIST 12,2208
420171090FALLS TWP WD 03 DIST 02,2209
420171100FALLS TWP WD 04 DIST 01,2210
420171110FALLS TWP WD 04 DIST 02,2211
420171120FALLS TWP WD 04 DIST 03,2212
420171130FALLS TWP WD 04 DIST 04,2213
420171140FALLS TWP WD 04 DIST 05,2214
420171150FALLS TWP WD 04 DIST 06,2215
420171160FALLS TWP WD 04 DIST 07,2216
420172070NORTHAMPTON TWP DIST 13,2217
420172080NORTHAMPTON TWP DIST 14,2218
420172090NORTHAMPTON TWP DIST 15,2219
420172100NORTHAMPTON TWP DIST 16,2220
420172110NORTHAMPTON TWP DIST 17,2221
420172112NORTHAMPTON TWP DIST 18,2222
420172120PENNDEL Voting District,2223
4201710BEDMINSTER TWP VTD EAST,2224
4201720BEDMINSTER TWP VTD WEST,2225
4201730BENSALEM TWP VTD LOWER EAST DIST 01,2226
420171170HAYCOCK TWP Voting District,2227
420171180HILLTOWN TWP VTD BLOOMING GLEN 1,2228
420171185HILLTOWN TWP VTD BLOOMING GLEN 2,2229
420172203HILLTOWN TWP VTD BLOOMING GLEN 3,2230
420171190HILLTOWN TWP VTD FAIRHILL 1,2231
420171200HILLTOWN TWP VTD FAIRHILL 2,2232
420172130PERKASIE DIST 01,2233
420172140PERKASIE DIST 02,2234
420172150PERKASIE DIST 03,2235
420172165PLUMSTEAD TWP DIST 01,2236
420172175PLUMSTEAD TWP DIST 02,2237
420172185PLUMSTEAD TWP DIST 03,2238
4201740BENSALEM TWP VTD LOWER EAST DIST 02,2239
4201750BENSALEM TWP VTD LOWER EAST DIST 03,2240
4201760BENSALEM TWP VTD LOWER EAST DIST 04,2241
4201770BENSALEM TWP VTD LOWER EAST DIST 05,2242
4201780BENSALEM TWP VTD LOWER EAST DIST 06,2243
4201790BENSALEM TWP VTD LOWER EAST DIST 07,2244
420171210HILLTOWN TWP VTD HILLTOWN,2245
420171220HULMEVILLE Voting District,2246
420171230IVYLAND Voting District,2247
420171250LANGHORNE MANOR Voting District,2248
420171240LANGHORNE Voting District,2249
420171260LOWER MAKEFIELD TWP VTD NORTH ED 01,2250
420171270LOWER MAKEFIELD TWP VTD NORTH ED 02,2251
420172195PLUMSTEAD TWP DIST 04,2252
420172196PLUMSTEAD TWP DIST 05,2253
420172190QUAKERTOWN DIST 01 ED 01,2254
420172200QUAKERTOWN DIST 01 ED 02,2255
420172210QUAKERTOWN DIST 02,2256
420172220QUAKERTOWN DIST 03,2257
420172230QUAKERTOWN DIST 04,2258
420172240RICHLAND TWP VTD LOWER,2259
420172250RICHLAND TWP VTD UPPER,2260
42017100BENSALEM TWP VTD LOWER EAST DIST 08,2261
42017110BENSALEM TWP VTD LOWER MIDDLE DIST 01,2262
42017120BENSALEM TWP VTD LOWER MIDDLE DIST 02,2263
42017130BENSALEM TWP VTD LOWER MIDDLE DIST 03,2264
42017140BENSALEM TWP VTD LOWER MIDDLE DIST 04,2265
42017150BENSALEM TWP VTD LOWER MIDDLE DIST 05,2266
420171280LOWER MAKEFIELD TWP VTD NORTH ED 03,2267
420171290LOWER MAKEFIELD TWP VTD NORTH ED 04,2268
420171300LOWER MAKEFIELD TWP VTD NORTH ED 05,2269
420171305LOWER MAKEFIELD TWP VTD NORTH ED 06,2270
420171310LOWER MAKEFIELD TWP VTD SOUTH ED 01,2271
420171320LOWER MAKEFIELD TWP VTD SOUTH ED 02,2272
420172260RICHLANDTOWN Voting District,2273
420172270RIEGELSVILLE Voting District,2274
420172280SELLERSVILLE DIST 01,2275
420172290SELLERSVILLE DIST 02,2276
420172300SELLERSVILLE DIST 03,2277
420172310SILVERDALE Voting District,2278
42019PR85ADAMS PCT 01,2279
42019PR86ADAMS PCT 02,2280
42019PR87ADAMS PCT 03,2281
4201920ALLEGHENY TWP Voting District,2282
4201930BRADY TWP Voting District,2283
4201950BUFFALO TWO PCT 01,2284
4201951BUFFALO TWP PCT 02,2285
4201952BUFFALO TWP PCT 03,2286
42019150BUTLER TWP VTD 01 ED 01,2287
42019160BUTLER TWP VTD 01 ED 02,2288
42019170BUTLER TWP VTD 02,2289
42019180BUTLER TWP VTD 03,2290
42019190BUTLER TWP VTD 04,2291
42019200BUTLER TWP VTD 05,2292
42019210BUTLER TWP VTD 06 ED NORTH,2293
42019220BUTLER TWP VTD 06 ED SOUTH,2294
4201980BUTLER WD 01,2295
4201990BUTLER WD 02,2296
42019100BUTLER WD 03,2297
42019110BUTLER WD 04 PCT 01,2298
42019120BUTLER WD 04 PCT 02,2299
42019130BUTLER WD 05,2300
42019230CALLERY Voting District,2301
42019240CENTER TWP VTD 01,2302
42019250CENTER TWP VTD 02,2303
42019255CENTER TWP VTD 03,2304
42019260CHERRY TWP Voting District,2305
42019270CHERRY VALLEY Voting District,2306
42019280CHICORA Voting District,2307
42019290CLAY TWP Voting District,2308
42019300CLEARFIELD TWP Voting District,2309
42019310CLINTON TWP Voting District,2310
42019320CONCORD TWP Voting District,2311
42019330CONNOQUENESSING TWP Voting District,2312
42019340CONNOQUENESSING Voting District,2313
42019351CRANBERRY TWP VTD EAST ED 01,2314
42019355CRANBERRY TWP VTD EAST ED 02,2315
42019356CRANBERRY TWP VTD EAST ED 03,2316
42019360CRANBERRY TWP VTD WEST ED 01,2317
42019365CRANBERRY TWP VTD WEST ED 02,2318
42019371CRANBERRY TWP VTD WEST ED 03,2319
42019375CRANBERRY TWP VTD WEST ED 04,2320
42019376CRANBERRY TWP VTD WEST ED 05,2321
42019377CRANBERRY TWP VTD WEST ED 06,2322
42019380DONEGAL TWP Voting District,2323
42019400EAU CLAIRE Voting District,2324
42019410EVANS CITY Voting District,2325
42019420FAIRVIEW TWP Voting District,2326
42019430FAIRVIEW Voting District,2327
42019440FORWARD TWP Voting District,2328
42019450FRANKLIN TWP Voting District,2329
42019460HARMONY Voting District,2330
42019480JACKSON TWP Voting District,2331
42019545JEFFERSON TWP VTD I,2332
42019555JEFFERSON TWP VTD II,2333
42019500KARNS CITY Voting District,2334
42019510LANCASTER TWP Voting District,2335
42019520MARION TWP Voting District,2336
42019530MARS Voting District,2337
42019540MERCER TWP Voting District,2338
42019550MIDDLESEX TWP VTD NORTH,2339
42019560MIDDLESEX TWP VTD SOUTH,2340
42019570MUDDYCREEK TWP Voting District,2341
42019580OAKLAND TWP Voting District,2342
42019590PARKER TWP Voting District,2343
42019600PENN TWP VTD EAST,2344
42019610PENN TWP VTD WEST,2345
42019620PETROLIA Voting District,2346
42019630PORTERSVILLE Voting District,2347
42019640PROSPECT Voting District,2348
42019650SAXONBURG Voting District,2349
42019660SEVEN FIELDS Voting District,2350
42019670SLIPPERY ROCK TWP Voting District,2351
42019680SLIPPERY ROCK Voting District,2352
42019690SUMMIT TWP VTD NORTH,2353
42019700SUMMIT TWP VTD SOUTH,2354
42019710VALENCIA Voting District,2355
42019720VENANGO TWP Voting District,2356
42019730WASHINGTON TWP Voting District,2357
42019740WEST LIBERTY Voting District,2358
42019750WEST SUNBURY Voting District,2359
42019760WINFIELD TWP Voting District,2360
42019770WORTH TWP Voting District,2361
42019845ZELIENOPLE VTD 01,2362
42019855ZELIENOPLE VTD 02,2363
42019865ZELIENOPLE VTD 03,2364
4201940BRUIN Voting District,2365
42019390EAST BUTLER Voting District,2366
42019470HARRISVILLE Voting District,2367
42021695HASTINGS Voting District,2368
42021720JACKSON TWP VTD 01,2369
42021730JACKSON TWP VTD 03,2370
42021710JACKSON TWP VTD VINCO,2371
42021PR173JOHNSTOWN 17 ED 05,2372
42021711JOHNSTOWN CAMBRIA CITY - A,2373
42021745JOHNSTOWN CTR TOWN 1 - A,2374
42021765JOHNSTOWN CTR TOWN 2 - A,2375
42021915JOHNSTOWN OLD CONEMAUGH - A,2376
42021825JOHNSTOWN WD 07 ED 01,2377
42021845JOHNSTOWN WD 07 ED 02,2378
42021860JOHNSTOWN WD 08 ED 01,2379
42021870JOHNSTOWN WD 08 ED 02,2380
42021880JOHNSTOWN WD 08 ED 03,2381
42021890JOHNSTOWN WD 08 ED 04,2382
42021940JOHNSTOWN WD 11 ED 01,2383
42021950JOHNSTOWN WD 11 ED 02,2384
42021990JOHNSTOWN WD 14,2385
420211035JOHNSTOWN WD 17 ED 01,2386
420211045JOHNSTOWN WD 17 ED 02,2387
420211055JOHNSTOWN WD 17 ED 03,2388
420211075JOHNSTOWN WD 17 ED 04,2389
420211105JOHNSTOWN WD 18,2390
420211125JOHNSTOWN WD 19,2391
420211145JOHNSTOWN WD 20 ED 01,2392
420211155JOHNSTOWN WD 20 ED 02,2393
420211165JOHNSTOWN WD 20 ED 03,2394
420211190JOHNSTOWN WD 21,2395
420211015JOHNSTOWN WD CAMBRIA CITY,2396
42021785JOHNSTOWN WD KERNVILLE ED 01,2397
42021805JOHNSTOWN WD KERNVILLE ED 02,2398
42021965JOHNSTOWN WD PROSPECT ED 01,2399
42021975JOHNSTOWN WD PROSPECT ED 02,2400
420211220LORAIN Voting District,2401
420211240LOWER YODER TWP VTD 01,2402
420211255LOWER YODER TWP VTD 02,2403
420211265LOWER YODER TWP VTD 03,2404
420211280MIDDLE TAYLOR TWP Voting District,2405
420211290MUNSTER TWP Voting District,2406
420211300NANTY GLO WD 01 ED 01,2407
420211310NANTY GLO WD 01 ED 02,2408
420211311NANTY GLO WD 02 ED 01,2409
42021PR164NANTY GLO WD 02 ED 02,2410
420211331NORTH CAMBRIA WD 01,2411
420211333NORTH CAMBRIA WD 02,2412
