,low,high
253,47902318609,47902528658
254,47902318609,47902668613
255,47902318609,47902688615
256,47902378610,47903388621
257,47902378610,13100022918
258,47902378610,13100062922
259,47902378610,13100072923
260,47902378610,13100082924
261,47902398611,47902558612
262,47902398611,47902678614
263,47902398611,47903098617
264,47902398611,47903118619
265,47902398611,47903438625
266,47902398611,47903448626
267,47902398611,47903498628
268,47902398611,47903518630
269,47902528656,47902688615
270,47902558612,47903388621
271,47902558612,47903498628
272,23504005468,23501005465
273,23504005468,23503005467
274,23504005468,45103588115
275,23504005468,38300026975
276,23504005468,38300036978
277,23501005465,23503005467
278,23501005465,45104228120
279,23501005465,41300047164
280,23501005465,10500021859
281,23503005467,38300026975
282,23503005467,10500021859
283,25930305740,25920205738
284,25930305740,25930605742
285,25930305740,25930405741
286,25930305740,25921205746
287,25930305740,310102957
288,25930305740,310201958
289,25930305740,17100063607
290,25930305740,17100073608
291,25930305740,9102041762
292,25930305740,9104051774
293,25920205738,25920805739
294,25920205738,25921205746
295,25920205738,25921205747
296,25920205738,9102041762
297,25930605742,25940505743
298,25930605742,25940705744
299,25930605742,25941005745
300,25930605742,25930405741
301,25930605742,17100063607
302,25930605742,17100073608
303,25940505743,25940705744
304,25940505743,25941005745
305,25940505743,17100073608
306,25940505743,26503035770
307,25940505743,26503085771
308,25940705744,25941005745
309,25920805739,25911105737
310,25920805739,25930405741
311,25920805739,25910105736
312,25920805739,25921205746
313,25920805739,293034578
314,25920805739,293055599
315,25920805739,9102041762
316,25941005745,25911105737
317,25941005745,25930405741
318,25941005745,25910105736
319,25941005745,26503085771
320,25911105737,25910105736
321,25911105737,293012556
322,25911105737,293055599
323,25911105737,26503085771
324,25911105737,190102144
325,25930405741,25910105736
326,25930405741,25921205746
327,16300013485,16300023486
328,16300013485,16300043493
329,16300013485,16300043494
330,16300013485,16300053488
331,16300013485,16300103492
332,16300023486,16300033487
333,16300023486,16300043493
334,16300023486,16300083490
335,16300023486,16300103492
336,16300033487,16300083490
337,16300043493,16300053488
338,16300043493,16300063489
339,16300043493,16300083490
340,16300043494,16300053488
341,16300043494,16300093491
342,16300043494,16300103492
343,16300043494,130018113
344,16300043494,28300045876
345,16300043494,28300055877
346,16300053488,16300063489
347,16300053488,130010105
348,16300053488,130018113
349,16300053488,3250046309
350,16300053488,3250046310
351,16300063489,16300083490
352,16300063489,3250046309
353,16300083490,16300103492
354,16300083490,46300028438
355,16300083490,50700018936
356,16300083490,3250036305
357,16300093491,16300103492
358,16300093491,28300055877
359,16300103492,50700018936
360,16300103492,12700032906
361,16300103492,28300015873
362,16300103492,28300055877
363,20901104941,20901134944
364,20901104941,20901204945
365,20901104941,20903014961
366,20901104941,20903164963
367,20901104941,5503011258
368,20901104941,18702053753
369,20901104941,18702063754
370,20901104941,9103041768
371,20901114942,20901124943
372,20901114942,20903184965
373,20901114942,20903304966
374,20901114942,20903344969
375,20901114942,20904134974
376,20901114942,20904144975
377,20901124943,20901134944
378,20901124943,20901204945
379,20901124943,20903164963
380,20901124943,20903174964
381,20901124943,20903184965
382,20901124943,20903304966
383,20901124943,20904144975
384,20901134944,20901204945
385,20901134944,20903014961
386,20901134944,20903164963
387,20901204945,20901274947
388,20901204945,20904144975
389,20901204945,20904154976
390,20901204945,20904164977
391,20901204945,5503011258
392,20901204945,5503021259
393,20901254946,20901274947
394,20901254946,20901294948
395,20901254946,20902284954
396,20901254946,20902294955
397,20901274947,20901294948
398,20901274947,20902294955
399,20901274947,20904164977
400,20901274947,5503021259
401,20901274947,5503031260
402,20901294948,20902214949
403,20901294948,20902234950
404,20901294948,20902284954
405,20901294948,20904164977
406,20901294948,20904184979
407,20902214949,20902234950
408,20902214949,20902254952
409,20902214949,20902284954
410,20902214949,20902324957
411,20902214949,20904194980
412,20902214949,20904204981
413,20902234950,20904164977
414,20902234950,20904184979
415,20902234950,20904194980
416,20902244951,20902264953
417,20902244951,20902284954
418,20902244951,20902324957
419,20902244951,45303108256
420,20902244951,45304068323
421,20902254952,20902324957
422,20902254952,20904194980
423,20902254952,20904204981
424,20902254952,20904214989
425,20902254952,20904494987
426,20902264953,20902304956
427,20902264953,20902324957
428,20902264953,45303028248
429,20902264953,45303108256
430,20902284954,20902294955
431,20902284954,20902324957
432,20902284954,20902344958
433,20902284954,45304038320
434,20902284954,45304068323
435,20902294955,20902344958
436,20902294955,5503031260
437,20902304956,20902324957
438,20902304956,20902364959
439,20902304956,45303028248
440,20902324957,20902364959
441,20902324957,20904494987
442,20902344958,5503031260
443,20902344958,5503061262
444,20902344958,45304038320
445,20902364959,20904494987
446,20903014961,20903164963
447,20903014961,9103051769
448,20903014961,9103041768
449,20903154962,20903164963
450,20903154962,20903354970
451,20903154962,20903364971
452,20903154962,20903394973
453,20903154962,9104041773
454,20903154962,9103051769
455,20903154962,9104021771
456,20903164963,20903174964
457,20903164963,20903364971
458,20903164963,9103051769
459,20903164963,9103041768
460,20903174964,20903184965
461,20903174964,20903304966
462,20903174964,20903364971
463,20903184965,20903304966
464,20903304966,20903324967
465,20903304966,20903344969
466,20903304966,20903364971
467,20903324967,20903334968
468,20903324967,20903344969
469,20903324967,20903364971
470,20903324967,20903394973
471,20903324967,20904134974
472,20903324967,20904144975
473,20903324967,20904214988
474,20903324967,20904474986
475,20903334968,20903354970
476,20903334968,20903374972
477,20903334968,20903394973
478,20903334968,20904204981
479,20903334968,20904214988
480,20903334968,20904214989
481,20903334968,20904494987
482,20903344969,20904134974
483,20903344969,20904144975
484,20903354970,20903374972
485,20903354970,20903394973
486,20903354970,310401962
487,20903354970,9104021771
488,20903354970,9104031772
489,20903364971,20903394973
490,20903374972,20904404982
491,20903374972,20904494987
492,20903374972,310201958
493,20903374972,310401962
494,20904134974,20904144975
495,20904144975,20904154976
496,20904144975,20904474986
497,20904154976,20904164977
498,20904154976,20904474986
499,20904164977,20904174978
500,20904164977,20904184979
501,20904164977,20904194980
502,20904164977,20904474986
503,20904174978,20904194980
504,20904174978,20904204981
505,20904174978,20904474986
506,20904194980,20904204981
507,20904204981,20904214988
508,20904204981,20904214989
509,20904204981,20904474986
510,20904214988,20904474986
511,20904214989,20904494987
512,20904404982,20904414990
513,20904404982,20904494987
514,20904404982,310201958
515,20904414990,20904494987
516,20904414990,310201958
517,20904414990,310304961
518,20904414990,45303088254
519,20904414990,45303168262
520,291118361,291034277
521,291118361,291073316
522,291118361,291081324
523,291118361,291110353
524,291118361,3250026302
525,291118361,3250026303
526,291119362,291004247
527,291119362,291005248
528,291119362,291074317
529,291120363,291003246
530,291120363,291004247
531,291120363,291010253
532,291120363,291074317
533,291120363,291098341
534,291120363,294048779
535,291121364,291122365
536,291121364,291137380
537,291121364,292093475
538,291121364,291034277
539,291121364,291069312
540,291121364,292115497
541,291121364,292158540
542,291121364,292162544
543,291122365,291034277
544,291122365,291069312
545,291122365,291073316
546,291123366,291058301
547,291123366,291059302
548,291123366,291063306
549,291123366,291105348
550,291123366,130005100
551,291123366,130007102
552,291124367,291139382
553,291124367,291056299
554,291124367,291058301
555,291124367,291059302
556,291124367,291089332
557,291124367,291102345
558,291124367,291107350
559,291124367,291115358
560,291124367,291116359
561,291125368,294124855
562,291125368,291053296
563,291125368,291091334
564,291125368,291117360
565,291125368,294020751
566,291126369,291008251
567,291126369,294001732
568,291126369,294014745
569,291126369,294075806
570,291127370,291016259
571,291127370,291021264
572,291127370,291022265
573,291127370,291023266
574,291127370,291046289
575,291127370,291047290
576,291127370,291049292
577,291127370,291097340
578,291128371,291022265
579,291128371,291025268
580,291128371,291040283
581,291128371,291041284
582,291128371,291045288
583,291128371,291046289
584,291129372,291044287
585,291129372,291046289
586,291129372,291059302
587,291129372,291060303
588,291129372,291092335
589,291129372,291105348
590,291130373,291069312
591,291130373,291083326
592,291130373,291093336
593,291130373,291100343
594,291130373,291101344
595,291130373,291108351
596,291130373,291110353
597,291131374,291033276
598,291131374,291035278
599,291132375,291030273
600,291132375,291033276
601,291132375,291035278
602,291133376,291064307
603,291133376,291067310
604,291133376,291094337
605,291133376,291095338
606,291134377,291036279
607,291134377,291094337
608,291134377,291095338
609,291135378,291136379
610,291135378,291012255
611,291135378,291036279
612,291135378,291068311
613,291135378,291095338
614,291135378,291106349
615,291135378,291110353
616,291136379,291012255
617,291136379,291070313
618,291136379,291071314
619,291136379,291082325
620,291136379,291106349
621,291136379,291110353
622,291136379,291112355
623,291137380,292093475
624,291138381,291139382
625,291138381,294217947
626,291138381,294218948
627,291138381,291057300
628,291138381,291102345
629,291138381,291115358
630,291139382,291102345
631,291139382,291115358
632,292001383,292002384
633,292001383,292033415
634,292001383,292070452
635,292001383,291001244
636,292001383,292117499
637,292002384,292003385
638,292002384,292007389
639,292002384,292008390
640,292002384,292033415
641,292002384,292070452
642,292003385,292004386
643,292003385,292007389
644,292003385,292033415
645,292003385,292034416
646,292004386,292005387
647,292004386,292007389
648,292004386,292012394
649,292004386,292013395
650,292004386,292034416
651,292004386,292039421
652,292004386,292045427
653,292004386,292067449
654,292004386,292089471
655,292004386,292104486
656,292004386,294015746
657,292005387,292013395
658,292005387,292045427
659,292005387,292046428
660,292005387,292067449
661,292006388,292039421
662,292006388,292045427
663,292006388,292047429
664,292006388,292048430
665,292006388,292059441
666,292007389,292008390
667,292007389,292011393
668,292007389,292012394
669,292007389,292089471
670,292008390,292011393
671,292008390,292070452
672,292008390,292071453
673,292008390,292079461
674,292008390,292089471
675,292008390,292103485
676,292009391,292113495
677,292009391,292120502
678,292009391,292148530
679,292009391,292149531
680,292009391,292156538
681,292009391,293065609
682,292010392,292105487
683,292010392,292116498
684,292010392,292137519
685,292010392,292138520
686,292010392,292144526
687,292010392,292150532
688,292010392,293131674
689,292010392,293150693
690,292011393,292012394
691,292011393,292015397
692,292011393,292016398
693,292011393,292017399
694,292011393,292030412
695,292011393,292089471
696,292011393,291032275
697,292011393,291088331
698,292011393,292103485
699,292012394,292013395
700,292012394,292014396
701,292012394,292015397
702,292012394,292016398
703,292012394,292074456
704,292012394,292089471
705,292013395,292014396
706,292013395,292025407
707,292013395,292046428
708,292013395,292074456
709,292014396,292022404
710,292014396,292023405
711,292014396,292024406
712,292014396,292025407
713,292014396,292046428
714,292014396,292074456
715,292015397,292016398
716,292015397,292019401
717,292015397,292020402
718,292015397,292021403
719,292015397,292022404
720,292015397,292074456
721,292016398,292017399
722,292016398,292019401
723,292017399,292019401
724,292017399,291032275
725,292017399,291088331
726,292018400,292031413
727,292018400,291006249
728,292018400,291078321
729,292018400,292117499
730,292018400,292118500
731,292019401,292020402
732,292019401,292043425
733,292019401,291032275
734,292020402,292021403
735,292020402,292043425
736,292020402,292044426
737,292020402,292049431
738,292020402,292075457
739,292020402,292128510
740,292021403,292022404
741,292021403,292023405
742,292021403,292128510
743,292022404,292023405
744,292022404,292074456
745,292023405,292024406
746,292023405,292041423
747,292023405,292128510
748,292024406,292025407
749,292024406,292027409
750,292024406,292040422
751,292024406,292041423
752,292025407,292027409
753,292025407,292028410
754,292025407,292046428
755,292025407,292047429
756,292025407,292083465
757,292026408,292027409
758,292026408,292040422
759,292026408,292050432
760,292026408,292061443
761,292026408,292081463
762,292026408,292142524
763,292026408,292151533
764,292026408,292157539
765,292027409,292028410
766,292027409,292040422
767,292027409,292081463
768,292028410,292047429
769,292028410,292060442
770,292028410,292081463
771,292028410,292111493
772,292029411,292030412
773,292029411,292031413
774,292029411,292032414
775,292029411,292070452
776,292029411,292071453
777,292029411,292079461
778,292029411,291029272
779,292030412,292071453
780,292030412,291029272
781,292030412,291088331
782,292030412,292103485
783,292031413,292032414
784,292031413,292070452
785,292031413,291078321
786,292031413,292117499
787,292031413,292118500
788,292032414,292070452
789,292032414,291029272
790,292032414,291078321
791,292033415,292034416
792,292033415,292051433
793,292033415,291001244
794,292034416,292051433
795,292034416,292152534
796,292034416,294015746
797,292035417,292036418
798,292035417,292055437
799,292035417,294155886
800,292035417,294204934
801,292035417,294211941
802,292035417,292130512
803,292035417,294001732
804,292035417,294015746
805,292035417,294017748
806,292035417,294103834
807,292036418,292053435
808,292036418,292054436
809,292036418,292055437
810,292036418,294155886
811,292037419,292084466
812,292037419,292086468
813,292037419,293016560
814,292037419,293054598
815,292037419,293123666
816,292038420,292121503
817,292038420,292136518
818,292038420,292137519
819,292038420,292138520
820,292038420,292144526
821,292038420,293004548
822,292038420,293053597
823,292039421,292045427
824,292039421,292048430
825,292039421,292052434
826,292039421,292067449
827,292039421,294157888
828,292039421,292104486
829,292039421,294015746
830,292040422,292041423
831,292040422,292049431
832,292040422,292050432
833,292041423,292042424
834,292041423,292049431
835,292041423,292050432
836,292041423,292128510
837,292042424,292049431
838,292042424,292128510
839,292043425,292075457
840,292043425,291032275
841,292044426,292049431
842,292044426,292075457
843,292044426,291030273
844,292044426,291033276
845,292044426,291084327
846,292044426,291087330
847,292044426,292128510
848,292045427,292046428
849,292045427,292047429
850,292045427,292067449
851,292045427,292083465
852,292046428,292083465
853,292047429,292059441
854,292047429,292060442
855,292047429,292083465
856,292048430,292052434
857,292048430,292057439
858,292048430,292058440
859,292048430,292059441
860,292048430,292085467
861,292049431,292050432
862,292049431,292090472
863,292049431,291080323
864,292049431,291087330
865,292049431,292128510
866,292049431,292160542
867,292050432,292061443
868,292050432,292090472
869,292050432,292160542
870,292051433,291001244
871,292051433,292152534
872,292051433,294001732
873,292051433,294017748
874,292052434,292053435
875,292052434,292057439
876,292052434,294155886
877,292052434,294157888
878,292053435,292054436
879,292053435,292056438
880,292053435,292057439
881,292053435,294155886
882,292053435,294157888
883,292054436,292055437
884,292054436,292056438
885,292054436,292136518
886,292054436,293018562
887,292054436,293053597
888,292055437,292094476
889,292055437,293018562
890,292055437,294103834
891,292056438,292057439
892,292056438,292058440
893,292056438,292082464
894,292056438,292136518
895,292057439,292058440
896,292058440,292059441
897,292058440,292080462
898,292058440,292082464
899,292058440,292085467
900,292059441,292060442
901,292059441,292062444
902,292059441,292085467
903,292059441,292111493
904,292060442,292111493
905,292061443,292090472
906,292061443,292112494
907,292061443,292126508
908,292061443,292143525
909,292061443,292151533
910,292061443,292157539
911,292062444,292064446
912,292062444,292073455
913,292062444,292085467
914,292062444,292111493
915,292062444,292146528
916,292063445,292154536
917,292063445,292162544
918,292063445,293126669
919,292063445,3250016300
920,292064446,292073455
921,292064446,292100482
922,292064446,292110492
923,292064446,292111493
924,292064446,292134516
925,292064446,292146528
926,292064446,293167709
927,292065447,292093475
928,292065447,292095477
929,292065447,292101483
930,292065447,292123505
931,292065447,292125507
932,292065447,292147529
933,292066448,292076458
934,292066448,292084466
935,292066448,292099481
936,292066448,292108490
937,292066448,292123505
938,292066448,292139521
939,292066448,293101644
940,292066448,293127670
941,292066448,293162704
942,292067449,292104486
943,292068450,292069451
944,292068450,292077459
945,292068450,292088470
946,292068450,291055298
947,292068450,291111354
948,292068450,292106488
949,292068450,292145527
950,292069451,292077459
951,292069451,291055298
952,292069451,291072315
953,292069451,291104347
954,292069451,292106488
955,292069451,292126508
956,292069451,292140522
957,292069451,292160542
958,292070452,292079461
959,292070452,292117499
960,292071453,292079461
961,292071453,292103485
962,292072454,292076458
963,292072454,292097479
964,292072454,292108490
965,292072454,292123505
966,292072454,292127509
967,292072454,292133515
968,292072454,292159541
969,292073455,292080462
970,292073455,292085467
971,292073455,292100482
972,292073455,292107489
973,292075457,291030273
974,292075457,291031274
975,292075457,291032275
976,292076458,292108490
977,292076458,292123505
978,292076458,292139521
979,292076458,292159541
980,292077459,292126508
981,292077459,292141523
982,292077459,292145527
983,292077459,292161543
984,292078460,292088470
985,292078460,292097479
986,292078460,292098480
987,292078460,291111354
988,292078460,292102484
989,292080462,292082464
990,292080462,292085467
991,292080462,292107489
992,292080462,292114496
993,292081463,292111493
994,292081463,292124506
995,292081463,292134516
996,292081463,292142524
997,292082464,292114496
998,292082464,292136518
999,292082464,292137519
1000,292082464,293038582
1001,292084466,292086468
1002,292084466,292099481
1003,292084466,292108490
1004,292084466,292159541
1005,292084466,293016560
1006,292086468,292087469
1007,292086468,292108490
1008,292086468,292126508
1009,292086468,292159541
1010,292086468,292161543
1011,292086468,293054598
1012,292086468,293123666
1013,292087469,292088470
1014,292087469,292102484
1015,292087469,292133515
1016,292087469,292141523
1017,292087469,292145527
1018,292087469,292159541
1019,292087469,292161543
1020,292088470,292097479
1021,292088470,291055298
1022,292088470,291111354
1023,292088470,292102484
1024,292088470,292145527
1025,292090472,292126508
1026,292090472,292140522
1027,292090472,292160542
1028,292091473,292149531
1029,292091473,292153535
1030,292091473,292156538
1031,292091473,293107650
1032,292091473,293116659
1033,292092474,292105487
1034,292092474,293014558
1035,292092474,293031575
1036,292092474,293066610
1037,292093475,292097479
1038,292093475,292098480
1039,292093475,291069312
1040,292093475,292125507
1041,292093475,292147529
1042,292093475,292162544
1043,292094476,293018562
1044,292094476,293053597
1045,292094476,294103834
1046,292095477,292101483
1047,292095477,292125507
1048,292095477,292154536
1049,292095477,292162544
1050,292095477,293106649
1051,292096478,292149531
1052,292096478,293002546
1053,292096478,293003547
1054,292096478,293019563
1055,292096478,293032576
1056,292096478,293035579
1057,292096478,293107650
1058,292096478,293147690
1059,292097479,292098480
1060,292097479,292102484
1061,292097479,292123505
1062,292097479,292127509
1063,292097479,292147529
1064,292098480,291069312
1065,292098480,291109352
1066,292098480,291111354
1067,292098480,292147529
1068,292099481,292108490
1069,292099481,293016560
1070,292099481,293127670
1071,292099481,293162704
1072,292100482,292107489
1073,292100482,292110492
1074,292100482,292114496
1075,292100482,293038582
1076,292100482,293133676
1077,292100482,293166708
1078,292100482,293171713
1079,292101483,292123505
1080,292101483,293101644
1081,292101483,293106649
1082,292101483,293160702
1083,294117848,294210940
1084,294117848,293050594
1085,294117848,293118661
1086,294117848,293159701
1087,294117848,294102833
1088,294118849,294136867
1089,294118849,294137868
1090,294118849,294071802
1091,294118849,294078809
1092,294118849,294101832
1093,294119850,294186917
1094,294119850,292130512
1095,294119850,294007738
1096,294119850,294110841
1097,294120851,294139870
1098,294120851,294210940
1099,294120851,294044775
1100,294120851,294045776
1101,294120851,294047778
1102,294120851,294102833
1103,294121852,294208938
1104,294121852,294209939
1105,294121852,294213943
1106,294121852,294072803
1107,294121852,294073804
1108,294121852,294086817
1109,294122853,294128859
1110,294122853,294007738
1111,294123854,294005736
1112,294123854,294006737
1113,294123854,294007738
1114,294123854,294009740
1115,294124855,291017260
1116,294124855,291019262
1117,294124855,291053296
1118,294124855,294019750
1119,294124855,294020751
1120,294124855,294026757
1121,294125856,293022566
1122,294125856,294007738
1123,294125856,294044775
1124,294125856,294091822
1125,294126857,294151882
1126,294126857,294159890
1127,294126857,294187918
1128,294126857,18704033783
1129,294126857,18704053785
1130,294126857,18704063786
1131,294126857,294058789
1132,294126857,294081812
1133,294126857,294087818
1134,294127858,294180911
1135,294127858,294087818
1136,294128859,294186917
1137,294128859,294204934
1138,294128859,294211941
1139,294128859,294006737
1140,294128859,294007738
1141,294129860,294203933
1142,294129860,294001732
1143,294130861,294132863
1144,294130861,294162893
1145,294130861,294067798
1146,294130861,294089820
1147,294131862,294149880
1148,294131862,294206936
1149,294131862,294050781
1150,294131862,294051782
1151,294132863,294162893
1152,294132863,294187918
1153,294132863,294188919
1154,294132863,294194925
1155,294132863,294067798
1156,294132863,294068799
1157,294132863,294081812
1158,294132863,294087818
1159,294132863,294089820
1160,294133864,294207937
1161,294133864,294208938
1162,294133864,294209939
1163,294133864,294214944
1164,294133864,294073804
1165,294133864,294077808
1166,294134865,294149880
1167,294134865,294206936
1168,294134865,294022753
1169,294134865,294052783
1170,294135866,294007738
1171,294135866,294040771
1172,294135866,294045776
1173,294135866,294106837
1174,294135866,294111842
1175,294136867,294137868
1176,294136867,294151882
1177,294136867,294159890
1178,294136867,294071802
1179,294136867,294101832
1180,294137868,294151882
1181,294137868,294071802
1182,294138869,294140871
1183,294138869,294148879
1184,294138869,294185916
1185,294138869,294054785
1186,294138869,294115846
1187,294139870,294038769
1188,294139870,294044775
1189,294139870,294091822
1190,294140871,294148879
1191,294140871,294199929
1192,294140871,294054785
1193,294140871,294056787
1194,294140871,294093824
1195,294140871,294100831
1196,294141872,294177908
1197,294141872,294028759
1198,294141872,294029760
1199,294141872,294030761
1200,294141872,294031762
1201,294141872,294037768
1202,294142873,294192923
1203,294142873,294195926
1204,294142873,294049780
1205,294142873,294063794
1206,294142873,294076807
1207,294143874,294150881
1208,294143874,294156887
1209,294143874,294160891
1210,294143874,294189920
1211,294143874,294190921
1212,294143874,294193924
1213,294143874,294065796
1214,294143874,294066797
1215,294143874,294088819
1216,294144875,294164895
1217,294144875,294194925
1218,294144875,294057788
1219,294144875,294058789
1220,294144875,294079810
1221,294145876,294146877
1222,294145876,294064795
1223,294146877,294156887
1224,294146877,294182913
1225,294146877,294064795
1226,294146877,294065796
1227,294146877,294106837
1228,294147878,293021565
1229,294147878,293022566
1230,294147878,294038769
1231,294147878,294091822
1232,294148879,294199929
1233,294148879,294022753
1234,294148879,294052783
1235,294148879,294093824
1236,294148879,294094825
1237,294148879,294115846
1238,294149880,294206936
1239,294149880,294021752
1240,294149880,294022753
1241,294149880,294050781
1242,294149880,294052783
1243,294149880,294083814
1244,294149880,294094825
1245,294150881,294156887
1246,294150881,294189920
1247,294150881,294198928
1248,294150881,294088819
1249,294151882,294159890
1250,294151882,18704053785
1251,294151882,18704063786
1252,294151882,49303118863
1253,294151882,294071802
1254,294151882,294087818
1255,294152883,294166897
1256,294152883,294049780
1257,294152883,294053784
1258,294152883,294060791
1259,294152883,294061792
1260,294152883,294076807
1261,294152883,294107838
1262,294153884,294165896
1263,294153884,294200930
1264,294153884,294202932
1265,294153884,294214944
1266,294153884,294215945
1267,294153884,294218948
1268,294153884,291089332
1269,294153884,294020751
