,low,high
1855,291093336,291113356
1856,291094337,291095338
1857,291098341,292117499
1858,291099342,291104347
1859,291099342,291111354
1860,291099342,291113356
1861,291100343,291101344
1862,291100343,291110353
1863,291100343,291112355
1864,291101344,291108351
1865,291101344,291110353
1866,291102345,291107350
1867,291102345,130022117
1868,291104347,291111354
1869,291105348,291114357
1870,291106349,291110353
1871,291107350,130007102
1872,291107350,130022117
1873,291108351,291110353
1874,291109352,291111354
1875,291111354,291113356
1876,5501001234,5501011235
1877,5501001234,5501031237
1878,5501001234,5501051239
1879,5501001234,5501101243
1880,5501001234,5501111244
1881,5501001234,5504071269
1882,5501001234,5504081270
1883,5501001234,5504121273
1884,47903458627,47903448626
1885,47903458627,47903498628
1886,47903458627,47903568631
1887,47903458627,47903598632
1888,4300011161,4300021162
1889,4300011161,4300031163
1890,4300011161,4300041164
1891,4300011161,4300081168
1892,4300011161,37100016883
1893,4300011161,37100026884
1894,4300011161,37700016937
1895,4300011161,24300035506
1896,4300021162,4300031163
1897,4300021162,4300041164
1898,4300021162,4300051165
1899,4300021162,4300061166
1900,4300021162,4300081168
1901,4300031163,4300051165
1902,4300031163,4300081168
1903,4300031163,44300018055
1904,4300031163,37100026884
1905,4300041164,4300061166
1906,4300041164,37700016937
1907,4300041164,37700026938
1908,4300041164,37700036939
1909,4300051165,4300061166
1910,4300051165,4300071167
1911,4300061166,4300071167
1912,4300061166,37700036939
1913,4300071167,37700036939
1914,4700011174,4700021175
1915,4700011174,4700081181
1916,4700011174,4700091182
1917,4700011174,13100032919
1918,4700011174,13100042920
1919,4700011174,24700015618
1920,4700011174,24900145636
1921,4700021175,4700031176
1922,4700021175,4700061179
1923,4700021175,4700081181
1924,4700021175,24900145636
1925,4700031176,4700041177
1926,4700031176,4700061179
1927,4700031176,4700071180
1928,4700031176,24900145636
1929,4700041177,4700071180
1930,4700041177,24900145636
1931,4700041177,26100025749
1932,4700041177,27300335806
1933,4700041177,27300355808
1934,4700051178,4700071180
1935,4700051178,4700091182
1936,4700051178,42700047285
1937,4700051178,21500195045
1938,4700051178,21500245050
1939,4700051178,24700015618
1940,4700051178,24700035620
1941,4700061179,4700071180
1942,4700061179,4700081181
1943,4700061179,4700091182
1944,4700071180,4700091182
1945,4700071180,21500195045
1946,4700071180,26100025749
1947,4700071180,26100035750
1948,4700071180,26100045751
1949,4700081181,4700091182
1950,4700091182,24700015618
1951,5300041217,5300191232
1952,5300041217,45303088254
1953,5300191232,29901096007
1954,44300018055,44300028057
1955,44300018055,44300028058
1956,44300018055,44300038056
1957,44300018055,44300048060
1958,44300018055,37100026884
1959,44300028057,44300038056
1960,44300028057,44300048059
1961,44300028058,44300038056
1962,44300028058,44300048060
1963,44300038056,44300048059
1964,44300038056,44300048060
1965,44300038056,37100026884
1966,44300038056,37100036885
1967,44300048059,37100036885
1968,44300048059,10500041861
1969,45102138101,45104228120
1970,45102138101,41300027162
1971,45102138101,9502051798
1972,45102138101,32700036314
1973,45103588115,38300036978
1974,45103588115,43100017304
1975,45104228120,41300027162
1976,45104228120,41300037163
1977,45104228120,41300047164
1978,45301018126,45301148139
1979,45301018126,45301168141
1980,45301018126,45301178142
1981,45301018126,45301208145
1982,45301018126,45301298154
1983,45301018126,45304018318
1984,45301018126,45304078324
1985,45301048129,45301408165
1986,45301048129,45301538175
1987,45301048129,45301648181
1988,45301048129,45302118191
1989,45301058130,45301068131
1990,45301058130,45301198144
1991,45301058130,45301208145
1992,45301058130,45301258150
1993,45301058130,45301548176
1994,45301068131,45301148139
1995,45301068131,45301198144
1996,45301068131,45301208145
1997,45301068131,214019171
1998,45301148139,45301158140
1999,45301148139,45301198144
2000,45301148139,45301208145
2001,45301148139,45301388163
2002,45301148139,45304018318
2003,45301148139,211003155
2004,45301148139,214019171
2005,45301158140,45304018318
2006,45301168141,45301298154
2007,45301168141,45304078324
2008,45301178142,45301208145
2009,45301178142,45301218146
2010,45301178142,45301228147
2011,45301178142,45301258150
2012,45301178142,45301288153
2013,45301178142,45301298154
2014,45301178142,45301548176
2015,45301188143,45301218146
2016,45301188143,45301398164
2017,45301188143,45301518173
2018,45301188143,45301568177
2019,45301198144,45301208145
2020,45301208145,45301258150
2021,45301218146,45301228147
2022,45301218146,45301288153
2023,45301218146,45301318156
2024,45301218146,45301348159
2025,45301218146,45301398164
2026,45301218146,45301418166
2027,45301218146,45301518173
2028,45301218146,45301538175
2029,45301218146,45301568177
2030,45301228147,45301268151
2031,45301228147,45301298154
2032,45301228147,45301518173
2033,45301248149,45301268151
2034,45301248149,45303258270
2035,45301248149,45303298274
2036,45301248149,45304268343
2037,45301248149,45304328349
2038,45301248149,45304348351
2039,45301248149,45304388355
2040,45301248149,45304398356
2041,45301258150,45301548176
2042,45301268151,45301298154
2043,45301268151,45304268343
2044,45301268151,45304278344
2045,45301268151,45304448361
2046,45301288153,45301538175
2047,45301288153,45301548176
2048,45301298154,45304078324
2049,45301298154,45304278344
2050,45301298154,45304368353
2051,45301318156,45301348159
2052,45301318156,45301538175
2053,45301348159,45301418166
2054,45301348159,45301538175
2055,45301388163,45304018318
2056,45301388163,211003155
2057,45301388163,214019171
2058,45301398164,45301408165
2059,45301398164,45301418166
2060,45301398164,45301568177
2061,45301398164,45301648181
2062,45301398164,45302238203
2063,45301398164,45302488227
2064,45301408165,45301418166
2065,45301408165,45301538175
2066,45301408165,45301648181
2067,45301418166,45301538175
2068,45301538175,45301548176
2069,45301568177,45302238203
2070,45301568177,45302488227
2071,45301648181,45302098189
2072,45301648181,45302118191
2073,45301648181,45302178197
2074,45301648181,45302238203
2075,45301648181,45302248204
2076,45302088188,45302778246
2077,45302088188,45303118257
2078,45302088188,45303138259
2079,45302088188,45303258270
2080,45302098189,45302118191
2081,45302098189,45302228202
2082,45302098189,45302248204
2083,292102484,292127509
2084,292102484,292133515
2085,6100531358,6100141319
2086,6100531358,6100601365
2087,6100531358,6100691374
2088,6100531358,6100771382
2089,45302148194,45302508229
2090,45302148194,45302518230
2091,45302148194,45303118257
2092,45302148194,45303138259
2093,45302178197,45302228202
2094,45302178197,45302238203
2095,45302178197,45302248204
2096,45302178197,45302488227
2097,45302228202,45302248204
2098,45302238203,45302488227
2099,45302508229,45302518230
2100,45302508229,45303078253
2101,45302508229,45303118257
2102,45302508229,45303138259
2103,45302508229,45303298274
2104,45302508229,45303408285
2105,45302508229,45303568298
2106,45302518230,45303078253
2107,45302518230,45303568298
2108,45302778246,45303118257
2109,45302778246,45303138259
2110,45303018247,45303178263
2111,45303018247,45303428287
2112,45303018247,45303518295
2113,45303018247,45303528296
2114,45303018247,45303548297
2115,45303018247,45303568298
2116,45303018247,45303588300
2117,45303018247,45304128329
2118,45303018247,45304548368
2119,45303028248,45303098255
2120,45303028248,45303108256
2121,45303028248,45303158261
2122,45303028248,45303608302
2123,45303038249,45303498293
2124,45303038249,45303618303
2125,45303038249,45303658307
2126,45303038249,45303668308
2127,45303078253,45303478292
2128,45303078253,45303568298
2129,45303078253,45303648306
2130,45303088254,45303168262
2131,45303098255,45303158261
2132,45303098255,45303508294
2133,45303098255,45303608302
2134,45303098255,45304088325
2135,45303098255,45304358352
2136,45303108256,45303158261
2137,45303108256,45304068323
2138,45303108256,45304088325
2139,45303108256,45304118328
2140,45303108256,45304148331
2141,45303108256,45304168333
2142,45303118257,45303138259
2143,45303118257,45303258270
2144,45303118257,45303298274
2145,45303148260,45303178263
2146,45303148260,45303308275
2147,45303148260,45303398284
2148,45303148260,45303498293
2149,45303148260,45303548297
2150,45303148260,45303578299
2151,45303148260,45303658307
2152,45303158261,45304088325
2153,45303168262,45303248269
2154,45303168262,45303618303
2155,45303168262,45303658307
2156,45303178263,45303308275
2157,45303178263,45303478292
2158,45303178263,45303548297
2159,45303178263,45303568298
2160,45303178263,45303578299
2161,45303178263,45303648306
2162,45303188264,45303248269
2163,45303188264,45303308275
2164,45303188264,45303388283
2165,45303188264,45303688310
2166,45303248269,45303308275
2167,45303248269,45303658307
2168,45303248269,45303688310
2169,45303258270,45303298274
2170,45303298274,45303408285
2171,45303298274,45303418286
2172,45303298274,45304218338
2173,45303298274,45304288345
2174,45303298274,45304388355
2175,45303308275,45303388283
2176,45303308275,45303578299
2177,45303308275,45303648306
2178,45303308275,45303658307
2179,45303308275,45303688310
2180,45303328277,45303408285
2181,45303328277,45303428287
2182,45303328277,45304618371
2183,45303388283,45303648306
2184,45303398284,45303498293
2185,45303398284,45303518295
2186,45303398284,45303548297
2187,45303398284,45303638305
2188,45303408285,45303418286
2189,45303408285,45303428287
2190,45303408285,45303568298
2191,45303408285,45304248341
2192,45303408285,45304378354
2193,45303408285,45304618371
2194,45303418286,45304218338
2195,45303418286,45304288345
2196,45303418286,45304378354
2197,45303428287,45303568298
2198,45303428287,45304128329
2199,45303428287,45304548368
2200,45303428287,45304618371
2201,45303448289,45303528296
2202,45303448289,45304548368
2203,45303448289,45304588369
2204,45303448289,45304608370
2205,45303478292,45303568298
2206,45303478292,45303648306
2207,45303498293,45303628304
2208,45303498293,45303638305
2209,45303498293,45303658307
2210,45303498293,45303668308
2211,45303508294,45303528296
2212,45303508294,45303588300
2213,45303508294,45303608302
2214,45303508294,45304358352
2215,45303508294,45304588369
2216,45303518295,45303548297
2217,45303518295,45303588300
2218,45303518295,45303638305
2219,45303528296,45303588300
2220,45303528296,45304548368
2221,45303528296,45304588369
2222,45303548297,45303568298
2223,45303588300,45303608302
2224,45303588300,45303628304
2225,45303588300,45303638305
2226,45303608302,45303628304
2227,45303608302,45303638305
2228,45303608302,45303668308
2229,45303618303,45303658307
2230,45303628304,45303638305
2231,45303628304,45303668308
2232,45303658307,45303688310
2233,35500296637,35500266634
2234,35500296637,35500676675
2235,35500296637,35500036611
2236,35500296637,35500886696
2237,35500296637,35501276734
2238,35500166624,35501146721
2239,35500166624,35500226630
2240,35500166624,35500156623
2241,35500166624,35501276734
2242,35501146721,35500986705
2243,35501146721,35501066713
2244,35501146721,35500156623
2245,35501146721,35500936700
2246,35501146721,35500206628
2247,35501146721,35501186725
2248,35501146721,35501166723
2249,35501146721,35500036611
2250,35501146721,35501136720
2251,35501146721,35501276734
2252,35501216728,35500046612
2253,35501216728,35500956702
2254,35501216728,35501066713
2255,35501216728,35501126719
2256,35501216728,35501186725
2257,35501216728,35500706678
2258,35501216728,35500486656
2259,35500046612,35500956702
2260,35500046612,35501066713
2261,35500046612,35500936700
2262,35500046612,35500206628
2263,35500046612,35501186725
2264,35500046612,35500486656
2265,35500046612,35500716679
2266,35500956702,35500946701
2267,35500956702,35500936700
2268,35500956702,35500486656
2269,35500956702,35500726680
2270,35500956702,35500716679
2271,35500636671,35500056613
2272,35500636671,35500426650
2273,35500636671,35500866694
2274,35500636671,35500506658
2275,35500636671,35500666674
2276,35500636671,35500646672
2277,35500636671,35500196627
2278,35500986705,35500936700
2279,35500986705,35500976704
2280,35500986705,35500716679
2281,35500986705,35500746682
2282,35500986705,35501136720
2283,35501066713,35501126719
2284,35501066713,35501186725
2285,35501066713,35501166723
2286,35501126719,35501196726
2287,35501126719,35500706678
2288,35501126719,35501156722
2289,35501126719,35501166723
2290,35501196726,35500706678
2291,35501196726,35500326640
2292,35501196726,35501156722
2293,35501196726,35501166723
2294,35500056613,35500946701
2295,35500056613,35500666674
2296,35500056613,35500026610
2297,35500056613,35500876695
2298,35500056613,35500646672
2299,35500946701,35500486656
2300,35500946701,35500846692
2301,35500946701,35500666674
2302,35500946701,35500026610
2303,35500946701,35500876695
2304,35500946701,35500726680
2305,35501226729,35501176724
2306,35501226729,35500086616
2307,35501226729,35501276734
2308,35501226729,35500066614
2309,35501226729,35501266733
2310,35501176724,35501276734
2311,35501176724,35500066614
2312,35501176724,35500186626
2313,35500076615,35500796687
2314,35500076615,35500526660
2315,35500076615,35500996706
2316,35500076615,35500826690
2317,35500076615,35500386646
2318,35500076615,35501036710
2319,35500796687,35500526660
2320,35500796687,35500246632
2321,35500796687,35500446652
2322,35500796687,35500476655
2323,35500796687,35500766684
2324,35500796687,35500466654
2325,35500796687,35500306638
2326,35500796687,35500386646
2327,35500526660,35500996706
2328,35500526660,35500826690
2329,35500526660,35500246632
2330,35500526660,35500446652
2331,35500996706,35500826690
2332,35500826690,35500246632
2333,35500826690,35500516659
2334,35500826690,35501036710
2335,35500916699,35500086616
2336,35500916699,35501206727
2337,35500916699,35500176625
2338,35500916699,35500656673
2339,35500916699,35500196627
2340,35500916699,35500926735
2341,35500916699,35500186626
2342,35500086616,35500176625
2343,35500086616,35501246731
2344,35500086616,35500066614
2345,35500086616,35501266733
2346,35500086616,35500186626
2347,35500086616,35501256732
2348,35501116718,35500496657
2349,35501116718,35501036710
2350,35501116718,35500096617
2351,35501116718,35501106717
2352,35501116718,40901077135
2353,35500106618,35500236631
2354,35500106618,35500126620
2355,35500106618,35500256633
2356,35500106618,40901037131
2357,35500106618,24900035625
2358,35500106618,24900085630
2359,35500236631,35500126620
2360,35500236631,35501056712
2361,35500236631,35500556663
2362,35500236631,35500546662
2363,35500236631,35501076714
2364,35500236631,40901017129
2365,35500236631,40901037131
2366,35500126620,35500256633
2367,35500126620,35500116619
2368,35500126620,35500366644
2369,35500126620,35501056712
2370,35500126620,35501086715
2371,35500126620,35500276635
2372,35500256633,35500116619
2373,35500256633,24900085630
2374,35500116619,35500366644
2375,35500116619,24900085630
2376,35500116619,24900095631
2377,35500116619,24900195641
2378,35500366644,35500276635
2379,35500366644,35500146622
2380,35500366644,35501026709
2381,35500366644,24900095631
2382,35500366644,27300235802
2383,35500366644,27300245803
2384,35501056712,35501086715
2385,35501056712,35500556663
2386,35501056712,35500136621
2387,35501056712,35500356643
2388,35501056712,35501046711
2389,35501086715,35500276635
2390,35501086715,35500376645
2391,35501086715,35501046711
2392,35500276635,35500146622
2393,35500276635,35500226630
2394,35500276635,35500376645
2395,35500556663,35500136621
2396,35500556663,35500356643
2397,35500556663,35500546662
2398,35500556663,35501076714
2399,35500146622,35500226630
2400,35500146622,35501026709
2401,35500146622,35501276734
2402,35500146622,27300425810
2403,35500146622,27300235802
2404,35500226630,35500156623
2405,35500226630,35500376645
2406,35500226630,35501276734
2407,35500156623,35500346642
2408,35500156623,35500246632
2409,35500156623,35500376645
2410,35500156623,35500786686
2411,35500156623,35500806688
2412,35500156623,35501136720
2413,35500156623,35500286636
2414,35500346642,35500246632
2415,35500346642,35501006707
2416,35500346642,35500286636
2417,35500246632,35500446652
2418,35500246632,35500606668
2419,35500246632,35500616669
2420,35500246632,35500756683
2421,35500246632,35500786686
2422,35500246632,35501006707
2423,35500246632,35500516659
2424,35500246632,35500746682
2425,35500246632,35500806688
2426,35500246632,35501136720
2427,35500266634,35500676675
2428,35500266634,35500886696
2429,35500266634,35501276734
2430,35500266634,35501266733
2431,35500266634,35501256732
2432,35501206727,35500176625
2433,35501206727,35500906698
2434,35501206727,35500656673
2435,35501206727,35500896697
2436,35501206727,35500926735
2437,35501206727,35500926736
2438,35500176625,35500706678
2439,35500176625,35500326640
2440,35500176625,35501246731
2441,35500176625,35500896697
2442,35500906698,35500896697
2443,35500906698,35500926735
2444,35500906698,35500926736
2445,35500406648,35500816689
2446,35500406648,35500196627
2447,35500406648,35500186626
2448,35500406648,27300425810
2449,35500816689,35500196627
2450,35500816689,35500186626
2451,35500426650,35500586666
2452,35500426650,35500866694
2453,35500426650,35500596667
2454,35500426650,35500196627
2455,35500586666,35500626670
2456,35500586666,35500576665
2457,35500586666,35500596667
2458,35500586666,35500396647
2459,35500586666,35500196627
2460,35500216629,35500016609
2461,35500216629,35501036710
2462,35500216629,35500196627
2463,35500936700,35500206628
2464,35500936700,35501186725
2465,35500936700,35500716679
2466,35500936700,35501136720
2467,35500206628,35501186725
2468,35500376645,35500356643
2469,35500376645,35500546662
2470,35500376645,35501046711
2471,35500376645,35501076714
2472,35500376645,35500286636
2473,35500446652,35500606668
2474,35500446652,35500766684
2475,35500446652,35500776685
2476,35500606668,35500616669
2477,35500606668,35500776685
2478,35500616669,35500756683
2479,35500616669,35500766684
2480,35500616669,35500776685
2481,35500756683,35500416649
2482,35500756683,35500836691
2483,35500756683,35500436651
2484,35500756683,35500566664
2485,35500756683,35500766684
2486,35500756683,35500976704
2487,35500756683,35500746682
2488,35500756683,35501136720
2489,35500786686,35500806688
2490,35500676675,35500326640
2491,35500676675,35501246731
2492,35500676675,35501156722
2493,35500676675,35500886696
2494,35500676675,35501256732
2495,35500476655,35500466654
2496,35500476655,35500336641
2497,35500476655,35500306638
2498,35500476655,35500386646
2499,35500316639,35500856693
2500,35500316639,35500416649
2501,35500316639,35500456653
2502,35500316639,35500466654
2503,35500316639,35500336641
2504,35500316639,35500016609
2505,35500316639,35500396647
2506,35500706678,35500326640
2507,35500706678,35501246731
2508,35500706678,35500486656
2509,35500706678,35500846692
2510,35500706678,35500896697
2511,35500326640,35501246731
2512,35500326640,35501156722
2513,35501246731,35501256732
2514,35501006707,35500516659
2515,35501006707,35501036710
2516,35501006707,35500286636
2517,35501006707,35501016708
2518,35500356643,35500546662
2519,35500356643,35501046711
2520,35500546662,35501076714
2521,35500856693,35500416649
2522,35500856693,35500626670
2523,35500856693,35500456653
2524,35500856693,35500396647
2525,5501011235,5501031237
2526,5501011235,5501111244
2527,5501021236,5501041238
2528,5501021236,5501091242
2529,5501021236,5501101243
2530,5501021236,5501111244
2531,5501021236,5502031254
2532,5501021236,5502041255
2533,5501021236,5502061257
2534,5501021236,5503051261
2535,5501021236,5504011265
2536,5501021236,5504051268
2537,5501021236,5504091271
2538,5501021236,5504101272
2539,5501031237,5501041238
2540,5501031237,5501111244
2541,5501031237,5501121245
2542,5501031237,5501131246
2543,5501031237,5501141247
2544,5501031237,5501151248
2545,5501031237,5501161249
2546,5501031237,5501171250
2547,5501031237,5504001264
2548,5501031237,5504021266
2549,5501031237,5504081270
2550,5501031237,5504121273
2551,5501041238,5501111244
2552,5501041238,5501121245
2553,5501041238,5501131246
2554,5501041238,5501141247
2555,5501041238,5501151248
2556,5501041238,5501161249
2557,5501041238,5501171250
2558,5501041238,5501181251
2559,5501041238,5503021259
2560,5501041238,5503051261
2561,5501051239,5501071240
2562,5501051239,5501101243
2563,5501051239,5501111244
2564,5501051239,5504011265
2565,5501051239,5504021266
2566,5501051239,5504071269
2567,5501051239,5504081270
2568,5501071240,5504021266
2569,5501071240,5504071269
2570,5501081241,5501181251
2571,5501081241,5504021266
2572,5501081241,5504051268
2573,5501091242,5501101243
2574,5501091242,5504011265
2575,5501091242,5504101272
2576,5501101243,5501111244
2577,5501101243,5504011265
2578,5501111244,5501121245
2579,5501131246,5501141247
2580,5501141247,5501171250
2581,5501151248,5501181251
2582,5501151248,5504021266
2583,5501161249,5501171250
2584,5501181251,5503021259
2585,5501181251,5503031260
2586,5501181251,5504021266
2587,5501181251,5504041267
2588,5501181251,5504051268
2589,5502011252,5502021253
2590,5502011252,5502031254
2591,5502011252,5502061257
2592,5502011252,18701073728
2593,5502011252,18701093730
2594,5502021253,5502031254
2595,5502021253,18701093730
2596,5502021253,17700073632
2597,5502021253,17700083633
2598,5502031254,5502041255
2599,5502031254,5502051256
2600,5502031254,5502061257
2601,5502031254,17700083633
2602,5502041255,5502051256
2603,5502041255,5504051268
2604,5502041255,212007159
2605,5502041255,213013165
2606,5502051256,14900153282
2607,5502051256,17700083633
2608,5502051256,17700093634
2609,5502051256,212007159
2610,5502061257,5503051261
2611,5502061257,18701073728
2612,5502061257,18701083729
2613,5503011258,5503021259
2614,5503011258,5503051261
2615,5503011258,18701083729
2616,5503011258,18702063754
2617,5503021259,5503031260
2618,5503021259,5503051261
2619,5503031260,5503061262
2620,5503031260,5503071263
2621,5503031260,5504041267
2622,5503051261,18701083729
2623,5503061262,5504041267
2624,5503061262,45304038320
2625,5503061262,213014166
2626,5503061262,213015167
2627,5503071263,5504041267
2628,5504001264,5504021266
2629,5504011265,5504021266
2630,5504011265,5504091271
2631,5504011265,5504101272
2632,5504021266,5504051268
2633,5504021266,5504071269
2634,5504021266,5504081270
2635,5504021266,5504091271
2636,5504021266,5504121273
2637,5504041267,5504051268
2638,5504041267,213014166
2639,5504041267,213015167
2640,5504051268,5504091271
2641,5504051268,213013165
2642,5504051268,213014166
2643,5504071269,5504081270
2644,5504081270,5504121273
2645,5700011274,5700021275
2646,5700011274,5700071280
2647,5700011274,5700081281
2648,5700011274,5700091282
2649,5700011274,5700101283
2650,5700021275,5700031276
2651,5700021275,5700041277
2652,5700021275,5700071280
2653,5700021275,5700081281
2654,5700021275,5700101283
2655,5700021275,5700111284
2656,5700021275,5700121285
2657,5700021275,5700131286
2658,5700021275,5700201293
2659,5700031276,5700121285
2660,5700031276,5700131286
2661,5700041277,5700051278
2662,5700041277,5700071280
2663,5700041277,5700081281
2664,5700041277,5700201293
2665,5700041277,5700211294
2666,5700051278,5700061279
2667,5700051278,5700081281
2668,5700051278,5700211294
2669,5700051278,5700241297
2670,5700051278,5700251298
2671,5700061279,5700081281
2672,5700061279,5700141287
2673,5700061279,5700151288
2674,5700061279,5700181291
2675,5700061279,5700191292
2676,5700061279,5700251298
2677,5700071280,5700081281
2678,5700071280,5700201293
2679,5700081281,5700091282
2680,5700081281,5700141287
2681,5700081281,5700151288
2682,5700091282,5700101283
2683,5700091282,5700141287
2684,5700091282,5700151288
2685,5700091282,5700161289
2686,5700101283,5700111284
2687,5700101283,5700161289
2688,5700101283,5700171290
2689,5700111284,5700121285
2690,5700111284,5700161289
2691,5700111284,5700171290
2692,5700121285,5700131286
2693,5700121285,5700161289
2694,5700121285,5700171290
2695,5700121285,5700181291
2696,5700121285,5700201293
2697,5700121285,5700211294
2698,5700121285,5700221295
2699,5700121285,5700231296
2700,5700121285,46900128499
2701,5700121285,23900055479
2702,5700131286,5700201293
2703,5700131286,5700211294
2704,5700141287,5700151288
2705,5700151288,5700161289
2706,5700151288,5700181291
2707,5700161289,5700171290
2708,5700161289,5700181291
2709,5700181291,5700191292
2710,5700181291,23900055479
2711,5700181291,23900085482
2712,5700191292,5700251298
2713,5700191292,32100076268
2714,5700191292,3210036281
2715,5700191292,23900045478
2716,5700191292,23900085482
2717,5700191292,23900095483
2718,5700201293,5700211294
2719,5700211294,5700221295
2720,5700211294,5700231296
2721,5700211294,5700241297
2722,5700221295,5700231296
2723,5700231296,5700241297
2724,5700231296,46900158502
2725,5700231296,46900128499
2726,5700231296,46900138500
2727,5700231296,46900168503
2728,5700231296,3910047026
2729,5700241297,5700251298
2730,5700241297,3910047026
2731,5700241297,3910047027
2732,5700241297,7000373
2733,5700241297,700476
2734,5700251298,32100026264
2735,5700251298,32100076268
2736,6100011306,6100141319
2737,6100011306,6100521357
2738,6100011306,6100591364
2739,6100011306,6100831388
2740,6100021307,6100201325
2741,6100021307,6100521357
2742,6100021307,6100591364
2743,6100021307,6100811386
2744,6100021307,6100991397
2745,6100021307,48900048753
2746,6100021307,48900128761
2747,6100031308,6100651370
2748,6100031308,6100661371
2749,6100031308,6100951393
2750,6100041309,6100161321
2751,6100041309,6100171322
2752,6100041309,6100481353
2753,6100041309,6100501355
2754,6100041309,6100651370
2755,6100041309,6101051403
2756,6100051310,6100081313
2757,6100051310,6100151320
2758,6100051310,6100371342
2759,6100051310,6100461351
2760,6100051310,6100631368
2761,6100051310,6100701375
2762,6100051310,6100961394
2763,6100051310,6100971395
2764,6100061311,6100071312
2765,6100061311,6100081313
2766,6100061311,6100091314
2767,6100061311,6100371342
2768,6100061311,6100451350
2769,6100061311,6100771382
2770,6100071312,6100091314
2771,6100071312,6100771382
2772,6100081313,6100091314
2773,6100081313,6100371342
2774,6100081313,6100971395
2775,6100091314,6100111316
2776,6100091314,6100131318
2777,6100091314,6100381343
2778,6100091314,6100621367
2779,6100091314,6100971395
2780,6100101315,6100451350
2781,6100101315,6100691374
2782,6100101315,6100701375
2783,6100101315,6100771382
2784,6100111316,6100121317
2785,6100111316,6100131318
2786,6100111316,6100621367
2787,6100121317,6100131318
2788,6100121317,6100151320
2789,6100121317,6100471352
2790,6100121317,6100491354
2791,6100121317,6100621367
2792,6100131318,6100151320
2793,6100131318,6100381343
2794,6100131318,6100971395
2795,6100141319,6100521357
2796,6100141319,6100591364
2797,6100141319,6100601365
2798,6100141319,6100671372
2799,6100141319,6100681373
2800,6100141319,6100741379
2801,6100141319,6100821387
2802,6100141319,6100831388
2803,6100141319,6100951393
2804,6100141319,6101021400
2805,6100141319,6101081406
2806,6100151320,6100381343
2807,6100151320,6100471352
2808,6100151320,6100611366
2809,6100151320,6100761381
2810,6100151320,6100961394
2811,6100151320,6100971395
2812,6100161321,6100171322
2813,6100161321,6100481353
2814,6100161321,6100751380
2815,6100171322,6100181323
2816,6100171322,6100191324
2817,6100171322,6100501355
2818,6100171322,6100511356
2819,6100171322,6101091407
2820,6100181323,6100191324
2821,6100181323,6100211326
2822,6100181323,6100221327
2823,6100181323,6100501355
2824,6100181323,6100511356
2825,6100191324,6100211326
2826,6100191324,6100221327
2827,6100191324,6100501355
2828,6100201325,6100341339
2829,6100201325,6100571362
2830,6100201325,6100811386
2831,6100201325,6100991397
2832,6100201325,48900048753
2833,6100211326,6100221327
2834,6100211326,6100401345
2835,6100211326,6100441349
2836,6100211326,6100501355
2837,6100211326,6100791384
2838,6100221327,6100401345
2839,6100221327,6100511356
2840,6100221327,6100791384
2841,6100231328,6100241329
2842,6100231328,6100251330
2843,6100231328,6100261331
2844,6100231328,6100291334
2845,6100231328,6100431348
2846,6100231328,6100511356
2847,6100231328,6100791384
2848,6100231328,6100851390
2849,6100241329,6100251330
2850,6100241329,6100261331
2851,6100241329,21502495267
2852,6100241329,21501555179
2853,6100251330,6100511356
2854,6100261331,6100291334
2855,6100261331,6100551360
2856,6100261331,6100581363
2857,6100261331,6100641369
2858,6100261331,21502495267
2859,6100261331,21500855110
2860,6100271332,6100281333
2861,6100271332,6100571362
2862,6100271332,6100581363
2863,6100271332,6100641369
2864,6100271332,48900048753
2865,6100271332,21501695193
2866,6100271332,21501845207
2867,6100281333,6100571362
2868,6100281333,6100641369
2869,6100281333,6100781383
2870,6100281333,6100801385
2871,6100281333,6100871392
2872,6100291334,6100361341
2873,6100291334,6100431348
2874,6100291334,6100581363
2875,6100291334,6100641369
2876,6100291334,6100801385
2877,6100291334,6100851390
2878,6100301335,6100311336
2879,6100301335,6100321337
2880,6100301335,6100331338
2881,6100301335,6100411346
2882,6100301335,6100441349
2883,6100301335,6100791384
2884,6100301335,6101031401
2885,6100301335,6101041402
2886,6100311336,6100331338
2887,6100311336,6100411346
2888,6100321337,6100331338
2889,6100321337,6100341339
2890,6100321337,6100351340
2891,6100321337,6100441349
2892,6100321337,6100561361
2893,6100331338,6100351340
2894,6100331338,6100391344
2895,6100331338,6100411346
2896,6100331338,6100421347
2897,6100341339,6100441349
2898,6100341339,6100561361
2899,6100341339,6100571362
2900,6100341339,6100811386
2901,6100341339,6100871392
2902,6100351340,6100421347
2903,6100351340,6100561361
2904,6100351340,6100781383
2905,6100361341,6100391344
2906,6100361341,6100411346
2907,6100361341,6100431348
2908,6100361341,6100801385
2909,6100361341,6100851390
2910,6100361341,6101031401
2911,6100371342,6100451350
2912,6100371342,6100701375
2913,6100381343,6100971395
2914,6100391344,6100411346
2915,6100391344,6100421347
2916,6100391344,6100781383
2917,6100391344,6100801385
2918,6100401345,6100791384
2919,6100411346,6100431348
2920,6100411346,6101031401
2921,6100411346,6101041402
2922,6100421347,6100781383
2923,6100431348,6100791384
2924,6100431348,6100851390
2925,6100431348,6101031401
2926,6100441349,6100501355
2927,6100441349,6100791384
2928,6100441349,6100811386
2929,6100451350,6100701375
2930,6100451350,6100771382
2931,6100461351,6100601365
2932,6100461351,6100631368
2933,6100461351,6100691374
2934,6100461351,6100701375
2935,6100461351,6100711376
