,B01001e1,B01002e1,B02001e1,B02008e1,B02009e1,B02010e1,B02011e1,B02012e1,B02013e1,B03002e1,B03003e1,B08301e1,B08303e1,B09002e1,B09017e1,B11001e1,B11016e1,B12001e1,B15002e1,B16004e1,B17017e1,B17021e1,VTD
0,2742.77996546,,2742.77996546,2685.26702368,0.416164053076,0.110511684403,0.0,0.0,83.6919691125,2742.77996546,2742.77996546,930.750739948,902.541663008,783.052451378,269.44344724,729.687837532,729.687837532,1928.72466343,1419.91339086,2415.57283757,729.687837532,2742.09239007,6100601365
0,7346.12581818,63.3696,7346.12581818,5556.84072727,0.0,0.0,28.0,0.0,1761.28509091,7346.12581818,7346.12581818,2314.18545455,2228.31345455,2574.44436364,337.364363636,1665.90181818,1665.90181818,4548.81018182,3383.80290909,6247.25163636,1665.90181818,7346.12581818,21500645090
0,2561.0,93.5,2561.0,1534.0,0.0,29.0,117.0,0.0,929.0,2561.0,2561.0,827.0,792.0,719.0,281.0,871.0,871.0,1973.0,1462.0,2349.0,871.0,2561.0,291050293
0,6385.8377521,95.9382506232,6385.8377521,4807.46612282,304.264899162,61.0024926354,174.297076818,0.0,1240.50895083,6385.8377521,6385.8377521,3117.33718559,3046.56242919,2087.48923635,154.455472468,1959.19215953,1959.19215953,4524.70994788,3554.65035123,6046.5703603,1959.19215953,6385.8377521,14101303157
0,2693.42076662,60.9935555834,2693.42076662,2257.52249768,193.030727496,0.0,79.3556531284,11.0,170.529449988,2693.42076662,2693.42076662,1400.55073962,1391.95213631,471.863652842,235.611400107,1012.90461488,1012.90461488,2174.23767156,1896.55072877,2598.15935316,1012.90461488,2691.84265192,293040584
0,3043.61679951,17.5825056203,3043.61679951,2212.70161455,0.0,174.407112201,85.0766400981,0.0,571.431432659,3043.61679951,3043.61679951,1024.46454118,928.753321071,967.037809115,141.085428163,710.389944819,710.389944819,2080.8328224,1507.98344574,2721.03453914,710.389944819,3011.00408747,21502195238
0,408.294094904,23.6892360954,408.294094904,347.631686508,7.59020979021,0.0,2.34837799718,0.0,51.4734709578,408.294094904,408.294094904,221.655878959,214.430197165,89.0189156401,55.4765265764,166.753031454,166.753031454,323.423427067,302.485734858,392.613108189,166.753031454,408.294094904,23501005465
0,2916.89297404,136.974091232,2916.89297404,827.475962454,1696.2303829,0.0,51.5398230088,0.0,348.894593284,2916.89297404,2916.89297404,1145.59774345,1109.6290546,714.169509724,626.2157058,1181.42272656,1181.42272656,2303.95603796,1850.12441335,2694.39147602,1181.42272656,2916.89297404,294037768
0,3560.77245509,83.2880239521,3560.77245509,2837.86227545,237.910179641,6.0,331.0,0.0,325.0,3560.77245509,3560.77245509,1985.28143713,1950.62275449,723.071856287,527.317365269,1573.79041916,1573.79041916,3097.37125749,2439.50898204,3368.77245509,1573.79041916,3560.77245509,293147690
0,2399.33378957,49.0420231994,2399.33378957,1724.06666649,35.7872966317,0.0,0.0,0.0,658.925371009,2399.33378957,2399.33378957,1113.03542763,1090.83841534,360.420035117,333.220845584,818.382442781,818.382442781,1870.11180493,1604.73326668,2210.5325456,818.382442781,2399.33378957,292100482
0,455.229119124,5.48872660885,455.229119124,360.747603834,8.37973528069,0.0,16.5499771794,0.0,72.69420356,455.229119124,455.229119124,199.856686445,189.382017344,163.614331356,7.96074851666,156.491556367,156.491556367,305.860337745,243.640803286,395.942492013,156.491556367,455.229119124,21501635187
0,5041.90965106,82.2710475708,5041.90965106,4854.86637798,39.2450231408,38.8446756238,47.8682666705,0.0,140.175875198,5041.90965106,5041.90965106,1838.16700642,1798.98647086,1420.42020448,533.959503919,1585.55535918,1585.55535918,3614.51436207,2938.88169101,4643.7963286,1585.55535918,5028.47681524,24900085630
0,459.905737705,6.13647540984,459.905737705,389.303278689,1.97950819672,1.53961748634,0.0,0.0,68.6229508197,459.905737705,459.905737705,186.953551913,181.454918033,159.680327869,32.7718579235,142.744535519,142.744535519,296.706284153,252.717213115,377.866120219,142.744535519,459.905737705,21501935216
0,4315.88733657,88.3488555611,4315.88733657,3106.01815491,321.375482159,132.993282515,156.863748227,11.0419091967,645.581825823,4315.88733657,4315.88733657,2488.41411516,2196.9787837,661.220056244,861.702781757,1946.29365136,1946.29365136,3667.43090077,3056.46020414,4055.77887395,1946.29365136,4315.88733657,45304068323
0,755.000278107,12.7122960653,755.000278107,477.854572059,0.0,0.658920658891,0.0,0.0,280.056783396,755.000278107,755.000278107,259.502985639,249.403300918,249.024955587,54.0313216268,204.049055691,204.049055691,524.750753048,403.76927646,677.657562768,204.049055691,755.000278107,21502495267
0,3506.91007238,83.0380737257,3506.91007238,3116.87826145,52.0142045455,81.0614037612,16.4860176071,0.0,369.565029157,3506.91007238,3506.91007238,1391.23462251,1361.81972645,880.184211925,411.319150189,1167.08635166,1167.08635166,2628.4686505,2162.03426862,3202.84172296,1167.08635166,3269.68867882,130013108
0,5168.34356062,140.145547539,5168.34356062,3487.71423991,40.9736850265,98.0,0.0,0.0,1672.99475051,5168.34356062,5168.34356062,2248.35064862,2235.35064862,996.30584569,511.093976751,1572.93393147,1572.93393147,4059.55440154,3355.41587058,4732.82530371,1572.93393147,5095.68622192,291018261
0,5322.33779208,124.035201955,5322.33779208,3659.50773477,514.812802317,47.4553701686,37.1387546745,4.82271202683,1222.15019554,5322.33779208,5322.33779208,2022.44078667,1990.54693192,1265.13484112,642.348229128,2070.12621897,2070.12621897,4077.08130138,3197.12528743,4857.19172424,2070.12621897,5322.33779208,14100533080
0,898.615004473,35.6907860422,898.615004473,339.223699202,460.230264298,0.0,0.0,0.0,99.1610409732,898.615004473,898.615004473,317.944550556,305.693496974,198.476141164,64.5591984593,421.619857621,421.619857621,754.958599864,554.471288709,836.184793096,421.619857621,896.979967977,35500386646
0,3319.32150512,52.6610145273,3319.32150512,2722.60323887,0.0,0.0,222.735651346,0.0,395.776375327,3319.32150512,3319.32150512,1458.3869969,1389.50797809,1080.7725649,392.327458919,1105.09954751,1105.09954751,2394.54465349,1880.73255537,2881.02500595,1105.09954751,3319.32150512,21501165140
0,427.607573268,16.6945631334,427.607573268,241.640030129,0.986031224322,0.0,0.0,0.0,224.047041906,427.607573268,427.607573268,135.733976993,130.317310326,97.6676937825,46.1801561216,126.097096686,126.097096686,332.735141057,258.690975075,401.209942482,126.097096686,427.607573268,294109840
0,14.0,12.6,14.0,10.9268292683,0.0,3.07317073171,0.0,0.0,0.0,14.0,14.0,12.2926829268,9.90243902439,0.682926829268,0.0,7.51219512195,7.51219512195,13.3170731707,13.3170731707,14.0,7.51219512195,14.0,30100036015
0,1715.51831521,62.887636471,1715.51831521,1275.52691781,80.5774124488,15.1002460025,13.2359318534,0.0,333.887155187,1715.51831521,1715.51831521,577.325266182,560.32934211,399.512600665,184.761376202,424.954421433,424.954421433,1305.0640789,1090.87883542,1594.89806694,424.954421433,1614.52398838,35500336641
0,165.829213483,2.65921348315,165.829213483,151.624719101,5.1202247191,3.55112359551,0.0,0.0,7.68033707865,165.829213483,165.829213483,77.7943820225,74.8213483146,37.1629213483,15.5258426966,49.7983146067,49.7983146067,131.887078652,105.37752809,155.836516854,49.7983146067,165.829213483,3550092B6736
0,917.836929902,49.3419694928,917.836929902,489.682368609,26.9515147874,0.0,0.0,0.0,402.24517625,917.836929902,917.836929902,333.305696749,315.373049415,198.578981861,231.262841423,396.926937868,396.926937868,708.294103833,660.266037882,846.980830611,396.926937868,898.908024383,17700103635
0,2966.14332192,101.160410959,2966.14332192,2596.99355023,0.0,0.0,8.0,0.0,386.149771689,2966.14332192,2966.14332192,1017.84628995,977.846289954,795.874600457,170.262100457,733.55,733.55,2075.63584475,1499.81797945,2720.86386986,733.55,2961.14332192,14101733200
0,5104.40653622,94.2321403935,5104.40653622,3986.67179564,6.54228083786,25.4422032583,34.0,0.0,1159.49698476,5104.40653622,5104.40653622,1517.84394694,1489.84394694,1489.58867417,580.08947244,1466.37747126,1466.37747126,3536.45634149,2796.33850954,4600.64076384,1466.37747126,5091.32197455,14101513178
0,3400.0,100.9,3400.0,870.0,2238.0,0.0,12.0,0.0,335.0,3400.0,3400.0,885.0,846.0,858.0,402.0,1125.0,1125.0,2544.0,1957.0,3231.0,1125.0,3400.0,294039770
0,1194.86147004,41.4270239646,1194.86147004,1105.02222363,7.0,1.77125506073,9.86842105263,0.0,72.3382342687,1194.86147004,1194.86147004,612.905320248,596.821358999,359.31544955,37.8531647804,308.797772408,308.797772408,873.929779529,699.322811303,1150.8137946,308.797772408,1194.86147004,35501276734
0,4391.19614364,101.271563697,4391.19614364,3886.05459827,13.0,49.0,29.3525179856,0.0,485.763035015,4391.19614364,4391.19614364,1413.2445022,1413.2445022,802.192520851,782.363221346,1534.13582174,1534.13582174,3559.6377762,2610.8177447,4102.72913424,1534.13582174,4117.19614364,14100853112
0,1956.70259906,52.2715807414,1956.70259906,1264.51171709,0.0,16.1009799744,0.0,0.0,725.617383894,1956.70259906,1956.70259906,684.748189178,676.957392416,411.437153813,269.521090754,633.081806562,633.081806562,1508.33574776,1221.27993183,1853.99659139,633.081806562,1956.70259906,292074456
0,2117.14400494,78.2273176761,2117.14400494,1997.03831891,0.0,6.2543263288,0.0,0.0,116.894004944,2117.14400494,2117.14400494,727.990111248,652.116501854,639.275957973,216.258961681,684.454573548,684.454573548,1610.87113721,1190.95982695,1926.30686032,684.454573548,2117.14400494,6100631368
0,5557.0,66.3,5557.0,4104.0,399.0,67.0,645.0,48.0,590.0,5557.0,5557.0,2742.0,2550.0,1705.0,342.0,1686.0,1686.0,4069.0,3428.0,5242.0,1686.0,5557.0,293173715
0,6056.56847513,114.620583199,6056.56847513,3395.54137602,614.635814598,8.0,264.39833415,0.0,2112.90083865,6056.56847513,6056.56847513,3010.99404981,2936.33573765,1418.45913414,440.161633254,1989.14261421,1989.14261421,4569.1152979,3788.1616383,5485.1804351,1989.14261421,6035.97954813,45302228202
0,1067.95765633,9.10930576071,1067.95765633,872.324470704,111.480551452,55.5233874938,4.77154111275,0.0,96.2983751846,1067.95765633,1067.95765633,276.315608075,271.977843427,421.630723781,44.678975874,258.964549483,258.964549483,633.747415066,468.912358444,919.172328902,258.964549483,1067.95765633,292075457
0,8070.7243983,211.838216224,8070.7243983,6637.7894955,57.8274002157,0.0,0.0,0.0,1382.55302578,8070.7243983,8070.7243983,2675.92212292,2560.47076769,1989.51715042,865.349527386,2269.10590769,2269.10590769,5839.46405858,4413.55030986,7306.28209634,2269.10590769,8052.7243983,14101723199
0,5140.1246751,112.112936424,5140.1246751,4295.96139796,0.0,25.5384615385,0.0,6.33333333333,859.547892518,5140.1246751,5140.1246751,2029.45100105,2026.04074464,1231.26039691,425.992939937,1399.88998946,1399.88998946,3688.2440288,2974.27989111,4742.35321391,1399.88998946,5140.1246751,291040283
0,1194.98648883,59.4021211921,1194.98648883,988.40578746,18.9764195557,3.50905151308,14.6831733199,0.0,180.679039969,1194.98648883,1194.98648883,646.012466812,587.15438114,211.739510289,208.793673022,495.67013254,495.67013254,1040.68104072,887.216919559,1116.91362199,495.67013254,1194.98648883,14101763203
0,3806.88594738,124.844671524,3806.88594738,2836.36824265,70.6974009901,24.7222222222,0.0,0.0,904.914638174,3806.88594738,3806.88594738,2055.71301475,2045.3144999,708.458620426,488.095956997,1433.59110055,1433.59110055,3102.82399281,2641.7394564,3627.33806467,1433.59110055,3806.88594738,292064446
0,4.14985994398,0.0633053221289,4.14985994398,3.62745098039,0.0980392156863,0.0,0.0672268907563,0.0,0.406162464986,4.14985994398,4.14985994398,2.18067226891,2.06862745098,0.885154061625,0.731092436975,1.56162464986,1.56162464986,3.60224089636,2.93277310924,3.97338935574,1.56162464986,4.14985994398,18701243745
0,79.2303206997,1.2936345967,79.2303206997,60.2288629738,0.0,0.0,0.0,0.0,19.0014577259,79.2303206997,79.2303206997,34.6632653061,31.7458697765,14.3566569485,7.63896987366,20.6904761905,20.6904761905,59.6146744412,45.027696793,70.3245869776,20.6904761905,79.2303206997,47903508629
0,304.565055762,24.968401487,304.565055762,291.215613383,0.0,0.0,0.0,0.0,13.3494423792,304.565055762,304.565055762,104.817843866,79.6022304833,20.7657992565,84.0520446097,83.5576208178,83.5576208178,263.527881041,215.568773234,292.698884758,83.5576208178,304.565055762,505001B8934
0,1922.1689219,56.4590063645,1922.1689219,1664.2857621,0.0,0.846526655897,0.0,0.0,257.036633144,1922.1689219,1922.1689219,920.065079318,877.302017697,424.769746177,227.178079029,612.64937548,612.64937548,1544.21456745,1167.24290995,1757.06861758,612.64937548,1910.64843785,47902218606
0,420.550233152,3.17842674582,420.550233152,328.13829259,38.5510875051,0.0,21.2497827289,0.417558528428,66.1829967433,420.550233152,420.550233152,190.789978727,187.87028834,143.335031068,8.26108986636,123.248169155,123.248169155,281.309712736,223.75230577,356.103772337,123.248169155,420.550233152,291136379
0,1803.72952269,45.3664113141,1803.72952269,1260.79139658,47.3936358279,8.88037713612,58.2474955804,0.0,490.672362994,1803.72952269,1803.72952269,818.500883913,764.354743665,389.994696523,234.456688273,775.117265763,775.117265763,1359.55038303,1200.0854449,1629.26281674,775.117265763,1803.72952269,45303448289
0,1257.51860266,23.9370511347,1257.51860266,1055.70836613,148.503884573,13.0253202796,37.8734739179,6.97669256382,47.2577242454,1257.51860266,1257.51860266,550.134398684,530.200991359,486.395619748,18.7722813578,414.062247515,414.062247515,787.14427999,586.989923368,1060.90608413,414.062247515,1257.51860266,291095338
0,1262.0,31.8,1262.0,1154.0,0.0,0.0,0.0,0.0,137.0,1262.0,1262.0,675.0,660.0,391.0,66.0,496.0,496.0,1000.0,815.0,1154.0,496.0,1262.0,35500846692
0,8663.95321826,131.532522066,8663.95321826,3835.2812921,698.851532158,83.4559352746,105.710967742,0.0,4016.21388408,8663.95321826,8663.95321826,4281.19949103,4229.11225565,1795.60466313,319.264853772,3381.53122472,3381.53122472,6703.8711738,5038.78608907,7906.95441782,3381.53122472,8618.86676665,45304488364
0,4371.41533458,162.468037599,4371.41533458,4027.75636505,24.110106383,33.5258861439,0.0,0.0,329.243189766,4371.41533458,4371.41533458,1606.81899738,1558.81899738,1097.47801971,797.49332432,1281.26278114,1281.26278114,3385.47869929,2825.82199951,4057.5100952,1281.26278114,4119.63789097,6100121317
0,1607.14281538,24.8256893157,1607.14281538,1076.4070068,8.64067637388,0.0,0.0,0.0,530.735808583,1607.14281538,1607.14281538,500.617327512,500.617327512,293.225579314,215.413024794,445.73044018,445.73044018,1210.53105401,928.903827018,1477.91203113,445.73044018,1586.80314973,21501385162
0,2224.2949543,93.998097273,2224.2949543,2082.2459891,71.9757260073,32.1657458564,84.8672768879,0.0,161.841940908,2224.2949543,2224.2949543,1205.14016967,1077.4828881,423.657837845,322.600288254,905.531208516,905.531208516,1887.2049256,1578.58007257,2049.3122748,905.531208516,2224.2949543,293047591
0,758.05583212,18.1273341719,758.05583212,695.689567059,0.0,0.0,0.0,0.0,62.3662650602,758.05583212,758.05583212,273.752091884,263.28488018,157.573891169,57.8062425526,215.239454521,215.239454521,602.258288097,475.98311267,699.930007944,215.239454521,755.638249702,47903108618
0,66.9679012346,1.21664197531,66.9679012346,42.0039506173,4.73333333333,0.175308641975,2.45432098765,0.0,20.0202469136,66.9679012346,66.9679012346,29.2064197531,28.1896296296,12.0962962963,13.9896296296,21.9486419753,21.9486419753,53.5041975309,42.8804938272,59.9555555556,21.9486419753,58.3427160494,5504001264
0,6237.3510148,119.680055027,6237.3510148,6029.18878272,12.2483878672,16.0246664077,57.4656308212,0.0,162.762375685,6237.3510148,6237.3510148,3169.79965173,2697.41558337,1349.9813635,816.50439225,2621.06357782,2621.06357782,5185.76723355,4618.90123591,5932.62720838,2621.06357782,6216.38853155,45303088254
0,1167.59205029,19.6760847527,1167.59205029,439.211061552,1.18108831401,0.885816235504,0.0,0.885816235504,740.782416032,1167.59205029,1167.59205029,336.015170563,328.042824444,336.00854442,96.4718848758,303.200979192,303.200979192,810.516171193,605.1069477,1028.78233582,303.200979192,1158.87267044,21501695193
0,2489.19324836,18.2564243886,2489.19324836,1394.68549776,0.0,0.0,0.0,0.0,1094.5077506,2489.19324836,2489.19324836,728.501550121,617.032035825,847.870478815,117.613503272,578.412676542,578.412676542,1548.28522218,1128.73854633,2044.19290389,578.412676542,2489.19324836,21500015027
0,560.358283889,6.75627567321,560.358283889,444.057507987,10.3149246919,0.0,20.3719762665,0.0,89.4819717024,560.358283889,560.358283889,246.010953902,233.117298037,201.39890461,9.79917845733,192.631218622,192.631218622,376.494751255,299.906435418,487.380191693,192.631218622,560.358283889,21501625186
0,2930.20456842,148.084045684,2930.20456842,2097.88988945,163.0,13.0,91.0,45.9195402299,611.29174903,2930.20456842,2930.20456842,1482.68161652,1451.34276301,333.250691852,700.565868658,1376.6480123,1376.6480123,2601.49518998,2162.49788418,2832.34087415,1376.6480123,2930.20456842,292026408
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293171713
0,2845.0,83.3,2845.0,2532.0,118.0,115.0,0.0,0.0,206.0,2845.0,2845.0,1504.0,1463.0,349.0,623.0,1511.0,1511.0,2436.0,2258.0,2734.0,1511.0,2845.0,45304548368
0,7277.92635102,27.2894039812,7277.92635102,5216.91110107,1399.10543403,64.8627956186,512.0,122.0,357.517876289,7277.92635102,7277.92635102,5030.12911007,4168.7624434,1496.2550995,22.0895040145,835.326163541,835.326163541,5961.09252829,2769.33884512,6893.95137589,835.326163541,3179.14410415,294007738
0,4019.96399461,,4019.96399461,3742.79261333,163.625408836,21.786407767,96.2155017903,0.0,52.6504854369,4019.96399461,4019.96399461,2213.87869045,2074.84588819,797.483553168,466.225754981,1426.67933346,1426.67933346,3278.91424677,2855.49799308,3790.79633309,1426.67933346,4019.96399461,293089633
0,4182.46236737,82.1160037203,4182.46236737,3300.05668925,319.146681576,47.5417274314,95.301983946,0.0,547.39541404,4182.46236737,4182.46236737,2108.1153201,2098.60361441,954.652715793,330.856641932,1351.21892179,1351.21892179,3323.35380781,2722.97454207,3814.60111201,1351.21892179,4182.46236737,292127509
0,5556.40927634,109.275357084,5556.40927634,4635.2820933,159.718966067,41.3141441069,153.727635993,0.0,618.81817107,5556.40927634,5556.40927634,3644.6072291,3421.74583529,831.726064227,290.799570593,2387.58158216,2387.58158216,4817.88675727,4151.89991002,5288.50374634,2387.58158216,5556.40927634,45303508294
0,912.951942067,24.2875576037,912.951942067,756.09479921,0.0,0.0,0.0,0.0,161.917050691,912.951942067,912.951942067,344.796576695,344.796576695,233.478604345,122.883475971,366.481895984,366.481895984,667.907834101,509.605003292,784.285714286,366.481895984,912.951942067,291027270
0,2157.51978892,32.3139841689,2157.51978892,2065.75197889,0.0,0.0,38.073878628,0.0,84.9340369393,2157.51978892,2157.51978892,660.92348285,647.255936675,625.778364116,380.73878628,667.757255937,667.757255937,1539.55145119,1245.69920844,1957.3878628,667.757255937,2109.68337731,6100831388
0,473.313866799,3.74888170974,473.313866799,290.222415507,129.736580517,0.0,20.2186878728,0.0,46.3344930417,473.313866799,473.313866799,202.748508946,196.710984095,129.455765408,17.972166998,139.705516899,139.705516899,324.341451292,251.469930417,436.105864811,139.705516899,473.313866799,294166897
0,65.5101488498,2.67388362652,65.5101488498,64.8768606225,0.0,0.0,0.0,0.0,1.26657645467,65.5101488498,65.5101488498,32.9309878214,31.3125845737,15.4100135318,7.45872801083,27.8646820027,27.8646820027,53.2665764547,42.2895805142,57.9106901218,27.8646820027,65.5101488498,293062606
0,1979.7181689,53.3622978177,1979.7181689,1769.78168439,5.23841463415,128.0,0.0,0.0,101.69806987,1979.7181689,1979.7181689,522.236874198,520.808215661,483.756565193,232.405909591,674.052429855,674.052429855,1442.46992481,1221.68331194,1718.93073538,674.052429855,1979.7181689,6100421347
0,11767.9539889,98.7723191095,11767.9539889,9409.58107607,0.0,145.0,0.0,0.0,2304.3729128,11767.9539889,11767.9539889,3941.05788497,3913.11836735,3447.00371058,511.758070501,2545.87309833,2545.87309833,7557.33877551,5239.58998145,9912.58738404,2545.87309833,11696.9539889,47901328595
0,111.038695137,1.34040057061,111.038695137,67.3743431295,32.0565075208,1.1627595227,2.13599349612,0.0,11.860583568,111.038695137,111.038695137,48.8648486355,48.8022300397,33.0296386102,5.28767091276,33.9636432703,33.9636432703,77.1643175349,65.3754536296,98.7242889527,33.9636432703,111.038695137,294114845
0,87.4306771804,0.892580078972,87.4306771804,66.0642275633,2.31135282121,1.23808592131,5.01238343159,0.545644599303,16.1374916208,87.4306771804,87.4306771804,42.2987713684,42.1084246655,27.6422216274,2.30244707788,25.6214758265,25.6214758265,63.3541197176,47.7867572132,80.7202628282,25.6214758265,87.4306771804,14101293156
0,284.861347087,25.7480582524,284.861347087,259.33019822,25.1816343042,0.466019417476,0.0,0.0,1.57281553398,284.861347087,284.861347087,148.164441748,148.164441748,36.5577467638,43.0829288026,154.337985437,154.337985437,247.662823625,237.781047735,261.001719256,154.337985437,270.53125,18702243772
0,1644.40285569,27.9705252422,1644.40285569,1340.7700153,28.0530341662,13.2014278429,42.0795512494,9.07598164202,293.731769505,1644.40285569,1644.40285569,909.248342682,815.188169301,372.940336563,180.6945436,603.965323814,603.965323814,1325.91840898,1180.7027027,1509.91330954,603.965323814,1644.40285569,45304158332
0,6096.0,96.0,6096.0,4773.0,460.0,65.0,393.0,20.0,561.0,6096.0,6096.0,3267.0,3257.0,1178.0,671.0,2455.0,2455.0,4812.0,3625.0,5801.0,2455.0,6096.0,35501196726
0,2230.60829208,50.1672029703,2230.60829208,1678.76670792,97.5266089109,14.0,0.0,0.0,538.413985149,2230.60829208,2230.60829208,1216.23143564,1196.64480198,419.41769802,162.141707921,909.308787129,909.308787129,1799.46596535,1528.77289604,2098.81992574,909.308787129,2230.60829208,292073455
0,1283.90468402,22.0184755102,1283.90468402,1126.16347985,70.6599888703,0.0,3.3888242142,0.0,97.3685179648,1283.90468402,1283.90468402,528.612063576,502.993439715,213.292417188,173.119173782,404.730570322,404.730570322,1035.14225511,832.91188294,1182.80521605,404.730570322,1283.47511476,14101323159
0,4432.51774921,155.087262818,4432.51774921,4100.57588782,194.640664985,6.12272626882,195.318550582,0.0,69.9144724745,4432.51774921,4432.51774921,2145.30907992,2031.80204196,781.873502194,796.686356752,1753.65386151,1753.65386151,3834.20535559,3409.17325065,4312.21344243,1753.65386151,4432.20794879,9102051763
0,2392.58078621,65.3883988342,2392.58078621,1843.8033058,53.9961647503,0.0,69.9606979131,0.0,445.253050173,2392.58078621,2392.58078621,1367.92236029,1270.31338324,370.854539862,173.333287192,1142.16572948,1142.16572948,2106.64824917,1631.47580634,2329.98852655,1142.16572948,2392.58078621,21501355159
0,2881.07967097,93.6070138086,2881.07967097,2637.63041381,22.0657916182,76.3278266227,78.7119721846,0.0,225.278790564,2881.07967097,2881.07967097,1453.38590575,1134.70530094,672.519321128,366.663702066,1071.29822086,1071.29822086,2285.18713342,2022.49904079,2689.11574461,1071.29822086,2862.09404829,20904494987
0,2288.33221034,78.3142609837,2288.33221034,1947.14450032,0.0,0.0,52.1548311991,0.0,289.032878824,2288.33221034,2288.33221034,830.568544561,812.411947767,510.090264968,394.016209023,734.582985119,734.582985119,1659.48908704,1414.61786782,2066.56226593,734.582985119,2281.72103455,14101343161
0,237.970021413,7.72997858672,237.970021413,217.127408994,2.02355460385,0.0,0.0,0.0,20.8426124197,237.970021413,237.970021413,138.815845824,138.815845824,22.2591006424,20.8426124197,117.770877944,117.770877944,211.056745182,170.180942184,224.412205567,117.770877944,237.970021413,294128859
0,5111.06043326,203.522679611,5111.06043326,4810.59500643,57.1382333109,36.1851719652,116.47545717,0.0,182.337620579,5111.06043326,5111.06043326,2156.96409986,1959.99486312,938.731252755,1231.5668584,2138.42154105,2138.42154105,4245.6239262,3759.20065048,4977.86100996,2138.42154105,4946.49333953,29904106012
0,1372.15243202,15.8144389123,1372.15243202,1124.64764458,146.386441976,0.0,18.8127154347,0.0,99.9425507468,1372.15243202,1372.15243202,544.392952892,495.597472233,415.055534278,38.8012255841,398.594408273,398.594408273,962.387973956,735.459594025,1211.06855611,398.594408273,1372.15243202,294097828
0,1232.77197237,36.1798257562,1232.77197237,988.411610507,132.440294754,0.0,0.0,0.0,113.298564904,1232.77197237,1232.77197237,606.677483811,534.043030336,216.592284592,158.090351022,341.334120588,341.334120588,971.634838767,829.440600744,1136.25635082,341.334120588,1232.55989579,18701143735
0,812.258845405,47.7138674,812.258845405,758.706058441,11.4334981655,6.79943561873,0.326923076923,0.0,42.5039041831,812.258845405,812.258845405,333.24253201,325.439417149,196.927294963,104.590362464,336.341652523,336.341652523,607.632053986,515.529330667,751.929814556,336.341652523,812.258845405,391001A7022
0,1489.22392735,29.5182417058,1489.22392735,1071.06468279,0.362229102167,32.4358192833,0.0,0.0,401.860841662,1489.22392735,1489.22392735,486.457619496,421.662796437,345.872350105,187.086960224,442.072833109,442.072833109,1117.79115006,923.517365011,1396.50648218,442.072833109,1458.42242667,291066309
0,2689.91756478,71.0446396776,2689.91756478,2233.56502561,51.9235919653,29.5427333596,0.0,0.0,436.657383599,2689.91756478,2689.91756478,1356.16328842,1331.208638,675.367148299,381.167055979,965.939105941,965.939105941,2138.01164166,1750.26243653,2437.12375337,965.939105941,2689.91756478,49302058857
0,1775.98564054,54.8218184797,1775.98564054,1732.75132487,21.7321749551,32.9700844551,0.0,0.0,20.1998420754,1775.98564054,1775.98564054,713.035370349,620.472299991,316.981738338,386.0462057,757.896544081,757.896544081,1474.44649638,1291.17521751,1695.99767081,757.896544081,1752.36371124,190306148
0,4269.08927742,41.4963548732,4269.08927742,3263.57578815,254.719275827,78.5693646833,8.29602888087,0.0,703.684143469,4269.08927742,4269.08927742,1900.79224077,1888.11958719,1167.36026151,150.188110718,1495.31169062,1495.31169062,3132.12863833,2461.04536052,3863.54904303,1495.31169062,4269.0585915,292097479
0,4841.92608601,147.217487146,4841.92608601,4107.99185753,94.5370548604,0.0,574.715287518,0.0,133.681886105,4841.92608601,4841.92608601,2679.34402213,2299.45202867,989.715245671,239.382924297,2316.72474882,2316.72474882,3942.9625935,3410.88200165,4596.32407901,2316.72474882,4841.92608601,45302518230
0,2940.52727987,98.9035098586,2940.52727987,2139.39068544,170.891958534,7.19634779346,0.0,0.0,641.787538304,2940.52727987,2940.52727987,1339.58872474,1290.32343052,692.410134694,462.932971408,1151.72793384,1151.72793384,2362.14931938,1944.16292582,2734.15841416,1151.72793384,2869.02092336,28500305896
0,7904.20433018,94.0786197564,7904.20433018,6823.46820027,138.025710419,25.7212449256,146.853856563,0.0,950.151556157,7904.20433018,7904.20433018,3491.16779432,3395.56968877,2674.65493911,304.319350474,2248.55615697,2248.55615697,5536.41271989,4275.82679296,7307.14749662,2248.55615697,7904.20433018,14101253152
0,1696.3214787,12.5814891792,1696.3214787,1581.43696186,4.52043628238,8.87978855539,43.0012529263,0.0,82.189817255,1696.3214787,1696.3214787,638.579156367,621.260005985,511.871017896,149.46000456,400.857545976,400.857545976,1155.56309782,880.915150767,1521.87367325,400.857545976,1678.56124338,6100481353
0,1069.01664238,57.7359337942,1069.01664238,611.341788809,277.498389814,0.0,0.0,0.0,206.029215719,1069.01664238,1069.01664238,576.988740064,573.995807202,90.1867411604,353.264636275,575.023166472,575.023166472,989.985378248,888.530575853,1043.16389041,575.023166472,1069.01664238,48102028662
0,3798.37731904,70.8358465907,3798.37731904,2243.12719409,0.0,270.119235027,0.0,0.0,1303.70829986,3798.37731904,3798.37731904,1401.8642841,1401.8642841,878.992565744,470.590973377,1017.48488528,1017.48488528,2701.29978045,1916.69273531,3415.10528839,1017.48488528,3798.37731904,291052295
