,B01001e1,B01002e1,B02001e1,B02008e1,B02009e1,B02010e1,B02011e1,B02012e1,B02013e1,B03002e1,B03003e1,B08301e1,B08303e1,B09002e1,B09017e1,B11001e1,B11016e1,B12001e1,B15002e1,B16004e1,B17017e1,B17021e1,VTD
0,382.071430904,7.41020278213,382.071430904,245.777004963,6.62099986938,22.2507836991,0.0,0.0,107.422642372,382.071430904,382.071430904,98.154976489,97.7070598224,133.321741118,38.057389629,120.36321186,120.36321186,252.393972048,182.420944357,318.058026385,120.36321186,382.071430904,291017260
0,1533.41155028,7.24244940754,1533.41155028,1136.29330593,2.01159688013,0.0,6.71927506324,0.0,404.243488994,1533.41155028,1533.41155028,467.944601806,450.115007988,553.040382994,70.134849443,364.012018484,364.012018484,1014.86132617,710.652328807,1338.37411962,364.012018484,1531.63661186,21501955217
0,1609.93225331,14.8743740795,1609.93225331,1330.61708395,0.0,0.0,0.0,0.0,279.315169367,1609.93225331,1609.93225331,632.665684831,632.665684831,521.612665685,20.8645066274,358.06185567,358.06185567,1070.14727541,773.332842415,1430.90132548,358.06185567,1609.93225331,21502055226
0,276.319440403,4.87576243322,276.319440403,250.641603858,1.11362908905,8.02851792636,13.741907327,0.0,10.8703444278,276.319440403,276.319440403,119.780535523,118.051521607,71.685441338,43.7923850346,105.483018966,105.483018966,207.527785469,170.522442653,254.839474783,105.483018966,275.752511269,5700101283
0,1012.81818059,9.77398178079,1012.81818059,856.105941851,10.6670261526,6.21687398594,9.83396430503,0.0,140.661400448,1012.81818059,1012.81818059,358.174053651,340.085614453,392.503176985,52.1864288672,278.765194379,278.765194379,655.332233207,521.509092833,934.399655188,278.765194379,1012.81818059,21500295055
0,3400.86325439,97.1130634072,3400.86325439,2556.92284186,37.0534759358,16.2146676853,42.0,0.0,829.482047364,3400.86325439,3400.86325439,1309.74560733,1303.74560733,847.963330787,381.404889228,1159.72039725,1159.72039725,2535.89839572,1876.06722689,2974.97402597,1159.72039725,3400.86325439,292082464
0,2605.17964309,34.4816888773,2605.17964309,2297.97029513,4.95903099394,0.0,90.2452523204,0.0,283.890056995,2605.17964309,2605.17964309,1101.58346483,1059.43170138,688.360194828,415.007334652,803.577593289,803.577593289,1956.52176505,1646.36524498,2356.85975507,803.577593289,2547.17811518,21501645188
0,1525.04588855,12.3434919168,1525.04588855,1068.60850689,161.756883913,22.4257263275,5.9769936849,2.25309247987,316.657655814,1525.04588855,1525.04588855,290.609989648,285.956966392,224.636893606,45.6118615153,223.631902129,223.631902129,1308.03287523,989.092157381,1412.42596162,223.631902129,765.002692002,14101823209
0,4584.83325686,78.5563219725,4584.83325686,3772.09176125,29.2466042309,29.8795156233,0.0,0.0,779.539157067,4584.83325686,4584.83325686,1450.72952149,1439.87610672,1590.43124697,280.568656861,1210.93661913,1210.93661913,2984.10154126,2275.11459702,3938.30920857,1210.93661913,4576.07974422,21502395258
0,4.18534961154,0.0795782463929,4.18534961154,3.51609322974,0.496115427303,0.0432852386238,0.126526082131,0.023307436182,0.153163152053,4.18534961154,4.18534961154,1.83129855716,1.76470588235,1.62153163152,0.0599334073252,1.37846836848,1.37846836848,2.61709211987,1.95116537181,3.52941176471,1.37846836848,4.18534961154,291134377
0,834.546120059,8.08857979502,834.546120059,668.740849195,37.364568082,6.15666178624,68.5724743777,0.0,58.3821376281,834.546120059,834.546120059,398.060029283,383.623718887,241.383601757,94.2606149341,312.928257687,312.928257687,608.660322108,567.686676428,788.477306003,312.928257687,822.657393851,14101773204
0,386.851748983,9.59326119799,386.851748983,250.396284729,19.1799455537,6.39468240045,2.03725385844,0.0,130.111254886,386.851748983,386.851748983,142.607999394,141.640346548,95.2209632621,56.569559007,129.527223865,129.527223865,293.423663571,236.748233443,354.125760474,129.527223865,386.851748983,130016111
0,2564.8633208,32.8538539443,2564.8633208,2324.91245437,0.0,0.0,0.0,0.0,248.638723807,2564.8633208,2564.8633208,840.738995239,816.737975956,984.292561537,115.73841529,685.290033228,685.290033228,1566.73593441,1251.48791443,2253.91733493,685.290033228,2547.95798517,6100861391
0,3604.42079395,29.4325897921,3604.42079395,2786.75992439,261.533837429,0.0,213.058979206,0.0,391.925519849,3604.42079395,3604.42079395,1891.1584121,1877.06729679,568.967485822,311.296408318,1847.03402647,1847.03402647,3077.86918715,2233.27372401,3453.92287335,1847.03402647,3425.42079395,292096478
0,4290.22442741,106.667996757,4290.22442741,3151.35299193,240.59340515,8.0,387.244533333,0.0,608.946267799,4290.22442741,4290.22442741,2688.91125808,2547.64991899,686.402003988,372.531503687,2221.89919073,2221.89919073,3719.68050998,3089.07235351,4149.47644285,2221.89919073,4290.22442741,293146689
0,240.504193327,0.786250599448,240.504193327,172.312407027,0.0697865353038,0.0,0.0492610837438,0.0,68.6228207824,240.504193327,240.504193327,70.1321423561,69.2399860972,110.170632436,1.92955596586,51.8354515062,51.8354515062,149.833917505,98.4391691366,216.30923539,51.8354515062,240.442616972,21501335157
0,4747.89222192,32.1843087345,4747.89222192,3725.97074596,0.0,0.0,0.0,0.0,1080.80640013,4747.89222192,4747.89222192,1529.94514021,1467.51840774,1573.33579015,290.059184598,1240.28019398,1240.28019398,3165.34503193,2285.57912044,4171.43013666,1240.28019398,4734.23521029,21501465170
0,601.432202624,10.8532183817,601.432202624,330.263626574,0.0,0.0,2.43648960739,0.0,276.245706688,601.432202624,601.432202624,165.528462747,162.399839266,184.800583704,67.7395096897,177.415005164,177.415005164,393.472727123,325.792142589,538.791644837,177.415005164,596.658278921,21500465072
0,6309.59991592,215.440989079,6309.59991592,5627.93006713,248.278648975,122.950394589,358.156225668,0.0,29.6464311935,6309.59991592,6309.59991592,2222.30439259,2026.72485417,827.334607178,600.788033737,1802.20732433,1802.20732433,5566.39168052,4099.14862186,6036.86531276,1802.20732433,6309.59991592,45302148194
0,1790.26204279,27.6350510706,1790.26204279,1696.74299448,47.9246796276,3.85005216754,0.0,0.0,45.4584463524,1790.26204279,1790.26204279,376.054715835,349.112469846,476.695937704,188.685296454,340.014202587,340.014202587,1300.08079899,949.899991418,1681.22940171,340.014202587,1630.03644804,48900088757
0,2078.8268359,62.7991840435,2078.8268359,1761.94741614,77.3925657298,70.2339075249,177.82774252,0.0,43.3318223028,2078.8268359,2078.8268359,837.90843155,820.062556664,180.687216682,353.051677244,1039.93744334,1039.93744334,1792.08794198,1444.59655485,1970.01359927,1039.93744334,1700.80779692,292156538
0,3283.57038885,139.13531607,3283.57038885,2951.11625159,209.799430099,0.0,22.0271985494,0.0,151.213297267,3283.57038885,3283.57038885,1682.68185875,1635.8665508,620.870068184,637.390759816,1355.13070636,1355.13070636,2669.84442441,2332.38150628,3073.08277972,1355.13070636,3238.57038885,48102018661
0,1469.34910134,40.3714311027,1469.34910134,1203.53856784,84.5322964365,19.6466774716,3.6996990044,0.0,162.524590386,1469.34910134,1469.34910134,549.505783189,545.678508356,277.23987885,210.615397646,394.03131371,394.03131371,1182.65218354,838.168688844,1405.94881644,394.03131371,1271.74774105,38900107015
0,40.2559102246,2.63754049612,40.2559102246,39.0270728139,0.576315219745,0.0785884390561,0.319116691925,0.0,0.495345312838,40.2559102246,40.2559102246,20.8541838788,19.361598661,7.75284577156,7.67185256452,16.3358481297,16.3358481297,33.1122678117,29.0087123084,38.7481313778,16.3358481297,40.2559102246,293158A953
0,1989.11164581,39.2694898941,1989.11164581,1540.67853705,94.77093359,4.18671799808,0.0,31.0,359.47545717,1989.11164581,1989.11164581,1332.97401347,1301.15495669,290.70452358,41.0298363811,937.074109721,937.074109721,1724.40712223,1174.00096246,1903.20211742,937.074109721,1989.11164581,45304428359
0,1902.10096502,78.3160795302,1902.10096502,1803.26105389,23.3107049608,6.80718852048,4.74919452788,0.0,78.4117126902,1902.10096502,1902.10096502,721.67814612,710.547404071,435.22046568,302.192686415,613.108522363,613.108522363,1458.06478861,1282.11290519,1765.98986413,613.108522363,1755.50204411,29700095998
0,1717.95782207,53.7868271429,1717.95782207,1133.19438227,449.64068533,0.420233463035,0.0,0.0,247.305771139,1717.95782207,1717.95782207,647.353060318,617.365845406,432.422157527,182.231752276,485.952921359,485.952921359,1287.96142189,996.510854446,1599.81529492,485.952921359,1586.55065025,48104038669
0,3854.18880759,153.031321621,3854.18880759,3467.45753282,60.0927143381,32.6848314607,45.478477854,0.0,354.238172458,3854.18880759,3854.18880759,1930.30916441,1853.94511947,674.845850044,396.801846505,1346.18566701,1346.18566701,3227.96517524,2555.75998522,3658.92093297,1346.18566701,3854.18880759,35501206727
0,0.76301369863,0.0657534246575,0.76301369863,0.721917808219,0.0,0.0,0.0246575342466,0.0,0.0164383561644,0.76301369863,0.76301369863,0.241095890411,0.241095890411,0.0698630136986,0.131506849315,0.360273972603,0.360273972603,0.646575342466,0.620547945205,0.76301369863,0.360273972603,0.76301369863,292132514
0,1247.95880146,51.474765805,1247.95880146,631.135392014,0.0,0.0,0.0,0.0,645.821561461,1247.95880146,1247.95880146,595.671856793,595.671856793,203.382190002,190.899660237,501.967453549,501.967453549,1033.37597456,890.774395966,1211.62037289,501.967453549,1247.95880146,291005248
0,4.58461538462,0.269230769231,4.58461538462,4.31282051282,0.0,0.0,0.34358974359,0.0,0.0,4.58461538462,4.58461538462,1.82564102564,1.72820512821,0.820512820513,1.17948717949,1.90256410256,1.90256410256,3.81025641026,3.48717948718,4.55384615385,1.90256410256,4.58461538462,293176718
0,692.739568555,43.8720945569,692.739568555,484.398717353,15.8301783596,0.0,5.67837949566,0.0,200.5272086,692.739568555,692.739568555,327.578680275,322.484839845,117.367829847,73.2339562253,274.509928583,274.509928583,573.53461593,498.415694266,653.985934102,274.509928583,691.988018327,45304058322
0,2536.60742276,70.0468756338,2536.60742276,1564.02515155,86.1310429994,30.0855431316,91.1891103549,0.0,788.916096236,2536.60742276,2536.60742276,1458.90635045,1436.48205441,247.668066364,101.963616765,1439.16639477,1439.16639477,2276.30465553,1108.64421541,2367.75451107,1439.16639477,2535.42271975,20904144975
0,5551.40954654,129.651147309,5551.40954654,5063.34702395,74.6812521256,22.3370786517,106.657847046,0.0,401.050125883,5551.40954654,5551.40954654,2142.82068348,2126.96856315,1255.70543602,552.583638395,1942.66272,1942.66272,4325.56509714,3579.81128036,5117.67462503,1942.66272,5551.40954654,6100781383
0,5581.33986595,134.715195783,5581.33986595,4434.69743533,424.591818418,141.630715009,75.7633966272,0.0,681.420629877,5581.33986595,5581.33986595,1812.95910818,1779.35711,817.649764671,654.987103962,1538.97071297,1538.97071297,4747.92284411,4069.39462107,5205.21914757,1538.97071297,3742.79478567,37100016883
0,2156.07213967,46.6469696718,2156.07213967,2087.27540613,0.0,7.80846670108,33.2456641242,0.0,35.5510694131,2156.07213967,2156.07213967,1016.08578157,874.604531576,561.937665956,259.362991849,731.963270259,731.963270259,1706.54119079,1474.68156441,2057.0045898,731.963270259,2156.07213967,25920205738
0,3140.18629907,58.3204952006,3140.18629907,2917.15243702,5.04267963263,55.9837209302,10.4732576985,0.0,248.664722044,3140.18629907,3140.18629907,1214.58375008,1147.56728783,1005.00523555,275.826740961,952.279324983,952.279324983,2145.25971463,1754.34981772,2795.80419415,952.279324983,3077.63054115,46300088444
0,5100.76090414,79.6565597816,5100.76090414,2597.706367,0.0,0.0,149.659976387,0.0,2353.39456075,5100.76090414,5100.76090414,2094.14923825,2053.57035221,1451.38658503,564.396212265,1462.5877317,1462.5877317,3641.36188871,2894.23126936,4472.75781613,1462.5877317,4971.14286639,21500425068
0,2282.0,57.7,2282.0,1621.0,22.0,63.0,31.0,0.0,612.0,2282.0,2282.0,904.0,897.0,403.0,181.0,655.0,655.0,1836.0,1334.0,2118.0,655.0,2273.0,292014396
0,4148.04371825,83.0884481716,4148.04371825,3583.27141223,215.889272846,24.1503786088,225.725501048,0.0,228.062275611,4148.04371825,4148.04371825,2215.17388951,2092.28394793,1050.44325948,233.872905156,1424.93817951,1424.93817951,3141.17878511,2730.35300071,3902.09326047,1424.93817951,4148.04371825,45303158261
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,294181912
0,4500.49598961,82.0042030904,4500.49598961,3848.43980232,31.0,0.0,16.0987841945,14.0552486188,590.902154485,4500.49598961,4500.49598961,1721.27919478,1692.01498947,938.691197458,784.803394485,1252.57118912,1252.57118912,3496.99311118,2841.43032304,4066.47702845,1252.57118912,4486.440741,6100221327
0,181.629922873,4.64342875009,181.629922873,141.518591662,0.0,0.0,0.0,0.0,40.1113312113,181.629922873,181.629922873,68.9476351135,61.8200992156,45.1587790344,20.6863969157,63.7390061649,63.7390061649,139.514332275,106.411177805,167.295124725,63.7390061649,181.629922873,13100072923
0,2310.54367201,76.0122994652,2310.54367201,2092.05525847,9.86274509804,40.1051693405,10.0,0.0,234.418894831,2310.54367201,2310.54367201,1062.90730838,1062.90730838,554.26916221,340.802139037,859.204991087,859.204991087,1809.03565062,1530.43850267,2118.15508021,859.204991087,2310.54367201,35501026709
0,498.567372894,75.0155194139,498.567372894,176.629919414,296.761652747,0.0,0.0,0.0,25.1758007326,498.567372894,498.567372894,126.244090842,126.244090842,61.4810549451,116.05112381,353.771340659,353.771340659,435.295109158,367.826244689,459.774962637,353.771340659,498.567372894,35500306638
0,5593.26859504,122.830578512,5593.26859504,3835.38842975,1436.19008264,100.020661157,33.5,0.0,306.690082645,5593.26859504,5593.26859504,1211.95454545,1161.25619835,579.099173554,403.82231405,885.929752066,885.929752066,5046.00826446,4733.32644628,5490.59917355,885.929752066,2535.76859504,3900101032
0,2637.3550885,79.7237831858,2637.3550885,2124.95243363,111.846238938,0.0,0.0,0.0,433.556415929,2637.3550885,2637.3550885,1123.80088496,1074.69690265,405.932522124,619.663716814,1146.96570796,1146.96570796,2295.28650442,1838.46460177,2498.41924779,1146.96570796,2637.3550885,292050432
0,9673.48445077,234.966249381,9673.48445077,9205.97728847,156.271152895,146.0,7.0,12.7610094013,234.475,9673.48445077,9673.48445077,4600.1606383,4166.78953488,1882.29990104,1916.22530925,3960.4789337,3960.4789337,7866.77053439,6642.36762741,9081.0624567,3960.4789337,9662.48445077,5300191232
0,2788.14961296,37.3372116985,2788.14961296,1947.8533328,349.645517952,6.04184829991,147.195278857,0.0,468.35139098,2788.14961296,2788.14961296,1442.32173522,1412.37506275,900.827639957,57.2669017992,932.058624607,932.058624607,2003.37312092,1694.59381522,2572.88854984,932.058624607,2788.14961296,292161543
0,6177.04934082,25.73382065,6177.04934082,5519.71805247,75.523169299,0.0,111.886176739,0.0,545.445111604,6177.04934082,6177.04934082,2650.77000392,2613.47461167,1928.17177914,269.459208981,1618.6200235,1618.6200235,4093.16929905,3324.88421877,5480.55789061,1618.6200235,6072.62224253,6101001398
0,2247.21712538,39.9983180428,2247.21712538,1168.76146789,37.0,0.0,47.9418960245,0.0,1010.53211009,2247.21712538,2247.21712538,1239.0795107,1186.44648318,526.798165138,58.1712538226,962.51529052,962.51529052,1731.63761468,1181.09021407,1862.94036697,962.51529052,2247.21712538,45304408357
0,2695.91464835,,2695.91464835,2478.74668318,68.5282635517,6.75908221797,1.22283097794,0.0,154.123047372,2695.91464835,2695.91464835,1204.21716858,1182.13356312,592.573755508,371.130392223,948.977545724,948.977545724,2101.61455428,1736.23778485,2483.86208989,948.977545724,2678.84796575,46500338462
0,3606.57692308,59.2662489196,3606.57692308,3192.39974071,51.3936905791,108.090751945,24.2420051858,0.0,326.814174589,3606.57692308,3606.57692308,1760.89412273,1719.89455488,897.142610199,270.482713915,1549.92566984,1549.92566984,2790.88764045,2390.40622299,3425.60847018,1549.92566984,3606.57692308,35501156722
0,3498.72565136,83.9582622519,3498.72565136,1923.82246433,172.403962469,52.0,20.0,0.0,1339.53148263,3498.72565136,3498.72565136,1466.47689206,1466.47689206,758.205218672,361.429474256,1174.60646712,1174.60646712,2773.77209988,2146.41741625,3195.79167959,1174.60646712,3478.72565136,294031762
0,2319.75654854,89.6952234206,2319.75654854,2187.87365177,0.0,0.0,0.0,0.0,163.882896764,2319.75654854,2319.75654854,1061.86902928,1010.70878274,611.078582435,198.98459168,945.739599384,945.739599384,1871.6779661,1438.08012327,2230.75654854,945.739599384,2319.75654854,293026570
0,4712.6354797,76.021154553,4712.6354797,4386.33583214,17.0,0.0,0.0,0.0,309.299647555,4712.6354797,4712.6354797,1330.46395978,1319.84915292,1169.65478395,605.689251805,1238.96431649,1238.96431649,3477.9386904,2652.24132228,4309.9531506,1238.96431649,4688.95629515,6100271332
0,1534.53556724,56.2903913526,1534.53556724,1444.31232103,0.0,5.23731180803,11.6895085663,0.0,79.0072752417,1534.53556724,1534.53556724,556.582835002,529.58674448,360.294747036,271.359378063,549.204109116,549.204109116,1157.71939402,973.189955922,1418.20905993,549.204109116,1516.82201022,29700035992
