BLOCKID,DISTRICT
330019653001104,03960
330019653002000,03960
330019653002001,03960
330019653002002,03960
330019653002003,03960
330019653002004,03960
330019653002005,03960
330019653002006,03960
330019653002007,03960
330019653002008,03960
330019653002009,03960
330019653002010,03960
330019653002011,03960
330019653002012,03960
330019653002013,03960
330019653002014,03960
330019653002015,03960
330019653002016,03960
330019653002017,03960
330019653002018,03960
330019653002019,03960
330019653002020,03960
330019653002021,03960
330019653002022,03960
330019653002023,03960
330019653002024,03960
330019653002025,03960
330019653002026,03960
330019653002027,03960
330019653002028,03960
330019653002029,03960
330019653002030,03960
330019653002031,03960
330019653002032,03960
330019653002033,03960
330019653002034,03960
330019653002035,03960
330019653002036,03960
330019653002037,03960
330019653002038,03960
330019653002039,03960
330019653002040,03960
330019653002041,03960
330019653002042,03960
330019653002043,03960
330019653002044,03960
330019653002045,03960
330019653002046,03960
330019653002047,03960
330019653002048,03960
330019653002049,03960
330019653002050,03960
330019653002051,03960
330019653002052,03960
330019653003000,03960
330019653003001,03960
330019653003002,03960
330019653003003,03960
330019653003004,03960
330019653003005,03960
330019653003006,03960
330019653003007,03960
330019653003008,03960
330019653003009,03960
330019653003010,03960
330019653003011,03960
330019653003012,03960
330019653003013,03960
330019653003014,03960
330019653003015,03960
330019653003016,03960
330019653003017,03960
330019653003018,03960
330019653003019,03960
330019653003020,03960
330019653003021,03960
330019653003022,03960
330019653003023,03960
330019653003024,03960
330019653003025,03960
330019653003026,03960
330019653003027,03960
330019653003028,03960
330019653003029,03960
330019653003030,03960
330019653003031,03960
330019653003032,03960
330019653003033,03960
330019653003034,03960
330019653003035,03960
330019653003036,03960
330019653003037,03960
330019653003038,03960
330019653003039,03960
330019653003040,03960
330019653003041,03960
330019653003042,03960
330019653003043,03960
330019653003044,03960
330019653003045,03960
330019653003046,03960
330019653003047,03960
330019653003048,03960
330019653003049,03960
330019653003050,03960
330019653003051,03960
330019653003052,03960
330019653003053,03960
330019653003054,03960
330019653003055,03960
330019653003056,03960
330019653003057,03960
330019653003058,03960
330019653003059,03960
330019653003060,03960
330019653003061,03960
330019653003062,03960
330019653003063,03960
330019653003064,03960
330019653003065,03960
330019653003066,03960
330019653003067,03960
330019653003068,03960
330019653003069,03960
330019653003070,03960
330019653003071,03960
330019653003072,03960
330019653003073,03960
330019653003074,03960
330019653003075,03960
330019654001000,07300
330019654001001,07300
330019654001002,07300
330019654001003,07300
330019654001004,07300
330019654001005,07300
330019654001006,07300
330019654001007,07300
330019654001008,07300
330019654001009,07300
330019654001010,07300
330019654001011,07300
330019654001012,07300
330019654001013,07300
330019654001014,07300
330019654001015,07300
330019654001016,07300
330019654001017,07300
330019654001018,07300
330019654001019,07300
330019654001020,07300
330019654001021,07300
330019654001022,07300
330019654001023,07300
330019654001024,07300
330019654001025,07300
330019654001026,07300
330019654001027,07300
330019654001028,07300
330019654001029,07300
330019654001030,07300
330019654001031,07300
330019654001032,07300
330019654001033,07300
330019654001034,07300
330019654001035,07300
330019654001036,07300
330019654001037,07300
330019654001038,07300
330019654001039,07300
330019654001040,07300
330019654001041,07300
330019654001042,07300
330019654001043,07300
330019654001044,07300
330019654001045,07300
330019654001046,07300
330019654001047,07300
330019654001048,07300
330019654001049,07300
330019654001050,07300
330019654001051,07300
330019654001052,07300
330019654001053,07300
330019654001054,07300
330019654001055,07300
330019654001056,07300
330019654001057,07300
330019654001058,07300
330019654002000,07300
330019654002001,07300
330019654002002,07300
330019654002003,07300
330019654002004,07300
330019654002005,07300
330019654002006,07300
330019654002007,07300
330019654002008,07300
330019654002009,07300
330019654002010,07300
330019654002011,07300
330019654002012,07300
330019654002013,07300
330019654002014,07300
330019654002015,07300
330019654002016,07300
330019654002017,07300
330019654002018,07300
330019654002019,07300
330019654002020,07300
330019654002021,07300
330019654002022,07300
330019654002023,07300
330019654002024,07300
330019654002025,07300
330019654002026,07300
330019654002027,07300
330019654002028,07300
330019654002029,07300
330019654002030,07300
330019654002031,07300
330019654002032,07300
330019654002033,07300
330019654002034,07300
330019654002035,07300
330019654002036,07300
330019654002037,07300
330019654002038,07300
330019654002039,07300
330019654002040,07300
330019654002041,07300
330019654002042,07300
330019654002043,07300
330019654002044,07300
330019654002045,07300
330019654002046,07300
330019654002047,07300
330019654002048,07300
330019654002049,07300
330019654002050,07300
330019654002051,07300
330019654002052,07300
330019654002053,07300
330019654002054,07300
330019654002055,07300
330019654002056,07300
330019654002057,07300
330019654002058,07300
330019654002059,07300
330019654002060,07300
330019654002061,07300
330019654002062,07300
330019654002063,07300
330019654002064,07300
330019654002065,07300
330019654002066,07300
330019654002067,07300
330019654002068,07300
330019654002069,07300
330019654002070,07300
330019654002071,07300
330019654002072,07300
330019654002073,07300
330019654002074,07300
330019654002075,07300
330019654002076,07300
330019654002077,07300
330019654002078,07300
330019654002079,07300
330019654002080,07300
330019654002081,07300
330019654002082,07300
330019654002083,07300
330019654002084,07300
330019654002085,07300
330019654002086,07300
330019654002087,07300
330019654002088,07300
330019654002089,07300
330019654002090,07300
330019654002091,07300
330019654002092,07300
330019654002093,07300
330019654002094,07300
330019654002095,07300
330019654002096,07300
330019654002097,07300
330019654002098,07300
330019654002099,07300
330019654002100,07300
330019654002101,07300
330019654002102,07300
330019654002103,07300
330019654002104,07300
330019654002105,07300
330019654002106,07300
330019654002107,07300
330019654002108,07300
330019654002109,07300
330019654002110,07300
330019654002111,07300
330019654002112,07300
330019654002113,07300
330019654002114,07300
330019654002115,07300
330019655981000,07300
330019655981001,07300
330019655981002,07300
330019655981003,07300
330019655981004,07300
330019655981005,07300
330019655981006,07300
330019655981007,07300
330019655981008,07300
330019655981009,07300
330019655981010,07300
330019655981011,07300
330019655981012,07300
330019655981013,07300
330019655981014,07300
330019655981015,07300
330019655981016,07300
330019655981017,07300
330019655981018,07300
330019655981019,07300
330019655981020,07300
330019655981021,07300
330019655981022,07300
330019655981023,07300
330019655981024,07300
330019655981025,07300
330019655981026,07300
330019655981027,07300
330019655981028,07300
330019655981029,07300
330019655981030,07300
330019655981031,07300
330019655981032,07300
330019655981033,07300
330019655981034,07300
330019655981035,07300
330019655981036,07300
330019655981037,07300
330019655981038,07300
330019655981039,07300
330019655981040,07300
330019655982000,07300
330019655982001,07300
330019655982002,07300
330019655982003,07300
330019655982004,07300
330019655982005,07300
330019655982006,07300
330019655982007,07300
330019655982008,07300
330019655982009,07300
330019655982010,07300
330019655982011,07300
330019655982012,07300
330019655982013,07300
330019655982014,07300
330019655982015,07300
330019655982016,07300
330019655982017,07300
330019655982018,07300
330019655982019,07300
330019655982020,07300
330019655982021,07300
330019655982022,07300
330019655982023,07300
330019655982024,07300
330019655982025,07300
330019655982026,07300
330019655982027,07300
330019655982028,07300
330019655982029,07300
330019655982030,07300
330019655982031,07300
330019655982032,07300
330019655982033,07300
330019655982034,07300
330019655982035,07300
330019655982036,07300
330019655982037,07300
330019655982038,07300
330019655982039,07300
330019655982040,07300
330019655982041,07300
330019655982042,07300
330019655982043,07300
330019655982044,07300
330019655982045,07300
330019655982046,07300
330019655982047,07300
330019655982048,07300
330019655982049,07300
330019655982050,07300
330019655982051,07300
330019655982052,07300
330019655982053,07300
330019655982054,07300
330019655982055,07300
330019655982056,07300
330019655982057,07300
330019655982058,07300
330019655982059,07300
330019655982060,07300
330019655982061,07300
330019655982062,07300
330019655982063,07300
330019655982064,07300
330019655982065,07300
330019655982066,07300
330019655982067,07300
330019655982068,07300
330019655982069,07300
330019655982070,07300
330019655982071,07300
330019655982072,07300
330019655982073,07300
330019655982074,07300
330019655982075,07300
330019655982076,07300
330019655983000,07300
330019655983001,07300
330019655983002,07300
330019655983003,07300
330019655983004,07300
330019655983005,07300
330019655983006,07300
330019655983007,07300
330019655983008,07300
330019655983009,07300
330019655983010,07300
330019655983011,07300
330019655983012,07300
330019655983013,07300
330019655983014,07300
330019655983015,07300
330019655983016,07300
330019655983017,07300
330019655983018,07300
330019655983019,07300
330019655983020,07300
330019655983021,07300
330019655983022,07300
330019655983023,07300
330019655983024,07300
330019655983025,07300
330019655983026,07300
330019655983027,07300
330019655983028,07300
330019655983029,07300
330019655983030,07300
330019655983031,07300
330019655983032,07300
330019655983033,07300
330019655983034,07300
330019655983035,07300
330019655983036,07300
330019655983037,07300
330019655983038,07300
330019655983039,07300
330019655983040,07300
330019655983041,07300
330019655983042,07300
330019655983043,07300
330019655983044,07300
330019655983045,07300
330019655983046,07300
330019655983047,07300
330019655983048,07300
330019655983049,07300
330019655983050,07300
330019655983051,07300
330019655983052,07300
330019655983053,07300
330019655983054,07300
330019655983055,07300
330019655983056,07300
330019655983057,07300
330019655983058,07300
330019655983059,07300
330019655983060,07300
330019655983061,07300
330019655983062,07300
330019655983063,07300
330019655983064,07300
330019655983065,07300
330019655983066,07300
330019655983067,07300
330019655983068,07300
330019655983069,07300
330019655983070,07300
330019655983071,07300
330019655983072,07300
330019655983073,07300
330019655983074,07300
330019655983075,07300
330019655983076,07300
330019655983077,07300
330019655983078,07300
330019655983079,07300
330019655983080,07300
330019655983081,07300
330019655983082,07300
330019655983083,07300
330019655983084,07300
330019655983085,07300
330019655983086,07300
330019655983087,07300
330019655983088,07300
330019655983089,07300
330019655983090,07300
330019655983091,07300
330019655983092,07300
330019655983093,07300
330019655983094,07300
330019655983095,07300
330019656001000,
330019656001001,
330019656001002,
330019656001003,
330019656001004,
330019656001005,
330019656001006,
330019656001007,
330019656001008,
330019656001009,
330019656001010,
330019656001011,
330019656001012,
330019656001013,
330019656001014,
330019656001015,
330019656001016,
330019656001017,
330019656001018,
330019656001019,
330019656001020,
330019656001021,
330019656001022,
330019656001023,
330019656001024,
330019656001025,
330019656001026,
330019656001027,
330019656001028,
330019656001029,
330019656001030,
330019656001031,
330019656001032,
330019656001033,
330019656001034,
330019656001035,
330019656001036,
330019656001037,
330019656001038,
330019656001039,
330019656001040,
330019656001041,
330019656001042,
330019656001043,
330019656001044,
330019656001045,
330019656001046,
330019656001047,
330019656001048,
330019656001049,
330019656001050,
330019656001051,
330019656001052,
330019656001053,
330019656001054,
330019656001055,
330019656001056,
330019656001057,
330019656001058,
330019656001059,
330019656001060,
330019656001061,
330019656001062,
330019656001063,
330019656001064,
330019656002000,
330019656002001,
330019656002002,
330019656002003,
330019656002004,
330019656002005,
330019656002006,
330019656002007,
330019656002008,
330019656002009,
330019656002010,
330019656002011,
330019656002012,
330019656002013,
330019656002014,
330019656002015,
330019656002016,
330019656002017,
330019656002018,
330019656002019,
330019656002020,
330019656002021,
330019656002022,
330019656002023,
330019656002024,
330019656002025,
330019656002026,
330019656002027,
330019656002028,
330019656002029,
330019656002030,
330019656002031,
330019656002032,
330019656002033,
330019656002034,
330019656002035,
330019656002036,
330019656002037,
330019656002038,
330019656002039,
330019656002040,
330019656002041,
330019656002042,
330019656002043,
330019656002044,
330019656002045,
330019656002046,
330019656002047,
330019656002048,
330019656002049,
330019656002050,
330019656002051,
330019656002052,
330019656002053,
330019656002054,
330019656002055,
330019656002056,
330019656002057,
330019656002058,
330019656002059,
330019656002060,
330019656002061,
330019656002062,
330019656002063,
330019656002064,
330019656002065,
330019656002066,
330019656002067,
330019656002068,
330019656002069,
330019656002070,
330019656002071,
330019656002072,
330019656002073,
330019656002074,
330019656002075,
330019656002076,
330019656002077,
330019656002078,
330019656002079,
330019656002080,
330019656002081,
330019656003000,
330019656003001,
330019656003002,
330019656003003,
330019656003004,
330019656003005,
330019656003006,
330019656003007,
330019656003008,
330019656003009,
330019656003010,
330019656003011,
330019656003012,
330019656003013,
330019656003014,
330019656003015,
330019656003016,
330019656003017,
330019656003018,
330019656003019,
330019656003020,
330019656003021,
330019656003022,
330019656003023,
330019656003024,
330019656003025,
330019656003026,
330019656003027,
330019656003028,
330019656003029,
330019656003030,
330019656003031,
330019656003032,
330019656003033,
330019656003034,
330019656003035,
330019656003036,
330019656003037,
330019656003038,
330019656003039,
330019656003040,
330019656003041,
330019656003042,
330019656003043,
330019656003044,
330019656003045,
330019656003046,
330019656003047,
330019656003048,
330019656003049,
330019656003050,
330019656003051,
330019656003052,
330019656003053,
330019656003054,
330019656003055,
330019656003056,
330019656003057,
330019656003058,
330019656003059,
330019656003060,
330019656003061,
330019656003062,
330019656003063,
330019656003064,
330019656003065,
330019656003066,
330019656003067,
330019656003068,
330019656003069,
330019656003070,
330019656003071,
330019656003072,
330019656003073,
330019656003074,
330019657001000,
330019657001001,
330019657001002,
330019657001003,
330019657001004,
330019657001005,
330019657001006,
330019657001007,
330019657001008,
330019657001009,
330019657001010,
330019657001011,
330019657001012,
330019657001013,
330019657001014,
330019657001015,
330019657001016,
330019657001017,
330019657001018,
330019657001019,
330019657001020,
330019657001021,
330019657001022,
330019657001023,
330019657001024,
330019657001025,
330019657001026,
330019657001027,
330019657001028,
330019657001029,
330019657001030,
330019657001031,
330019657001032,
330019657001033,
330019657001034,
330019657001035,
330019657001036,
330019657001037,
330019657001038,
330019657001039,
330019657001040,
330019657001041,
330019657001042,
330019657001043,
330019657001044,
330019657001045,
330019657001046,
330019657001047,
330019657001048,
330019657001049,
330019657001050,
330019657001051,
330019657001052,
330019657001053,
330019657001054,
330019657001055,
330019657001056,
330019657001057,
330019657001058,
330019657001059,
330019657001060,
330019657001061,
330019657001062,
330019657001063,
330019657001064,
330019657001065,
330019657001066,
330019657001067,
330019657001068,
330019657001069,
330019657001070,
330019657001071,
330019657001072,
330019657002000,
330019657002001,
330019657002002,
330019657002003,
330019657002004,
330019657002005,
330019657002006,
330019657002007,
330019657002008,
330019657002009,
330019657002010,
330019657002011,
330019657002012,
330019657002013,
330019657002014,
330019657002015,
330019657002016,
330019657002017,
330019657002018,
330019657002019,
330019657002020,
330019657002021,
330019657002022,
330019657002023,
330019657002024,
330019657002025,
330019657002026,
330019657002027,
330019657002028,
330019657002029,
330019657002030,
330019657002031,
330019657002032,
330019657002033,
330019657002034,
330019657002035,
330019657002036,
330019657002037,
330019657002038,
330019657002039,
330019657002040,
330019657002041,
330019657002042,
330019657002043,
330019657002044,
330019657002045,
330019657002046,
330019657002047,
330019657002048,
330019657002049,
330019657002050,
330019657002051,
330019657002052,
330019657002053,
330019657002054,
330019657002055,
330019657002056,
330019657002057,
330019657002058,
330019657002059,
330019657002060,
330019657002061,
330019657002062,
330019657002063,
330019657002064,
330019657002065,
330019657002066,
330019657002067,
330019657002068,
330019657002069,
330019657002070,
330019657002071,
330019657002072,
330019657002073,
330019657002074,
330019657002075,
330019657002076,
330019657002077,
330019657002078,
330019657002079,
330019657002080,
330019657002081,
330019657002082,
330019657002083,
330019657002084,
330019657002085,
330019657002086,
330019657002087,
330019657002088,
330019657002089,
330019657002090,
330019657002091,
330019657002092,
330019657002093,
330019657002094,
330019657002095,
330019657002096,
330019657002097,
330019657002098,
330019657002099,
330019657002100,
330019657002101,
330019657002102,
330019657002103,
330019657002104,
330019657002105,
330019657002106,
330019657003000,
330019657003001,
330019657003002,
330019657003003,
330019657003004,
330019657003005,
330019657003006,
330019657003007,
330019657003008,
330019657003009,
330019657003010,
330019657003011,
330019657003012,
330019657003013,
330019657003014,
330019657003015,
330019657003016,
330019657003017,
330019657003018,
330019657003019,
330019657003020,
330019657003021,
330019657003022,
330019657003023,
330019657003024,
330019657003025,
330019657003026,
330019657003027,
330019657003028,
330019657003029,
330019657003030,
330019657003031,
330019657003032,
330019657003033,
330019657003034,
330019657003035,
330019657003036,
330019657003037,
330019657003038,
330019657003039,
330019657003040,
330019657003041,
330019657003042,
330019657003043,
330019657003044,
330019657003045,
330019657003046,
330019657003047,
330019657003048,
330019657003049,
330019657003050,
330019657003051,
330019657003052,
330019657003053,
330019657003054,
330019657003055,
330019657003056,
330019657003057,
330019657003058,
330019657003059,
330019657003060,
330019657003061,
330019657003062,
330019657003063,
330019657003064,
330019657003065,
330019657003066,
330019657003067,
330019657003068,
330019657003069,
330019657003070,
330019657003071,
330019657003072,
330019657003073,
330019657003074,
330019657003075,
330019657003076,
330019657003077,
330019657003078,
330019657003079,
330019657003080,
330019657003081,
330019657003082,
330019657003083,
330019657003084,
330019657003085,
330019657003086,
330019658001000,06180
330019658001001,06180
330019658001002,06180
330019658001003,06180
330019658001004,06180
330019658001005,06180
330019658001006,06180
330019658001007,06180
330019658001008,06180
330019658001009,06180
330019658001010,06180
330019658001011,06180
330019658001012,06180
330019658001013,06180
330019658001014,06180
330019658001015,06180
330019658001016,06180
330019658001017,06180
330019658001018,06180
330019658001019,06180
330019658001020,06180
330019658001021,06180
330019658001022,06180
330019658001023,06180
330019658001024,06180
330019658001025,06180
330019658001026,06180
330019658001027,06180
330019658001028,06180
330019658001029,06180
330019658001030,06180
330019658001031,06180
330019658001032,06180
330019658001033,06180
330019658001034,06180
330019658001035,06180
330019658001036,06180
330019658001037,06180
330019658001038,06180
330019658001039,06180
330019658001040,06180
330019658001041,06180
330019658001042,06180
330019658001043,06180
330019658001044,06180
330019658001045,06180
330019658001046,06180
330019658001047,06180
330019658001048,06180
330019658001049,06180
330019658001050,06180
330019658001051,06180
330019658001052,06180
330019658001053,06180
330019658001054,06180
