,GEOID10,ALAND10,AWATER10,POP100,POPMALE,POPFEMALE,POP1RACE,POPWHITE,POPBLACK,POPAMERIND,POPASIAN,POPPACIFIC,POPOTHER,POPMULTRAC,POPHISP,PERIM
0,330019653003062,24460.0,0.0,9,4,5,9,9,0,0,0,0,0,0,0,1917.38323678
0,330019652002056,391.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,257.26138458
0,330019652002018,8553.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1109.50724513
0,330019653001084,56784.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5701.45657
0,330019653001064,0.0,155628.0,0,0,0,0,0,0,0,0,0,0,0,0,7712.93694593
0,330019653001007,0.0,9845.0,0,0,0,0,0,0,0,0,0,0,0,0,1287.4929506
0,330019653003011,3516.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,803.947306762
0,330019653002017,3288.0,0.0,12,3,9,12,10,0,0,2,0,0,0,0,665.551405628
0,330019651003065,74630.0,2654.0,37,20,17,36,36,0,0,0,0,0,1,0,6315.35634693
0,330019651003061,301608.0,1240.0,50,29,21,50,50,0,0,0,0,0,0,2,11366.2904
0,330019651003088,16209858.0,72484.0,121,61,60,119,119,0,0,0,0,0,2,0,90538.6593595
0,330019651003058,25280.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3001.6715269
0,330019651002005,0.0,235027.0,0,0,0,0,0,0,0,0,0,0,0,0,13715.3438997
0,330019651002042,453974.0,0.0,17,7,10,16,16,0,0,0,0,0,1,0,9101.99132768
0,330019651003002,0.0,10340.0,0,0,0,0,0,0,0,0,0,0,0,0,4180.45291618
0,330019651003008,9369.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,952.726422353
0,330019651003013,277385.0,0.0,48,25,23,48,48,0,0,0,0,0,0,0,8575.04788467
0,330019651002069,132579.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,9207.39252467
0,330019651002009,193660.0,0.0,21,14,7,21,21,0,0,0,0,0,0,0,10423.5849409
0,330019651002047,0.0,325043.0,0,0,0,0,0,0,0,0,0,0,0,0,10402.1208461
0,330019651002025,0.0,1542.0,0,0,0,0,0,0,0,0,0,0,0,0,777.74839003
0,330019651003056,57100.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8668.17279011
0,330019651003101,0.0,419165.0,0,0,0,0,0,0,0,0,0,0,0,0,33623.9868074
0,330019651003020,0.0,112215.0,0,0,0,0,0,0,0,0,0,0,0,0,6777.4226151
0,330019654002025,17157.0,0.0,2,0,2,2,2,0,0,0,0,0,0,0,2321.3097566
0,330019654001056,0.0,67328.0,0,0,0,0,0,0,0,0,0,0,0,0,2714.23249591
0,330019654002068,2855.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,566.484853094
0,330019654002066,475229.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6679.19903331
0,330019654002050,0.0,63394.0,0,0,0,0,0,0,0,0,0,0,0,0,4818.28002883
0,330019654001033,0.0,176993.0,0,0,0,0,0,0,0,0,0,0,0,0,4755.92900715
0,330019658001000,885566.0,0.0,53,27,26,53,52,0,0,1,0,0,0,0,11380.297728
0,330019658003064,0.0,7575.0,0,0,0,0,0,0,0,0,0,0,0,0,753.349880497
0,330019658003021,2970.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,631.112683108
0,330019658002032,1750.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,488.594512926
0,330019658003009,0.0,91226.0,0,0,0,0,0,0,0,0,0,0,0,0,4195.67082432
0,330019658004085,1033.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,482.066797678
0,330019658001016,0.0,18496.0,0,0,0,0,0,0,0,0,0,0,0,0,3417.9571835
0,330019658001041,2281.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,557.856988077
0,330019658001022,738.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,281.701443721
0,330019658003087,5390.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,959.707364254
0,330019658004046,2709.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,577.273647933
0,330019658003044,262.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,217.582380262
0,330019651001031,1493177.0,6675.0,72,30,42,72,72,0,0,0,0,0,0,1,13362.6310511
0,330019651001071,0.0,168884.0,0,0,0,0,0,0,0,0,0,0,0,0,7272.95206832
0,330019651001092,847.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,339.859711916
0,330019651001077,600024.0,0.0,15,6,9,15,15,0,0,0,0,0,0,0,13936.5156348
0,330019654002022,156226.0,0.0,8,5,3,8,8,0,0,0,0,0,0,0,5246.7536152
0,330019654002052,0.0,49030.0,0,0,0,0,0,0,0,0,0,0,0,0,3386.06085157
0,330019654001025,42106.0,0.0,9,4,5,9,9,0,0,0,0,0,0,0,2804.27275172
0,330019654002073,16360.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1377.78197609
0,330019654001045,2540.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,673.783834168
0,330019654002112,0.0,121963.0,0,0,0,0,0,0,0,0,0,0,0,0,8204.36351406
0,330019654001006,29536.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2603.00320514
0,330019655982054,18868.0,0.0,10,3,7,10,10,0,0,0,0,0,0,0,1462.29725321
0,330019655982064,180692.0,0.0,49,23,26,49,49,0,0,0,0,0,0,2,8775.21611351
0,330019655982003,44978.0,0.0,28,14,14,28,28,0,0,0,0,0,0,0,2319.15898805
0,330019655983017,38231.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3091.55208383
0,330019655983044,58738.0,0.0,39,22,17,39,28,0,0,11,0,0,0,0,2947.35474576
0,330019655983047,8271.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1247.61031157
0,330019655981028,27093.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,330019655982048,2211480.0,258.0,36,18,18,36,36,0,0,0,0,0,0,0,22323.8552329
0,330019664011092,3817.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,860.390088575
0,330019664011061,772.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,434.699398432
0,330019664011009,412084.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,12576.9284209
0,330019664024018,1231639.0,1351.0,116,64,52,115,111,0,0,3,0,1,1,7,20310.8507217
0,330019664025043,12189.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1507.32501821
0,330019664022012,8798.0,0.0,7,4,3,7,7,0,0,0,0,0,0,0,1171.92065714
0,330019664022003,879.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,307.89338734
0,330019664011001,0.0,20277070.0,0,0,0,0,0,0,0,0,0,0,0,0,143106.883651
0,330019664011033,0.0,5882378.0,0,0,0,0,0,0,0,0,0,0,0,0,47017.3054636
0,330019664021012,527933.0,866.0,116,60,56,114,106,0,0,7,0,1,2,4,7554.15554654
0,330019664011018,329762.0,0.0,26,14,12,26,26,0,0,0,0,0,0,0,22134.8725214
0,330019664011079,80318.0,0.0,47,26,21,47,47,0,0,0,0,0,0,0,5000.63634075
0,330019656001025,1544076.0,0.0,127,70,57,123,122,1,0,0,0,0,4,1,26525.328927
0,330019656001027,42560.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3179.29681034
0,330019656001046,1918401.0,0.0,14,8,6,13,13,0,0,0,0,0,1,0,22048.079394
0,330019656001035,0.0,450003.0,0,0,0,0,0,0,0,0,0,0,0,0,14421.4902325
0,330019656002007,76664.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4243.97783207
0,330019656001052,160320.0,0.0,4,1,3,4,4,0,0,0,0,0,0,0,4782.63258703
0,330019656001031,2227.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,967.069069765
0,330019656003021,525514.0,0.0,15,8,7,12,12,0,0,0,0,0,3,0,8649.38947107
0,330019656002073,268.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,275.035736295
0,330019656002050,36374.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6534.9305034
0,330019656003057,1082526.0,0.0,41,20,21,39,39,0,0,0,0,0,2,1,13308.5358982
0,330019656002072,1619121.0,0.0,22,11,11,22,22,0,0,0,0,0,0,0,18570.4077705
0,330019656003068,0.0,31282.0,0,0,0,0,0,0,0,0,0,0,0,0,3179.89606342
0,330019654001015,46504.0,0.0,2,2,0,2,2,0,0,0,0,0,0,0,3699.36593729
0,330019654002060,1984446.0,0.0,89,37,52,87,87,0,0,0,0,0,2,0,18212.0280495
0,330019654002046,46615.0,0.0,3,1,2,3,3,0,0,0,0,0,0,0,5019.63776802
0,330019654002098,19138.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,6302.58165442
0,330019654001032,0.0,130742.0,0,0,0,0,0,0,0,0,0,0,0,0,3767.38251631
0,330019654002072,301260.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,20275.5053382
0,330019654002101,5118.0,741.0,0,0,0,0,0,0,0,0,0,0,0,0,894.80373183
0,330019654001034,237637.0,0.0,2,1,1,2,2,0,0,0,0,0,0,0,6675.6180109
0,330019654001021,22295.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1396.90640181
0,330019654002028,0.0,171146.0,0,0,0,0,0,0,0,0,0,0,0,0,6373.65018149
0,330019654002008,273.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,322.519808448
0,330019654002010,1514.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1149.41880158
0,330019654002100,21451.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,4169.64846038
0,330019655982033,4752.0,0.0,2,1,1,2,2,0,0,0,0,0,0,0,932.901136453
0,330019655983019,1763222.0,923.0,94,53,41,93,90,3,0,0,0,0,1,1,20669.2334482
0,330019655983074,0.0,100283.0,0,0,0,0,0,0,0,0,0,0,0,0,3248.33663589
0,330019655983006,0.0,116161.0,0,0,0,0,0,0,0,0,0,0,0,0,4502.43391249
0,330019655982004,5630.0,0.0,6,4,2,6,6,0,0,0,0,0,0,0,1210.16865614
0,330019664011025,40142.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,9232.91851741
0,330019664025026,160561.0,0.0,72,38,34,72,72,0,0,0,0,0,0,0,5300.42047452
0,330019664023045,78074.0,0.0,10,6,4,10,10,0,0,0,0,0,0,0,3163.5293813
0,330019664025013,43227.0,0.0,36,17,19,36,36,0,0,0,0,0,0,0,2159.08000278
0,330019664021025,34668.0,0.0,12,5,7,12,12,0,0,0,0,0,0,0,2515.5508176
0,330019664025041,175292.0,0.0,79,40,39,78,77,0,0,0,0,1,1,2,4442.72335094
0,330019664022025,592679.0,0.0,85,41,44,85,84,1,0,0,0,0,0,0,8984.84787876
0,330019664011056,1386.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,480.706755724
0,330019664022036,12466.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1460.31583537
0,330019664022041,2718.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,548.245861834
0,330019664022040,573.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,350.877462415
0,330019664024020,1312.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,431.82254781
0,330019664021000,10325.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1682.76641153
0,330019664011147,4479.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,681.052460676
0,330019664022022,1640.0,0.0,4,1,3,4,4,0,0,0,0,0,0,0,431.840316013
0,330019664025003,90658.0,0.0,14,4,10,13,12,0,0,0,0,1,1,1,4540.04282149
0,330019664023003,2473.0,0.0,5,2,3,5,5,0,0,0,0,0,0,0,826.24437346
0,330019651001005,610861.0,0.0,3,1,2,3,3,0,0,0,0,0,0,0,16518.1908395
0,330019651001080,155392.0,0.0,15,9,6,15,15,0,0,0,0,0,0,1,6236.47327221
0,330019651001084,53054.0,0.0,7,3,4,7,7,0,0,0,0,0,0,0,3142.90724855
0,330019651001032,23999.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2085.25633959
0,330019664011185,9600.0,0.0,2,1,1,2,2,0,0,0,0,0,0,0,1244.35415594
0,330019664022006,5994.0,0.0,4,2,2,3,3,0,0,0,0,0,1,0,858.43169907
0,330019664011119,16620.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1755.14618333
0,330019664011111,6563.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,865.893460864
0,330019664011143,78624.0,0.0,62,32,30,57,56,1,0,0,0,0,5,0,4916.50818319
0,330019664023020,5040.0,0.0,11,4,7,9,9,0,0,0,0,0,2,0,1094.78836563
0,330019664023022,8580.0,0.0,2,1,1,2,2,0,0,0,0,0,0,0,1263.01072102
0,330019664011093,987.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,374.117269272
0,330019664011070,3490.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,928.203292973
0,330019664022027,2341537.0,2010.0,99,44,55,99,99,0,0,0,0,0,0,2,19410.8052041
0,330019664023000,4971523.0,2946.0,331,156,175,325,320,1,0,1,0,3,6,4,49345.163798
0,330019660001005,17628.0,0.0,42,27,15,42,40,0,0,0,0,2,0,2,1558.89447022
0,330019660001012,14159.0,0.0,36,16,20,31,30,0,1,0,0,0,5,1,2191.05673463
0,330019661004051,3005.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,675.425437962
0,330019661003020,0.0,24826.0,0,0,0,0,0,0,0,0,0,0,0,0,2207.43434597
0,330019661001008,0.0,7114.0,0,0,0,0,0,0,0,0,0,0,0,0,916.212796257
0,330019660004027,8683.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1514.1927943
0,330019661004063,77.0,1132327.0,0,0,0,0,0,0,0,0,0,0,0,0,16542.2416919
0,330019662001001,9429.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1500.77832488
0,330019660002012,46209.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,3175.68096014
0,330019662003049,3619.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1072.49971027
0,330019662003041,841.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1397.69998459
0,330019662002019,2164.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,695.949309885
0,330019660003006,4707.0,0.0,3,1,2,3,3,0,0,0,0,0,0,0,1003.83791612
0,330019660002003,10049.0,0.0,66,30,36,66,59,2,1,4,0,0,0,0,1433.54084553
0,330019659004016,2148.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,740.411819603
0,330019662002040,10170.0,0.0,56,24,32,56,56,0,0,0,0,0,0,0,1235.19588672
0,330019662003054,0.0,88073.0,0,0,0,0,0,0,0,0,0,0,0,0,2609.04439263
0,330019661004075,605.0,0.0,2,1,1,2,2,0,0,0,0,0,0,0,313.919751322
0,330019662003027,7373.0,0.0,7,3,4,7,7,0,0,0,0,0,0,0,1108.06832898
0,330019661004002,52552.0,0.0,5,3,2,5,5,0,0,0,0,0,0,0,2899.8796837
0,330019661004048,13461.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,2445.67673964
0,330019662003023,2034.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,981.111786517
0,330019655982035,1255557.0,621.0,54,25,29,54,54,0,0,0,0,0,0,0,13508.1784001
0,330019655982013,146448.0,3071.0,0,0,0,0,0,0,0,0,0,0,0,0,11511.0682569
0,330019655981014,59584.0,0.0,89,49,40,87,81,4,0,2,0,0,2,1,2549.11073738
0,330019655981031,47251.0,0.0,40,20,20,40,38,0,0,0,0,2,0,3,2449.74596435
0,330019655983007,127147.0,0.0,10,6,4,7,7,0,0,0,0,0,3,0,13514.0655486
0,330019655983013,11520.0,0.0,4,3,1,4,4,0,0,0,0,0,0,0,1849.17087965
0,330019655983053,6155.0,0.0,13,6,7,13,13,0,0,0,0,0,0,0,1121.29896748
0,330019655983046,2267.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,685.264231248
0,330019655983058,88489.0,0.0,14,7,7,14,14,0,0,0,0,0,0,0,4373.14615138
0,330019655983062,0.0,10047.0,0,0,0,0,0,0,0,0,0,0,0,0,1356.30500561
0,330019655983082,57447.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2427.95855705
0,330019655981008,681515.0,0.0,81,38,43,81,79,0,0,2,0,0,0,0,15316.062033
0,330019655981021,13607.0,0.0,68,35,33,68,67,0,1,0,0,0,0,0,1533.40479037
0,330019655983059,8873.0,0.0,5,3,2,5,5,0,0,0,0,0,0,0,1438.11491291
0,330019655981025,7606.0,0.0,16,8,8,16,16,0,0,0,0,0,0,0,845.285324178
0,330019665001016,335830.0,653.0,28,15,13,28,28,0,0,0,0,0,0,0,6433.97428694
0,330019665001044,919846.0,0.0,73,39,34,73,73,0,0,0,0,0,0,0,20829.1512582
0,330019665002019,4503.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,824.153163157
0,330019665001024,0.0,12929.0,0,0,0,0,0,0,0,0,0,0,0,0,4649.35622207
0,330019665002048,7144359.0,0.0,96,44,52,96,92,0,1,0,0,3,0,12,46641.9399618
0,330019665001064,5587.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,835.100184038
0,330019665004134,1131.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,422.36709071
0,330019665003113,2307.0,0.0,1,1,0,1,1,0,0,0,0,0,0,0,528.059859903
0,330019665001066,11058.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1203.8488137
0,330019665001054,314383.0,0.0,15,10,5,15,15,0,0,0,0,0,0,0,8998.93037079
0,330019665003035,20918.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1908.7368827
0,330019665003045,5414.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,825.245331359
0,330019665004146,1333.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,508.891274953
0,330019665004010,6168.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1141.93168933
0,330019665004002,0.0,14257777.0,0,0,0,0,0,0,0,0,0,0,0,0,115660.091873
0,330019665003008,18966.0,0.0,7,4,3,7,7,0,0,0,0,0,0,0,2588.81377453
0,330019665003054,14881.0,0.0,7,3,4,7,7,0,0,0,0,0,0,0,1137.57120441
0,330019665004039,2080.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,695.896642615
0,330019664011000,0.0,512479.0,0,0,0,0,0,0,0,0,0,0,0,0,17568.2936587
0,330019664011126,16872.0,0.0,8,5,3,8,8,0,0,0,0,0,0,0,1961.12888195
0,330019664011074,114144.0,0.0,19,8,11,19,19,0,0,0,0,0,0,0,13212.4939378
0,330019664011027,16010.0,0.0,8,3,5,8,8,0,0,0,0,0,0,0,2573.13475921
0,330019656002032,4071952.0,0.0,57,28,29,57,55,0,0,2,0,0,0,3,29861.5013639
0,330019656002054,2410.0,0.0,2,1,1,2,2,0,0,0,0,0,0,0,592.115699285
0,330019656002060,381110.0,0.0,6,3,3,6,6,0,0,0,0,0,0,0,14262.6351335
0,330019656002000,7890849.0,14865.0,106,53,53,101,101,0,0,0,0,0,5,3,39757.2207346
0,330019656002031,60884.0,0.0,25,12,13,25,25,0,0,0,0,0,0,0,6076.99843031
0,330019654002029,120158.0,0.0,9,4,5,9,9,0,0,0,0,0,0,0,10892.5311142
0,330019654002035,0.0,135697.0,0,0,0,0,0,0,0,0,0,0,0,0,25976.4650233
0,330019654002090,214717.0,0.0,5,1,4,5,5,0,0,0,0,0,0,0,5962.96429786
0,330019654002006,0.0,109163.0,0,0,0,0,0,0,0,0,0,0,0,0,5080.39198156
0,330019654001046,688.0,0.0,6,3,3,6,6,0,0,0,0,0,0,0,364.269114107
0,330019654001023,12766.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,1159.47388369
0,330019654001035,7916.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1753.02561572
0,330019654001049,2228.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,767.128586318
0,330019655982032,4739.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1021.20734985
0,330019655983016,3890.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,793.73699068
0,330019655981006,442905.0,2919.0,320,244,76,318,317,1,0,0,0,0,2,6,8044.64408391
0,330019655983087,771158.0,22725.0,1,0,1,1,1,0,0,0,0,0,0,0,18170.0658908
0,330019655982072,9222.0,0.0,12,7,5,12,12,0,0,0,0,0,0,0,1893.16704833
0,330019655982042,15927.0,0.0,10,5,5,10,10,0,0,0,0,0,0,0,1528.35645704
0,330019655983004,3125.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1090.80173154
0,330019655982015,0.0,37727.0,0,0,0,0,0,0,0,0,0,0,0,0,2780.35145049
0,330019655982030,3540.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,706.79589628
0,330019655982023,0.0,5618.0,0,0,0,0,0,0,0,0,0,0,0,0,1569.68795766
0,330019655983094,2081.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,535.243015896
0,330019655983084,0.0,195648.0,0,0,0,0,0,0,0,0,0,0,0,0,8455.38431411
0,330019655983045,1455.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,509.229510699
0,330019655983040,28872.0,0.0,36,15,21,36,33,0,0,3,0,0,0,0,2607.56191031
0,330019655983067,281.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,273.487900496
0,330019665001010,7907919.0,20218.0,180,87,93,180,179,0,1,0,0,0,0,0,47200.8515686
0,330019665002069,267618.0,1623.0,13,8,5,13,13,0,0,0,0,0,0,0,5993.42041282
0,330019665003014,1026.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,354.891536667
0,330019665004114,158592.0,0.0,9,4,5,9,9,0,0,0,0,0,0,0,5942.65997304
0,330019665004036,0.0,8945.0,0,0,0,0,0,0,0,0,0,0,0,0,2805.2958997
0,330019665003112,32605.0,0.0,3,1,2,3,3,0,0,0,0,0,0,0,1979.57814179
0,330019665003087,10432.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1180.90006583
0,330019665001043,16371.0,0.0,3,1,2,3,3,0,0,0,0,0,0,0,1564.12714438
0,330019665002091,2095505.0,15976.0,106,53,53,103,102,0,0,1,0,0,3,3,31029.9060124
0,330019664023011,86070.0,0.0,10,5,5,10,10,0,0,0,0,0,0,1,6432.64668348
0,330019664023018,33033.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2867.28269937
0,330019664023010,37905.0,0.0,2,1,1,2,2,0,0,0,0,0,0,2,2996.7473089
0,330019664023033,18875.0,0.0,4,1,3,4,4,0,0,0,0,0,0,0,1684.71905478
0,330019664025031,42793.0,0.0,28,13,15,25,24,1,0,0,0,0,3,0,2411.00077641
0,330019664025010,38669.0,0.0,15,7,8,15,15,0,0,0,0,0,0,0,2160.1120957
0,330019664011090,3077.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,776.790536515
0,330019664023013,7326.0,0.0,2,1,1,2,2,0,0,0,0,0,0,0,993.931234121
0,330019664011017,0.0,2743944.0,0,0,0,0,0,0,0,0,0,0,0,0,46553.6320112
0,330019664011014,102857.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,8069.97277078
0,330019664011157,10022.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1341.64633347
0,330019664011159,17052.0,0.0,2,1,1,2,2,0,0,0,0,0,0,0,2042.1378377
0,330019664011076,0.0,53761.0,0,0,0,0,0,0,0,0,0,0,0,0,3181.01912388
0,330019664011091,9881.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1290.20018204
0,330019664011028,0.0,971431.0,0,0,0,0,0,0,0,0,0,0,0,0,24604.0978557
0,330019652002030,207183.0,0.0,61,24,37,61,61,0,0,0,0,0,0,0,21619.7285171
0,330019653001032,540614.0,2905.0,4,2,2,4,4,0,0,0,0,0,0,0,12948.6138739
0,330019652001041,3158664.0,933.0,14,7,7,14,14,0,0,0,0,0,0,0,42830.8066711
0,330019653001067,1430219.0,0.0,66,32,34,66,64,0,0,2,0,0,0,0,13036.3522084
0,330019653001047,95066.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,330019652001048,20483.0,0.0,3,1,2,3,3,0,0,0,0,0,0,0,2135.75895722
0,330019653003058,5200.0,0.0,2,1,1,2,0,0,0,0,0,2,0,0,1137.60177455
0,330019652001077,24121.0,0.0,3,2,1,3,3,0,0,0,0,0,0,0,2515.56509211
0,330019653003056,4607.0,0.0,4,2,2,4,4,0,0,0,0,0,0,0,919.364333645
0,330019653001028,16339.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1656.63066664
0,330019653002030,6938.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1137.11023477
0,330019652002040,5490.0,0.0,24,12,12,18,18,0,0,0,0,0,6,0,742.12727351
0,330019652002057,5058.0,0.0,33,14,19,33,33,0,0,0,0,0,0,0,942.295121085
0,330019652002050,60062.0,0.0,10,6,4,10,10,0,0,0,0,0,0,0,4684.58931159
0,330019665004042,2299287.0,0.0,82,38,44,81,80,0,0,0,0,1,1,2,20901.9474414
0,330019665004102,25532.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2547.34206753
0,330019665003024,1900.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,638.067145745
0,330019665003106,92430.0,0.0,2,1,1,2,2,0,0,0,0,0,0,0,3040.6292938
0,330019665002071,0.0,355359.0,0,0,0,0,0,0,0,0,0,0,0,0,13900.356701
0,330019665002009,0.0,1867081.0,0,0,0,0,0,0,0,0,0,0,0,0,20266.7605535
0,330019665001000,31151.0,0.0,35,21,14,35,34,0,0,1,0,0,0,1,3337.01388467
0,330019665004058,22272.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2086.575217
0,330019665003064,577165.0,0.0,25,14,11,25,25,0,0,0,0,0,0,1,7699.47366111
0,330019665002075,845518.0,0.0,22,10,12,22,22,0,0,0,0,0,0,0,33672.3970364
0,330019665004024,342122.0,0.0,8,2,6,8,8,0,0,0,0,0,0,0,16228.5951945
0,330019665004068,0.0,59730.0,0,0,0,0,0,0,0,0,0,0,0,0,5013.78145447
0,330019656002005,702647.0,0.0,8,4,4,8,8,0,0,0,0,0,0,0,17472.3302113
0,330019656002051,89838.0,0.0,3,1,2,3,3,0,0,0,0,0,0,0,7559.27463859
0,330019656001015,202737.0,0.0,20,7,13,20,20,0,0,0,0,0,0,0,7258.36725884
0,330019656001026,38291.0,0.0,9,3,6,9,9,0,0,0,0,0,0,0,1858.94547082
0,330019656001028,25761.0,0.0,7,4,3,7,7,0,0,0,0,0,0,0,2744.78008303
0,330019656001018,1115242.0,0.0,37,19,18,36,36,0,0,0,0,0,1,0,13041.6019705
0,330019656001021,15096.0,0.0,3,2,1,3,3,0,0,0,0,0,0,0,2214.09242406
0,330019656002027,0.0,85723.0,0,0,0,0,0,0,0,0,0,0,0,0,4543.78839653
0,330019656003044,103602.0,0.0,27,14,13,27,27,0,0,0,0,0,0,0,4598.25697012
0,330019656003024,322399.0,0.0,1,0,1,1,1,0,0,0,0,0,0,0,7169.29605945
0,330019656003066,19005.0,0.0,4,3,1,4,4,0,0,0,0,0,0,0,1741.00391233
0,330019656003051,1560564.0,0.0,80,35,45,80,80,0,0,0,0,0,0,0,15310.7293372
0,330019656001048,1187.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,433.305597772
0,330019656003062,0.0,155855.0,0,0,0,0,0,0,0,0,0,0,0,0,8831.22534883
0,330019656003049,30054.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,5340.65905861
0,330019656001020,16722.0,0.0,11,5,6,10,10,0,0,0,0,0,1,0,2454.05225174
0,330019656003031,56759.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,2832.25518121
