,lo,hi,length
599,33013CONC06,33013BOW01,157831.676107
600,33013CONC06,33013CONC04,338521.310611
601,33013CONC06,33013CONC05,255838.889701
602,33013CONC08,33013BOW01,815787.17771
603,33013CONC08,33013PEMB01,3770487.84292
604,33013CONC08,33013CONC10,2486264.83541
605,33013CONC08,33013CONC04,331567.373334
606,33013FRAN01,33013FRAN02,1500941.04014
607,33013FRAN01,33013FRAN03,766793.507554
608,33013FRAN01,33013HILL01,1861691.34118
609,33013FRAN01,33013ANDO01,1386371.21361
610,33013FRAN01,33013SALI01,1846949.19341
611,33013FRAN01,33013BOSC01,454313.515347
612,33013FRAN01,33013NFLD01,443050.523228
613,33013FRAN02,33013FRAN03,2312815.11164
614,33013FRAN02,33013NFLD01,106782.144037
615,33013FRAN03,33013NFLD01,1264100.57448
616,33013DANB01,33013HILL01,3292911.16916
617,33013DANB01,33013WILM01,2536079.34825
618,33013DANB01,33013ANDO01,1003918.27649
619,33013HILL01,33013ANDO01,1828334.75733
620,33013WILM01,33013NLON01,2701702.86086
621,33013WILM01,33013ANDO01,2099033.70872
622,33013WILM01,33013SUTT01,1779686.47704
623,33013WILM01,33013WARN01,793493.799555
624,33013WILM01,33019SPRI01,1719177.02529
625,33013NLON01,33013NBRY01,745645.892239
626,33013NLON01,33013SUTT01,2263591.9663
627,33013NLON01,33019SPRI01,3010544.37628
628,33013NLON01,33019SUNA01,1361085.9854
629,33013ANDO01,33013WARN01,406624.999354
630,33013ANDO01,33013SALI01,6255390.64361
631,33013NBRY01,33013SUTT01,2482666.13065
632,33013NBRY01,33013BRAD01,4813030.61001
633,33013NBRY01,33019SUNA01,1049992.17425
634,33013NBRY01,33019GOSH01,1888640.42586
635,33013NBRY01,33019WASH01,0.0
636,33013SUTT01,33013BRAD01,602612.03702
637,33013SUTT01,33013WARN01,4943438.36198
638,33013BRAD01,33013WARN01,1648682.75327
639,33013BRAD01,33013HENN01,663802.951535
640,33013BRAD01,33019GOSH01,0.0
641,33013BRAD01,33019WASH01,2062322.25704
642,33013WARN01,33013SALI01,2570679.57571
643,33013WARN01,33013WEBS01,2093946.51403
644,33013WARN01,33013HENN01,4013341.43978
645,33013WARN01,33013HOPK01,2628322.59635
646,33013SALI01,33013WEBS01,1539507.28513
647,33013SALI01,33013BOSC01,1025662.611
648,33013WEBS01,33013BOSC01,4615507.08749
649,33013WEBS01,33013HOPK01,1269382.75791
650,33013WEBS01,33013CONC01,401909.879582
651,33013BOSC01,33013NFLD01,438132.440894
652,33013BOSC01,33013CANT01,3048598.12337
653,33013BOSC01,33013CONC01,1341690.49058
654,33013NFLD01,33013CANT01,3822873.56568
655,33013CANT01,33013LOUD01,4439657.34742
656,33013CANT01,33013CONC01,287473.297648
657,33013CANT01,33013CONC10,1134701.7217
658,33013LOUD01,33013PITF01,1690861.79994
659,33013LOUD01,33013CHIC01,3421007.69311
660,33013LOUD01,33013PEMB01,154050.532344
661,33013LOUD01,33013CONC10,1688313.69084
662,33013PITF01,33013CHIC01,2400030.46664
663,33013PITF01,33013EPSO01,2067938.48348
664,33013PITF01,33015NTHW01,397664.609334
665,33013PITF01,33017STFD01,264905.327956
666,33013CHIC01,33013EPSO01,1284093.12368
667,33013CHIC01,33013PEMB01,1680371.52245
668,33013EPSO01,33013PEMB01,891515.284744
669,33013EPSO01,33013ALLE01,1599809.85863
670,33013EPSO01,33015NTHW01,554956.94714
671,33013EPSO01,33015DFLD01,2059761.30292
672,33013HENN01,33013HOPK01,2049953.43519
673,33013HOPK01,33013DUNB01,834284.667552
674,33013HOPK01,33013BOW01,537722.163403
675,33013HOPK01,33013CONC01,196591.616657
676,33013HOPK01,33013CONC03,788878.099101
677,33013HOPK01,33013CONC05,1133566.44062
678,33013DUNB01,33013BOW01,5965587.03406
679,33013DUNB01,33013HOOK01,245912.404481
680,33013BOW01,33013PEMB01,932227.473383
681,33013BOW01,33013ALLE01,57694.9615617
682,33013BOW01,33013HOOK01,1207303.71152
683,33013BOW01,33013CONC05,2550607.47561
684,33013PEMB01,33013ALLE01,2067779.04925
685,33013PEMB01,33013CONC10,420233.392297
686,33013ALLE01,33013HOOK01,2418978.51116
687,33013ALLE01,33015DFLD01,1113074.3154
688,33013ALLE01,33015CAND01,0.0
689,33013HOOK01,33015DFLD01,0.0
690,33013HOOK01,33015CAND01,1111083.01037
691,33013HOOK01,33015AUBU01,754935.22479
692,33013CONC02,33013CONC01,1362538.96584
693,33013CONC02,33013CONC03,2494428.30906
694,33013CONC01,33013CONC03,3646748.82052
695,33013CONC01,33013CONC10,465980.148777
696,33013CONC03,33013CONC10,1329674.48504
697,33013CONC03,33013CONC04,851578.871022
698,33013CONC03,33013CONC05,1896733.94114
699,33013CONC10,33013CONC04,29439.3499278
700,33013CONC04,33013CONC05,351235.585997
701,33015CHSR01,33015SNDN01,1424460.92385
702,33015CHSR01,33015DERR03,736593.021392
703,33015CHSR01,33015DERR02,2375590.48741
704,33015CHSR01,33015CAND01,564630.744393
705,33015CHSR01,33015RAYM01,2331890.46779
706,33015CHSR01,33015FREM01,337161.76496
707,33015CHSR01,33015AUBU01,1268209.66492
708,33015SNDN01,33015DANV01,584433.247635
709,33015SNDN01,33015HMST01,1554924.01241
710,33015SNDN01,33015DERR02,92605.1058469
711,33015SNDN01,33015FREM01,623292.268193
712,33015DANV01,33015KING01,1288122.00655
713,33015DANV01,33015HMST01,893564.107475
714,33015DANV01,33015FREM01,1198447.11145
715,33015KING01,33015EKIN01,1185735.00575
716,33015KING01,33015HMST01,972351.13311
717,33015KING01,33015PLAI01,1002944.64198
718,33015KING01,33015NEWT01,1288405.62368
719,33015KING01,33015EXET01,181954.457797
720,33015KING01,33015BREN01,1712732.24448
721,33015KING01,33015FREM01,87634.5827969
722,33015EKIN01,33015KENS01,382151.242998
723,33015EKIN01,33015NEWT01,268299.536424
724,33015EKIN01,33015SOHA01,720219.443957
725,33015EKIN01,33015EXET01,318214.164882
726,33015KENS01,33015HAFA01,319100.075091
727,33015KENS01,33015SOHA01,1259155.91964
728,33015KENS01,33015SEAB01,46220.2811263
729,33015KENS01,33015EXET01,1192543.16767
730,33015HAFA01,33015HMTN01,1915928.08676
731,33015HAFA01,33015SEAB01,2177766.80162
732,33015HAFA01,33015EXET01,496659.470513
733,33015HMTN01,33015SEAB01,261500.468281
734,33015HMTN01,33015ZZZZZZ,1550232.28048
735,33015HMTN01,33015NOHA01,2302766.32967
736,33015HMTN01,33015STRM01,0.0
737,33015HMTN01,33015EXET01,291173.68638
738,33015LOND01,33015WNDM01,1495943.51136
739,33015LOND01,33015DERR01,468606.255398
740,33015LOND01,33015DERR04,357686.176496
741,33015LOND01,33015DERR03,990495.864383
742,33015LOND01,33015AUBU01,647243.627877
743,33015WNDM01,33015SALE01,2874285.05672
744,33015WNDM01,33015DERR01,1391095.69723
745,33015WNDM01,33015DERR02,950412.072242
746,33015SALE01,33015ATKI01,2162987.22094
747,33015SALE01,33015DERR02,752952.616648
748,33015HMST01,33015ATKI01,1589640.81834
749,33015HMST01,33015PLAI01,271147.679512
750,33015HMST01,33015DERR02,602063.92858
751,33015ATKI01,33015PLAI01,846729.676943
752,33015ATKI01,33015DERR02,84139.8069624
753,33015PLAI01,33015NEWT01,918188.299829
754,33015NEWT01,33015SOHA01,1231298.30596
755,33015SOHA01,33015SEAB01,81581.1318578
756,33015SEAB01,33015ZZZZZZ,100224.892267
757,33015PORT03,33015PORT01,407085.927191
758,33015PORT03,33015PORT02,174011.219256
759,33015PORT03,33015PORT04,845901.395749
760,33015PORT03,33015NWIN01,738498.428518
761,33015PORT03,33015GRND01,153002.073071
762,33015PORT01,33015PORT05,367404.540879
763,33015PORT01,33015PORT02,208487.770256
764,33015PORT01,33015NWIN01,241023.892553
765,33015ZZZZZZ,33015RYE01,6536454.27114
766,33015ZZZZZZ,33015NOHA01,155202.847353
767,33015PORT05,33015PORT02,476388.659357
768,33015PORT05,33015PORT04,715815.926318
769,33015PORT05,33015NCAS01,496700.32758
770,33015PORT05,33015RYE01,148707.827918
771,33015PORT02,33015PORT04,165166.698315
772,33015PORT04,33015GRND01,112414.264122
773,33015PORT04,33015RYE01,1418690.88515
774,33015DERR01,33015DERR04,1722040.42567
775,33015DERR01,33015DERR02,1281727.26554
776,33015DERR04,33015DERR03,1072356.6611
777,33015DERR04,33015DERR02,440878.487584
778,33015DERR03,33015DERR02,813579.171732
779,33015DERR03,33015AUBU01,744283.912047
780,33015NTHW01,33015DFLD01,5987329.58535
781,33015NTHW01,33015NOTT01,672871.689075
782,33015NTHW01,33017STFD01,2482534.24706
783,33015NTHW01,33017BARR01,119935.799402
784,33015DFLD01,33015NOTT01,2887233.37285
785,33015DFLD01,33015CAND01,2641788.76383
786,33015DFLD01,33015RAYM01,362854.2892
787,33015NOTT01,33015RAYM01,3458881.56917
788,33015NOTT01,33015EPPI01,1274048.74989
789,33015NOTT01,33017BARR01,2176307.43057
790,33015NOTT01,33017LEE01,1055494.51522
791,33015CAND01,33015RAYM01,958882.806048
792,33015CAND01,33015AUBU01,4383064.75473
793,33015RAYM01,33015EPPI01,1108356.04981
794,33015RAYM01,33015FREM01,516631.785589
795,33015EPPI01,33015NMAR01,199657.87174
796,33015EPPI01,33015NEWF01,127516.472947
797,33015EPPI01,33015EXET01,109171.901339
798,33015EPPI01,33015BREN01,1452782.07872
799,33015EPPI01,33015FREM01,2911875.03359
800,33015EPPI01,33017LEE01,1270384.58759
801,33015NMAR01,33015NEWF01,2260289.44408
802,33015NMAR01,33015NWIN01,99147.2612214
803,33015NMAR01,33015GRND01,579824.263392
804,33015NMAR01,33015STRM01,110117.123669
805,33015NMAR01,33017LEE01,652248.808986
806,33015NMAR01,33017DURH01,4418005.01237
807,33015NEWF01,33015STRM01,642993.310608
808,33015NEWF01,33015EXET01,3371423.66978
809,33015NWIN01,33015GRND01,2636484.54933
810,33015NWIN01,33017DURH01,901562.681813
811,33015NWIN01,33017DOVE03,569153.511444
812,33015GRND01,33015RYE01,603568.607727
813,33015GRND01,33015NOHA01,1117550.99597
814,33015GRND01,33015STRM01,1584055.88042
815,33015NCAS01,33015RYE01,1413904.70548
816,33015RYE01,33015NOHA01,1734169.57399
817,33015NOHA01,33015STRM01,870144.869783
818,33015NOHA01,33015EXET01,0.0
819,33015STRM01,33015EXET01,1598595.44759
820,33015EXET01,33015BREN01,652610.586337
821,33015BREN01,33015FREM01,524719.054245
822,33017SOME01,33017ROCH02,269193.678532
823,33017SOME01,33017ROCH03,0.0
824,33017SOME01,33017SOME05,54024.7584038
825,33017SOME01,33017SOME02,2314685.82514
826,33017SOME01,33017ROCH01,139156.841275
827,33017ROCH05,33017ROCH03,337482.317899
828,33017ROCH05,33017ROCH04,1733719.92646
829,33017ROCH05,33017ROCH06,531120.612136
830,33017ROCH05,33017MILT01,112071.3362
831,33017ROCH05,33017FARM01,1793216.2221
832,33017ROCH05,33017STFD01,385733.130898
833,33017ROCH05,33017BARR01,731205.208087
834,33017ROCH05,33017ROCH01,556352.107445
835,33017ROCH02,33017ROCH03,1293345.0111
836,33017ROCH02,33017ROCH04,364815.423352
837,33017ROCH02,33017ROCH06,418059.020609
838,33017ROCH02,33017SOME02,0.0
839,33017ROCH02,33017ROCH01,2631385.06765
840,33017ROCH03,33017ROCH04,1502180.7165
841,33017ROCH03,33017SOME02,205842.95637
842,33017ROCH03,33017BARR01,1439507.84755
843,33017ROCH03,33017DOVE06,487068.382886
844,33017ROCH03,33017DOVE05,71983.5179982
845,33017ROCH04,33017ROCH06,246744.166231
846,33017SOME05,33017SOME04,251485.31598
847,33017SOME05,33017SOME02,16890.3273872
848,33017SOME05,33017SOME03,0.0
849,33017SOME05,33017ROLL01,507456.176245
850,33017SOME04,33017SOME02,0.0
851,33017SOME04,33017SOME03,1016774.73476
852,33017SOME04,33017DOVE06,0.0
853,33017SOME04,33017ROLL01,487402.345962
854,33017ROCH06,33017ROCH01,991778.126499
855,33017NDUR01,33017MIDD01,861130.404836
856,33017NDUR01,33017FARM01,3211570.71361
857,33017NDUR01,33017STFD01,0.0
858,33017MIDD01,33017MILT01,1361750.46918
859,33017MIDD01,33017FARM01,60549.3472143
860,33017MILT01,33017FARM01,2032924.28229
861,33017SOME02,33017SOME03,1405468.38781
862,33017SOME02,33017DOVE06,213862.033427
863,33017DOVE01,33017DOVE02,350395.29666
864,33017DOVE01,33017DOVE06,374410.266783
865,33017DOVE01,33017DOVE05,124190.182142
866,33017DOVE01,33017ROLL01,218752.620405
867,33017SOME03,33017DOVE06,1303911.23184
868,33017SOME03,33017ROLL01,0.0
869,33017DOVE02,33017DOVE03,1115850.24946
870,33017DOVE02,33017DOVE05,332594.910372
871,33017DOVE02,33017ROLL01,1006847.42248
872,33017FARM01,33017STFD01,1894019.51024
873,33017STFD01,33017BARR01,3589835.51459
874,33017BARR01,33017MADB01,807610.666221
875,33017BARR01,33017LEE01,1281426.66826
876,33017BARR01,33017DOVE05,192411.304924
877,33017MADB01,33017LEE01,784045.538372
878,33017MADB01,33017DURH01,2268239.82003
879,33017MADB01,33017DOVE04,2469026.14472
880,33017MADB01,33017DOVE05,1082839.19658
881,33017LEE01,33017DURH01,637148.238482
882,33017DURH01,33017DOVE04,75094.7986925
883,33017DURH01,33017DOVE03,37912.0997284
884,33017DOVE06,33017DOVE05,1976622.7073
885,33017DOVE06,33017ROLL01,197303.413547
886,33017DOVE04,33017DOVE03,1029596.89716
887,33017DOVE04,33017DOVE05,765955.161157
888,33017DOVE03,33017DOVE05,37487.9668825
889,33019CLAR02,33019CLAR01,2061106.70334
890,33019CLAR02,33019CLAR03,1125982.55199
891,33019CLAR02,33019UNIT01,701696.552483
892,33019CLAR02,33019CHAR01,2566603.21416
893,33019CLAR01,33019CLAR03,2518815.04338
894,33019CLAR01,33019NEWP01,549898.846332
895,33019CLAR01,33019UNIT01,1361596.16266
896,33019CLAR03,33019CORN01,2655540.68082
897,33019CLAR03,33019CROY01,0.0
898,33019CLAR03,33019NEWP01,1379695.43889
899,33019PLFD01,33019GRAN01,2113482.30832
900,33019PLFD01,33019CORN01,7959117.31601
901,33019PLFD01,33019CROY01,271277.226355
902,33019GRAN01,33019SPRI01,3131487.30421
903,33019GRAN01,33019CROY01,2313188.02501
904,33019SPRI01,33019CROY01,484241.908195
905,33019SPRI01,33019SUNA01,1291675.43774
906,33019CORN01,33019CROY01,2275729.47388
907,33019CORN01,33019NEWP01,0.0
908,33019CROY01,33019NEWP01,3056714.29404
909,33019CROY01,33019SUNA01,1114967.60629
910,33019NEWP01,33019SUNA01,1350117.18292
911,33019NEWP01,33019GOSH01,1163562.2193
912,33019NEWP01,33019UNIT01,4376469.26024
913,33019SUNA01,33019GOSH01,1058428.79842
914,33019GOSH01,33019UNIT01,582908.917939
915,33019GOSH01,33019LEMP01,2346363.81997
916,33019GOSH01,33019WASH01,1385245.51694
917,33019UNIT01,33019CHAR01,1549350.51317
918,33019UNIT01,33019ACWO01,2085691.65104
919,33019UNIT01,33019LEMP01,1683112.85382
920,33019CHAR01,33019LANG01,2938812.10557
921,33019CHAR01,33019ACWO01,1525277.22964
922,33019LANG01,33019ACWO01,889579.079747
923,33019ACWO01,33019LEMP01,4101113.0112
924,33019LEMP01,33019WASH01,3497835.17201
